External ID,default_code,Article/Nom,Lieu/Nom de l'emplacement,lot_name,Lot/numéro de série/Date de péremption,quantity,Unité de mesure/Nom affiché,Coût unitaire
__export__.stock_quant_7181101_e4c20012,3162336,ADVANTIX 100/500 24x1ML (4 a 10KG),M.01.00.R.04,KV04PCN,2027-07-31 02:00:00,10.00,Unité,87.22
__export__.stock_quant_7181241_187509ce,2520856,"EQUITOP MYOPLAST 1,5KG",M.35.00.A.02,E59130,2025-09-30 02:00:00,3.00,Unité,58.51
__export__.stock_quant_7181243_c63dd43b,3489606,"BROADLINE SPOT-ON CHAT S (-de2,5KG) /15",M.04.00.C.08,E56583F,2024-08-31 02:00:00,3.00,Unité,60.81
__export__.stock_quant_7181251_999b792c,0677401,"EQVALAN  6,42GR",M.44.00.C.09,TD04522,2025-06-30 02:00:00,60.00,Unité,11.90
__export__.stock_quant_7181255_99f8739b,10008352,FRONTPRO CHIEN CHEW XL 25-50KG 3COMP   ,M.05.04.R.06,E99268,2025-10-31 01:00:00,180.00,Unité,21.62
__export__.stock_quant_7181271_7d83ebfb,10004885,"NEXGARD COMBO 2,5-7,5KG L 3x0,9ml",M.32.06.S.04,E73316D,2025-11-30 01:00:00,880.00,Unité,15.45
__export__.stock_quant_7181272_6b49446b,10004885,"NEXGARD COMBO 2,5-7,5KG L 3x0,9ml",M.32.06.S.03,E73316D,2025-11-30 01:00:00,"1,000.00",Unité,15.45
__export__.stock_quant_7181292_272ff0f2,5545267,PISTOLET DOSEUR + RALLONGE EPRINEX 5L,M.52.01.E.02,,,2.00,Unité,39.06
__export__.stock_quant_7181501_58cd91ce,10009238,DOSSIER REMISES ARRIERES ALCYONNAIRES 2023,M.15.09.B.02,,,10.00,Unité,0.00
__export__.stock_quant_7181514_fc70921b,10009214,VETASSURE B23 PORTE PLATEAUX VIDE,M.10.06.B.04,,,2.00,Unité,34.00
__export__.stock_quant_7181515_557838b9,10009215,VETASSURE B23 PLATEAU INOX 184x440cm,M.10.03.D.04,,,8.00,Unité,25.00
__export__.stock_quant_7181530_e0dae5b1,1402594,MICROSCOPE BA210 ELITE TRINO HALOGENE,EXP001,146000548,2040-07-08 11:24:26,1.00,Unité,702.00
__export__.stock_quant_7181556_70ead741,5164505,"SANIMED DOG OSTEOARTHRITIS 12,5KG",AB16A3,300624,2024-06-30 02:00:00,10.00,sac,44.33
__export__.stock_quant_7181582_41d1e5df,7760306,ALFATEC C-TEC USP2 EP5 50M,M.54.02.E.05,22K24,2024-11-30 01:00:00,4.00,Unité,-56.41
__export__.stock_quant_7181586_050cc1e3,7760336,C-TEC CATGUT PL USP2 EP6  60 M,M.32.09.R.05,039221,2027-12-31 01:00:00,2.00,Unité,63.88
__export__.stock_quant_7181587_2aa2988f,7760338,C-TEC CATGUT CH USP3 EP7  50 M,M.44.01.R.04,039221,2027-12-31 01:00:00,2.00,Unité,60.47
__export__.stock_quant_7181772_881dd4c6,5840331,FOAL ENERGY PLUS 4 SERINGUES,M.49.05.E.07,23000356,2025-03-31 02:00:00,3.00,Unité,19.73
__export__.stock_quant_7182172_175cb098,10004055,HALOFUSOL 0.5MG/ML 500ML,A_DETRUIRE,10084600003,2023-09-30 02:00:00,5.00,Unité,36.50
__export__.stock_quant_7182261_a03bfeef,10007778,"PRO PLAN DOG MEDIUM ADULT 14 + 2,5KG",RETOUR_FOURNISSEUR_ALI,311023,2023-10-31 01:00:00,1.00,Unité,42.76
__export__.stock_quant_7182328_5148dab8,1157346,ORBENIN EXTRA DRY COW 24APPL,M.32.10.R.01,D2032703,2025-04-30 02:00:00,32.00,Unité,-5.49
__export__.stock_quant_7182427_54508b56,5157395,TROUSSE PERFUVET DUO PETITS ANIMAUX 20 GOUTTES/ML 200cm (x12),M.47.10.R.04,20220710,2027-07-09 02:00:00,24.00,boîte,10.91
__export__.stock_quant_7182502_ce66900f,8053618,"PROLONGATEUR  LL MF  80cm 2,5x4,1mm",M.57.02.R.04,312307L,2028-07-31 02:00:00,200.00,Unité,-0.04
__export__.stock_quant_7182526_9c3f6114,5091167,CCL 100LB DOUBLE LINE + NEEDLE + CRIMPS VI-091167,M.46.05.C.04,J23004,2028-03-31 02:00:00,4.00,Unité,10.85
__export__.stock_quant_7182666_be56fa70,4461844,AURINET 125ML MP LABO,M.35.02.E.03,350307,2025-04-30 02:00:00,4.00,Unité,4.86
__export__.stock_quant_7182669_77a36a70,10008999,PALMIDOL 30 GEL,M.49.07.R.01,22171,2025-12-31 01:00:00,34.00,Unité,-118.43
__export__.stock_quant_7182712_782623da,1041360,"SURLUNETTES ANTI-X 0,7PB + PROTEGE COTES",M.08.06.D.03,,,2.00,Unité,130.00
__export__.stock_quant_7182975_987fc0e4,10004655,VETASSURE TUYAU SILICONE 5/10mm PAR METRE,SA00V0,,,31.00,Unité,2.00
__export__.stock_quant_7182976_ded78fa7,5973630,VETASSURE B23 BANDE DE RECHAUF 1200W,SB01B1,,,2.00,Unité,75.00
__export__.stock_quant_7184118_587d8ba2,8012451,VICRYL USP1 EP4 40R1/2 J359H,EXA600,TGBBZDD0,2028-11-30 01:00:00,29.00,Unité,5.18
__export__.stock_quant_7185503_d853f251,8352448,SHOR LINE ROBINETTERIE ECONOMIQUE,PG01E1,,,2.00,Unité,273.93
__export__.stock_quant_7185560_24fbc4a8,10007811,"SONDE ALIMENTAIRE RADIO OPAQUE 4,7mm x 125cm CH14 vert",M.42.01.B.01,2015023M,2025-10-31 01:00:00,17.00,Unité,0.80
__export__.stock_quant_7186129_e58ed15b,5272582,PRO PLAN DOG SMALL&MINI ADULT 7KG AGNEAU,RETOUR_FOURNISSEUR_ALI,311224,2024-12-31 01:00:00,1.00,sac,20.82
__export__.stock_quant_7186153_fb4bd216,10008618,VETESSENTIALS CANINE PUPPY MULTI-BENEFIT GROWTH WITH ACTIVBIOME+LARGE 14KG POULET,RETOUR_FOURNISSEUR_ALI,300924,2024-09-30 02:00:00,1.00,sac,49.09
__export__.stock_quant_7186157_f5f38ad8,10008563,VETESSENTIALS CANINE ADULT 1+ MULTI BENEFIT+DENTAL MEDIUM/LARGE 10KG POULET ,RETOUR_FOURNISSEUR_ALI,301124,2024-11-30 01:00:00,2.00,sac,37.80
__export__.stock_quant_7186172_c5a62ea7,3145042,METABOLIC CANIN MINI 6KG,RETOUR_FOURNISSEUR_ALI,300924,2024-09-30 02:00:00,0.00,sac,34.72
__export__.stock_quant_7186221_717a4571,10001638,CANINE ADULT PERFECT WEIGHT 12KG POULET  ,RETOUR_FOURNISSEUR_ALI,311024,2024-10-31 01:00:00,0.00,sac,49.23
__export__.stock_quant_7186247_661f40e4,10008671,VETESSENTIALS CANINE PUPPY MULTI-BENEFIT GROWTH WITH ACTIVBIOME+MEDIUM 8KG,RETOUR_FOURNISSEUR_ALI,310724,2024-07-31 02:00:00,0.00,sac,31.32
__export__.stock_quant_7186261_ffae81ef,10007672,MD FELIN 3KG,RETOUR_FOURNISSEUR_ALI,310125,2025-02-28 01:00:00,0.00,sac,27.63
__export__.stock_quant_7186262_c1b2f5bc,10008601,VETESSENTIALS CANINE PUPPY MULTI-BENEFIT GROWTH WITH ACTIVBIOME+SMALL&MINI 2KG POULET,RETOUR_FOURNISSEUR_ALI,311224,2024-12-31 01:00:00,0.00,sac,11.51
__export__.stock_quant_7186263_ae1614f0,10008917,VETESSENTIALS FELINE MULTI-BENEFIT+ SENIOR MATURE ADULT 7+ 3KG POULET,RETOUR_FOURNISSEUR_ALI,311224,2024-12-31 01:00:00,0.00,sac,25.16
__export__.stock_quant_7186285_b6d8a9cd,10001551,SPECIFIC CXD XL ADULT LARGE BREED 12KG  ,RETOUR_FOURNISSEUR_ALI,301124,2024-11-30 01:00:00,3.00,sac,32.38
__export__.stock_quant_7186287_cdf6899f,10001581,SPECIFIC CID DIGESTIVE SUPPORT 12KG ,RETOUR_FOURNISSEUR_ALI,311224,2024-12-31 01:00:00,0.00,sac,44.86
__export__.stock_quant_7186288_eec53018,10008599,VETESSENTIALS CANINE ADULT MULTI-BENEFIT LARGE 14KG AGNEAU/RIZ ,RETOUR_FOURNISSEUR_ALI,280225,2025-02-28 01:00:00,2.00,sac,46.97
__export__.stock_quant_7186308_2847cc43,5272558,PRO PLAN DOG ALL SIZE ADULT LIGHT 14KG,RETOUR_FOURNISSEUR_ALI,311224,2024-12-31 01:00:00,1.00,sac,41.69
__export__.stock_quant_7186313_9a8a36c0,10008620,VETESSENTIALS CANINE ADULT 1+ MULTI BENEFIT+DENTAL MEDIUM/LARGE 2KG POULET ,RETOUR_FOURNISSEUR_ALI,301124,2024-11-30 01:00:00,0.00,sac,11.57
__export__.stock_quant_7186438_5cec931b,10002112,NUTRICALM 1L,M.45.07.R.03,PB2307522,2024-09-30 02:00:00,2.00,Unité,19.12
__export__.stock_quant_7186659_30e7dfaf,10002544,ZD BIOME CANIN 8KG,RETOUR_FOURNISSEUR_ALI,300924,2024-09-30 02:00:00,0.00,sac,54.80
__export__.stock_quant_7186680_ac2dadd6,10008646,VETESSENTIALS CANINE ADULT MULTI-BENEFIT+WEIGHT LARGE 14KG POULET,RETOUR_FOURNISSEUR_ALI,280225,2025-02-28 01:00:00,1.00,sac,50.33
__export__.stock_quant_7186685_4aaea0c1,5821809,ID LOW FAT CANIN 12KG,RETOUR_FOURNISSEUR_ALI,301124,2024-11-30 01:00:00,0.00,sac,58.48
__export__.stock_quant_7186697_0870a906,10008767,"VETESSENTIALS FELINE ADULT 1+MULTI-BENEFIT+DENTAL 6,5KG POULET ",RETOUR_FOURNISSEUR_ALI,311024,2024-10-31 01:00:00,3.00,sac,40.96
__export__.stock_quant_7186708_ebbe3394,10003927,CD FELIN STRESS + METABOLIC 8KG  ,RETOUR_FOURNISSEUR_ALI,310125,2025-01-31 01:00:00,1.00,sac,61.37
__export__.stock_quant_7186711_16807b9e,10001147,"ACANA DOG REGIONALS RANCHLANDS 11,4KG ",RETOUR_FOURNISSEUR_ALI,311224,2024-12-31 01:00:00,1.00,sac,57.25
__export__.stock_quant_7186713_0f0cf5d7,10001161,"ORIJEN DOG WHOLE PREY TUNDRA 11,4KG",RETOUR_FOURNISSEUR_ALI,310324,2024-03-31 01:00:00,2.00,sac,73.47
__export__.stock_quant_7186720_0c04a97c,1062320,"LITIERE CATS BEST ORIGINAL 17,2KG (40L)",RETOUR_FOURNISSEUR_ALI,,,3.00,Unité,21.29
__export__.stock_quant_7186724_9a347a1d,2021963,LITIERE CHAT BREEDERCELECT 30L,RETOUR_FOURNISSEUR_ALI,,,1.00,sac,13.16
__export__.stock_quant_7186741_63c3f2e5,10000856,ORIJEN CAT & KITTEN WHOLE PREY 17KG,RETOUR_FOURNISSEUR_ALI,310324,2024-03-31 01:00:00,1.00,sac,95.35
__export__.stock_quant_7186751_d848e2da,10001007,"ACANA DOG HERITAGE LIGHT & FIT 11,4KG  ",RETOUR_FOURNISSEUR_ALI,311024,2024-10-31 01:00:00,1.00,sac,41.93
__export__.stock_quant_7186755_bc27c64b,10005101,CD CANIN STEW 24X156GR POULET,RETOUR_FOURNISSEUR_ALI,280224,2024-02-28 01:00:00,0.00,plateau,31.41
__export__.stock_quant_7186758_116f3c47,10006812,TROLLEY POUR LASER QUAD,EXP000,,,1.00,Unité,672.56
__export__.stock_quant_7187014_70dd716e,10004260,SPECIFIC F-BIO-D ADULT ORGANIC 2KG,RETOUR_FOURNISSEUR_ALI,311023,2023-10-31 01:00:00,2.00,sac,12.82
__export__.stock_quant_7187015_740e5a4c,4665120,AIGUILLE STERICAN 18Gx1 1/2 40mm (x100),M.36.06.R.05,23E11G8841,2028-05-01 02:00:00,10.00,boîte,5.07
__export__.stock_quant_7187214_a746cdec,10000194,UBAC 1x5d,QE08B1,81W82,2024-03-28 01:00:00,20.00,Unité,28.33
__export__.stock_quant_7187227_32322781,8120001,CANIGEN L 10D,QA03R01,927Z,2024-10-31 01:00:00,50.00,Unité,-4.06
__export__.stock_quant_7187263_07976639,10007674,FELINE LIGHT ADULT 7KG POULET,AI17A3,311224,2024-12-31 01:00:00,1.00,sac,38.56
__export__.stock_quant_7187266_f5a4b281,10008922,CANINE ADULT HYPOALLERGENIC SMALL&MINI 6KG SAUMON ,AH09A5,310125,2025-01-31 01:00:00,2.00,sac,32.56
__export__.stock_quant_7187897_d07bed85,5042806,TAPIS ANTI-DERAPANT POUR BALANCE 90x60cm,AK05B4,,,18.00,Unité,3.94
__export__.stock_quant_7187918_2d4b854d,10005909,"CROQUETTES CHAT PURINA ONE SENIOR 7+ POULET CONTENANCE : 1,5 KG",AD01B2,311024,2024-10-31 01:00:00,4.00,Unité,5.21
__export__.stock_quant_7188001_4b4bc9de,5012263,"CISEAUX COURBES M/M 14,5cm TU HEBU",M.11.04.B.04,,,1.00,Unité,72.95
__export__.stock_quant_7188079_c294dc82,10008682,VETESSENTIALS CANINE ADULT MULTI-BENEFIT NO GRAIN MEDIUM 2KG THON/P.DE TERRE,AG28B4,300924,2024-09-30 02:00:00,5.00,sac,12.92
__export__.stock_quant_7188132_4a9510ae,5421930,"BOITE INOX A AIGUILLES 75x25x4,5mm",M.45.05.C.05,,,2.00,Unité,17.34
__export__.stock_quant_7188174_e6d508b0,10006058,MINI STERILISED CONTENANCE : 8 KG,AC28A2,311224,2024-12-31 01:00:00,5.00,Unité,33.26
__export__.stock_quant_7188218_055f7445,1038454,OMNITAPE 5cmx10m,M.51.09.G.02,,,9.00,Unité,4.37
__export__.stock_quant_7188806_5f3f6f37,10007152,GANT NON STERILE EXAMED LATEX NON POUDRE 9/10 XL (x100),M.49.07.B.03,204145732LLZA,2026-08-21 02:00:00,7.00,boîte,8.39
__export__.stock_quant_7188905_4281afa8,10005502,HERBE A CHAT CATNIP ORIGINAL FLAMINGO CONTENANCE : 15 G,AG01C1D,,,8.00,Unité,1.19
__export__.stock_quant_7189021_4802b961,10006650,TAPIS SUPERBED GRIS FONCE  80x50cm,M.53.08.D.04,,,7.00,Unité,6.82
__export__.stock_quant_7189117_bdcc1358,10005541,TUBE D'IDENTITE PORTE ADRESSE POUR CHIEN,AG04C1D,,,1.00,Unité,2.16
__export__.stock_quant_7189120_41529d4f,10002355,PHYTOBIOVET LINGETTES BIO (20),A_DETRUIRE,03442457,2023-12-08 01:00:00,3.00,Unité,4.84
__export__.stock_quant_7191187_fcac9181,10002283,INTUBEAZE 20mg/ml 10ml,M.47.07.C.05,142609,2024-08-31 02:00:00,11.00,Unité,18.02
__export__.stock_quant_7191663_b2a6fd7b,10009226,TAPIS CHAUFFANT V2 CARBON TECH 112x52cm 24V 60W,PE06B2,,,1.00,Unité,509.00
__export__.stock_quant_7191700_cc3419e0,10005294,OREILLES DE PORC FUMEES CONTENANCE : 50 PIECES,AE33B7,310325,2025-03-31 02:00:00,2.00,Unité,35.99
__export__.stock_quant_7191707_37f10da7,10005505,COUVERTURE DE PROTECTION POUR COFFRE DE VOITURE CARE SAFE DELUXE,AA34B2,,,2.00,Unité,37.49
__export__.stock_quant_7191709_7eebae8d,10005383,CONTAINER A CROQUETTES CHAT CURVER CONTENANCE : 35 LITRES,AE33B1,,,1.00,Unité,22.54
__export__.stock_quant_7191743_8cf3e1d4,1038439,OMNITAPE 2cmx10m,M.49.03.B.05,300217122,2026-04-01 02:00:00,22.00,Unité,2.18
__export__.stock_quant_7191828_271f85c7,5166110,PAC6110 10KG,RETOUR_FOURNISSEUR_ALI,300923,2023-09-30 02:00:00,0.00,sac,40.27
__export__.stock_quant_7191931_c26e5415,10006820,CARTOUCHE POUR ECORNEUR EXPRESS 60GR,M.03.06.D.05,,,15.00,Unité,9.41
__export__.stock_quant_7192241_a519415d,6600901,EMDACTILIN 150 250ML,A_DETRUIRE,23A064,2024-12-31 01:00:00,2.00,Unité,-2.51
__export__.stock_quant_7192287_bc4978da,1118876,GABBROSTIM 20ML,M.45.05.E.04,2206AE,2025-09-30 02:00:00,3.00,Unité,27.97
__export__.stock_quant_7192493_df6a3ff4,6508011,MALLETTE RUSTICANA PT 2P CUIR NOIR,EXP000,,,1.00,Unité,287.43
__export__.stock_quant_7193512_c73d9d43,5027815,AIMANT CAGE BOVIMAG GENIA BOVIN (x12),GY00R0,,,1.00,BOITE DE 12,-11.99
__export__.stock_quant_7193563_822c4a84,10004379,EBD PISTOLET A GRAISSE POUR DYNAMIC ET DIVERSE,SD03D2,,,2.00,Unité,23.00
__export__.stock_quant_7193565_f6a4487e,10004373,EBD BOBINE DIAMANT APPLECORE MEDIUM BURR 18MM,SB01D11,,,1.00,Unité,91.81
__export__.stock_quant_7193566_e17cf94e,10001454,EBD DYNAMIC FRAISE DIASTEMA XS 20x3mm,M.42.01.D.02,,,1.00,Unité,72.45
__export__.stock_quant_7193567_2b24a28e,10001453,EBD DYNAMIC FRAISE DIASTEMA S 30x4mm,M.10.04.C.02,,,1.00,Unité,72.45
__export__.stock_quant_7193744_889631c3,8058915,BOITE AUTOCLAVE A FILTRE 18x14x4cm,M.43.07.D.05,,,1.00,Unité,114.21
__export__.stock_quant_7193746_dfda4a65,8021645,ELECTRODE CAUTERE FORME BOULE,EOH164,,,1.00,Unité,28.46
__export__.stock_quant_7193815_20a4d916,10004016,GRATTOIR POUR BISTOURI ELECTRIQUE 5x5cm (x100),M.40.02.D.04,316390,2027-10-01 02:00:00,2.00,boîte,45.00
__export__.stock_quant_7193852_522e9600,10007255,CIRE POUR COUSSINETS PAW WAX 50GR,AG01C1B,,,4.00,Unité,7.95
__export__.stock_quant_7193855_37fdf970,10007927,SAV CABLE POUR BALANCE ADAM (AVEC FICHE),SB01D6,,,4.00,Unité,15.00
__export__.stock_quant_7194167_4f2c9467,4896861,EKYGARD + 14KG AUDEVARD,M.60.06.R.01,3110723,2025-04-30 02:00:00,2.00,Unité,310.90
__export__.stock_quant_7194168_a8cef343,0048173,IMAVEROL 100ml,M.46.00.R.06,22EQ163,2025-05-31 02:00:00,140.00,Unité,-12.66
__export__.stock_quant_7194169_a4554cc9,0048181,IMAVEROL 1LITRE,M.59.07.R.01,22EQ173,2025-05-31 02:00:00,15.00,Unité,-45.91
__export__.stock_quant_7194178_58cc05fb,10009245,CENTRIFUGEUSE NAHITA MINIFUGE DE PRET,SAV_MAT_PRET_005,,,1.00,Unité,0.00
__export__.stock_quant_7194324_fa103f20,10002310,INMEVA 1x25d,QB03D3,86H52,2025-05-23 02:00:00,8.00,boîte,29.07
__export__.stock_quant_7194530_34f7989a,5623351,MAXON USP2/0 EP3 26R1/2 6233-51 (x36),M.47.01.B.06,D3C0447Y,2028-02-29 01:00:00,1.00,boîte,115.92
__export__.stock_quant_7195597_5ca882ba,5384023,VELCRO AMPICLOX,M.49.05.R.04,,,96.00,Unité,0.00
__export__.stock_quant_7195872_c2853a88,1030400,SACHET NON ADHESIF AUTOCLAVE 150x350mm (x100),M.52.06.D.02,,,3.00,Unité,15.70
__export__.stock_quant_7195963_cc20f585,10002309,INMEVA 1x5d,QB05C1,73G61,2024-12-19 01:00:00,2.00,boîte,7.11
__export__.stock_quant_7196311_c5f44ddb,10005972,NUTRITION SOIN LIGHT 40 ADULT CONTENANCE : 3 KG,AB01B3,300624,2024-06-30 02:00:00,1.00,Unité,20.27
__export__.stock_quant_7198243_d6cb4d6d,8279160,LAMPE EXAMEN LED VISIANO 20 SANS SUPPORT,PE10B2,,,3.00,Unité,594.95
__export__.stock_quant_7198244_09c9ddc4,8168704,PIED A ROULETTES LAMPE VISIANO,PE04A4,,,1.00,Unité,88.56
__export__.stock_quant_7198245_345849dd,8034671,TUBE NEON BLANC 13CM PR LAMPE DE WOOD,M.11.04.C.01,,,1.00,Unité,2.33
__export__.stock_quant_7198544_d17f36f1,5179207,ENVELOPPE MILPRO CHIEN (12),M.56.04.B.05,,,296.00,Unité,0.00
__export__.stock_quant_7198719_c6f144b1,5512006,STULLMISAN 4x100GR,M.38.04.R.02,21L07A,2024-12-31 01:00:00,3.00,Unité,27.43
__export__.stock_quant_7198740_a06aecbb,5415057,PAPIER PR TABLE H-ROLL 49cmx50m (x8),M.59.03.A.01,,,10.00,boîte,52.41
__export__.stock_quant_7198821_9c57e368,10007241,"OMNIFILM SPARADRAP 2,50cmx5m",M.49.06.D.01,300526125,2028-06-01 02:00:00,37.00,Unité,0.99
__export__.stock_quant_7198824_406c900c,0817015,"OMNIPLAST SPARADRAP 1,25cmx5m",M.42.03.C.04,300220122,2028-05-01 02:00:00,56.00,Unité,0.70
__export__.stock_quant_7198871_8eb0d77c,5920401,SMI SPON 80x50x10mm standard (x10),M.45.07.B.01,0323025,2028-02-28 01:00:00,8.00,boîte,12.83
__export__.stock_quant_7198900_5082f662,5134540,SMI SURGICRYL MONOFIL USP1 EP4 90cm 40C3/8 DS40 (x12),M.43.03.B.02,230408,2027-03-31 02:00:00,2.00,boîte,25.43
__export__.stock_quant_7198903_bafa6807,7920043,AIGUILLE DE SUTURE 3/8 COUP  70mm SMI Z504 (x12),EOD103,,,3.00,boîte,7.56
__export__.stock_quant_7198993_ba422839,8288561,ECARTEUR LONE STAR 14x14cm,M.54.03.C.01,,,1.00,Unité,191.24
__export__.stock_quant_7200187_8f5eaf45,2764116,ADVANTIX 100/500  6x1ML (4 à 10KG),PROBLEME_QUALITE,KV03N7B,2026-10-31 01:00:00,1.00,Unité,24.56
__export__.stock_quant_7200247_f6b757b9,5741500,DIFTOVAC 1x50d,PROBLEME_QUALITE,49092205,2023-12-27 01:00:00,2.00,Unité,-5.46
__export__.stock_quant_7200440_2a0a1f55,10008055,ROYAL CANIN CAT KITTEN LOAF WET 12 x 85g,AH05R2,310725,2025-07-31 02:00:00,100.00,Unité,12.78
__export__.stock_quant_7200494_07096830,5439100,MILLSWABS NON TISSEES 10x10cm (100),M.01.03.D.02,,,7.00,Unité,4.46
__export__.stock_quant_7200621_8a3ab93b,7865039,ROYAL CANIN DOG CARDIAC WET 12 x 410g,AG22S1,310525,2025-05-31 02:00:00,22.00,plateau,36.90
__export__.stock_quant_7200622_0447cd58,7865039,ROYAL CANIN DOG CARDIAC WET 12 x 410g,AG22R2,310125,2025-01-31 01:00:00,25.00,plateau,36.90
__export__.stock_quant_7201802_4d8d0528,5760267,HARPAGO LIQUID MIX 1L,M.45.01.B.07,26723H04,2024-08-03 02:00:00,3.00,Unité,31.64
__export__.stock_quant_7201807_6f240677,7764416,DIGEST CAPS 100 CAPSULES,M.42.03.G.01,41623H03,2026-08-01 02:00:00,5.00,Unité,10.56
__export__.stock_quant_7201814_55bd8a77,5764026,ARTICO PLUS 5KG,M.54.01.D.04,25123H04,2025-02-01 01:00:00,1.00,Unité,142.35
__export__.stock_quant_7202226_8150b6ad,10000527,CROCHET A OVARIECTOMIE 17.5CM MANCHE 6mm ET BOULE 2.8mm,EOC206,,,6.00,Unité,15.03
__export__.stock_quant_7202232_b232e52b,8383644,HARNAIS HANDY CANIS PATTES ARRIERES S,M.44.07.D.01,,,2.00,Unité,29.45
__export__.stock_quant_7202233_dee0f3f7,8383650,HARNAIS HANDY CANIS PATTES ARRIERES M,M.49.03.D.04,,,1.00,Unité,33.16
__export__.stock_quant_7202238_64070bfa,5605005,PINCE A CESARIENNE +MORS DEMONTABLE,M.10.02.E.01,,,1.00,Unité,37.10
__export__.stock_quant_7202362_9653dd27,6043001,PORTE SERUM 5 ROULETTES INOX,AK05B1,,,2.00,Unité,71.49
__export__.stock_quant_7202665_ba26a29f,2768026,CRITICAL CARE FINE GRIND 100GR,A_DETRUIRE,23005,2024-11-11 01:00:00,3.00,Unité,-1.07
__export__.stock_quant_7202794_212c4f68,3265691,VIRBAC HPM DOG ADULT LARGE&MEDIUM 7KG,AD34A2,310524,2024-05-31 02:00:00,19.00,sac,27.64
__export__.stock_quant_7202900_e95b8a3f,5621162,CISEAUX METZENBAUM DROITS 18cm TC,M.43.07.D.01,,,8.00,Unité,16.20
__export__.stock_quant_7203020_e83b8684,1484047,TOLFINE 100ML,A_DETRUIRE,2E2066AA,2024-05-25 02:00:00,1.00,Unité,-3.69
__export__.stock_quant_7203586_c4f77b6c,5074564,PAPIER ALCYON ESSUIE-MAINS M1 13x19cm (x12),RETOUR_FOURNISSEUR_ALI,,,2.00,Unité,15.78
__export__.stock_quant_7203612_53f8d594,8389730,"STRAP GENIA JAUNE  7,5cmx4,5m (x12)",M.04.05.E.03,,,10.00,boîte,10.83
__export__.stock_quant_7203650_7918ff54,0495036,PEHA HAFT latexfree 08cmx20m,M.35.04.R.02,300718179,2026-05-01 02:00:00,24.00,Unité,3.06
__export__.stock_quant_7203840_a67a9a74,2977312,DOZURIL 25MG/ML 1L,M.47.12.R.02,2K3271G,2026-12-31 01:00:00,2.00,Unité,54.00
__export__.stock_quant_7203854_210e18b2,10006107,MINI BREED WESTIE ADULT CONTENANCE : 3 KG,AE29A3,301124,2024-11-30 01:00:00,3.00,Unité,13.41
__export__.stock_quant_7203860_dea91555,8190454,"TORD NEZ BOIS 21,5cm",M.40.01.G.05,,,4.00,Unité,6.82
__export__.stock_quant_7204038_56a9ff5c,10004743,SMI SURGICRYL MONOFAST USP2/0 EP3 75cm 26C3/8 DS26 VIOLET (x12),M.09.01.D.03,230604,2028-05-31 02:00:00,2.00,boîte,22.03
__export__.stock_quant_7204048_21f0a9d0,5512006,STULLMISAN 4x100GR,M.43.11.R.05,21L07,2024-12-31 01:00:00,2.00,Unité,27.43
__export__.stock_quant_7204123_8b37ed37,5729555,IM3 FRAISE NAC TUBULAIRE 45mm D9555,EOA118,,,2.00,Unité,23.57
__export__.stock_quant_7204297_3ff317bc,10001146,"ACANA DOG CLASSICS CLASSIC RED 9,7KG ",AH06A6,280226,2026-02-28 01:00:00,3.00,sac,35.64
__export__.stock_quant_7204356_3359f0eb,5621015,CISEAUX METZENBAUM SC COURBE 17cm,EOD160,,,8.00,Unité,15.05
__export__.stock_quant_7204404_dd935ea9,3418696,EQUIP WNV 2x1d,QZ01D1,619698,2024-05-10 02:00:00,3.00,Unité,71.41
__export__.stock_quant_7205448_77fc5c89,8002292,SERINGUE BD DISCARDIT 10ml (x100),GY00R0,2304263,2028-03-31 02:00:00,1.00,boîte,3.90
__export__.stock_quant_7205728_746ca2a3,10002137,PROCANICARE 30GR,A_DETRUIRE,07P00221,2023-10-12 02:00:00,43.00,Unité,16.18
__export__.stock_quant_7206521_584a4bdb,5729390,IM3 FRAISE RA22 XCUT TAPER FISSURE 702 (x5) C9390,EOB106,,,2.00,blister,12.84
__export__.stock_quant_7206676_ad455dcd,5401810,MILLPLEDGE AIGUILLE 18Gx1 (x100),M.45.01.C.02,220607,2027-05-31 02:00:00,3.00,Unité,5.92
__export__.stock_quant_7207021_1d875266,10007884,OFFRES ALCYONNAIRES : 08/23,M.09.02.D.01,,,3.00,Unité,0.00
__export__.stock_quant_7207062_3fe7c0fb,8362748,ANNEAU TAUREAU S 055mm HPTN ACIER POLI (x6) 5801,M.39.05.D.01,,,2.00,boîte,53.40
__export__.stock_quant_7207081_5003d207,3087335,"FRONTLINE COMBO LINE CAT 0,5ML 6PIP.",M.36.00.S.01,F20199A,2026-05-31 02:00:00,880.00,Unité,17.64
__export__.stock_quant_7207926_e52ccd79,5551032,"VIS 2,4mm INOX AUTOT. 20mm      1032",EOA208,,,11.00,Unité,4.46
__export__.stock_quant_7208245_0456e913,5330361,CANULE ASPIRATION OP-FLEX POOL X-RAY (x25),M.39.01.C.06,341055,2025-08-01 02:00:00,3.00,boîte,82.50
__export__.stock_quant_7208343_0c85c654,8257520,VGEL VETLUB LUBRIFIANT STERILE 30ML,M.56.07.D.05,WO53941,2025-04-30 02:00:00,4.00,Unité,8.61
__export__.stock_quant_7209080_aba3c5a1,2269009,CYDECTIN  10% LA  50ml,M.03.01.E.04,600421,2024-11-30 01:00:00,10.00,Unité,98.10
