id,name,description
__import__.report_intrastat_code_3023599,3023599,"Fresh or chilled Pacific bluefin tuna ""Thunnus orientalis"" (excl. for industrial processing or preservation)"
__import__.report_intrastat_code_3023610,3023610,"Fresh or chilled Southern bluefin tunas ""Thunnus maccoyii"" for industrial processing or preservation"
__import__.report_intrastat_code_3023690,3023690,"Fresh or chilled Southern bluefin tunas ""Thunnus maccoyii"" (excl. tunas for industrial processing or preservation)"
__import__.report_intrastat_code_3023920,3023920,"Fresh or chilled tunas of the genus ""Thunnus"" for industrial processing or preservation (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus, Thunnus orientalis and Thunnus maccoyii)"
__import__.report_intrastat_code_3023980,3023980,"Fresh or chilled tunas of the genus ""Thunnus"" (excl. tunas for industrial processing or preservation and Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus, Thunnus orientalis and Thunnus maccoyii)"
__import__.report_intrastat_code_3024100,3024100,"Fresh or chilled herring ""Clupea harengus, clupea pallasii"""
__import__.report_intrastat_code_3024200,3024200,"Fresh or chilled anchovies ""Engraulis spp."""
__import__.report_intrastat_code_3024310,3024310,"Fresh or chilled sardines ""Sardina pilchardus"""
__import__.report_intrastat_code_3024330,3024330,"Fresh or chilled sardines ""Sardinops spp."" and sardinella ""Sardinella spp."""
__import__.report_intrastat_code_3024390,3024390,"Fresh or chilled brisling or sprats ""Sprattus sprattus"""
__import__.report_intrastat_code_3024400,3024400,"Fresh or chilled mackerel ""Scomber scombrus, Scomber australasicus, Scomber japonicus"""
__import__.report_intrastat_code_3024510,3024510,"Fresh or chilled Atlantic horse mackerel ""Trachurus trachurus"""
__import__.report_intrastat_code_3024530,3024530,"Fresh or chilled Chilean jack mackerel ""Trachurus murphyi"""
__import__.report_intrastat_code_3024590,3024590,"Fresh or chilled jack and horse mackerel ""Trachurus spp."" ""(excl. Atlantic horse mackerel and Chilean jack mackerel)"
__import__.report_intrastat_code_3024600,3024600,"Fresh or chilled cobia ""Rachycentron canadum"""
__import__.report_intrastat_code_3024700,3024700,"Fresh or chilled swordfish ""Xiphias gladius"""
__import__.report_intrastat_code_3024911,3024911,"Fresh or chilled Kawakawa ""Euthynnus affinis"" for industrial processing or preservation"
__import__.report_intrastat_code_3024919,3024919,"Fresh or chilled Kawakawa ""Euthynnus affinis"" (excl. for industrial processing or preservation)"
__import__.report_intrastat_code_3024990,3024990,"Fresh or chilled Indian mackerels ""Rastrelliger spp."", seerfishes ""Scomberomorus spp."", jacks, crevalles ""Caranx spp."", silver pomfrets ""Pampus spp."", Pacific saury ""Cololabis saira"", scads ""Decapterus spp."", capelin ""Mallotus villosus"", bonitos ""Sarda spp."", marlins, sailfishes and spearfish ""Istiophoridae"""
__import__.report_intrastat_code_3025110,3025110,"Fresh or chilled cod ""Gadus morhua"""
__import__.report_intrastat_code_3025190,3025190,"Fresh or chilled cod ""Gadus ogac, Gadus macrocephalus"""
__import__.report_intrastat_code_3025200,3025200,"Fresh or chilled haddock ""Melanogrammus aeglefinus"""
__import__.report_intrastat_code_3025300,3025300,"Fresh or chilled coalfish ""Pollachius virens"""
__import__.report_intrastat_code_3025411,3025411,"Fresh or chilled Cape hake ""shallow-water hake"" ""Merluccius capensis"" and deepwater hake ""deepwater Cape hake"" ""Merluccius paradoxus"""
__import__.report_intrastat_code_3025415,3025415,"Fresh or chilled southern hake ""Merluccius australis"""
__import__.report_intrastat_code_3025419,3025419,"Fresh or chilled hake ""Merluccius spp."" (excl. cape hake, deepwater hake and southern hake)"
__import__.report_intrastat_code_3025490,3025490,"Fresh or chilled hake ""Urophycis spp."""
__import__.report_intrastat_code_3025500,3025500,"Fresh or chilled Alaska pollack ""Theragra chalcogramma"""
__import__.report_intrastat_code_3025600,3025600,"Fresh or chilled blue whiting ""Micromesistius poutassou, Micromesistius australis"""
__import__.report_intrastat_code_3025910,3025910,Fresh or chilled fish of the species Boreogadus saida
__import__.report_intrastat_code_3025920,3025920,"Fresh or chilled whiting ""Merlangius merlangus"""
__import__.report_intrastat_code_3025930,3025930,"Fresh or chilled pollack ""Pollachius pollachius"""
__import__.report_intrastat_code_3025940,3025940,"Fresh or chilled ling ""Molva spp."""
__import__.report_intrastat_code_3025990,3025990,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excl. cod, haddock, coalfish, hake, Alaska pollack, blue whitings, Boreogadus saida, whiting, pollack and ling)"
__import__.report_intrastat_code_3027100,3027100,"Fresh or chilled tilapia ""Oreochromis spp."""
__import__.report_intrastat_code_3027200,3027200,"Fresh or chilled catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."""
__import__.report_intrastat_code_3027300,3027300,"Fresh or chilled carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."""
__import__.report_intrastat_code_3027400,3027400,"Fresh or chilled eels ""Anguilla spp."""
__import__.report_intrastat_code_3027900,3027900,"Fresh or chilled, Nile perch ""Lates niloticus"" and snakeheads ""Channa spp."""
__import__.report_intrastat_code_3028115,3028115,"Fresh or chilled picked dogfish ""Squalus acanthias"" and catsharks ""Scyliorhinus spp."""
__import__.report_intrastat_code_3028130,3028130,"Fresh or chilled porbeagle shark ""Lamna nasus"""
__import__.report_intrastat_code_3028140,3028140,"Fresh or chilled blue shark ""Prionace glauca"""
__import__.report_intrastat_code_3028180,3028180,"Fresh or chilled dogfish and other sharks (excl. picked dogfish ""Squalus acanthias"", catsharks ""Scyliorhinus spp."", porbeagle shark ""Lamna nasus"" and blue shark ""Prionace glauca"")"
__import__.report_intrastat_code_3028200,3028200,"Fresh or chilled, rays and skates ""Rajidae"""
__import__.report_intrastat_code_3028300,3028300,"Fresh or chilled toothfish ""Dissostichus spp."""
__import__.report_intrastat_code_3028410,3028410,"Fresh or chilled European sea bass ""Dicentrarchus labrax"""
__import__.report_intrastat_code_3028490,3028490,"Fresh or chilled sea bass ""Dicentrarchus spp."" (excl. European sea bass)"
__import__.report_intrastat_code_3028510,3028510,Fresh or chilled sea bream of the species Dentex dentex or Pagellus spp.
__import__.report_intrastat_code_3028530,3028530,"Fresh or chilled gilt-head sea bream ""Sparus aurata"""
__import__.report_intrastat_code_3028590,3028590,"Fresh or chilled sea bream ""Sparidae"" (excl. gilt-head sea bream, Dentex dentex and Pagellus spp.)"
__import__.report_intrastat_code_3028910,3028910,"Fresh or chilled freshwater fish, n.e.s."
__import__.report_intrastat_code_3028921,3028921,"Fresh or chilled fish of the genus Euthynnus, for industrial processing or preservation (excl. skipjack or stripe-bellied bonito and Kawakawa)"
__import__.report_intrastat_code_3028929,3028929,"Fresh or chilled fish of the genus Euthynnus (excl. skipjack or stripe-bellied bonito and Kawakawa, and fish for industrial processing or preservation)"
__import__.report_intrastat_code_3028931,3028931,"Fresh or chilled redfish ""Sebastes marinus"""
__import__.report_intrastat_code_3028939,3028939,"Fresh or chilled redfish ""Sebastes spp."" (excl. Sebastes marinus)"
__import__.report_intrastat_code_3028940,3028940,"Fresh or chilled ray's bream ""Brama spp."""
__import__.report_intrastat_code_3028950,3028950,"Fresh or chilled monkfish ""Lophius spp."""
__import__.report_intrastat_code_3028960,3028960,"Fresh or chilled pink cusk-eel ""Genypterus blacodes"""
__import__.report_intrastat_code_3028990,3028990,"Fresh or chilled fish, n.e.s."
__import__.report_intrastat_code_3029100,3029100,"Fresh or chilled fish livers, roes and milt"
__import__.report_intrastat_code_3029200,3029200,Fresh or chilled shark fins
__import__.report_intrastat_code_3029900,3029900,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt and shark fins)"
__import__.report_intrastat_code_3031100,3031100,"Frozen sockeye salmon [red salmon] ""Oncorhynchus nerka"""
__import__.report_intrastat_code_3031200,3031200,"Frozen Pacific salmon (excl. sockeye salmon ""red salmon"")"
__import__.report_intrastat_code_3031300,3031300,"Frozen, Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"""
__import__.report_intrastat_code_3031410,3031410,"Frozen trout ""Oncorhynchus apache and Oncorhynchus chrysogaster"""
__import__.report_intrastat_code_3031420,3031420,"Frozen trout ""Oncorhynchus mykiss"", with heads and gills on, gutted, weighing more than 1,2 kg each, or with heads off, gilled and gutted, weighing more than 1 kg each"
__import__.report_intrastat_code_3031490,3031490,"Frozen trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita and Oncorhynchus gilae"" (excl. Oncorhynchus mykiss with heads and gills on, gutted, weighing more than 1,2 kg each, or with heads off, gilled and gutted, weighing more than 1 kg each)"
__import__.report_intrastat_code_3031900,3031900,"Frozen salmonidae (excl. trout and Pacific, Atlantic and Danube salmon)"
__import__.report_intrastat_code_3032300,3032300,"Frozen tilapia ""Oreochromis spp."""
__import__.report_intrastat_code_3032400,3032400,"Frozen catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."""
__import__.report_intrastat_code_3032500,3032500,"Frozen carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."""
__import__.report_intrastat_code_3032600,3032600,"Frozen eels ""Anguilla spp."""
__import__.report_intrastat_code_3032900,3032900,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
__import__.report_intrastat_code_3033110,3033110,"Frozen lesser or Greenland halibut ""Reinhardtius hippoglossoides"""
__import__.report_intrastat_code_3033130,3033130,"Frozen Atlantic halibut ""Hippoglossus hippoglossus"""
__import__.report_intrastat_code_3033190,3033190,"Frozen Pacific halibut ""Hippoglossus stenolepis"""
__import__.report_intrastat_code_3033200,3033200,"Frozen plaice ""Pleuronectes platessa"""
__import__.report_intrastat_code_3033300,3033300,"Frozen sole ""Solea spp."""
__import__.report_intrastat_code_3033400,3033400,"Frozen turbot ""Psetta maxima"""
__import__.report_intrastat_code_3033910,3033910,"Frozen flounder ""Platichthys flesus"""
__import__.report_intrastat_code_3033930,3033930,Frozen fish of the genus Rhombosolea
__import__.report_intrastat_code_3033950,3033950,"Frozen fish ""Pelotreis flavilatus or Peltorhamphus novaezelandiae"""
__import__.report_intrastat_code_3033985,3033985,"Frozen flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"" (excl. halibut, plaice, sole, turbot, flounder, Rhombosolea spp., Pelotreis flavilatus and Peltorhamphus novaezelandiae)"
__import__.report_intrastat_code_3034110,3034110,"Frozen albacore or longfinned tunas ""Thunnus alalunga"" for industrial manufacture of products of 1604"
__import__.report_intrastat_code_3034190,3034190,"Frozen albacore or longfinned tunas ""Thunnus alalunga"" (excl. for industrial processing or preservation)"
__import__.report_intrastat_code_3034220,3034220,"Frozen yellowfin tuna ""Thunnus albacares"" for industrial manufacture of products of 1604"
__import__.report_intrastat_code_3034290,3034290,"Frozen yellowfin tunas ""Thunnus albacares"" (excl. for industrial manufacture of products of 1604)"
__import__.report_intrastat_code_3034310,3034310,"Frozen skipjack or stripe-bellied bonito ""Euthynnus -Katsuwonus- pelamis"" for industrial processing or preservation"
__import__.report_intrastat_code_3034390,3034390,"Frozen skipjack or stripe-bellied bonito ""Euthynnus -Katsuwonus- pelamis"" (excl. for industrial processing or preservation)"
__import__.report_intrastat_code_3034410,3034410,"Frozen bigeye tunas ""Thunnus obesus"" for industrial processing or preservation"
__import__.report_intrastat_code_3034490,3034490,"Frozen bigeye tunas ""Thunnus obesus"" (excl. for industrial processing or preservation)"
__import__.report_intrastat_code_3034512,3034512,"Frozen Atlantic bluefin tuna ""Thunnus thynnus"", for industrial processing or preservation"
__import__.report_intrastat_code_3034518,3034518,"Frozen Atlantic bluefin tuna ""Thunnus thynnus"" (excl. for industrial processing or preservation)"
__import__.report_intrastat_code_3034591,3034591,"Frozen Pacific bluefin tuna ""Thunnus orientalis"", for industrial processing or preservation"
__import__.report_intrastat_code_3034599,3034599,"Frozen Pacific bluefin tuna ""Thunnus orientalis"" (excl. for industrial processing or preservation)"
__import__.report_intrastat_code_3034610,3034610,"Frozen Southern bluefin tunas ""Thunnus maccoyii"" for industrial processing or preservation"
__import__.report_intrastat_code_3034690,3034690,"Frozen Southern bluefin tunas ""Thunnus maccoyii"" (excl. for industrial processing or preservation)"
__import__.report_intrastat_code_3034920,3034920,"Frozen  tunas of the genus ""Thunnus"" for industrial processing or preservation (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus, Thunnus orientalis and Thunnus maccoyii)"
__import__.report_intrastat_code_3034985,3034985,"Frozen tunas of the genus ""Thunnus"" (excl. tunas for industrial processing or preservation and Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus, Thunnus orientalis and Thunnus maccoyii)"
__import__.report_intrastat_code_3035100,3035100,"Frozen herrings ""Clupea harengus, Clupea pallasii"""
__import__.report_intrastat_code_3035310,3035310,"Frozen sardines ""Sardina pilchardus"""
__import__.report_intrastat_code_3035330,3035330,"Frozen sardines ""Sardinops spp."" and sardinella ""Sardinella spp."""
__import__.report_intrastat_code_3035390,3035390,"Frozen brisling or sprats ""Sprattus sprattus"""
__import__.report_intrastat_code_3035410,3035410,"Frozen mackerel ""Scomber scombrus, Scomber japonicus"""
__import__.report_intrastat_code_3035490,3035490,"Frozen mackerel ""Scomber australasicus"""
__import__.report_intrastat_code_3035510,3035510,"Frozen Atlantic horse mackerel ""Trachurus trachurus"""
__import__.report_intrastat_code_3035530,3035530,"Frozen Chilean jack mackerel ""Trachurus murphyi"""
__import__.report_intrastat_code_3035590,3035590,"Frozen jack and horse mackerel ""Trachurus spp."" ""(excl. Atlantic horse mackerel and Chilean jack mackerel)"
__import__.report_intrastat_code_3035600,3035600,"Frozen cobia ""Rachycentron canadum"""
__import__.report_intrastat_code_3035700,3035700,"Frozen swordfish ""Xiphias gladius"""
__import__.report_intrastat_code_3035910,3035910,"Frozen anchovies ""Engraulis spp."""
__import__.report_intrastat_code_3035921,3035921,"Frozen Kawakawa ""Euthynnus affinis"" for industrial processing or preservation"
__import__.report_intrastat_code_3035929,3035929,"Frozen Kawakawa ""Euthynnus affinis"" (excl. for industrial processing or preservation)"
__import__.report_intrastat_code_3035990,3035990,"Frozen Indian mackerels ""Rastrelliger spp."", seerfishes ""Scomberomorus spp."", jacks, crevalles ""Caranx spp."", silver pomfrets ""Pampus spp."", Pacific saury ""Cololabis saira"", scads ""Decapterus spp."", capelin ""Mallotus villosus"", bonitos ""Sarda spp."", marlins, sailfishes and spearfish ""Istiophoridae"""
__import__.report_intrastat_code_3036310,3036310,"Frozen cod ""Gadus morhua"""
__import__.report_intrastat_code_3036330,3036330,"Frozen cod ""Gadus ogac"""
__import__.report_intrastat_code_3036390,3036390,"Frozen cod ""Gadus macrocephalus"""
__import__.report_intrastat_code_3036400,3036400,"Frozen haddock ""Melanogrammus aeglefinus"""
__import__.report_intrastat_code_3036500,3036500,"Frozen coalfish ""Pollachius virens"""
__import__.report_intrastat_code_3036611,3036611,"Frozen Cape hake ""shallow-water hake"" ""Merluccius capensis"" and deepwater hake ""deepwater Cape hake"" ""Merluccius paradoxus"""
__import__.report_intrastat_code_3036612,3036612,"Frozen Argentine hake ""Southwest Atlantic hake"" ""Merluccius hubbsi"""
__import__.report_intrastat_code_3036613,3036613,"Frozen southern hake ""Merluccius australis"""
__import__.report_intrastat_code_3036619,3036619,"Frozen hake ""Merluccius spp."" (excl. cape hake, deepwater hake, Argentine hake and southern hake)"
__import__.report_intrastat_code_3036690,3036690,"Frozen hake ""Urophycis spp."""
__import__.report_intrastat_code_3036700,3036700,"Frozen Alaska pollack ""Theragra chalcogramma"""
__import__.report_intrastat_code_3036810,3036810,"Frozen blue whiting ""Micromesistius poutassou, Gadus poutassou"""
__import__.report_intrastat_code_3036890,3036890,"Frozen southern blue whiting ""Micromesistius australis"""
__import__.report_intrastat_code_3036910,3036910,Frozen fish of the species Boreogadus saida
__import__.report_intrastat_code_3036930,3036930,"Frozen whiting ""Merlangius merlangus"""
__import__.report_intrastat_code_3036950,3036950,"Frozen pollack ""Pollachius pollachius"""
__import__.report_intrastat_code_3036970,3036970,"Frozen blue grenadier ""Macruronus novaezelandiae"""
__import__.report_intrastat_code_3036980,3036980,"Frozen ling ""Molva spp."""
__import__.report_intrastat_code_3036990,3036990,"Frozen fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excl. cod, haddock, coalfish, hake, Alaska pollack, blue whitings, Boreogadus saida, whiting, pollack, blue grenadier and ling)"
__import__.report_intrastat_code_3038115,3038115,"Frozen picked dogfish ""Squalus acanthias"" and catsharks ""Scyliorhinus spp."""
__import__.report_intrastat_code_3038130,3038130,"Frozen porbeagle shark ""Lamna nasus"""
__import__.report_intrastat_code_3038140,3038140,"Frozen blue shark ""Prionace glauca"""
__import__.report_intrastat_code_3038190,3038190,"Frozen dogfish and other sharks (excl. picked dogfish ""Squalus acanthias"", catsharks ""Scyliorhinus spp."", porbeagle shark ""Lamna nasus"" and blue shark ""Prionace glauca"")"
__import__.report_intrastat_code_3038200,3038200,"Frozen rays and skates ""Rajidae"""
__import__.report_intrastat_code_3038300,3038300,"Frozen toothfish ""Dissostichus spp."""
__import__.report_intrastat_code_3038410,3038410,"Frozen European sea bass ""Dicentrarchus labrax"""
__import__.report_intrastat_code_3038490,3038490,"Frozen sea bass ""Dicentrarchus spp."" (excl. European sea bass)"
__import__.report_intrastat_code_3038910,3038910,"Frozen freshwater fish, n.e.s."
__import__.report_intrastat_code_3038921,3038921,"Frozen fish of the genus Euthynnus, for industrial processing or preservation (excl. skipjack or stripe-bellied bonito and Kawakawa)"
__import__.report_intrastat_code_3038929,3038929,"Frozen fish of the genus Euthynnus (excl. skipjack or stripe-bellied bonito and Kawakawa, and fish for industrial processing or preservation)"
__import__.report_intrastat_code_3038931,3038931,"Frozen redfish ""Sebastes marinus"""
__import__.report_intrastat_code_3038939,3038939,"Frozen redfish ""Sebastes spp."" (excl. Sebastes marinus)"
__import__.report_intrastat_code_3038940,3038940,Frozen fish of the species Orcynopsis unicolor
__import__.report_intrastat_code_3038950,3038950,Frozen sea bream of the species Dentex dentex or Pagellus spp.
__import__.report_intrastat_code_3038955,3038955,"Frozen gilt-head sea bream ""Sparus aurata"""
__import__.report_intrastat_code_3038960,3038960,"Frozen ray's bream ""Brama spp."""
__import__.report_intrastat_code_3038965,3038965,"Frozen monkfish ""Lophius spp."""
__import__.report_intrastat_code_3038970,3038970,"Frozen pink cusk-eel ""Genypterus blacodes"""
__import__.report_intrastat_code_3038990,3038990,"Frozen fish, n.e.s."
__import__.report_intrastat_code_3039110,3039110,Frozen hard and soft roes for the manufacture of deoxyribonucleic acid or protamine sulphate
__import__.report_intrastat_code_3039190,3039190,"Frozen fish livers, roes and milt (excl. hard and soft roes for the manufacture of deoxyribonucleic acid or protamine sulphate)"
__import__.report_intrastat_code_3039200,3039200,Frozen shark fins
__import__.report_intrastat_code_3039900,3039900,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt and shark fins)"
__import__.report_intrastat_code_3043100,3043100,"Fresh or chilled fillets of tilapia ""Oreochromis spp."""
__import__.report_intrastat_code_3043200,3043200,"Fresh or chilled fillets of catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."""
__import__.report_intrastat_code_3043300,3043300,"Fresh or chilled fillets of Nile perch ""Lates niloticus"""
__import__.report_intrastat_code_3043900,3043900,"Fresh or chilled fillets of carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."",  eels ""Anguilla spp."" and snakeheads ""Channa spp."""
__import__.report_intrastat_code_3044100,3044100,"Fresh or chilled fillets of Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"""
__import__.report_intrastat_code_3044210,3044210,"Fresh or chilled fillets of trout ""Oncorhynchus mykiss"", weighing > 400 g each"
__import__.report_intrastat_code_3044250,3044250,"Fresh or chilled fillets of trout ""Oncorhynchus apache and Oncorhynchus chrysogaster"""
__import__.report_intrastat_code_3044290,3044290,"Fresh or chilled fillets of trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita and Oncorhynchus gilae"" (excl. of Oncorhynchus mykiss weighing > 400 g each)"
__import__.report_intrastat_code_3044300,3044300,"Fresh or chilled fillets of flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""
__import__.report_intrastat_code_3044410,3044410,"Fresh or chilled fillets of cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"" and of Boreogadus saida"
__import__.report_intrastat_code_3044430,3044430,"Fresh or chilled fillets of coalfish ""Pollachius virens"""
__import__.report_intrastat_code_3044490,3044490,"Fresh or chilled fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excl. cod, coalfish and Boreogadus saida)"
__import__.report_intrastat_code_3044500,3044500,"Fresh or chilled fillets of swordfish ""Xiphias gladius"""
__import__.report_intrastat_code_3044600,3044600,"Fresh or chilled fillets of toothfish ""Dissostichus spp."""
__import__.report_intrastat_code_3044710,3044710,"Fresh or chilled fillets of picked dogfish ""Squalus acanthias"" and catsharks ""Scyliorhinus spp."""
__import__.report_intrastat_code_3044720,3044720,"Fresh or chilled fillets of porbeagle shark ""Lamna nasus"""
__import__.report_intrastat_code_3044730,3044730,"Fresh or chilled fillets of blue shark ""Prionace glauca"""
__import__.report_intrastat_code_3044790,3044790,"Fresh or chilled fillets of dogfish and other sharks (excl. picked dogfish ""Squalus acanthias"", catsharks ""Scyliorhinus spp."", porbeagle shark ""Lamna nasus"" and blue shark ""Prionace glauca"")"
__import__.report_intrastat_code_3044800,3044800,"Fresh or chilled fillets of rays and skates ""Rajidae"""
__import__.report_intrastat_code_3044910,3044910,"Fresh or chilled fillets of freshwater fish, n.e.s."
__import__.report_intrastat_code_3044950,3044950,"Fresh or chilled fillets of redfish ""Sebastes spp."""
__import__.report_intrastat_code_3044990,3044990,"Fresh or chilled fillets of fish, n.e.s."
__import__.report_intrastat_code_3045100,3045100,"Fresh or chilled meat, whether or not minced, of tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."", carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", eels ""Anguilla spp."", Nile perch ""Lates niloticus"" and snakeheads ""Channa spp."" (excl. fillets)"
__import__.report_intrastat_code_3045200,3045200,"Fresh or chilled meat, whether or not minced, of salmonidae (excl. fillets)"
__import__.report_intrastat_code_3045300,3045300,"Fresh or chilled meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excl. fillets)"
__import__.report_intrastat_code_3045400,3045400,"Fresh or chilled meat, whether or not minced, of swordfish ""Xiphias gladius"" (excl. fillets)"
__import__.report_intrastat_code_3045500,3045500,"Fresh or chilled meat, whether or not minced, of toothfish ""Dissostichus spp."" (excl. fillets)"
__import__.report_intrastat_code_3045610,3045610,"Fresh or chilled meat, whether or not minced, of picked dogfish ""Squalus acanthias"" and catsharks ""Scyliorhinus spp."" (excl. fillets)"
__import__.report_intrastat_code_3045620,3045620,"Fresh or chilled meat, whether or not minced, of porbeagle shark ""Lamna nasus"" (excl. fillets)"
__import__.report_intrastat_code_3045630,3045630,"Fresh or chilled meat, whether or not minced, of blue shark ""Prionace glauca"" (excl. fillets)"
__import__.report_intrastat_code_3045690,3045690,"Fresh or chilled meat, whether or not minced, of dogfish and other sharks (excl. fillets, picked dogfish ""Squalus acanthias"", catsharks ""Scyliorhinus spp."", porbeagle shark ""Lamna nasus"" and blue shark ""Prionace glauca"")"
__import__.report_intrastat_code_3045700,3045700,"Fresh or chilled meat, whether or not minced, of rays and skates ""Rajidae"" (excl. fillets)"
__import__.report_intrastat_code_3045910,3045910,"Fresh or chilled meat of freshwater fish, whether or not minced (excl. all fillets, tilapias, catfish, carp, eels, Nile perch, snakeheads, salmonidae, swordfish, toothfish and fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae)"
__import__.report_intrastat_code_3045950,3045950,Fresh or chilled flaps of herring
__import__.report_intrastat_code_3045990,3045990,"Fresh or chilled fish meat, whether or not minced (excl. all fillets, freshwater fish, flaps of herring, tilapias, catfish, carp, eels, Nile perch, snakeheads, salmonidae, swordfish, toothfish, rays, skates, dogfish and other sharks, and fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae)"
__import__.report_intrastat_code_3046100,3046100,"Frozen fillets of tilapia ""Oreochromis spp."""
__import__.report_intrastat_code_3046200,3046200,"Frozen fillets of catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."""
__import__.report_intrastat_code_3046300,3046300,"Frozen fillets of Nile perch ""Lates niloticus"""
__import__.report_intrastat_code_3046900,3046900,"Frozen fillets of carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", eels ""Anguilla spp."" and snakeheads ""Channa spp."""
__import__.report_intrastat_code_3047110,3047110,"Frozen fillets of cod ""Gadus macrocephalus"""
__import__.report_intrastat_code_3047190,3047190,"Frozen fillets of cod ""Gadus morhua, Gadus ogac"""
__import__.report_intrastat_code_3047200,3047200,"Frozen fillets of haddock ""Melanogrammus aeglefinus"""
__import__.report_intrastat_code_3047300,3047300,"Frozen fillets of coalfish ""Pollachius virens"""
__import__.report_intrastat_code_3047411,3047411,"Frozen fillets of Cape hake ""shallow-water hake"" ""Merluccius capensis"" and deepwater hake ""deepwater Cape hake"" ""Merluccius paradoxus"""
__import__.report_intrastat_code_3047415,3047415,"Frozen fillets of Argentine hake ""Southwest Atlantic hake"" ""Merluccius hubbsi"""
__import__.report_intrastat_code_3047419,3047419,"Frozen fillets of hake ""Merluccius spp."" (excl. cape hake, deepwater hake and Argentine hake)"
__import__.report_intrastat_code_3047490,3047490,"Frozen fillets of hake ""Urophycis spp."""
__import__.report_intrastat_code_3047500,3047500,"Frozen fillets of Alaska pollack ""Theragra chalcogramma"""
__import__.report_intrastat_code_3047910,3047910,Frozen fillets of Boreogadus saida
__import__.report_intrastat_code_3047930,3047930,"Frozen fillets of whiting ""Merlangius merlangus"""
__import__.report_intrastat_code_3047950,3047950,"Frozen fillets of blue grenadier ""Macruronus novaezelandiae"""
__import__.report_intrastat_code_3047980,3047980,"Frozen fillets of ling ""Molva spp."""
