id,purchase_manager_id/id,is_manage_day_4,is_manage_day_1,is_manage_day_2,is_manage_day_3,is_manage_day_5
__import__.supplier_74161,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_62000,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_74162,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_74205,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_74200,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_74168,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_83300,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_64488,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_63550,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_63553,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_63556,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_66992,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_64257,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_66999,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_79224,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_79226,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_66108,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_60423,__setup__.res_user_fmichiels,True,True,True,True,True
