id,name,usage,kind,zone,corridor,shelf,height,box,location_id/id,barcode_picking_type_id/id,bin_checksum_1,bin_checksum_2,picking_zone_id/id
"__setup__.stock_location_AB02T3","AB02T3",internal,reserve,A,"B","02","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","33","33","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB02T4","AB02T4",internal,reserve,A,"B","02","T","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","97","97","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB03R1","AB03R1",internal,reserve,A,"B","03","R","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","59","59","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB03R2","AB03R2",internal,reserve,A,"B","03","R","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","25","25","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB03R3","AB03R3",internal,reserve,A,"B","03","R","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","63","63","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB03R4","AB03R4",internal,reserve,A,"B","03","R","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","82","82","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB03S1","AB03S1",internal,reserve,A,"B","03","S","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","95","95","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB03S2","AB03S2",internal,reserve,A,"B","03","S","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","97","97","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB03S3","AB03S3",internal,reserve,A,"B","03","S","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","36","36","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB03S4","AB03S4",internal,reserve,A,"B","03","S","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","07","07","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB03T1","AB03T1",internal,reserve,A,"B","03","T","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","24","24","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB03T2","AB03T2",internal,reserve,A,"B","03","T","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","53","53","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB03T3","AB03T3",internal,reserve,A,"B","03","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","18","18","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB03T4","AB03T4",internal,reserve,A,"B","03","T","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","76","76","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB04R1","AB04R1",internal,reserve,A,"B","04","R","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","16","16","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB04R2","AB04R2",internal,reserve,A,"B","04","R","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","70","70","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB04R3","AB04R3",internal,reserve,A,"B","04","R","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","02","02","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB04R4","AB04R4",internal,reserve,A,"B","04","R","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","26","26","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB04S1","AB04S1",internal,reserve,A,"B","04","S","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","01","01","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB04S2","AB04S2",internal,reserve,A,"B","04","S","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","19","19","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB04S3","AB04S3",internal,reserve,A,"B","04","S","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","93","93","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB04S4","AB04S4",internal,reserve,A,"B","04","S","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","03","03","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB04T1","AB04T1",internal,reserve,A,"B","04","T","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","80","80","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB04T2","AB04T2",internal,reserve,A,"B","04","T","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","44","44","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB04T3","AB04T3",internal,reserve,A,"B","04","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","30","30","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB04T4","AB04T4",internal,reserve,A,"B","04","T","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","55","55","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB05R1","AB05R1",internal,reserve,A,"B","05","R","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","50","50","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB05R2","AB05R2",internal,reserve,A,"B","05","R","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","27","27","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB05R3","AB05R3",internal,reserve,A,"B","05","R","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","99","99","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB05R4","AB05R4",internal,reserve,A,"B","05","R","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","79","79","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB05S1","AB05S1",internal,reserve,A,"B","05","S","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","37","37","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB05S2","AB05S2",internal,reserve,A,"B","05","S","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","40","40","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB05S3","AB05S3",internal,reserve,A,"B","05","S","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","92","92","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB05S4","AB05S4",internal,reserve,A,"B","05","S","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","53","53","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB05T1","AB05T1",internal,reserve,A,"B","05","T","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","96","96","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB05T2","AB05T2",internal,reserve,A,"B","05","T","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","94","94","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB05T3","AB05T3",internal,reserve,A,"B","05","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","41","41","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB05T4","AB05T4",internal,reserve,A,"B","05","T","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","73","73","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB06R1","AB06R1",internal,reserve,A,"B","06","R","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","95","95","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB06R2","AB06R2",internal,reserve,A,"B","06","R","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","34","34","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB06R3","AB06R3",internal,reserve,A,"B","06","R","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","33","33","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB06R4","AB06R4",internal,reserve,A,"B","06","R","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","73","73","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB06S1","AB06S1",internal,reserve,A,"B","06","S","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","13","13","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB06S2","AB06S2",internal,reserve,A,"B","06","S","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","98","98","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB06S3","AB06S3",internal,reserve,A,"B","06","S","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","25","25","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB06S4","AB06S4",internal,reserve,A,"B","06","S","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","35","35","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB06T1","AB06T1",internal,reserve,A,"B","06","T","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","91","91","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB06T2","AB06T2",internal,reserve,A,"B","06","T","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","24","24","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB06T3","AB06T3",internal,reserve,A,"B","06","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","57","57","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB06T4","AB06T4",internal,reserve,A,"B","06","T","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","72","72","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB07R1","AB07R1",internal,reserve,A,"B","07","R","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","28","28","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB07R2","AB07R2",internal,reserve,A,"B","07","R","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","66","66","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB07R3","AB07R3",internal,reserve,A,"B","07","R","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","96","96","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB07R4","AB07R4",internal,reserve,A,"B","07","R","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","91","91","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB07S1","AB07S1",internal,reserve,A,"B","07","S","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","36","36","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB07S2","AB07S2",internal,reserve,A,"B","07","S","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","90","90","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB07S3","AB07S3",internal,reserve,A,"B","07","S","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","58","58","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB07S4","AB07S4",internal,reserve,A,"B","07","S","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","87","87","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB07T1","AB07T1",internal,reserve,A,"B","07","T","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","48","48","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB07T2","AB07T2",internal,reserve,A,"B","07","T","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","40","40","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB07T3","AB07T3",internal,reserve,A,"B","07","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","64","64","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB07T4","AB07T4",internal,reserve,A,"B","07","T","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","62","62","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB08R1","AB08R1",internal,reserve,A,"B","08","R","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","10","10","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB08R2","AB08R2",internal,reserve,A,"B","08","R","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","43","43","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB08R3","AB08R3",internal,reserve,A,"B","08","R","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","60","60","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB08R4","AB08R4",internal,reserve,A,"B","08","R","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","78","78","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB08S1","AB08S1",internal,reserve,A,"B","08","S","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","66","66","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB08S2","AB08S2",internal,reserve,A,"B","08","S","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","24","24","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB08S3","AB08S3",internal,reserve,A,"B","08","S","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","79","79","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB08S4","AB08S4",internal,reserve,A,"B","08","S","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","82","82","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB08T1","AB08T1",internal,reserve,A,"B","08","T","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","27","27","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB08T2","AB08T2",internal,reserve,A,"B","08","T","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","73","73","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB08T3","AB08T3",internal,reserve,A,"B","08","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","59","59","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB08T4","AB08T4",internal,reserve,A,"B","08","T","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","65","65","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB09R1","AB09R1",internal,reserve,A,"B","09","R","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","48","48","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB09R2","AB09R2",internal,reserve,A,"B","09","R","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","51","51","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB09R3","AB09R3",internal,reserve,A,"B","09","R","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","41","41","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB09R4","AB09R4",internal,reserve,A,"B","09","R","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","16","16","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB09S1","AB09S1",internal,reserve,A,"B","09","S","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","06","06","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB09S2","AB09S2",internal,reserve,A,"B","09","S","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","60","60","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB09S3","AB09S3",internal,reserve,A,"B","09","S","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","62","62","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB09S4","AB09S4",internal,reserve,A,"B","09","S","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","30","30","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB09T1","AB09T1",internal,reserve,A,"B","09","T","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","03","03","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB09T2","AB09T2",internal,reserve,A,"B","09","T","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","57","57","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB09T3","AB09T3",internal,reserve,A,"B","09","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","87","87","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB09T4","AB09T4",internal,reserve,A,"B","09","T","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","31","31","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB10R1","AB10R1",internal,reserve,A,"B","10","R","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","45","45","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB10R2","AB10R2",internal,reserve,A,"B","10","R","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","14","14","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB10R3","AB10R3",internal,reserve,A,"B","10","R","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","55","55","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB10R4","AB10R4",internal,reserve,A,"B","10","R","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","38","38","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB10S1","AB10S1",internal,reserve,A,"B","10","S","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","71","71","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB10S2","AB10S2",internal,reserve,A,"B","10","S","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","17","17","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB10S3","AB10S3",internal,reserve,A,"B","10","S","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","53","53","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB10S4","AB10S4",internal,reserve,A,"B","10","S","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","26","26","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB10T1","AB10T1",internal,reserve,A,"B","10","T","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","05","05","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB10T2","AB10T2",internal,reserve,A,"B","10","T","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","49","49","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB10T3","AB10T3",internal,reserve,A,"B","10","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","92","92","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB10T4","AB10T4",internal,reserve,A,"B","10","T","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","85","85","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB11R1","AB11R1",internal,reserve,A,"B","11","R","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","07","07","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB11R2","AB11R2",internal,reserve,A,"B","11","R","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","10","10","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB11R3","AB11R3",internal,reserve,A,"B","11","R","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","91","91","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB11R4","AB11R4",internal,reserve,A,"B","11","R","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","96","96","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB11S1","AB11S1",internal,reserve,A,"B","11","S","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","43","43","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB11S2","AB11S2",internal,reserve,A,"B","11","S","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","66","66","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB11S3","AB11S3",internal,reserve,A,"B","11","S","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","44","44","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB11S4","AB11S4",internal,reserve,A,"B","11","S","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","56","56","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB11T1","AB11T1",internal,reserve,A,"B","11","T","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","95","95","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB11T2","AB11T2",internal,reserve,A,"B","11","T","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","61","61","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB11T3","AB11T3",internal,reserve,A,"B","11","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","05","05","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB11T4","AB11T4",internal,reserve,A,"B","11","T","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","48","48","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB12R1","AB12R1",internal,reserve,A,"B","12","R","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","44","44","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB12R2","AB12R2",internal,reserve,A,"B","12","R","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","20","20","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB12R3","AB12R3",internal,reserve,A,"B","12","R","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","40","40","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB12R4","AB12R4",internal,reserve,A,"B","12","R","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","41","41","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB12S1","AB12S1",internal,reserve,A,"B","12","S","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","32","32","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB12S2","AB12S2",internal,reserve,A,"B","12","S","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","08","08","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB12S3","AB12S3",internal,reserve,A,"B","12","S","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","68","68","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB12S4","AB12S4",internal,reserve,A,"B","12","S","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","89","89","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB12T1","AB12T1",internal,reserve,A,"B","12","T","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","56","56","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB12T2","AB12T2",internal,reserve,A,"B","12","T","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","59","59","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB12T3","AB12T3",internal,reserve,A,"B","12","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","27","27","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB12T4","AB12T4",internal,reserve,A,"B","12","T","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","51","51","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB13R1","AB13R1",internal,reserve,A,"B","13","R","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","05","05","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB13R2","AB13R2",internal,reserve,A,"B","13","R","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","37","37","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB13R3","AB13R3",internal,reserve,A,"B","13","R","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","48","48","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB13R4","AB13R4",internal,reserve,A,"B","13","R","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","98","98","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB13S1","AB13S1",internal,reserve,A,"B","13","S","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","77","77","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB13S2","AB13S2",internal,reserve,A,"B","13","S","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","67","67","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB13S3","AB13S3",internal,reserve,A,"B","13","S","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","31","31","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB13S4","AB13S4",internal,reserve,A,"B","13","S","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","47","47","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB13T1","AB13T1",internal,reserve,A,"B","13","T","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","14","14","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB13T2","AB13T2",internal,reserve,A,"B","13","T","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","92","92","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB13T3","AB13T3",internal,reserve,A,"B","13","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","86","86","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB13T4","AB13T4",internal,reserve,A,"B","13","T","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","33","33","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB14R1","AB14R1",internal,reserve,A,"B","14","R","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","87","87","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB14R2","AB14R2",internal,reserve,A,"B","14","R","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","16","16","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB14R3","AB14R3",internal,reserve,A,"B","14","R","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","34","34","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB14R4","AB14R4",internal,reserve,A,"B","14","R","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","31","31","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB14S1","AB14S1",internal,reserve,A,"B","14","S","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","56","56","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB14S2","AB14S2",internal,reserve,A,"B","14","S","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","99","99","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB14S3","AB14S3",internal,reserve,A,"B","14","S","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","94","94","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB14S4","AB14S4",internal,reserve,A,"B","14","S","4","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","93","93","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB14T1","AB14T1",internal,reserve,A,"B","14","T","1","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","26","26","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB14T2","AB14T2",internal,reserve,A,"B","14","T","2","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","84","84","__setup__.picking_zone_aliments"
"__setup__.stock_location_AB14T3","AB14T3",internal,reserve,A,"B","14","T","3","__import__.location_row_reserve_AB","__setup__.stock_picking_type_reassort_ali","71","71","__setup__.picking_zone_aliments"
