id,create_date,default_code,list_price,indicated_price,sale_delay,weight,uom_po_id/id,uom_id/id,medical_device,cnk_code,web_published,barcode,tracking,taxes_id/id,supplier_taxes_id/id,categ_id/id,state_id/id,unit_in_shrink_wrap,unit_in_box,unit_in_pallet,storage_temperature_id/id,ratio_main_product,ratio_additional_product,orderpoint_min,orderpoint_max,veterinary_only,route_ids/id,active,name,price_category_id/id,manufacturer/id,orderpoint_qty_multiple
__import__.product_1334697,2014-08-19,1334697,0,9999999999.99,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,ATENOLOL EG 28x25mg,,__import__.supplier_95150,0
__import__.product_1334705,2009-09-18,1334705,0,9999999999.99,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,ATENOLOL EG 56x25mg,,__import__.supplier_95150,0
__import__.product_1334821,2002-06-26,1334821,3.93,6.90,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_mat_equipement,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,1.000,6.000,,purchase.route_warehouse0_buy,True,FOND DE CAGE DE TRANSPORT,specific_product.product_price_category_gma,__import__.supplier_74180,1
__import__.product_1334879,1999-10-04,1334879,2.47,3.99,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_oeil_oreille,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,"TERRAMYCINE ONG 3,5GR VETERINAIRE",,__import__.supplier_79201,0
__import__.product_1334887,1999-10-04,1334887,322.09,495.05,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_vaccins,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,RISPOVAL RS-BVD 20X5D + SOLVANT,,__import__.supplier_79201,0
__import__.product_1334895,1999-10-04,1334895,72.16,9999999999.99,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_mat_equipement,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",False,NEBULISEUR COMPRESS OMRON CX3,specific_product.product_price_category_gma,__import__.supplier_95150,0
__import__.product_1335200,2005-05-12,1335200,17.47,30.23,0,3.000,__setup__.product_uom_sac,__setup__.product_uom_sac,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_physio,specific_purchase.product_state_l,0,4,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,PRO PLAN CAT ADULT 3KG SAUMON,specific_product.product_price_category_ali,__import__.supplier_61800,0
__import__.product_1335887,1999-10-12,1335887,2.63,5.45,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_divers_para,specific_purchase.product_state_m,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,PAW WAX 50GR MEKU,,__import__.supplier_74150,0
__import__.product_1335892,1999-10-12,1335892,3.73,6.55,0,0.140,product.product_uom_unit,product.product_uom_unit,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_divers_para,specific_purchase.product_state_l,6,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,DIAFARM SOL NETTOYANTE PREPUCE 10,,__import__.supplier_74157,0
__import__.product_1336379,1999-10-06,1336379,26.70,41.04,0,0,product.product_uom_unit,product.product_uom_unit,True,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_undefined,specific_purchase.product_state_n,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,"TENDERWET DIA 5,5CM PAR 14 PIECES",specific_product.product_price_category_gma,__import__.supplier_68302,0
__import__.product_1336395,1999-10-06,1336395,26.63,40.93,0,0,product.product_uom_unit,product.product_uom_unit,True,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_undefined,specific_purchase.product_state_n,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,"TENDERWET 7,5x7,5CM PAR 14 PIECES",specific_product.product_price_category_gma,__import__.supplier_68302,0
__import__.product_1336403,1999-10-06,1336403,21.17,9999999999.99,0,0,product.product_uom_unit,product.product_uom_unit,True,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_undefined,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",False,TENDERWET 24 7.5x7.5CM PAR 12 PIE,specific_product.product_price_category_gma,__import__.supplier_68302,0
__import__.product_1336411,1999-10-06,1336411,38.60,9999999999.99,0,0.230,product.product_uom_unit,product.product_uom_unit,True,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_undefined,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",False,TENDERWET 10x10CM PAR 14 PIECES,specific_product.product_price_category_gma,__import__.supplier_68302,0
__import__.product_1336429,1999-10-06,1336429,34.42,9999999999.99,0,0,product.product_uom_unit,product.product_uom_unit,True,,False,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_undefined,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,TENDERWET 24 10x10CM PAR 12 PIECES,specific_product.product_price_category_gma,__import__.supplier_68302,0
__import__.product_1336528,2016-09-21,1336528,1.44,2.22,0,0.020,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_mat_conso,,10,0,0,specific_product.product_storage_temperature_ambient,0,0,0,2.000,,purchase.route_warehouse0_buy,True,"OMNIFILM SPARADRAP 1,25cmx5m",specific_product.product_price_category_gma,__import__.supplier_68302,10
__import__.product_1336858,2007-05-10,1336858,1.01,9999999999.99,0,0.010,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_undefined,specific_purchase.product_state_l,0,10,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",False,"OMNIPOR 1,25cmx5m",specific_product.product_price_category_gma,__import__.supplier_68302,0
__import__.product_1336882,2002-10-25,1336882,0.87,9999999999.99,0,0.010,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_undefined,specific_purchase.product_state_l,0,5,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",False,"OMNIPOR 1,25cmx9,2m",specific_product.product_price_category_gma,__import__.supplier_68302,0
__import__.product_1336890,2002-10-25,1336890,1.27,9999999999.99,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_mat_conso,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,1.000,,purchase.route_warehouse0_buy,True,"OMNIPOR 2,5cmx9,2m",specific_product.product_price_category_gma,__import__.supplier_68302,1
__import__.product_1336924,1999-10-04,1336924,12.32,18.94,0,0.040,product.product_uom_unit,product.product_uom_unit,,1336924,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,,10,120,0,specific_product.product_storage_temperature_ambient,0,0,60.000,120.000,,purchase.route_warehouse0_buy,True,FRONTLINE CHAT SPOT 3 PIPETTES,,__import__.supplier_62750,10
__import__.product_1337260,2002-10-14,1337260,0,4.83,0,0,__setup__.product_uom_boite,__setup__.product_uom_boite,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,HIBITANE LIDOCAINE 40CP,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_1337369,1999-09-30,1337369,13.33,23.39,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,VIACUTAN 70ML MULTIDOSE SOL ORALE,,__import__.supplier_62750,0
__import__.product_1337385,1999-09-30,1337385,4.81,8.43,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_divers_para,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,VIACUTAN SHAMPOO 250ML,,__import__.supplier_62750,0
__import__.product_1337633,1999-09-29,1337633,16.73,29.35,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,CHASSOTON GRANULES 4% 400GR,,__import__.supplier_63520,0
__import__.product_1337856,1999-10-14,1337856,59.84,91.98,0,0.070,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_vaccins,specific_purchase.product_state_l,10,0,0,specific_product.product_storage_temperature_6,0,0,0,0,,purchase.route_warehouse0_buy,False,PORCILIS AR-T 50ML 25D,,__import__.supplier_71100,0
__import__.product_1337906,1999-09-29,1337906,17.40,30.53,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,CHASSOTON SENIOR 4% GRANULES 400GR,,__import__.supplier_63347,0
__import__.product_1338995,1999-10-05,1338995,11.05,16.98,0,0.100,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_hormones,specific_purchase.product_state_l,0,12,0,specific_product.product_storage_temperature_15,0,0,0,0,,purchase.route_warehouse0_buy,False,"DEXA 0,2%  50ML SOL KELA",,__import__.supplier_83300,0
__import__.product_1342617,2004-04-07,1342617,0,9.44,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,LACTULOSE E.G. SIROP 500ML,specific_product.product_price_category_gma,__import__.supplier_77350,0
__import__.product_1342799,1999-12-16,1342799,0,6.94,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,BASIDOL ARKOGELULES 45GEL.VEGETALES,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_1343953,2000-03-27,1343953,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,TUSSIPHANE 100ML,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_1344589,1999-10-14,1344589,3.72,6.52,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_n,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,KERNELCOTE CN 250ML,,__import__.supplier_95080,0
__import__.product_1344753,2008-12-12,1344753,0,9999999999.99,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,VERTEEL 250CP HEEL,,__import__.supplier_77340,0
__import__.product_1344761,2005-01-18,1344761,0,8.95,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",True,VERTEEL GOUTTES 30ML HEEL,specific_product.product_price_category_gma,__import__.supplier_68170,0
__import__.product_1346100,2005-05-12,1346100,24.19,40.10,0,7.500,__setup__.product_uom_sac,__setup__.product_uom_sac,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_physio,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,1,purchase.route_warehouse0_buy,False,"PRO PLAN CAT ADULT 7,5KG CANARD/RIZ",,__import__.supplier_61800,0
__import__.product_1349273,2002-08-14,1349273,0,66.96,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,"ZOMIG ORAL 2,5MG 12CP",specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_1349281,1999-10-14,1349281,6.12,9.40,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_divers_veto,specific_purchase.product_state_n,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,K-KERN 50CP PIGEONS,,__import__.supplier_95080,0
__import__.product_1349307,2002-01-29,1349307,0,18.32,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,FLIXONASE AQUA SPRAY 50MCG 150 DOSES,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_1350049,1999-10-18,1350049,12.20,18.75,0,0.550,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antimicrobiens,specific_purchase.product_state_l,0,16,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,COSUMIX PLUS 500GR,,__import__.supplier_82701,0
__import__.product_1350341,1999-10-08,1350341,38.30,58.87,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,NEOCIDOL 250 EC 1L,,__import__.supplier_63520,0
__import__.product_1350602,1999-09-29,1350602,8.00,12.30,0,0.090,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_divers_veto,specific_purchase.product_state_l,12,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,ATUSSIN SIROP 60ML/,,__import__.supplier_77602,0
__import__.product_1350933,2009-01-15,1350933,0,9999999999.99,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,UNDA GEMMO CASTANEA D1 125ml,,__import__.supplier_95150,0
__import__.product_1351188,2009-01-15,1351188,0,9999999999.99,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,UNDA GEMMO ROSMARINUS D1 125ml,,__import__.supplier_95150,0
__import__.product_1351444,1999-10-01,1351444,8.53,13.11,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_vitamines,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,"CHEVI SOL 10X7,5GR",,__import__.supplier_66906,0
__import__.product_1351469,1999-10-01,1351469,55.29,84.99,0,0.340,product.product_uom_unit,product.product_uom_unit,,2374361,True,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_ali_comp,,0,12,0,specific_product.product_storage_temperature_ambient,0,0,2.000,4.000,,purchase.route_warehouse0_buy,True,CHEVIVIT VIT E-SELENIUM GEL ORAL 250ML,,__import__.supplier_66906,1
__import__.product_1351477,1999-10-01,1351477,46.32,71.19,0,0.320,product.product_uom_unit,product.product_uom_unit,,,False,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_ali_comp,specific_purchase.product_state_l,0,12,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,CHEVIVIT BIOTIN 250ml CHEVITA,,__import__.supplier_66906,0
__import__.product_1351524,2003-10-08,1351524,29.67,9999999999.99,0,0.080,__setup__.product_uom_boite,__setup__.product_uom_boite,True,,True,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_mat_sutures,specific_purchase.product_state_a,0,0,0,specific_product.product_storage_temperature_ambient,0,0,5.000,10.000,,purchase.route_warehouse0_buy,True,"SMI SURGICRYL PGA USP0 EP3,5 24C3/8 /12",specific_product.product_price_category_gma,__import__.supplier_79200,1
__import__.product_1351530,2004-07-08,1351530,29.67,9999999999.99,0,0.080,__setup__.product_uom_boite,__setup__.product_uom_boite,True,,True,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_mat_sutures,specific_purchase.product_state_a,0,0,0,specific_product.product_storage_temperature_ambient,0,0,10.000,20.000,,purchase.route_warehouse0_buy,True,"SMI SURGICRYL PGA USP0 EP3,5 30C3/8 /12",specific_product.product_price_category_gma,__import__.supplier_79200,1
__import__.product_1351618,1999-09-30,1351618,4.12,6.33,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_divers_para,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,ANTIMOUSSIN EMULSION 150GR,,__import__.supplier_77602,0
__import__.product_1351626,1999-09-30,1351626,7.44,13.06,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_divers_para,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,BEZO-PET PATE 120G,,__import__.supplier_77602,0
__import__.product_1351634,1999-09-30,1351634,24.76,43.44,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,CANIVITON FORTE 10 GRANULES 700GR,,__import__.supplier_77602,0
__import__.product_1351659,1999-09-29,1351659,93.31,163.71,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,CHASSOTON PERFORMANCE 15% 1KG,,__import__.supplier_77602,0
__import__.product_1351667,1999-10-01,1351667,4.44,7.79,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_divers_para,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,CHLOROPHYLL 30CP,,__import__.supplier_77602,0
__import__.product_1351683,1999-09-30,1351683,13.81,24.22,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,DERMANORM HUILE 250ML,,__import__.supplier_77602,0
__import__.product_1351691,1999-09-30,1351691,9.00,15.79,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,DERMANORM HUILE 100ML,,__import__.supplier_77602,0
__import__.product_1351692,1999-10-08,1351692,10.83,19.00,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,DERMANORM 50CAPS.,,__import__.supplier_77602,0
__import__.product_1351709,1999-10-01,1351709,22.14,38.84,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,DERMANORM HUILE 500ML,,__import__.supplier_77602,0
__import__.product_1351717,1999-09-30,1351717,3.20,5.61,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,DIA-FIT PATE CHASSOT,,__import__.supplier_77602,0
__import__.product_1351725,1999-09-30,1351725,4.88,7.50,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_homeo,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,DYSTROFIN DOSEUR ORAL 25ML,,__import__.supplier_77602,0
__import__.product_1351733,1999-09-29,1351733,6.13,10.76,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,GERI-PET 100GR,,__import__.supplier_77602,0
__import__.product_1351741,1999-09-30,1351741,3.78,6.63,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_m,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,GERVIVET OISEAUX 10ML,,__import__.supplier_77602,0
