id,active,ref,suite,call_name,name,street,zip,city,fax,email,vat,vet_depot_number,vet_subscription_number,help_with_fee,alcyon_category_id/id,country_id/id,title/id,legal_entity_id/id,is_company,discount_pricelist_id/id,property_delivery_carrier_id/id,supplier_promotion_sale_allowed,user_id/id,lang,is_sale_back_order_accepted,property_payment_term_id/id,customer_payment_mode_id/id,is_price_on_labels,is_passport_required,invoice_frequency,invoice_grouping,invoice_sending_method,company_type,phone,mobile,property_product_pricelist/id,category_id/id,pharmacist_id/id,property_account_position_id/id,comment
__import__.customer_2758,False,2758,,BL MULT098,MULTIPH OFF 098,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2761,False,2761,,BL MULT102,MULTIPH OFF 102,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2762,False,2762,,BL MULT103,MULTIPH OFF 103,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2763,False,2763,,BL MULT104,MULTIPH OFF 104,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2764,False,2764,,BL MULT105,MULTIPH OFF 105,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2765,False,2765,,BL MULT106,MULTIPH OFF 106,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2766,False,2766,,BL MULT107,MULTIPH OFF 107,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2767,False,2767,,BL MULT108,MULTIPH OFF 108,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2768,False,2768,,BL MULT110,MULTIPH OFF 110,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2769,False,2769,,BL MULT111,MULTIPH OFF 111,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2770,False,2770,,BL MULT112,MULTIPH OFF 112,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2771,False,2771,,BL MULT113,MULTIPH OFF 113,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2772,False,2772,,BL MULT115,MULTIPH OFF 115,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2773,False,2773,,BL MULT116,MULTIPH OFF 116,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2774,False,2774,,BL MULT117,MULTIPH OFF 117,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2775,False,2775,,BL MULT118,MULTIPH OFF 118,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2776,False,2776,,BL MULT119,MULTIPH OFF 119,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2777,False,2777,,BL MULT400,MULTIPH OFF 400,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2778,False,2778,,BL MULT402,MULTIPH OFF 402,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2779,False,2779,,BL MULT440,MULTIPH OFF 440,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2780,False,2780,,BL MULT443,MULTIPH OFF 443,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2782,False,2782,,BL MULT450,MULTIPH OFF 450,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2783,False,2783,,BL MULT451,MULTIPH OFF 451,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2784,False,2784,,BL MULT457,MULTIPH OFF 457,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2785,False,2785,,BL MULT460,MULTIPH OFF 460,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2787,False,2787,,BL MULT403,MULTIPH OFF 403,Route de Lennik 900,1070,ANDERLECHT,025299445,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2788,False,2788,,BL MULT405,MULTIPH OFF 405,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2789,False,2789,,BL MULT406,MULTIPH OFF 406,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2790,False,2790,,BL MULT408,MULTIPH OFF 408,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2791,False,2791,,BL MULT409,MULTIPH OFF 409,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2792,False,2792,,BL MULT410,MULTIPH OFF 410,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2793,False,2793,,BL MULT411,MULTIPH OFF 411,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2794,False,2794,,BL MULT412,MULTIPH OFF 412,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2795,False,2795,,BL MULT413,MULTIPH OFF 413,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2796,False,2796,,BL MULT414,MULTIPH OFF 414,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2797,False,2797,,BL MULT416,MULTIPH OFF 416,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2798,False,2798,,BL MULT417,MULTIPH OFF 417,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2800,False,2800,,BL MULT419,MULTIPH OFF 419,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2801,False,2801,,BL MULT420,MULTIPH OFF 420,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2802,False,2802,,BL MULT421,MULTIPH OFF 421,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2803,False,2803,,BL MULT422,MULTIPH OFF 422,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2804,False,2804,,BL MULT424,MULTIPH OFF 424,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2805,False,2805,,BL MULT425,MULTIPH OFF 425,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2806,False,2806,,BL MULT426,MULTIPH OFF 426,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2807,False,2807,,BL MULT427,MULTIPH OFF 427,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2808,False,2808,,BL MULT428,MULTIPH OFF 428,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2809,False,2809,,BL MULT429,MULTIPH OFF 429,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2810,False,2810,,BL MULT430,MULTIPH OFF 430,Route de Lennik 900,1070,ANDERLECHT,,acelis.multipharma@skynet.be,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,02/7708945,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2811,False,2811,,BL MULT431,MULTIPH OFF 431,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2813,False,2813,,BL MULT434,MULTIPH OFF 434,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2814,False,2814,,BL MULT435,MULTIPH OFF 435,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2816,False,2816,,BL MULT437,MULTIPH OFF 437,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2818,False,2818,,BL MULT439,MULTIPH OFF 439,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2819,False,2819,,BL MULT441,MULTIPH OFF 441,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2820,False,2820,,BL MULT444,MULTIPH OFF 444,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2821,False,2821,,BL MULT445,MULTIPH OFF 445,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2822,False,2822,,BL MULT446,MULTIPH OFF 446,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2823,False,2823,,BL MULT448,MULTIPH OFF 448,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2824,False,2824,,BL MULT452,MULTIPH OFF 452,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,__setup__.pricelist_5,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2825,False,2825,,BL MULT453,MULTIPH OFF 453,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2826,False,2826,,BL MULT454,MULTIPH OFF 454,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
__import__.customer_2827,False,2827,,BL MULT455,MULTIPH OFF 455,Route de Lennik 900,1070,ANDERLECHT,,,BE0401985519,,,0,specific_partner.partner_category_pharmacy,base.be,,__setup__.legal_entity_8,True,,__setup__.deliver_carrier_by_client,,,fr_BE,False,__setup__.account_payment_term_cr,,,,10_days,all_at_once,letter,company,,,specific_data.product_pricelist_pb2,__setup__.customer_category_multipharma,,__setup__.fiscal_position_nat,
