addon_name,odoo_version,mig_status
pydantic,11,no wheel
pydantic,12,no wheel
pydantic,13,no
pydantic,14,no
pydantic,15,no
pydantic,16,no
queue_job,11,no
queue_job,12,mig
queue_job,13,mig
queue_job,14,mig
queue_job,15,mig
queue_job,16,mig
queue_job_cron,11,no
queue_job_cron,12,no
queue_job_cron,13,no
queue_job_cron,14,no
queue_job_cron,15,no
queue_job_cron,16,no
report_csv,11,no
report_csv,12,no
report_csv,13,no
report_csv,14,no
report_csv,15,no
report_csv,16,no
report_xlsx,11,no
report_xlsx,12,no
report_xlsx,13,no
report_xlsx,14,no
report_xlsx,15,no
report_xlsx,16,no
report_xlsx_helper,11,no
report_xlsx_helper,12,no
report_xlsx_helper,13,no
report_xlsx_helper,14,no
report_xlsx_helper,15,no
report_xlsx_helper,16,no
report_xml,11,no
report_xml,12,no
report_xml,13,no
report_xml,14,no
report_xml,15,no
report_xml,16,no
rest_log,11,no wheel
rest_log,12,no wheel
rest_log,13,no
rest_log,14,no
rest_log,15,no
rest_log,16,no
sale_cart,11,no wheel
sale_cart,12,no wheel
sale_cart,13,no wheel
sale_cart,14,no wheel
sale_cart,15,no wheel
sale_cart,16,no wheel
sale_channel,11,no wheel
sale_channel,12,no wheel
sale_channel,13,no wheel
sale_channel,14,no wheel
sale_channel,15,no wheel
sale_channel,16,no wheel
sale_discount_display_amount,11,no wheel
sale_discount_display_amount,12,no
sale_discount_display_amount,13,no
sale_discount_display_amount,14,mig
sale_discount_display_amount,15,no
sale_discount_display_amount,16,no
sale_exception,11,no
sale_exception,12,no
sale_exception,13,no
sale_exception,14,no
sale_exception,15,no
sale_exception,16,no
sale_force_invoiced,11,no
sale_force_invoiced,12,no
sale_force_invoiced,13,no
sale_force_invoiced,14,no
sale_force_invoiced,15,no
sale_force_invoiced,16,no
sale_order_line_cancel,11,no wheel
sale_order_line_cancel,12,no wheel
sale_order_line_cancel,13,no wheel
sale_order_line_cancel,14,no wheel
sale_order_line_cancel,15,no wheel
sale_order_line_cancel,16,no wheel
sale_procurement_customer,11,no wheel
sale_procurement_customer,12,no wheel
sale_procurement_customer,13,no wheel
sale_procurement_customer,14,no wheel
sale_procurement_customer,15,no wheel
sale_procurement_customer,16,no wheel
sale_product_set,11,no
sale_product_set,12,no
sale_product_set,13,no
sale_product_set,14,no
sale_product_set,15,no
sale_product_set,16,no
sale_route_amendment,11,no wheel
sale_route_amendment,12,no wheel
sale_route_amendment,13,no wheel
sale_route_amendment,14,no wheel
sale_route_amendment,15,no wheel
sale_route_amendment,16,no wheel
sale_shipping_info_helper,11,no wheel
sale_shipping_info_helper,12,no
sale_shipping_info_helper,13,no
sale_shipping_info_helper,14,no
sale_shipping_info_helper,15,no
sale_shipping_info_helper,16,no
sale_stock_picking_blocking,11,no
sale_stock_picking_blocking,12,no
sale_stock_picking_blocking,13,no
sale_stock_picking_blocking,14,no
sale_stock_picking_blocking,15,no
sale_stock_picking_blocking,16,no
sale_stock_restocking_fee_invoicing,11,no wheel
sale_stock_restocking_fee_invoicing,12,no wheel
sale_stock_restocking_fee_invoicing,13,no wheel
sale_stock_restocking_fee_invoicing,14,no wheel
sale_stock_restocking_fee_invoicing,15,no wheel
sale_stock_restocking_fee_invoicing,16,no wheel
sale_triple_discount,11,no wheel
sale_triple_discount,12,no
sale_triple_discount,13,no wheel
sale_triple_discount,14,no
sale_triple_discount,15,no
sale_triple_discount,16,no
sale_wishlist,11,no wheel
sale_wishlist,12,no
sale_wishlist,13,no
sale_wishlist,14,no
sale_wishlist,15,no
sale_wishlist,16,no
search_engine_image_thumbnail,11,no wheel
search_engine_image_thumbnail,12,no wheel
search_engine_image_thumbnail,13,no wheel
search_engine_image_thumbnail,14,no wheel
search_engine_image_thumbnail,15,no wheel
search_engine_image_thumbnail,16,no wheel
search_engine_serializer_pydantic,11,no wheel
search_engine_serializer_pydantic,12,no wheel
search_engine_serializer_pydantic,13,no wheel
search_engine_serializer_pydantic,14,no wheel
search_engine_serializer_pydantic,15,no wheel
search_engine_serializer_pydantic,16,no wheel
server_action_mass_edit,11,no wheel
server_action_mass_edit,12,no wheel
server_action_mass_edit,13,no wheel
server_action_mass_edit,14,no wheel
server_action_mass_edit,15,no wheel
server_action_mass_edit,16,no wheel
server_environment,11,no
server_environment,12,no
server_environment,13,no
server_environment,14,no
server_environment,15,no
server_environment,16,no
server_environment_ir_config_parameter,11,no
server_environment_ir_config_parameter,12,no
server_environment_ir_config_parameter,13,no
server_environment_ir_config_parameter,14,no
server_environment_ir_config_parameter,15,no
server_environment_ir_config_parameter,16,no
session_db,11,no wheel
session_db,12,no wheel
session_db,13,no
session_db,14,no
session_db,15,no wheel
session_db,16,no wheel
shipment_advice,11,no wheel
shipment_advice,12,no wheel
shipment_advice,13,no
shipment_advice,14,no
shipment_advice,15,no wheel
shipment_advice,16,no wheel
shipment_advice_planner,11,no wheel
shipment_advice_planner,12,no wheel
shipment_advice_planner,13,no wheel
shipment_advice_planner,14,no wheel
shipment_advice_planner,15,no wheel
shipment_advice_planner,16,no wheel
shipment_advice_planner_toursolver,11,no wheel
shipment_advice_planner_toursolver,12,no wheel
shipment_advice_planner_toursolver,13,no wheel
shipment_advice_planner_toursolver,14,no wheel
shipment_advice_planner_toursolver,15,no wheel
shipment_advice_planner_toursolver,16,no wheel
shipment_advice_planner_toursolver_queue_job,11,no wheel
shipment_advice_planner_toursolver_queue_job,12,no wheel
shipment_advice_planner_toursolver_queue_job,13,no wheel
shipment_advice_planner_toursolver_queue_job,14,no wheel
shipment_advice_planner_toursolver_queue_job,15,no wheel
shipment_advice_planner_toursolver_queue_job,16,no wheel
shopfloor,11,no wheel
shopfloor,12,no wheel
shopfloor,13,mig
shopfloor,14,mig
shopfloor,15,no wheel
shopfloor,16,no wheel
shopfloor_base,11,no wheel
shopfloor_base,12,no wheel
shopfloor_base,13,no
shopfloor_base,14,mig
shopfloor_base,15,no wheel
shopfloor_base,16,no wheel
shopfloor_batch_automatic_creation,11,no wheel
shopfloor_batch_automatic_creation,12,no wheel
shopfloor_batch_automatic_creation,13,no
shopfloor_batch_automatic_creation,14,no
shopfloor_batch_automatic_creation,15,no wheel
shopfloor_batch_automatic_creation,16,no wheel
shopfloor_mobile,11,no wheel
shopfloor_mobile,12,no wheel
shopfloor_mobile,13,no
shopfloor_mobile,14,mig
shopfloor_mobile,15,no wheel
shopfloor_mobile,16,no wheel
shopfloor_mobile_base,11,no wheel
shopfloor_mobile_base,12,no wheel
shopfloor_mobile_base,13,no
shopfloor_mobile_base,14,no
shopfloor_mobile_base,15,no wheel
shopfloor_mobile_base,16,no wheel
shopfloor_mobile_base_auth_api_key,11,no wheel
shopfloor_mobile_base_auth_api_key,12,no wheel
shopfloor_mobile_base_auth_api_key,13,no wheel
shopfloor_mobile_base_auth_api_key,14,no
shopfloor_mobile_base_auth_api_key,15,no wheel
shopfloor_mobile_base_auth_api_key,16,no wheel
shopfloor_mobile_packing,11,no wheel
shopfloor_mobile_packing,12,no wheel
shopfloor_mobile_packing,13,no wheel
shopfloor_mobile_packing,14,no wheel
shopfloor_mobile_packing,15,no wheel
shopfloor_mobile_packing,16,no wheel
shopfloor_packing,11,no wheel
shopfloor_packing,12,no wheel
shopfloor_packing,13,no wheel
shopfloor_packing,14,no wheel
shopfloor_packing,15,no wheel
shopfloor_packing,16,no wheel
shopfloor_rest_log,11,no wheel
shopfloor_rest_log,12,no wheel
shopfloor_rest_log,13,mig
shopfloor_rest_log,14,mig
shopfloor_rest_log,15,no wheel
shopfloor_rest_log,16,no wheel
shopfloor_workstation,11,no wheel
shopfloor_workstation,12,no wheel
shopfloor_workstation,13,no
shopfloor_workstation,14,no
shopfloor_workstation,15,no wheel
shopfloor_workstation,16,no wheel
shopfloor_workstation_mobile,11,no wheel
shopfloor_workstation_mobile,12,no wheel
shopfloor_workstation_mobile,13,no
shopfloor_workstation_mobile,14,no
shopfloor_workstation_mobile,15,no wheel
shopfloor_workstation_mobile,16,no wheel
shopinvader_address,11,no wheel
shopinvader_address,12,no wheel
shopinvader_address,13,no wheel
shopinvader_address,14,no wheel
shopinvader_address,15,no wheel
shopinvader_address,16,no wheel
shopinvader_anonymous_partner,11,no wheel
shopinvader_anonymous_partner,12,no wheel
shopinvader_anonymous_partner,13,no wheel
shopinvader_anonymous_partner,14,no wheel
shopinvader_anonymous_partner,15,no wheel
shopinvader_anonymous_partner,16,no wheel
shopinvader_api_address,11,no wheel
shopinvader_api_address,12,no wheel
shopinvader_api_address,13,no wheel
shopinvader_api_address,14,no wheel
shopinvader_api_address,15,no wheel
shopinvader_api_address,16,no wheel
shopinvader_api_cart,11,no wheel
shopinvader_api_cart,12,no wheel
shopinvader_api_cart,13,no wheel
shopinvader_api_cart,14,no wheel
shopinvader_api_cart,15,no wheel
shopinvader_api_cart,16,no wheel
shopinvader_api_sale,11,no wheel
shopinvader_api_sale,12,no wheel
shopinvader_api_sale,13,no wheel
shopinvader_api_sale,14,no wheel
shopinvader_api_sale,15,no wheel
shopinvader_api_sale,16,no wheel
shopinvader_api_security_sale,11,no wheel
shopinvader_api_security_sale,12,no wheel
shopinvader_api_security_sale,13,no wheel
shopinvader_api_security_sale,14,no wheel
shopinvader_api_security_sale,15,no wheel
shopinvader_api_security_sale,16,no wheel
shopinvader_api_wishlist,11,no wheel
shopinvader_api_wishlist,12,no wheel
shopinvader_api_wishlist,13,no wheel
shopinvader_api_wishlist,14,no wheel
shopinvader_api_wishlist,15,no wheel
shopinvader_api_wishlist,16,no wheel
shopinvader_base_url,11,no wheel
shopinvader_base_url,12,no wheel
shopinvader_base_url,13,no wheel
shopinvader_base_url,14,no wheel
shopinvader_base_url,15,no wheel
shopinvader_base_url,16,no wheel
shopinvader_fastapi_auth_jwt,11,no wheel
shopinvader_fastapi_auth_jwt,12,no wheel
shopinvader_fastapi_auth_jwt,13,no wheel
shopinvader_fastapi_auth_jwt,14,no wheel
shopinvader_fastapi_auth_jwt,15,no wheel
shopinvader_fastapi_auth_jwt,16,no wheel
shopinvader_filtered_model,11,no wheel
shopinvader_filtered_model,12,no wheel
shopinvader_filtered_model,13,no wheel
shopinvader_filtered_model,14,no wheel
shopinvader_filtered_model,15,no wheel
shopinvader_filtered_model,16,no wheel
shopinvader_multi_category,11,no wheel
shopinvader_multi_category,12,no
shopinvader_multi_category,13,no wheel
shopinvader_multi_category,14,no
shopinvader_multi_category,15,no wheel
shopinvader_multi_category,16,no wheel
shopinvader_product,11,no wheel
shopinvader_product,12,no wheel
shopinvader_product,13,no wheel
shopinvader_product,14,no wheel
shopinvader_product,15,no wheel
shopinvader_product,16,no wheel
shopinvader_product_attribute_set,11,no wheel
shopinvader_product_attribute_set,12,no wheel
shopinvader_product_attribute_set,13,no
shopinvader_product_attribute_set,14,no
shopinvader_product_attribute_set,15,no wheel
shopinvader_product_attribute_set,16,no wheel
shopinvader_product_brand,11,no wheel
shopinvader_product_brand,12,no wheel
shopinvader_product_brand,13,no wheel
shopinvader_product_brand,14,no
shopinvader_product_brand,15,no wheel
shopinvader_product_brand,16,no wheel
shopinvader_product_description,11,no wheel
shopinvader_product_description,12,no wheel
shopinvader_product_description,13,no wheel
shopinvader_product_description,14,no wheel
shopinvader_product_description,15,no wheel
shopinvader_product_description,16,no wheel
shopinvader_product_seo,11,no wheel
shopinvader_product_seo,12,no wheel
shopinvader_product_seo,13,no wheel
shopinvader_product_seo,14,no wheel
shopinvader_product_seo,15,no wheel
shopinvader_product_seo,16,no wheel
shopinvader_product_url,11,no wheel
shopinvader_product_url,12,no wheel
shopinvader_product_url,13,no wheel
shopinvader_product_url,14,no wheel
shopinvader_product_url,15,no wheel
shopinvader_product_url,16,no wheel
shopinvader_sale_cart,11,no wheel
shopinvader_sale_cart,12,no wheel
shopinvader_sale_cart,13,no wheel
shopinvader_sale_cart,14,no wheel
shopinvader_sale_cart,15,no wheel
shopinvader_sale_cart,16,no wheel
shopinvader_sale_state,11,no wheel
shopinvader_sale_state,12,no wheel
shopinvader_sale_state,13,no wheel
shopinvader_sale_state,14,no wheel
shopinvader_sale_state,15,no wheel
shopinvader_sale_state,16,no wheel
shopinvader_schema_address,11,no wheel
shopinvader_schema_address,12,no wheel
shopinvader_schema_address,13,no wheel
shopinvader_schema_address,14,no wheel
shopinvader_schema_address,15,no wheel
shopinvader_schema_address,16,no wheel
shopinvader_schema_sale,11,no wheel
shopinvader_schema_sale,12,no wheel
shopinvader_schema_sale,13,no wheel
shopinvader_schema_sale,14,no wheel
shopinvader_schema_sale,15,no wheel
shopinvader_schema_sale,16,no wheel
shopinvader_search_engine,11,no wheel
shopinvader_search_engine,12,no
shopinvader_search_engine,13,no
shopinvader_search_engine,14,no
shopinvader_search_engine,15,no wheel
shopinvader_search_engine,16,no wheel
shopinvader_search_engine_assortment,11,no wheel
shopinvader_search_engine_assortment,12,no wheel
shopinvader_search_engine_assortment,13,no wheel
shopinvader_search_engine_assortment,14,no wheel
shopinvader_search_engine_assortment,15,no wheel
shopinvader_search_engine_assortment,16,no wheel
shopinvader_search_engine_image,11,no wheel
shopinvader_search_engine_image,12,no wheel
shopinvader_search_engine_image,13,no wheel
shopinvader_search_engine_image,14,no wheel
shopinvader_search_engine_image,15,no wheel
shopinvader_search_engine_image,16,no wheel
shopinvader_search_engine_product_brand,11,no wheel
shopinvader_search_engine_product_brand,12,no wheel
shopinvader_search_engine_product_brand,13,no wheel
shopinvader_search_engine_product_brand,14,no wheel
shopinvader_search_engine_product_brand,15,no wheel
shopinvader_search_engine_product_brand,16,no wheel
shopinvader_search_engine_product_brand_image,11,no wheel
shopinvader_search_engine_product_brand_image,12,no wheel
shopinvader_search_engine_product_brand_image,13,no wheel
shopinvader_search_engine_product_brand_image,14,no wheel
shopinvader_search_engine_product_brand_image,15,no wheel
shopinvader_search_engine_product_brand_image,16,no wheel
shopinvader_search_engine_product_media,11,no wheel
shopinvader_search_engine_product_media,12,no wheel
shopinvader_search_engine_product_media,13,no wheel
shopinvader_search_engine_product_media,14,no wheel
shopinvader_search_engine_product_media,15,no wheel
shopinvader_search_engine_product_media,16,no wheel
shopinvader_search_engine_product_stock,11,no wheel
shopinvader_search_engine_product_stock,12,no wheel
shopinvader_search_engine_product_stock,13,no wheel
shopinvader_search_engine_product_stock,14,no wheel
shopinvader_search_engine_product_stock,15,no wheel
shopinvader_search_engine_product_stock,16,no wheel
shopinvader_search_engine_product_stock_state,11,no wheel
shopinvader_search_engine_product_stock_state,12,no wheel
shopinvader_search_engine_product_stock_state,13,no wheel
shopinvader_search_engine_product_stock_state,14,no wheel
shopinvader_search_engine_product_stock_state,15,no wheel
shopinvader_search_engine_product_stock_state,16,no wheel
shopinvader_search_engine_product_template_multi_link,11,no wheel
shopinvader_search_engine_product_template_multi_link,12,no wheel
shopinvader_search_engine_product_template_multi_link,13,no wheel
shopinvader_search_engine_product_template_multi_link,14,no wheel
shopinvader_search_engine_product_template_multi_link,15,no wheel
shopinvader_search_engine_product_template_multi_link,16,no wheel
shopinvader_search_engine_update,11,no wheel
shopinvader_search_engine_update,12,no wheel
shopinvader_search_engine_update,13,no wheel
shopinvader_search_engine_update,14,no wheel
shopinvader_search_engine_update,15,no wheel
shopinvader_search_engine_update,16,no wheel
shopinvader_search_engine_update_image,11,no wheel
shopinvader_search_engine_update_image,12,no wheel
shopinvader_search_engine_update_image,13,no wheel
shopinvader_search_engine_update_image,14,no wheel
shopinvader_search_engine_update_image,15,no wheel
shopinvader_search_engine_update_image,16,no wheel
shopinvader_search_engine_update_product_brand,11,no wheel
shopinvader_search_engine_update_product_brand,12,no wheel
shopinvader_search_engine_update_product_brand,13,no wheel
shopinvader_search_engine_update_product_brand,14,no wheel
shopinvader_search_engine_update_product_brand,15,no wheel
shopinvader_search_engine_update_product_brand,16,no wheel
shopinvader_search_engine_update_product_brand_image,11,no wheel
shopinvader_search_engine_update_product_brand_image,12,no wheel
shopinvader_search_engine_update_product_brand_image,13,no wheel
shopinvader_search_engine_update_product_brand_image,14,no wheel
shopinvader_search_engine_update_product_brand_image,15,no wheel
shopinvader_search_engine_update_product_brand_image,16,no wheel
shopinvader_search_engine_update_product_media,11,no wheel
shopinvader_search_engine_update_product_media,12,no wheel
shopinvader_search_engine_update_product_media,13,no wheel
shopinvader_search_engine_update_product_media,14,no wheel
shopinvader_search_engine_update_product_media,15,no wheel
shopinvader_search_engine_update_product_media,16,no wheel
shopinvader_search_engine_update_product_template_multi_link,11,no wheel
shopinvader_search_engine_update_product_template_multi_link,12,no wheel
shopinvader_search_engine_update_product_template_multi_link,13,no wheel
shopinvader_search_engine_update_product_template_multi_link,14,no wheel
shopinvader_search_engine_update_product_template_multi_link,15,no wheel
shopinvader_search_engine_update_product_template_multi_link,16,no wheel
stock_available,11,no
stock_available,12,no
stock_available,13,no
stock_available,14,no
stock_available,15,no
stock_available,16,no
stock_available_base_exclude_location,11,no wheel
stock_available_base_exclude_location,12,no wheel
stock_available_base_exclude_location,13,no wheel
stock_available_base_exclude_location,14,no
stock_available_base_exclude_location,15,no wheel
stock_available_base_exclude_location,16,no wheel
stock_available_immediately,11,no
stock_available_immediately,12,no
stock_available_immediately,13,no
stock_available_immediately,14,no
stock_available_immediately,15,no
stock_available_immediately,16,no
stock_available_immediately_exclude_location,11,no wheel
stock_available_immediately_exclude_location,12,no wheel
stock_available_immediately_exclude_location,13,no wheel
stock_available_immediately_exclude_location,14,no wheel
stock_available_immediately_exclude_location,15,no wheel
stock_available_immediately_exclude_location,16,no wheel
stock_available_location_get_domain,11,no wheel
stock_available_location_get_domain,12,no wheel
stock_available_location_get_domain,13,no wheel
stock_available_location_get_domain,14,no wheel
stock_available_location_get_domain,15,no wheel
stock_available_location_get_domain,16,no wheel
stock_available_location_orderpoint,11,no wheel
stock_available_location_orderpoint,12,no wheel
stock_available_location_orderpoint,13,no wheel
stock_available_location_orderpoint,14,no wheel
stock_available_location_orderpoint,15,no wheel
stock_available_location_orderpoint,16,no wheel
stock_available_to_promise_release,11,no wheel
stock_available_to_promise_release,12,no wheel
stock_available_to_promise_release,13,no
stock_available_to_promise_release,14,mig
stock_available_to_promise_release,15,no wheel
stock_available_to_promise_release,16,no wheel
stock_average_daily_sale,11,no wheel
stock_average_daily_sale,12,no wheel
stock_average_daily_sale,13,no wheel
stock_average_daily_sale,14,no wheel
stock_average_daily_sale,15,no wheel
stock_average_daily_sale,16,no wheel
stock_dock,11,no wheel
stock_dock,12,no wheel
stock_dock,13,no
stock_dock,14,no
stock_dock,15,no wheel
stock_dock,16,no wheel
stock_dynamic_routing,11,no wheel
stock_dynamic_routing,12,no wheel
stock_dynamic_routing,13,no
stock_dynamic_routing,14,no
stock_dynamic_routing,15,no wheel
stock_dynamic_routing,16,no wheel
stock_grn,11,no wheel
stock_grn,12,no wheel
stock_grn,13,no wheel
stock_grn,14,no wheel
stock_grn,15,no wheel
stock_grn,16,no wheel
stock_helper,11,no wheel
stock_helper,12,no wheel
stock_helper,13,no
stock_helper,14,no
stock_helper,15,no
stock_helper,16,no
stock_inventory,11,no wheel
stock_inventory,12,no wheel
stock_inventory,13,no wheel
stock_inventory,14,no wheel
stock_inventory,15,no
stock_inventory,16,no
stock_location_orderpoint,11,no wheel
stock_location_orderpoint,12,no wheel
stock_location_orderpoint,13,no wheel
stock_location_orderpoint,14,no
stock_location_orderpoint,15,no wheel
stock_location_orderpoint,16,no wheel
stock_location_orderpoint_average_daily_sale,11,no wheel
stock_location_orderpoint_average_daily_sale,12,no wheel
stock_location_orderpoint_average_daily_sale,13,no wheel
stock_location_orderpoint_average_daily_sale,14,no wheel
stock_location_orderpoint_average_daily_sale,15,no wheel
stock_location_orderpoint_average_daily_sale,16,no wheel
stock_location_position,11,no wheel
stock_location_position,12,no
stock_location_position,13,no
stock_location_position,14,no
stock_location_position,15,no wheel
stock_location_position,16,no wheel
stock_location_product_restriction,11,no wheel
stock_location_product_restriction,12,no wheel
stock_location_product_restriction,13,no wheel
stock_location_product_restriction,14,no wheel
stock_location_product_restriction,15,no wheel
stock_location_product_restriction,16,no wheel
stock_location_zone,11,no wheel
stock_location_zone,12,no
stock_location_zone,13,no
stock_location_zone,14,no
stock_location_zone,15,no wheel
stock_location_zone,16,no wheel
stock_lot_is_archived,11,no wheel
stock_lot_is_archived,12,no wheel
stock_lot_is_archived,13,no wheel
stock_lot_is_archived,14,no wheel
stock_lot_is_archived,15,no wheel
stock_lot_is_archived,16,no wheel
stock_move_auto_assign,11,no wheel
stock_move_auto_assign,12,no wheel
stock_move_auto_assign,13,no
stock_move_auto_assign,14,no
stock_move_auto_assign,15,no wheel
stock_move_auto_assign,16,no wheel
stock_move_auto_assign_auto_release,11,no wheel
stock_move_auto_assign_auto_release,12,no wheel
stock_move_auto_assign_auto_release,13,no wheel
stock_move_auto_assign_auto_release,14,no
stock_move_auto_assign_auto_release,15,no wheel
stock_move_auto_assign_auto_release,16,no wheel
stock_move_common_dest,11,no wheel
stock_move_common_dest,12,no wheel
stock_move_common_dest,13,no
stock_move_common_dest,14,no
stock_move_common_dest,15,no wheel
stock_move_common_dest,16,no wheel
stock_move_free_reservation_reassign,11,no wheel
stock_move_free_reservation_reassign,12,no wheel
stock_move_free_reservation_reassign,13,no wheel
stock_move_free_reservation_reassign,14,no
stock_move_free_reservation_reassign,15,no wheel
stock_move_free_reservation_reassign,16,no wheel
stock_move_line_reserved_quant,11,no wheel
stock_move_line_reserved_quant,12,no wheel
stock_move_line_reserved_quant,13,no wheel
stock_move_line_reserved_quant,14,no wheel
stock_move_line_reserved_quant,15,no wheel
stock_move_line_reserved_quant,16,no wheel
stock_move_location,11,no
stock_move_location,12,no
stock_move_location,13,no
stock_move_location,14,no
stock_move_location,15,no
stock_move_location,16,no
stock_move_manage_priority,11,no wheel
stock_move_manage_priority,12,no wheel
stock_move_manage_priority,13,no wheel
stock_move_manage_priority,14,no wheel
stock_move_manage_priority,15,no wheel
stock_move_manage_priority,16,no wheel
stock_move_propagate_first_move,11,no wheel
stock_move_propagate_first_move,12,no wheel
stock_move_propagate_first_move,13,no wheel
stock_move_propagate_first_move,14,no wheel
stock_move_propagate_first_move,15,no wheel
stock_move_propagate_first_move,16,no wheel
stock_move_propagate_first_move_cancel,11,no wheel
stock_move_propagate_first_move_cancel,12,no wheel
stock_move_propagate_first_move_cancel,13,no wheel
stock_move_propagate_first_move_cancel,14,no wheel
stock_move_propagate_first_move_cancel,15,no wheel
stock_move_propagate_first_move_cancel,16,no wheel
stock_move_zone_location_source,11,no wheel
stock_move_zone_location_source,12,no wheel
stock_move_zone_location_source,13,no wheel
stock_move_zone_location_source,14,no wheel
stock_move_zone_location_source,15,no wheel
stock_move_zone_location_source,16,no wheel
stock_orderpoint_default_location,11,no wheel
stock_orderpoint_default_location,12,no wheel
stock_orderpoint_default_location,13,no wheel
stock_orderpoint_default_location,14,no wheel
stock_orderpoint_default_location,15,no wheel
stock_orderpoint_default_location,16,no wheel
stock_override_procurement,11,no wheel
stock_override_procurement,12,no wheel
stock_override_procurement,13,no wheel
stock_override_procurement,14,no wheel
stock_override_procurement,15,no wheel
stock_override_procurement,16,no wheel
stock_packaging_calculator,11,no wheel
stock_packaging_calculator,12,no wheel
stock_packaging_calculator,13,no
stock_packaging_calculator,14,no
stock_packaging_calculator,15,no
stock_packaging_calculator,16,no
stock_picking_back2draft,11,no
stock_picking_back2draft,12,no
stock_picking_back2draft,13,no
stock_picking_back2draft,14,no
stock_picking_back2draft,15,no
stock_picking_back2draft,16,no
stock_picking_backorder_reason,11,no wheel
stock_picking_backorder_reason,12,no wheel
stock_picking_backorder_reason,13,no wheel
stock_picking_backorder_reason,14,no wheel
stock_picking_backorder_reason,15,no wheel
stock_picking_backorder_reason,16,no wheel
stock_picking_backorder_reason_grn,11,no wheel
stock_picking_backorder_reason_grn,12,no wheel
stock_picking_backorder_reason_grn,13,no wheel
stock_picking_backorder_reason_grn,14,no wheel
stock_picking_backorder_reason_grn,15,no wheel
stock_picking_backorder_reason_grn,16,no wheel
stock_picking_batch_creation,11,no wheel
stock_picking_batch_creation,12,no wheel
stock_picking_batch_creation,13,no wheel
stock_picking_batch_creation,14,no wheel
stock_picking_batch_creation,15,no wheel
stock_picking_batch_creation,16,no wheel
stock_picking_batch_start,11,no wheel
stock_picking_batch_start,12,no wheel
stock_picking_batch_start,13,no wheel
stock_picking_batch_start,14,no wheel
stock_picking_batch_start,15,no wheel
stock_picking_batch_start,16,no wheel
stock_picking_completion_info,11,no wheel
stock_picking_completion_info,12,no
stock_picking_completion_info,13,no
stock_picking_completion_info,14,no
stock_picking_completion_info,15,no wheel
stock_picking_completion_info,16,no wheel
stock_picking_delivery_link,11,no wheel
stock_picking_delivery_link,12,no wheel
stock_picking_delivery_link,13,no
stock_picking_delivery_link,14,no
stock_picking_delivery_link,15,no
stock_picking_delivery_link,16,no
stock_picking_grn_mandatory,11,no wheel
stock_picking_grn_mandatory,12,no wheel
stock_picking_grn_mandatory,13,no wheel
stock_picking_grn_mandatory,14,no wheel
stock_picking_grn_mandatory,15,no wheel
stock_picking_grn_mandatory,16,no wheel
stock_picking_group_by_base,11,no wheel
stock_picking_group_by_base,12,no wheel
stock_picking_group_by_base,13,no wheel
stock_picking_group_by_base,14,no wheel
stock_picking_group_by_base,15,no wheel
stock_picking_group_by_base,16,no wheel
stock_picking_group_by_max_weight,11,no wheel
stock_picking_group_by_max_weight,12,no wheel
stock_picking_group_by_max_weight,13,no wheel
stock_picking_group_by_max_weight,14,no wheel
stock_picking_group_by_max_weight,15,no wheel
stock_picking_group_by_max_weight,16,no wheel
stock_picking_group_by_partner_by_carrier,11,no wheel
stock_picking_group_by_partner_by_carrier,12,no wheel
stock_picking_group_by_partner_by_carrier,13,mig
stock_picking_group_by_partner_by_carrier,14,no
stock_picking_group_by_partner_by_carrier,15,no wheel
stock_picking_group_by_partner_by_carrier,16,no wheel
stock_picking_group_by_partner_by_carrier_by_customer,11,no wheel
stock_picking_group_by_partner_by_carrier_by_customer,12,no wheel
stock_picking_group_by_partner_by_carrier_by_customer,13,no wheel
stock_picking_group_by_partner_by_carrier_by_customer,14,no wheel
stock_picking_group_by_partner_by_carrier_by_customer,15,no wheel
stock_picking_group_by_partner_by_carrier_by_customer,16,no wheel
stock_picking_is_completed,11,no wheel
stock_picking_is_completed,12,no wheel
stock_picking_is_completed,13,no wheel
stock_picking_is_completed,14,no wheel
stock_picking_is_completed,15,no wheel
stock_picking_is_completed,16,no wheel
stock_picking_kind,11,no wheel
stock_picking_kind,12,no wheel
stock_picking_kind,13,no wheel
stock_picking_kind,14,no wheel
stock_picking_kind,15,no wheel
stock_picking_kind,16,no wheel
stock_picking_low_priority,11,no wheel
stock_picking_low_priority,12,no wheel
stock_picking_low_priority,13,no wheel
stock_picking_low_priority,14,no wheel
stock_picking_low_priority,15,no wheel
stock_picking_low_priority,16,no wheel
stock_picking_operation_loss_quantity,11,no wheel
stock_picking_operation_loss_quantity,12,no wheel
stock_picking_operation_loss_quantity,13,no wheel
stock_picking_operation_loss_quantity,14,no wheel
stock_picking_operation_loss_quantity,15,no wheel
stock_picking_operation_loss_quantity,16,no wheel
stock_picking_progress,11,no wheel
stock_picking_progress,12,no wheel
stock_picking_progress,13,no wheel
stock_picking_progress,14,mig
stock_picking_progress,15,no wheel
stock_picking_progress,16,no wheel
stock_picking_start,11,no wheel
stock_picking_start,12,no wheel
stock_picking_start,13,no wheel
stock_picking_start,14,no wheel
stock_picking_start,15,no wheel
stock_picking_start,16,no wheel
stock_picking_type_shipping_policy,11,no wheel
stock_picking_type_shipping_policy,12,no wheel
stock_picking_type_shipping_policy,13,no
stock_picking_type_shipping_policy,14,no
stock_picking_type_shipping_policy,15,no wheel
stock_picking_type_shipping_policy,16,no wheel
