id,default_code,list_price,sale_delay,weight,uom_po_id/id,uom_id/id,medical_device,tracking,taxes_id/id,supplier_taxes_id/id,categ_id/id,route_ids/id,active,name,price_category_id/id
__import__.product_2658607,2658607,113.92,0,1.150,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,REGUMATE PIG 1L,
__import__.product_2664480,2664480,10.55,0,0.040,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,KAODYN 15ml,
__import__.product_2675288,2675288,24.91,0,0.050,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,CLINDAMYCINE 100MG 80CP KELA,
__import__.product_2680544,2680544,65.42,0,0.150,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,MILBEMAX CHEWY PETIT CHIEN 48CP 1/5KG,
__import__.product_2680551,2680551,201.19,0,0.300,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,MILBEMAX CHEWY GRAND CHIEN 48CP +de5kg,
__import__.product_2685030,2685030,5.91,0,0.260,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,"METACAM 0,5MG  3ml SUSP ORALE CHATS",
__import__.product_2687291,2687291,51.93,0,0.320,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,BAYCOX SHEEP 50MG/ML 250ML,
__import__.product_2687887,2687887,38.14,0,14.000,__setup__.product_uom_sac,__setup__.product_uom_sac,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_physio,purchase.route_warehouse0_buy,True,SPECIFIC CXD M ADULT MEDIUM BREED 14KG,__setup__.product_price_category_ali
__import__.product_2687929,2687929,2.64,0,0.300,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_physio,purchase.route_warehouse0_buy,True,SPECIFIC CT H HEALTHY TREATS 300gr,__setup__.product_price_category_ali
__import__.product_2690071,2690071,6.85,0,0.030,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_topiques,purchase.route_warehouse0_buy,True,ENGEMYCINE SPRAY 200ml,
__import__.product_2691384,2691384,8.63,0,0,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_oeil_oreille,purchase.route_warehouse0_buy,True,"POSATEX  7,5MG 8,8ML",
__import__.product_2691723,2691723,263.56,0,0.760,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vaccins,purchase.route_warehouse0_buy,True,FELIGEN CRP 50D,
__import__.product_2709707,2709707,791.88,0,0.770,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vaccins,purchase.route_warehouse0_buy,True,LEUCOFELIGEN FELV/RCP 50x1d,
__import__.product_2710846,2710846,7.02,0,0.040,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_sys_nerveux,purchase.route_warehouse0_buy,True,PLACIVET 10ML,
__import__.product_2716843,2716843,8.80,0,0.040,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,EMEPRID 1MG/ML SOL ORALE 125ML,
__import__.product_2717437,2717437,168.58,0,0.360,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,"CESTEM CHIEN 17,5/70KG 48CP",
__import__.product_2720704,2720704,56.69,0,0.200,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,DRONTAL CAT  24CP,
__import__.product_2726370,2726370,9.52,0,0.210,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_divers_para,purchase.route_warehouse0_buy,True,SUROSOLVE 125ML,
__import__.product_2727600,2727600,94.94,0,0.230,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,THERIOS 300MG 200CP,
__import__.product_2730984,2730984,27.40,0,0.040,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_sys_nerveux,purchase.route_warehouse0_buy,True,MORPHASOL  4MG/ML 10ml,
__import__.product_2732972,2732972,50.30,0,12.000,__setup__.product_uom_sac,__setup__.product_uom_sac,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_dietetique,purchase.route_warehouse0_buy,True,UD CANIN 12KG,__setup__.product_price_category_alh
__import__.product_2738268,2738268,4.83,0,0.170,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,ECUCHOL  125ML,
__import__.product_2746501,2746501,11.42,0,0.540,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_divers_para,purchase.route_warehouse0_buy,True,VEGGIEDENT LARGE (+de30KG),
__import__.product_2751410,2751410,71.35,0,0.070,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vaccins,purchase.route_warehouse0_buy,True,COXEVAC 40ml,
__import__.product_2761427,2761427,20.94,0,0.060,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_divers_para,purchase.route_warehouse0_buy,True,ADAPTIL COLLIER 70CM,
__import__.product_2761435,2761435,17.84,0,0.050,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_divers_para,purchase.route_warehouse0_buy,True,ADAPTIL COLLIER 45cm,
__import__.product_2766079,2766079,20.71,0,0,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,SYNCROSTIM 5x500UI + SOLVANT 10ml,
__import__.product_2769297,2769297,106.77,0,0.060,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_sys_nerveux,purchase.route_warehouse0_buy,True,MORPHASOL 10MG/ML 20ML HORSE,
__import__.product_2769388,2769388,41.62,0,0.780,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_pis,purchase.route_warehouse0_buy,True,RILEXINE 200 LC 24INJ,
__import__.product_2770307,2770307,13.02,0,3.000,__setup__.product_uom_sac,__setup__.product_uom_sac,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_physio,purchase.route_warehouse0_buy,True,CANINE LIGHT ADULT 3KG POULET,__setup__.product_price_category_alh
__import__.product_2792133,2792133,22.17,0,0.150,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,VOMEND 5mg/ml 20ml,
__import__.product_2797249,2797249,9.28,0,0.110,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,"PREDNISOLONE 2,5%  50ML VMD",
__import__.product_2811396,2811396,69.56,0,0.180,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,"CLAVUBACTIN 250/62,5 100TAB KELA",
__import__.product_2811438,2811438,114.04,0,0.230,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,CLAVUBACTIN 500/125 100TAB KELA,
__import__.product_2816395,2816395,26.57,0,0.160,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,ANTI AGEING  60CP MILOA BELGIQUE,__setup__.product_price_category_gma
__import__.product_2816403,2816403,19.47,0,0.110,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,RENO PRO 30CP MILOA BELGIQUE,__setup__.product_price_category_gma
__import__.product_2816411,2816411,26.57,0,0.160,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,CARDIO SUPP  60CP MILOA BELGIQUE,__setup__.product_price_category_gma
__import__.product_2816429,2816429,17.41,0,0.110,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,ZEN SUPP  30CP MILOA BELGIQUE,__setup__.product_price_category_gma
__import__.product_2816437,2816437,17.41,0,0.110,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,DIGEST REGUL 30CP MILOA BELGIQUE,__setup__.product_price_category_gma
__import__.product_2816445,2816445,17.41,0,0.100,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,HEPA SUPP 30CP MILOA BELGIQUE,__setup__.product_price_category_gma
__import__.product_2816452,2816452,28.53,0,0.170,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,MOBILITY SUPP  60CP MILOA BELGIQUE,__setup__.product_price_category_gma
__import__.product_2829695,2829695,40.07,0,0.070,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antiparasite,purchase.route_warehouse0_buy,True,"STRONGHOLD 240MG CHIEN 20,1-40KG 6PIP",
__import__.product_2829703,2829703,34.59,0,0.060,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antiparasite,purchase.route_warehouse0_buy,True,"STRONGHOLD 120MG CHIEN 10,1-20KG 6PIP.",
__import__.product_2829737,2829737,25.85,0,0.060,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antiparasite,purchase.route_warehouse0_buy,True,"STRONGHOLD  30MG CHIEN  2,6- 5KG 6PIP.",
__import__.product_2829752,2829752,29.11,0,0.060,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antiparasite,purchase.route_warehouse0_buy,True,"STRONGHOLD  60MG CHIEN  5,1-10KG 6PIP.",
__import__.product_2833929,2833929,29.50,0,0.080,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,THERIOS  75MG 100CP,
__import__.product_2837243,2837243,45.62,0,5.730,__setup__.product_uom_boite,__setup__.product_uom_boite,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vasculo,purchase.route_warehouse0_buy,True,RINGER LACTATE 10x500ml BRAUN,
__import__.product_2837268,2837268,61.00,0,5.980,__setup__.product_uom_boite,__setup__.product_uom_boite,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vasculo,purchase.route_warehouse0_buy,True,"CHLORURE SODIQUE 7,5% 10x500ml BRAUN",
__import__.product_2837581,2837581,135.85,0,0.120,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,ZUPREVO 18% 50ml BOVINS,
__import__.product_2838886,2838886,27.35,0,0.040,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,SILYCURE 150MG 2x20CP,
__import__.product_2849065,2849065,34.37,0,0.070,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,CIMALGEX 80MG  32CP,
__import__.product_2849081,2849081,134.23,0,0.500,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,CIMALGEX 80MG 144CP,
__import__.product_2849354,2849354,75.99,0,0.300,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,CIMALGEX 30MG 144CP,
__import__.product_2849891,2849891,16.48,0,0.080,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,PROCOX 20ML,
__import__.product_2853240,2853240,18.55,0,0.020,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,MODERIN LA  5ml 40MG/ml,
__import__.product_2853299,2853299,24.50,0,0.040,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,MODERIN  4MG 100CP,
__import__.product_2864239,2864239,44.82,0,0.040,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_sys_nerveux,purchase.route_warehouse0_buy,True,NARCOSTOP 5MG/ML 10ML,
__import__.product_2871564,2871564,21.19,0,0.030,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,MILBEMAX CHEWY GRAND CHIEN  4CP +de5KG,
__import__.product_2876068,2876068,15.37,0,0.400,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_divers_para,purchase.route_warehouse0_buy,True,ALLERDERM SPOT-ON 6x2ml,
__import__.product_2876076,2876076,23.95,0,0.600,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_divers_para,purchase.route_warehouse0_buy,True,ALLERDERM SPOT-ON 6x4ml,
__import__.product_2876597,2876597,85.22,0,0.440,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,EMDOCAM 20MG/ML 250ML,
__import__.product_2877678,2877678,37.28,0,6.500,__setup__.product_uom_sac,__setup__.product_uom_sac,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_dietetique,purchase.route_warehouse0_buy,True,"SPECIFIC COD HY ALLERGY MANAGEMENT 6,5KG",__setup__.product_price_category_ali
__import__.product_2877819,2877819,2.96,0,0.300,__setup__.product_uom_sac,__setup__.product_uom_sac,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_physio,purchase.route_warehouse0_buy,True,SPECIFIC CT HY HYPOALLERGEN TREATS 300GR,__setup__.product_price_category_ali
__import__.product_2879526,2879526,19.14,0,0.070,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vasculo,purchase.route_warehouse0_buy,True,"CARDISURE  1,25MG 10x10CP",
__import__.product_2879559,2879559,69.06,0,0.260,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vasculo,purchase.route_warehouse0_buy,True,CARDISURE 10MG 10x10CP,
__import__.product_2881548,2881548,32.32,0,0.170,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,RHEUMOCAM HORSE 15mg/ml 100ml,
__import__.product_2882199,2882199,31.35,0,0.130,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,URINAID 60CP,
__import__.product_2886943,2886943,7.68,0,0.030,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,"BAYTRIL FLAVOUR 25MG/ML 8,5ml CHAT",
__import__.product_2888980,2888980,42.68,0,1.930,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,GLUTELLAC 3x8x50ML,
__import__.product_2890184,2890184,28.15,0,0.130,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antiparasite,purchase.route_warehouse0_buy,True,SERESTO COLLIER CHIEN 70cm (+8KG),
__import__.product_2890192,2890192,21.44,0,0.090,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antiparasite,purchase.route_warehouse0_buy,True,SERESTO COLLIER CHIEN 38cm (-8KG),
__import__.product_2890200,2890200,21.44,0,0.090,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antiparasite,purchase.route_warehouse0_buy,True,SERESTO COLLIER CHAT 38cm,
__import__.product_2892545,2892545,10.54,0,2.000,__setup__.product_uom_sac,__setup__.product_uom_sac,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_dietetique,purchase.route_warehouse0_buy,True,SPECIFIC CED ENDOCRINE SUPPORT 2KG,__setup__.product_price_category_ali
__import__.product_2901189,2901189,15.96,0,0.100,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,PROMAX LARGE BREED 30ML,
__import__.product_2901197,2901197,8.32,0,0.040,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,PROMAX SMALL BREED 9ML,
__import__.product_2901205,2901205,12.14,0,0.070,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,PROMAX MEDIUM BREED 18ML,
__import__.product_2907327,2907327,50.92,0,0,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,"CANINSULIN CARTOUCHES VETPEN 10x2,7ML",
__import__.product_2907335,2907335,5.25,0,0.030,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,"LOXICOM 0,5MG/ml  5ml CHAT",
__import__.product_2910321,2910321,49.42,0,0,product.product_uom_unit,product.product_uom_unit,True,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_mat_conso,purchase.route_warehouse0_buy,True,"VETPEN 0,5/8 UNITES STARTER KIT",__setup__.product_price_category_gma
__import__.product_2923605,2923605,9.99,0,1.800,__setup__.product_uom_plateau,__setup__.product_uom_plateau,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_dietetique,purchase.route_warehouse0_buy,True,SPECIFIC CIW DIGESTIVE 6x300GR,__setup__.product_price_category_ali
__import__.product_2923613,2923613,9.99,0,1.800,__setup__.product_uom_plateau,__setup__.product_uom_plateau,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_dietetique,purchase.route_warehouse0_buy,True,SPECIFIC CKW HEART KIDNEY 6x300GR,__setup__.product_price_category_ali
__import__.product_2923621,2923621,9.99,0,1.800,__setup__.product_uom_boite,__setup__.product_uom_boite,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_dietetique,purchase.route_warehouse0_buy,True,SPECIFIC CRW1 WEIGHT REDUCTION 6x300GR,__setup__.product_price_category_ali
__import__.product_2923670,2923670,5.00,0,0.700,__setup__.product_uom_boite,__setup__.product_uom_boite,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_dietetique,purchase.route_warehouse0_buy,True,SPECIFIC FKW KIDNEY 7x100GR,__setup__.product_price_category_ali
__import__.product_2923688,2923688,5.00,0,0.700,__setup__.product_uom_boite,__setup__.product_uom_boite,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_dietetique,purchase.route_warehouse0_buy,True,SPECIFIC FRW WEIGHT REDUCTION 7x100GR,__setup__.product_price_category_ali
__import__.product_2923720,2923720,5.00,0,0.700,__setup__.product_uom_boite,__setup__.product_uom_boite,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_dietetique,purchase.route_warehouse0_buy,True,SPECIFIC FIW DIGESTIVE 7x100GR,__setup__.product_price_category_ali
__import__.product_2930089,2930089,59.56,0,0.080,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,ATOPICA  CAT 17ML,
__import__.product_2932531,2932531,48.96,0,0.060,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vasculo,purchase.route_warehouse0_buy,True,PRILBEN VET  5MG 140TABS,
__import__.product_2932754,2932754,6.18,0,0.030,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_homeo,purchase.route_warehouse0_buy,True,RESPIMILOA 10ML,__setup__.product_price_category_gma
__import__.product_2933786,2933786,12.26,0,0.200,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_divers_para,purchase.route_warehouse0_buy,True,ULTRA CARE SHAMPOOING 200ML MILOA,__setup__.product_price_category_gma
__import__.product_2941086,2941086,22.39,0,0.210,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,IPAKITINE 180GR,
