id,name,origin,client_order_ref,user_id/id,currency_id/id,date_order,partner_id/id,state
__import__.sale_order_2691701_4408_1,2691701,,1710414000024,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4408,done
__import__.sale_order_2691702_7771_1,2691702,,1710365100000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_7771,done
__import__.sale_order_2691703_528_1,2691703,,1710284900000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_528,done
__import__.sale_order_2691704_6891_1,2691704,,1710288000000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_6891,done
__import__.sale_order_2691705_383_1,2691705,,1710187900000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_383,done
__import__.sale_order_2691706_807_1,2691706,,1710332900000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_807,done
__import__.sale_order_2691707_5964_1,2691707,,1710420600000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_5964,done
__import__.sale_order_2691708_6981_1,2691708,00000089.csv,1710467500059,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_6981,done
__import__.sale_order_2691709_7738_1,2691709,,2017-05-15_09:1,,base.EUR,2017-05-15,__import__.customer_7738,done
__import__.sale_order_2691710_7469_1,2691710,,1710382700586,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_7469,done
__import__.sale_order_2691711_1645_1,2691711,,1710199900596,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_1645,done
__import__.sale_order_2691712_7115_1,2691712,,1710327100063,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_7115,done
__import__.sale_order_2691713_412_1,2691713,,1710187500839,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_412,done
__import__.sale_order_2691714_464_1,2691714,,1710260000008,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_464,done
__import__.sale_order_2691715_328_1,2691715,,1710213000000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_328,done
__import__.sale_order_2691716_5623_1,2691716,,1710149800129,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_5623,done
__import__.sale_order_2691717_5197_1,2691717,176400011830814,1710404100814,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_5197,done
__import__.sale_order_2691718_4158_1,2691718,,1710277300153,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4158,done
__import__.sale_order_2691719_7689_1,2691719,,1710469000000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_7689,done
__import__.sale_order_2691720_3583_1,2691720,,1710123200195,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_3583,done
__import__.sale_order_2691721_464_1,2691721,,1710260000000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_464,done
__import__.sale_order_2691722_4924_1,2691722,,1710426600000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4924,done
__import__.sale_order_2691723_5453_1,2691723,,1710404000025,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_5453,done
__import__.sale_order_2691724_7555_1,2691724,,ref 11578,,base.EUR,2017-05-15,__import__.customer_7555,done
__import__.sale_order_2691725_560_1,2691725,,1710124600426,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_560,done
__import__.sale_order_2691726_3827_1,2691726,,1710398601755,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_3827,done
__import__.sale_order_2691727_3072_1,2691727,,1710388202563,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_3072,done
__import__.sale_order_2691728_464_1,2691728,,1710260000009,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_464,done
__import__.sale_order_2691729_946_1,2691729,,1710300400027,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_946,done
__import__.sale_order_2691730_829_1,2691730,,1710324400002,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_829,done
__import__.sale_order_2691731_7555_1,2691731,,ref 11578,,base.EUR,2017-05-15,__import__.customer_7555,done
__import__.sale_order_2691732_3701_1,2691732,sanimed,1710396400000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_3701,done
__import__.sale_order_2691733_161_1,2691733,,1710177700025,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_161,done
__import__.sale_order_2691734_683_1,2691734,,171     00090,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_683,done
__import__.sale_order_2691735_4763_1,2691735,,1710142000019,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4763,done
__import__.sale_order_2691736_3814_1,2691736,,1710309900069,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_3814,done
__import__.sale_order_2691737_4770_1,2691737,,1710121100004,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4770,done
__import__.sale_order_2691738_946_1,2691738,,1710300400000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_946,done
__import__.sale_order_2691739_7765_1,2691739,ESes6822,1710275200045,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_7765,done
__import__.sale_order_2691740_8933_1,2691740,,1710468600011,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_8933,done
__import__.sale_order_2691741_2563_1,2691741,,1710372400805,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_2563,done
__import__.sale_order_2691742_4408_1,2691742,,1710414000025,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4408,done
__import__.sale_order_2691743_104_1,2691743,,1710308100000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_104,done
__import__.sale_order_2691744_752_1,2691744,,1710318900074,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_752,done
__import__.sale_order_2691745_316_1,2691745,,1710127600000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_316,done
__import__.sale_order_2691746_8523_1,2691746,,1710179000000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_8523,done
__import__.sale_order_2691747_4538_1,2691747,,1710415100013,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_4538,done
__import__.sale_order_2691748_8395_1,2691748,17001116410326,1710536400326,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_8395,done
__import__.sale_order_2691749_4115_1,2691749,,1710376500000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4115,done
__import__.sale_order_2691750_807_1,2691750,,1710332901272,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_807,done
__import__.sale_order_2691751_6897_1,2691751,1020,1710423101020,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_6897,done
__import__.sale_order_2691752_1160_1,2691752,,1710277600062,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_1160,done
__import__.sale_order_2691753_8388_1,2691753,,1700389800019,,base.EUR,2017-05-15,__import__.customer_8388,done
__import__.sale_order_2691756_1968_1,2691756,,1710347500006,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_1968,done
__import__.sale_order_2691757_8287_1,2691757,,170     00000,,base.EUR,2017-05-15,__import__.customer_8287,done
__import__.sale_order_2691758_2408_1,2691758,,1710323100040,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_2408,done
__import__.sale_order_2691759_161_1,2691759,,1710177700026,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_161,done
__import__.sale_order_2691760_4538_1,2691760,,1710415100014,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_4538,done
__import__.sale_order_2691761_2418_1,2691761,,171     01763,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_2418,done
__import__.sale_order_2691762_7977_1,2691762,,1710107900000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_7977,done
__import__.sale_order_2691763_807_1,2691763,,1710332901273,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_807,done
__import__.sale_order_2691764_2563_1,2691764,,1710372400000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_2563,done
__import__.sale_order_2691765_212_1,2691765,,1710224006431,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_212,done
__import__.sale_order_2691766_546_1,2691766,,1710222900000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_546,done
__import__.sale_order_2691767_7469_1,2691767,,1710382700587,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_7469,done
__import__.sale_order_2691768_107_1,2691768,,,,base.EUR,2017-05-15,__import__.customer_107,done
__import__.sale_order_2691769_6820_1,2691769,,1710380600051,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_6820,done
__import__.sale_order_2691770_3162_1,2691770,,1710167600112,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_3162,done
__import__.sale_order_2691771_2935_1,2691771,,,,base.EUR,2017-05-15,__import__.customer_2935,done
__import__.sale_order_2691772_6613_1,2691772,,1700146300000,,base.EUR,2017-05-15,__import__.customer_6613,done
__import__.sale_order_2691773_8878_1,2691773,,1710537600000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_8878,done
__import__.sale_order_2691774_271_1,2691774,,1710224200000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_271,done
__import__.sale_order_2691775_6897_1,2691775,1021,1710423101021,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_6897,done
__import__.sale_order_2691776_4863_1,2691776,,1710186600034,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_4863,done
__import__.sale_order_2691777_4752_1,2691777,,1710184200057,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4752,done
