id,width,depth,length,weight
__import__.product_5180406,0,0,0,0
__import__.product_5180407,0,0,0,0
__import__.product_5180408,0,0,0,0
__import__.product_5180410,0,0,0,0
__import__.product_5180411,0,0,0,0
__import__.product_5181524,0,0,0,0
__import__.product_5181530,0,0,0,0
__import__.product_5187032,0,0,0,0
__import__.product_5187539,0,0,0,16.50
__import__.product_5190220,0,0,0,0
__import__.product_5191519,0,0,0,0
__import__.product_5191524,0,0,0,0
__import__.product_5192003,0,0,0,0
__import__.product_5192004,14.20,26.50,14.20,3.30
__import__.product_5192012,0,0,0,0
__import__.product_5192015,0,0,0,0
__import__.product_5192048,0,0,0,18.00
__import__.product_5192276,0,0,0,10.00
__import__.product_5192332,0,0,0,0
__import__.product_5192526,0,0,0,0
__import__.product_5192701,0,0,0,0
__import__.product_5192730,11.00,48.00,28.00,3.00
__import__.product_5193003,23.00,10.00,29.00,3.00
__import__.product_5193101,18.00,8.00,30.00,1.50
__import__.product_5193103,23.00,10.00,29.00,3.00
__import__.product_5193201,19.00,8.00,30.00,1.50
__import__.product_5193203,23.00,10.00,29.00,3.00
__import__.product_5193207,0,0,0,7.50
__import__.product_5193301,18.00,8.00,30.00,1.50
__import__.product_5193303,23.30,10.00,30.20,3.00
__import__.product_5193307,0,0,0,7.50
__import__.product_5193501,19.20,8.00,30.00,1.50
__import__.product_5193503,24.30,10.00,28.80,3.00
__import__.product_5193601,20.00,8.50,28.00,1.50
__import__.product_5193603,23.00,10.00,29.00,3.00
__import__.product_5193701,19.20,8.00,30.00,1.50
__import__.product_5193703,23.60,10.00,28.80,3.00
__import__.product_5193707,0,0,0,7.50
__import__.product_5193713,0,0,0,13.50
__import__.product_5193801,18.80,8.00,30.00,1.50
__import__.product_5193803,23.60,10.00,28.80,3.00
__import__.product_5193807,0,0,0,7.50
__import__.product_5193813,40.00,8.00,75.00,13.50
__import__.product_5193903,23.00,10.00,29.00,3.00
__import__.product_5194103,23.60,10.00,28.80,3.00
__import__.product_5194113,41.60,11.30,74.60,13.50
__import__.product_5194356,0,0,0,3.00
__import__.product_5194407,0,0,0,7.50
__import__.product_5194503,23.60,10.00,28.80,3.00
__import__.product_5194507,0,0,0,7.50
__import__.product_5194513,39.00,11.30,74.60,13.50
__import__.product_5194603,23.60,10.00,28.80,3.00
__import__.product_5194607,0,0,0,7.50
__import__.product_5194613,39.00,11.30,74.60,13.50
__import__.product_5194703,23.60,10.00,28.80,3.00
__import__.product_5194707,0,0,0,7.50
__import__.product_5194713,39.00,11.30,74.60,13.50
__import__.product_5194803,23.60,10.00,28.80,3.00
__import__.product_5194807,0,0,0,7.50
__import__.product_5194813,39.00,11.30,74.60,13.50
__import__.product_5194903,23.60,10.00,28.80,3.00
__import__.product_5194907,0,0,0,7.50
__import__.product_5194913,39.00,11.30,74.60,13.50
__import__.product_5196990,22.00,150.00,87.00,82.00
__import__.product_5196999,3.00,220.00,18.00,16.00
__import__.product_5199260,0,0,0,0
__import__.product_5200004,0,0,0,0
__import__.product_5200005,0,0,0,0
__import__.product_5200102,0,0,0,0
__import__.product_5200168,0,0,0,0
__import__.product_5200169,0,0,0,0
__import__.product_5200573,0,0,0,0
__import__.product_5200575,0,0,0,0
__import__.product_5204005,0,0,0,0
__import__.product_5208075,0,0,0,0.70
__import__.product_5208100,0,0,0,2.50
__import__.product_5208127,0,0,0,0.70
__import__.product_5208128,0,0,0,0.70
__import__.product_5211261,0,0,0,0
__import__.product_5212467,0,0,0,0
__import__.product_5213605,0,0,0,20.00
__import__.product_5215302,0,0,0,2.50
__import__.product_5217958,0,0,0,0
__import__.product_5220020,0,0,0,0
__import__.product_5220024,0,0,0,0
__import__.product_5220402,6.70,24.50,6.70,0.60
__import__.product_5220600,0,0,0,0
__import__.product_5220800,0,0,0,0
__import__.product_5220840,0,0,0,0
__import__.product_5227628,0,0,0,0
__import__.product_5227978,0,0,0,0
__import__.product_5230522,0,0,0,0
__import__.product_5232300,0,0,0,0
__import__.product_5232667,0,0,0,0
__import__.product_5243023,0,0,0,0
__import__.product_5244230,0,0,0,0
__import__.product_5248006,0,0,0,0
__import__.product_5248008,0,0,0,0
__import__.product_5248009,0,0,0,0
__import__.product_5248010,0,0,0,0
__import__.product_5248011,0,0,0,0
__import__.product_5248781,0,0,0,2.50
__import__.product_5249313,0,0,0,2.50
__import__.product_5250020,37.00,18.00,38.00,7.00
__import__.product_5250923,26.00,9.00,34.00,2.00
__import__.product_5254332,0,0,0,0
__import__.product_5255890,0,0,0,0
__import__.product_5257113,0,0,0,8.00
__import__.product_5257810,0,0,0,0
__import__.product_5258322,0,0,0,0
__import__.product_5259500,0,0,0,10.00
__import__.product_5259622,0,0,0,0
__import__.product_5260009,40.40,13.30,72.70,15.00
__import__.product_5260010,37.60,7.40,53.20,7.50
__import__.product_5260011,37.60,7.40,53.20,7.50
__import__.product_5260012,40.40,13.30,72.70,15.00
__import__.product_5260013,40.40,13.30,72.70,15.00
__import__.product_5260017,38.20,7.50,54.60,8.00
__import__.product_5260020,37.60,7.40,53.20,7.50
__import__.product_5260021,37.60,7.40,53.20,7.50
__import__.product_5260022,37.60,7.40,53.20,7.50
__import__.product_5260025,38.20,8.00,51.00,8.50
__import__.product_5260026,38.20,7.50,54.60,8.00
__import__.product_5260028,40.40,13.30,72.70,15.00
__import__.product_5260031,41.20,12.30,60.60,12.00
__import__.product_5260043,17.00,6.40,29.40,0.50
__import__.product_5260104,0,0,0,2.50
__import__.product_5260508,0,0,0,0
__import__.product_5260711,0,0,0,0
__import__.product_5260725,0,0,0,0
__import__.product_5265010,0,0,0,0
__import__.product_5265012,0,0,0,0
__import__.product_5265015,0,0,0,0
__import__.product_5265700,0,0,0,0.50
__import__.product_5266000,0,0,0,25.00
__import__.product_5266001,0,0,0,25.00
__import__.product_5266004,0,0,0,0.10
__import__.product_5270030,0,0,0,0
__import__.product_5270103,7.90,6.20,11.20,0.20
__import__.product_5270115,44.60,12.90,73.80,15.00
__import__.product_5270117,44.60,12.90,73.80,15.00
__import__.product_5270203,15.00,8.00,20.00,0.40
__import__.product_5270206,35.00,10.00,67.00,12.50
__import__.product_5270211,0,0,0,2.50
__import__.product_5270213,15.00,8.00,20.00,0.40
__import__.product_5270219,0,0,0,4.80
__import__.product_5270221,35.00,10.00,67.00,12.50
__import__.product_5270225,0,0,0,3.00
__import__.product_5270226,11.00,6.50,20.00,0.40
__import__.product_5270271,0,0,0,0
__import__.product_5273020,0,0,0,0
__import__.product_5273397,1.60,51.30,99.00,3.20
__import__.product_5273398,0,0,0,0
__import__.product_5273927,0,0,0,0
__import__.product_5273931,0,0,0,0
__import__.product_5280511,0,0,0,0
__import__.product_5280529,0,0,0,0
__import__.product_5283613,20.00,29.00,24.00,1.40
__import__.product_5288704,0,0,0,0
__import__.product_5291008,0,0,0,0
__import__.product_5292025,0,0,0,0
__import__.product_5292238,0,0,0,0
__import__.product_5299900,0,0,0,0
__import__.product_5299902,0,0,0,0
__import__.product_5299911,0,0,0,0
__import__.product_5299913,0,0,0,0
__import__.product_5299914,0,0,0,0
__import__.product_5301130,14.70,26.00,25.50,1.90
__import__.product_5301133,0,0,0,0
__import__.product_5302470,0,0,0,0.50
__import__.product_5303944,0,0,0,2.80
__import__.product_5303946,0,0,0,3.50
__import__.product_5305196,0,0,0,0
__import__.product_5305211,0,0,0,0
__import__.product_5305282,0,0,0,0
__import__.product_5306900,0,0,0,0
__import__.product_5306902,0,0,0,0
__import__.product_5306908,0,0,0,0
__import__.product_5306920,0,0,0,0
__import__.product_5306924,0,0,0,0
__import__.product_5306926,0,0,0,0
__import__.product_5306928,0,0,0,0
__import__.product_5307028,0,0,0,0
__import__.product_5307030,0,0,0,0
__import__.product_5307150,0,0,0,0
__import__.product_5307152,0,0,0,0
__import__.product_5307154,0,0,0,0
__import__.product_5307156,0,0,0,0
__import__.product_5307230,0,0,0,0
__import__.product_5307320,0,0,0,0
__import__.product_5307322,0,0,0,0
__import__.product_5307324,0,0,0,0
__import__.product_5307326,0,0,0,0
__import__.product_5307328,0,0,0,0
__import__.product_5307330,0,0,0,0
__import__.product_5307613,0,0,0,0
__import__.product_5307623,0,0,0,0
__import__.product_5307732,0,0,0,0
__import__.product_5310103,0,0,0,3.00
__import__.product_5310107,0,0,0,7.50
__import__.product_5311009,0,0,0,9.00
__import__.product_5311165,0,0,0,0
__import__.product_5311501,0,0,0,1.00
__import__.product_5311502,0,0,0,2.50
__import__.product_5312001,0,0,0,1.00
__import__.product_5312503,0,0,0,3.00
__import__.product_5313003,0,0,0,3.00
__import__.product_5313503,0,0,0,3.00
__import__.product_5313603,0,0,0,3.00
__import__.product_5314003,0,0,0,3.00
__import__.product_5314103,0,0,0,3.00
__import__.product_5314501,0,0,0,1.00
__import__.product_5314602,0,0,0,2.50
__import__.product_5314702,0,0,0,2.50
__import__.product_5315103,0,0,0,3.00
__import__.product_5315203,0,0,0,3.00
__import__.product_5315312,0,0,0,12.00
__import__.product_5315401,0,0,0,1.00
__import__.product_5315403,0,0,0,3.00
__import__.product_5316004,0,0,0,0.40
__import__.product_5316020,0,0,0,2.00
__import__.product_5316040,0,0,0,4.00
__import__.product_5316100,0,0,0,10.00
__import__.product_5317040,0,0,0,4.00
__import__.product_5317102,0,0,0,0
__import__.product_5317106,0,0,0,0
__import__.product_5317108,0,0,0,0
__import__.product_5317110,0,0,0,0
__import__.product_5317111,0,0,0,0
__import__.product_5317112,0,0,0,0
__import__.product_5317121,0,0,0,0
__import__.product_5317122,0,0,0,0
__import__.product_5317123,0,0,0,0
__import__.product_5317131,0,0,0,0
__import__.product_5317132,0,0,0,0
__import__.product_5317133,0,0,0,0
__import__.product_5317212,0,0,0,0
__import__.product_5317260,0,0,0,0
__import__.product_5318020,0,0,0,2.00
__import__.product_5318040,0,0,0,4.00
__import__.product_5319040,0,0,0,4.00
__import__.product_5320136,0,0,0,0
__import__.product_5321598,0,0,0,0
__import__.product_5322040,0,0,0,4.00
__import__.product_5322100,0,0,0,10.00
__import__.product_5324001,0,0,0,1.00
__import__.product_5324003,0,0,0,3.00
__import__.product_5324006,0,0,0,0
__import__.product_5326540,0,0,0,0
__import__.product_5329758,0,0,0,0
__import__.product_5330002,0,0,0,1.50
__import__.product_5333075,3.00,77.50,122.00,6.80
__import__.product_5340004,0,0,0,0.40
__import__.product_5340014,0,0,0,0.40
__import__.product_5340034,0,0,0,0.40
__import__.product_5340054,0,0,0,0.40
__import__.product_5340100,0,0,0,1.20
__import__.product_5340186,0,0,0,0.50
__import__.product_5340564,0,0,0,0
__import__.product_5340570,0,0,0,0
__import__.product_5340817,0,0,0,0
__import__.product_5340836,0,0,0,0
__import__.product_5340838,0,0,0,0
__import__.product_5340841,0,0,0,0
__import__.product_5340902,0,0,0,0
__import__.product_5340905,0,0,0,0
__import__.product_5340907,0,0,0,0
__import__.product_5340909,0,0,0,0
__import__.product_5340910,0,0,0,0
__import__.product_5340911,0,0,0,0
__import__.product_5340919,0,0,0,0
__import__.product_5343012,0,0,0,0
__import__.product_5343014,0,0,0,0
__import__.product_5350313,0,0,0,0
__import__.product_5350327,0,0,0,0
__import__.product_5351832,11.60,13.70,6.20,0.10
__import__.product_5353203,0,0,0,0
__import__.product_5353206,0,0,0,0
__import__.product_5353207,0,0,0,0
__import__.product_5354030,0,0,0,3.00
__import__.product_5360002,0,0,0,2.50
__import__.product_5361002,0,0,0,2.50
__import__.product_5362002,0,0,0,2.50
__import__.product_5362016,0,0,0,0.30
__import__.product_5362017,0,0,0,0.30
__import__.product_5362018,0,0,0,0.30
__import__.product_5362019,0,0,0,0.30
__import__.product_5362020,0,0,0,0.30
__import__.product_5362021,0,0,0,0.30
__import__.product_5362022,0,0,0,0.30
__import__.product_5362043,0,0,0,10.00
__import__.product_5362052,0,0,0,1.00
__import__.product_5362181,0,0,0,0.50
__import__.product_5362192,0,0,0,0.50
__import__.product_5362251,0,0,0,1.50
__import__.product_5362253,0,0,0,1.50
__import__.product_5362254,0,0,0,1.50
__import__.product_5362255,0,0,0,1.50
__import__.product_5362298,0,0,0,0.30
__import__.product_5362300,0,0,0,3.00
__import__.product_5362802,0,0,0,0.50
__import__.product_5362803,0,0,0,0.50
__import__.product_5363002,0,0,0,2.50
__import__.product_5363007,0,0,0,7.50
__import__.product_5364000,0,0,0,2.00
__import__.product_5364001,0,0,0,1.00
__import__.product_5365002,0,0,0,2.50
__import__.product_5365232,0,0,0,3.00
__import__.product_5365272,0,0,0,3.00
__import__.product_5366000,0,0,0,2.00
__import__.product_5366001,0,0,0,1.00
__import__.product_5367002,0,0,0,2.50
__import__.product_5368002,0,0,0,2.50
__import__.product_5369002,0,0,0,2.50
__import__.product_5370002,0,0,0,2.50
__import__.product_5370918,0,0,0,0
__import__.product_5371002,0,0,0,2.30
__import__.product_5372002,0,0,0,2.50
__import__.product_5373002,0,0,0,2.50
__import__.product_5374002,0,0,0,2.50
__import__.product_5383391,0,0,0,0
__import__.product_5383550,0,0,0,0
__import__.product_5384004,0,0,0,1.00
__import__.product_5394007,0,0,0,1.00
__import__.product_5395005,0,0,0,0
__import__.product_5395360,0,0,0,0
__import__.product_5400050,0,0,0,0.50
__import__.product_5400100,0,0,0,1.00
__import__.product_5401020,0,0,0,0
__import__.product_5401109,0,0,0,0
__import__.product_5401734,0,0,0,0.50
__import__.product_5401735,0,0,0,0.50
__import__.product_5401745,9.80,26.00,7.40,1.10
__import__.product_5402149,0,0,0,0
__import__.product_5404500,0,0,0,0
__import__.product_5404502,0,0,0,0
__import__.product_5407680,0,0,0,0
__import__.product_5410820,0,0,0,0
__import__.product_5410824,0,0,0,0
__import__.product_5413772,0,0,0,0
__import__.product_5413773,0,0,0,0
__import__.product_5413774,0,0,0,0
__import__.product_5413775,0,0,0,0
__import__.product_5413776,0,0,0,0
__import__.product_5413863,0,0,0,0
__import__.product_5413864,0,0,0,0
__import__.product_5413865,0,0,0,0
__import__.product_5417102,0,0,0,0.20
__import__.product_5418668,0,0,0,0.50
__import__.product_5418669,0,0,0,1.00
__import__.product_5420009,0,0,0,0.10
__import__.product_5421418,0,0,0,0
__import__.product_5421848,0,0,0,25.00
__import__.product_5422014,0,0,0,3.00
__import__.product_5422087,0,0,0,10.00
__import__.product_5422225,0,0,0,0
__import__.product_5422310,0,0,0,0
__import__.product_5425042,0,0,0,0.10
__import__.product_5427503,0,0,0,3.00
__import__.product_5427504,0,0,0,1.00
__import__.product_5430030,0,0,0,0.10
__import__.product_5430051,0,0,0,0
__import__.product_5430800,0.50,21.00,14.50,0.10
__import__.product_5431155,0,0,0,0
__import__.product_5431270,0,0,0,0
__import__.product_5431400,0,0,0,0.40
__import__.product_5431550,0,0,0,0
__import__.product_5432100,21.80,6.00,34.50,0.40
__import__.product_5432499,0,0,0,0
__import__.product_5432569,0,0,0,0
__import__.product_5432577,0,0,0,0
__import__.product_5432579,0,0,0,0
__import__.product_5433109,0,0,0,0
__import__.product_5434925,0,0,0,0
__import__.product_5435000,0,0,0,5.00
__import__.product_5435210,0,0,0,0
__import__.product_5435399,0,0,0,0
__import__.product_5436550,0,0,0,0
__import__.product_5438946,44.30,29.30,52.00,10.60
__import__.product_5439100,0,0,0,0
__import__.product_5451509,0,0,0,0
__import__.product_5451597,0,0,0,0
__import__.product_5460116,0,0,0,0.50
__import__.product_5460213,0,0,0,0.90
__import__.product_5461290,14.00,34.50,30.00,2.50
__import__.product_5461292,0,0,0,12.50
__import__.product_5464000,0,0,0,5.00
__import__.product_5472478,0,0,0,7.00
__import__.product_5472484,0,0,0,20.00
__import__.product_5472683,0,0,0,20.00
__import__.product_5499850,0,0,0,2.50
__import__.product_5499851,0,0,0,2.50
__import__.product_5499852,0,0,0,4.00
__import__.product_5504500,20.00,9.00,24.00,3.00
__import__.product_5512012,0,0,0,0.20
__import__.product_5512013,10.30,13.20,10.20,0.40
__import__.product_5512021,0,0,0,1.00
__import__.product_5512027,0,0,0,8.00
__import__.product_5512031,0,0,0,0.10
__import__.product_5513261,0,0,0,0
__import__.product_5523500,20.00,9.00,24.00,3.00
__import__.product_5524200,37.40,11.20,51.00,7.50
__import__.product_5524300,20.00,9.00,24.00,3.00
__import__.product_5553193,0,0,0,0
__import__.product_5553484,0,0,0,0
__import__.product_5560655,0,0,0,0
__import__.product_5560656,0,0,0,0
__import__.product_5560657,0,0,0,0
__import__.product_5590036,0,0,0,0
__import__.product_5590038,0,0,0,0
__import__.product_5590040,0,0,0,0
__import__.product_5601200,11.20,29.60,4.90,0.30
__import__.product_5601475,0,0,0,0
__import__.product_5604505,25.00,10.00,23.00,3.00
__import__.product_5606878,0,0,0,0.10
__import__.product_5610089,0,0,0,5.00
__import__.product_5610144,0,0,0,5.00
__import__.product_5610501,30.00,35.00,40.00,15.30
__import__.product_5610504,5.00,16.00,9.00,1.00
__import__.product_5610511,0,0,0,5.00
__import__.product_5610512,0,0,0,1.00
__import__.product_5610515,0,0,0,2.70
__import__.product_5610529,0,0,0,2.00
__import__.product_5610535,0,0,0,5.00
__import__.product_5610536,0,0,0,5.00
__import__.product_5610537,0,0,0,20.00
__import__.product_5610539,0,0,0,15.00
__import__.product_5610542,0,0,0,15.00
__import__.product_5610543,0,0,0,20.00
__import__.product_5610546,6.80,7.40,6.80,0.10
__import__.product_5610550,0,0,0,5.00
__import__.product_5610554,0,0,0,15.00
__import__.product_5610556,0,0,0,15.00
__import__.product_5610558,0,0,0,5.00
__import__.product_5610562,0,0,0,20.00
__import__.product_5610563,0,0,0,15.00
__import__.product_5610564,0,0,0,15.00
__import__.product_5610565,0,0,0,15.00
__import__.product_5610566,0,0,0,0.60
__import__.product_5610567,0,0,0,5.50
__import__.product_5610570,0,0,0,0.50
__import__.product_5610574,0,0,0,3.00
__import__.product_5610575,0,0,0,2.20
__import__.product_5610577,0,0,0,20.00
__import__.product_5610578,0,0,0,0.20
__import__.product_5610579,0,0,0,20.00
__import__.product_5610583,0,0,0,0.20
__import__.product_5610584,0,0,0,1.00
__import__.product_5610585,0,0,0,0.10
__import__.product_5610588,0,0,0,0.20
__import__.product_5610591,0,0,0,3.00
__import__.product_5619237,0,0,0,0.10
__import__.product_5620007,1.00,20.50,16.50,0.10
__import__.product_5620010,0,0,0,1.00
__import__.product_5622004,0,0,0,0.20
__import__.product_5634627,0,0,0,0.20
__import__.product_5645052,0,0,0,0
__import__.product_5654024,0,0,0,0
__import__.product_5660273,0,0,0,0
__import__.product_5665818,0,0,0,0.20
__import__.product_5668370,0,0,0,0
__import__.product_5684298,0,0,0,0
__import__.product_5705000,0,0,0,8.40
__import__.product_5710102,0,0,0,0
__import__.product_5710118,0,0,0,0
__import__.product_5710125,0,0,0,0
__import__.product_5710130,0,0,0,0
__import__.product_5710131,0,0,0,0
__import__.product_5710546,0,0,0,0.20
__import__.product_5716451,0,0,0,0
__import__.product_5724000,8.00,16.00,8.50,0.10
__import__.product_5735084,0,0,0,3.00
__import__.product_5741741,0,0,0,0
__import__.product_5743467,0,0,0,0.10
__import__.product_5760543,0,0,0,0
__import__.product_5764004,0,0,0,5.00
__import__.product_5764009,0,0,0,1.00
__import__.product_5764014,0,0,0,1.00
__import__.product_5764015,0,0,0,1.00
__import__.product_5764018,0,0,0,0.10
__import__.product_5764020,0,0,0,1.00
__import__.product_5764023,0,0,0,1.00
__import__.product_5764030,0,0,0,5.00
__import__.product_5764210,0,0,0,5.00
__import__.product_5764213,0,0,0,5.00
__import__.product_5764216,0,0,0,0.10
__import__.product_5764217,0,0,0,0.10
__import__.product_5764218,0,0,0,0.10
__import__.product_5764219,0,0,0,0.30
__import__.product_5764221,0,0,0,0.30
__import__.product_5764222,0,0,0,0.30
__import__.product_5764223,0,0,0,0.30
__import__.product_5764225,0,0,0,0.50
__import__.product_5764226,0,0,0,1.00
__import__.product_5764228,0,0,0,5.00
__import__.product_5764229,0,0,0,1.30
__import__.product_5764230,0,0,0,6.50
__import__.product_5764245,0,0,0,5.00
__import__.product_5800004,0,0,0,0
__import__.product_5800031,0,0,0,2.00
__import__.product_5800032,0,0,0,2.00
__import__.product_5801067,0,0,0,1.50
__import__.product_5801725,0,0,0,13.00
__import__.product_5801727,0,0,0,2.00
__import__.product_5802843,0,0,0,4.00
__import__.product_5802844,0,0,0,8.00
__import__.product_5805112,0,0,0,0
__import__.product_5808649,0,0,0,10.00
__import__.product_5808662,0,0,0,10.00
__import__.product_5808665,0,0,0,10.00
__import__.product_5808666,0,0,0,1.50
__import__.product_5808667,0,0,0,1.50
__import__.product_5808668,0,0,0,1.50
__import__.product_5808690,0,0,0,2.00
__import__.product_5808691,0,0,0,2.00
__import__.product_5808692,0,0,0,2.00
__import__.product_5808693,0,0,0,2.00
__import__.product_5809000,0,0,0,2.00
__import__.product_5809001,0,0,0,2.00
__import__.product_5809002,0,0,0,7.00
__import__.product_5809184,0,0,0,1.50
__import__.product_5809185,0,0,0,1.50
__import__.product_5809186,0,0,0,1.50
__import__.product_5820031,0,0,0,6.50
__import__.product_5821367,0,0,0,14.50
__import__.product_5821368,0,0,0,14.50
__import__.product_5821727,19.00,6.00,29.00,2.00
__import__.product_5822957,0,0,0,14.50
__import__.product_5823129,0,0,0,12.00
__import__.product_5823131,0,0,0,12.00
__import__.product_5823134,0,0,0,2.00
__import__.product_5823227,0,0,0,0.30
__import__.product_5823675,28.00,30.00,27.00,3.00
__import__.product_5824308,0,0,0,5.00
__import__.product_5824663,0,0,0,5.00
__import__.product_5825223,17.00,8.00,22.00,1.00
__import__.product_5825341,0,0,0,10.00
__import__.product_5825655,0,0,0,12.00
__import__.product_5826060,41.20,12.30,60.60,12.00
__import__.product_5826089,29.00,9.00,37.00,3.00
__import__.product_5826091,42.70,14.50,62.60,15.00
__import__.product_5826093,42.70,14.50,62.60,15.00
__import__.product_5826224,19.80,6.00,29.00,1.50
__import__.product_5826225,27.00,10.80,32.00,3.50
__import__.product_5826227,19.80,6.00,29.00,1.50
__import__.product_5826434,20.60,9.00,29.00,2.00
__import__.product_5826435,20.60,9.00,29.00,2.00
__import__.product_5826653,19.80,6.00,29.00,1.50
__import__.product_5826958,0,0,0,0.40
__import__.product_5826959,0,0,0,0.40
__import__.product_5827028,18.00,10.00,30.00,2.00
__import__.product_5827031,18.00,10.00,30.00,2.00
__import__.product_5827648,0,0,0,14.50
__import__.product_5827967,19.00,6.00,29.00,1.50
__import__.product_5828090,29.00,9.00,37.00,3.00
__import__.product_5828509,0,0,0,12.00
__import__.product_5828512,0,0,0,12.00
__import__.product_5828513,0,0,0,12.00
__import__.product_5828514,0,0,0,12.00
__import__.product_5828552,0,0,0,10.00
__import__.product_5828553,0,0,0,10.00
__import__.product_5828952,0,0,0,4.00
__import__.product_5829177,39.00,11.00,65.00,12.00
__import__.product_5829187,19.00,6.00,29.00,1.50
__import__.product_5829191,19.00,6.00,29.00,1.50
__import__.product_5829246,0,0,0,14.50
__import__.product_5829247,0,0,0,14.50
__import__.product_5829248,0,0,0,14.50
__import__.product_5829249,0,0,0,14.50
__import__.product_5829262,0,0,0,14.50
__import__.product_5829265,39.00,11.00,65.00,12.00
__import__.product_5829268,39.00,11.00,65.00,12.00
__import__.product_5829295,29.00,8.00,41.00,5.00
__import__.product_5840302,0,0,0,5.00
__import__.product_5840303,0,0,0,1.00
__import__.product_5840305,0,0,0,1.00
__import__.product_5840306,0,0,0,10.00
__import__.product_5840308,0,0,0,3.00
__import__.product_5840309,0,0,0,1.50
__import__.product_5840314,0,0,0,10.00
__import__.product_5840315,0,0,0,1.00
__import__.product_5840324,0,0,0,1.00
__import__.product_5840326,0,0,0,1.00
__import__.product_5840333,0,0,0,0.50
__import__.product_5840336,0,0,0,0.60
__import__.product_5840340,0,0,0,0.30
__import__.product_5840402,0,0,0,0
__import__.product_5865000,45.70,9.00,51.00,14.80
__import__.product_5865027,0,0,0,0.20
__import__.product_5865029,0,0,0,2.00
__import__.product_5865030,0,0,0,2.00
__import__.product_5865031,0,0,0,0.40
__import__.product_5865036,0,0,0,0.30
__import__.product_5894403,0,0,0,3.00
__import__.product_5894413,0,0,0,13.50
__import__.product_5903103,0,0,0,0
__import__.product_5910030,0,0,0,0
__import__.product_5910038,0,0,0,0
__import__.product_5910039,0,0,0,0
__import__.product_5910501,0,0,0,3.00
__import__.product_5910615,0,0,0,0
__import__.product_5911820,0,0,0,0
__import__.product_5912000,4.50,14.90,4.50,0.10
__import__.product_5912801,0,0,0,0
__import__.product_5915004,7.40,15.60,7.40,0.50
__import__.product_5920005,0,0,0,5.40
__import__.product_5920006,32.20,16.40,22.40,5.10
__import__.product_5920007,25.50,27.00,17.30,6.00
__import__.product_5920008,20.00,3.50,24.50,0.80
__import__.product_5920016,0,0,0,0
__import__.product_5920051,0,0,0,0
__import__.product_5920065,0,0,0,0
__import__.product_5920451,0,0,0,0
__import__.product_5920905,0,0,0,0
__import__.product_5921500,0,0,0,0.50
__import__.product_5931440,0,0,0,0
__import__.product_5936668,0,0,0,0
__import__.product_5962004,29.00,24.40,42.00,10.00
__import__.product_5982695,0,0,0,0
__import__.product_5992144,0,0,0,0
__import__.product_6001354,0,0,0,1.00
__import__.product_6023999,0,0,0,0.10
__import__.product_6040000,5.30,17.10,5.30,0.20
__import__.product_6040002,10.80,10.70,19.20,1.10
__import__.product_6040021,13.70,5.00,16.70,0.46
__import__.product_6040023,4.50,13.00,16.50,0.53
__import__.product_6040026,5.30,5.20,12.20,0.20
__import__.product_6046691,13.50,7.50,23.80,0.90
__import__.product_6049909,14.70,13.80,18.70,1.21
__import__.product_6112332,0,0,0,0
__import__.product_6133529,0,0,0,0
__import__.product_6173351,0,0,0,5.00
__import__.product_6245139,0,0,0,0
__import__.product_6277020,22.00,13.60,28.20,2.90
__import__.product_6303850,0,0,0,0
__import__.product_6330694,0,0,0,0
__import__.product_6330788,0,0,0,0
__import__.product_6330879,0,0,0,0
__import__.product_6330916,0,0,0,0
__import__.product_6342078,0,0,0,0.50
__import__.product_6342167,0,0,0,0.40
__import__.product_6350309,5.00,10.10,4.80,0.10
__import__.product_6350325,18.00,7.50,20.80,1.04
__import__.product_6350327,7.00,32.00,9.00,1.10
__import__.product_6350344,4.30,7.50,4.30,0.10
__import__.product_6350345,15.80,24.50,19.10,5.30
__import__.product_6350546,30.50,22.00,32.00,5.50
__import__.product_6368882,0,0,0,0
__import__.product_6420002,3.90,4.80,9.00,0.07
__import__.product_6420007,4.70,8.30,4.70,0.12
__import__.product_6554478,0,0,0,0
__import__.product_6600817,11.60,18.70,12.20,0.60
__import__.product_6600851,5.20,9.70,5.20,0.20
__import__.product_6600853,5.10,18.50,5.10,0.20
__import__.product_6600878,7.10,15.80,7.10,0.50
__import__.product_6604207,0,0,0,0
__import__.product_6620991,0,0,0,5.00
__import__.product_6665002,0,0,0,12.00
__import__.product_6701790,0,0,0,1.00
__import__.product_6707657,0,0,0,1.00
__import__.product_6708958,0,0,0,0.10
__import__.product_6710760,0,0,0,2.50
__import__.product_6711216,0,0,0,0.10
__import__.product_6713296,0,0,0,5.00
__import__.product_6723449,0,0,0,0.10
__import__.product_6729966,0,0,0,0.10
__import__.product_6731986,0,0,0,0.10
__import__.product_6740620,0,0,0,1.00
__import__.product_6741884,0,0,0,0.10
__import__.product_6742872,0,0,0,0.10
__import__.product_6743452,0,0,0,1.00
__import__.product_6756644,0,0,0,0.40
__import__.product_6759358,0,0,0,0.50
__import__.product_6770383,0,0,0,0.10
__import__.product_6770638,0,0,0,5.00
__import__.product_6771448,0,0,0,0.20
__import__.product_6775647,0,0,0,5.00
__import__.product_6778120,0,0,0,0.10
__import__.product_6781470,0,0,0,0.10
__import__.product_6786220,0,0,0,1.00
__import__.product_6787343,0,0,0,0.10
__import__.product_6789968,0,0,0,1.00
__import__.product_6795420,0,0,0,0.10
