id,width,depth,length
__import__.product_5046115,0,0,0
__import__.product_5046191,0,0,0
__import__.product_5046671,13.40,6.90,23.50
__import__.product_5046919,0,0,0
__import__.product_5047271,0,0,0
__import__.product_5047289,0,0,0
__import__.product_5047297,0,0,0
__import__.product_5047300,0,0,0
__import__.product_5047305,0,0,0
__import__.product_5047400,7.20,12.00,4.10
__import__.product_5047951,0,0,0
__import__.product_5048004,15.00,4.00,12.00
__import__.product_5048090,0,0,0
__import__.product_5048420,0,0,0
__import__.product_5048790,0,0,0
__import__.product_5049900,0,0,0
__import__.product_5050012,38.70,15.50,59.00
__import__.product_5050198,0,0,0
__import__.product_5050199,0,0,0
__import__.product_5050386,0,0,0
__import__.product_5051001,0,0,0
__import__.product_5051421,0,0,0
__import__.product_5052115,0,0,0
__import__.product_5052421,0,0,0
__import__.product_5052422,0,0,0
__import__.product_5052423,0,0,0
__import__.product_5052424,0,0,0
__import__.product_5052425,0,0,0
__import__.product_5052426,0,0,0
__import__.product_5052434,0,0,0
__import__.product_5052435,0,0,0
__import__.product_5052913,0,0,0
__import__.product_5052914,0,0,0
__import__.product_5052915,0,0,0
__import__.product_5052916,0,0,0
__import__.product_5053111,0,0,0
__import__.product_5054026,0,0,0
__import__.product_5054050,0,0,0
__import__.product_5054799,0,0,0
__import__.product_5055060,0,0,0
__import__.product_5055101,0,0,0
__import__.product_5055163,0,0,0
__import__.product_5056337,0,0,0
__import__.product_5056375,0,0,0
__import__.product_5056640,0,0,0
__import__.product_5058006,0,0,0
__import__.product_5058084,0,0,0
__import__.product_5058086,0,0,0
__import__.product_5058087,0,0,0
__import__.product_5058095,0,0,0
__import__.product_5058106,0,0,0
__import__.product_5058111,0,0,0
__import__.product_5058112,0,0,0
__import__.product_5058131,0,0,0
__import__.product_5058143,0,0,0
__import__.product_5058183,0,0,0
__import__.product_5058184,0,0,0
__import__.product_5058185,0,0,0
__import__.product_5058186,0,0,0
__import__.product_5058199,0,0,0
__import__.product_5058299,0,0,0
__import__.product_5058404,0,0,0
__import__.product_5058406,0,0,0
__import__.product_5058411,0,0,0
__import__.product_5058412,0,0,0
__import__.product_5058413,0,0,0
__import__.product_5058414,0,0,0
__import__.product_5058503,0,0,0
__import__.product_5058504,0,0,0
__import__.product_5058505,0,0,0
__import__.product_5058511,0,0,0
__import__.product_5058512,0,0,0
__import__.product_5058514,0,0,0
__import__.product_5058515,0,0,0
__import__.product_5058516,0,0,0
__import__.product_5058523,0,0,0
__import__.product_5058524,0,0,0
__import__.product_5058673,0,0,0
__import__.product_5058683,0,0,0
__import__.product_5058684,0,0,0
__import__.product_5058685,0,0,0
__import__.product_5058686,0,0,0
__import__.product_5058733,0,0,0
__import__.product_5058735,0,0,0
__import__.product_5058790,0,0,0
__import__.product_5058807,0,0,0
__import__.product_5058837,0,0,0
__import__.product_5058897,0,0,0
__import__.product_5058898,0,0,0
__import__.product_5058899,0,0,0
__import__.product_5058900,0,0,0
__import__.product_5058902,0,0,0
__import__.product_5058903,0,0,0
__import__.product_5058904,0,0,0
__import__.product_5058909,0,0,0
__import__.product_5058910,0,0,0
__import__.product_5058911,0,0,0
__import__.product_5058912,0,0,0
__import__.product_5058914,0,0,0
__import__.product_5058915,0,0,0
__import__.product_5058916,0,0,0
__import__.product_5058921,0,0,0
__import__.product_5058922,0,0,0
__import__.product_5058923,0,0,0
__import__.product_5058924,0,0,0
__import__.product_5058977,0,0,0
__import__.product_5058979,0,0,0
__import__.product_5058980,0,0,0
__import__.product_5058981,6.00,6.50,14.00
__import__.product_5058982,0,0,0
__import__.product_5058983,0,0,0
__import__.product_5058986,0,0,0
__import__.product_5058987,0,0,0
__import__.product_5058988,0,0,0
__import__.product_5058989,0,0,0
__import__.product_5060100,0,0,0
__import__.product_5060101,0,0,0
__import__.product_5060102,0,0,0
__import__.product_5060103,0,0,0
__import__.product_5060104,0,0,0
__import__.product_5060108,0,0,0
__import__.product_5060133,0,0,0
__import__.product_5060814,0,0,0
__import__.product_5061035,0,0,0
__import__.product_5061273,6.00,1.30,15.70
__import__.product_5061274,0,0,0
__import__.product_5061299,0,0,0
__import__.product_5062006,0,0,0
__import__.product_5062007,0,0,0
__import__.product_5062008,0,0,0
__import__.product_5062009,0,0,0
__import__.product_5062010,0,0,0
__import__.product_5062011,0,0,0
__import__.product_5062015,0,0,0
__import__.product_5062025,0,0,0
__import__.product_5062551,0,0,0
__import__.product_5062616,0,0,0
__import__.product_5062726,12.10,17.80,12.10
__import__.product_5063114,0,0,0
__import__.product_5063150,0,0,0
__import__.product_5063500,4.30,3.50,11.00
__import__.product_5063911,0,0,0
__import__.product_5063912,0,0,0
__import__.product_5063915,0,0,0
__import__.product_5063916,0,0,0
__import__.product_5063920,0,0,0
__import__.product_5063925,0,0,0
__import__.product_5063927,0,0,0
__import__.product_5063961,0,0,0
__import__.product_5063964,0,0,0
__import__.product_5063965,0,0,0
__import__.product_5063966,0,0,0
__import__.product_5063969,0,0,0
__import__.product_5063979,0,0,0
__import__.product_5063995,0,0,0
__import__.product_5064036,0,0,0
__import__.product_5064037,0,0,0
__import__.product_5064715,0,0,0
__import__.product_5065562,0,0,0
__import__.product_5065565,0,0,0
__import__.product_5065717,10.50,13.00,10.50
__import__.product_5065831,7.80,6.80,13.70
__import__.product_5065832,7.80,6.80,13.70
__import__.product_5065996,0,0,0
__import__.product_5067071,0,0,0
__import__.product_5067072,0,0,0
__import__.product_5067073,0,0,0
__import__.product_5067078,0,0,0
__import__.product_5068062,0,0,0
__import__.product_5068509,0,0,0
__import__.product_5068510,0,0,0
__import__.product_5068511,31.70,2.80,41.30
__import__.product_5068526,0,0,0
__import__.product_5068527,0,0,0
__import__.product_5068757,0,0,0
__import__.product_5070050,0,0,0
__import__.product_5070051,0,0,0
__import__.product_50709505,0,0,0
__import__.product_5071035,0,0,0
__import__.product_5071037,0,0,0
__import__.product_5071133,0,0,0
__import__.product_5071134,0,0,0
__import__.product_5071135,0,0,0
__import__.product_5071232,0,0,0
__import__.product_5071984,5.00,6.80,5.00
__import__.product_5073360,0,0,0
__import__.product_5073378,0,0,0
__import__.product_5073394,0,0,0
__import__.product_5073460,0,0,0
__import__.product_5074200,0,0,0
__import__.product_5075061,0,0,0
__import__.product_5077016,0,0,0
__import__.product_5077305,0,0,0
__import__.product_5077511,0,0,0
__import__.product_5077521,0,0,0
__import__.product_5077527,0,0,0
__import__.product_5077530,0,0,0
__import__.product_5077535,0,0,0
__import__.product_5077540,0,0,0
__import__.product_5077603,0,0,0
__import__.product_5077612,0,0,0
__import__.product_5077613,0,0,0
__import__.product_5077614,0,0,0
__import__.product_5077615,0,0,0
__import__.product_5077616,0,0,0
__import__.product_5078002,0,0,0
__import__.product_5078021,0,0,0
__import__.product_5078022,0,0,0
__import__.product_5078026,11.80,10.10,10.30
__import__.product_5079027,5.00,1.40,5.00
__import__.product_5079028,0,0,0
__import__.product_5079029,5.00,5.10,5.00
__import__.product_5080006,0,0,0
__import__.product_5080008,0,0,0
__import__.product_5080010,0,0,0
__import__.product_5080012,0,0,0
__import__.product_5080015,0,0,0
__import__.product_5080047,7.10,7.70,7.10
__import__.product_5080120,0,0,0
__import__.product_5080252,0,0,0
__import__.product_5080425,0,0,0
__import__.product_5080471,9.20,19.60,9.40
__import__.product_5080505,0,0,0
__import__.product_5081208,0,0,0
__import__.product_5081310,0,0,0
__import__.product_5082001,0,0,0
__import__.product_5082002,0,0,0
__import__.product_5082003,14.00,13.80,32.60
__import__.product_5082004,16.10,13.50,32.60
__import__.product_5082100,0,0,0
__import__.product_5082103,0,0,0
__import__.product_5082104,0,0,0
__import__.product_5082302,0,0,0
__import__.product_5082401,0,0,0
__import__.product_5084001,0,0,0
__import__.product_5084005,5.10,19.00,5.10
__import__.product_5084012,0,0,0
__import__.product_5084015,0,0,0
__import__.product_5085216,6.30,20.60,6.30
__import__.product_5085217,8.90,21.90,8.90
__import__.product_5085218,20.00,25.00,16.00
__import__.product_5085255,14.90,11.40,9.70
__import__.product_5085478,0,0,0
__import__.product_5087102,4.00,5.40,4.00
__import__.product_5087105,0,0,0
__import__.product_5087107,10.60,9.30,10.60
__import__.product_5087120,3.70,35.50,3.70
__import__.product_5087121,12.00,4.00,19.50
__import__.product_5087153,0,0,0
__import__.product_5087204,5.00,16.50,5.00
__import__.product_5087205,6.30,20.30,6.30
__import__.product_5087215,3.00,2.00,3.00
__import__.product_5087230,3.30,2.50,3.30
__import__.product_5087234,5.50,12.50,5.50
__import__.product_5087262,0,0,0
__import__.product_5087263,0,0,0
__import__.product_5087301,3.50,6.70,3.50
__import__.product_5087302,3.90,8.80,3.90
__import__.product_5087304,4.90,9.50,4.90
__import__.product_5087309,6.30,12.90,6.30
__import__.product_5087311,0,0,0
__import__.product_5087313,3.00,1.20,3.00
__import__.product_5087314,0,0,0
__import__.product_5087315,0,0,0
__import__.product_5087321,0,0,0
__import__.product_5087322,2.30,2.30,10.00
__import__.product_5087323,2.10,2.10,11.20
__import__.product_5087327,0,0,0
__import__.product_5087341,2.60,6.00,2.60
__import__.product_5087342,0,0,0
__import__.product_5087343,3.00,7.20,3.00
__import__.product_5087345,3.90,9.20,3.90
__import__.product_5087377,4.50,18.30,4.50
__import__.product_5087378,0,0,0
__import__.product_5087379,7.40,25.10,7.40
__import__.product_5090039,0,0,0
__import__.product_5090166,0,0,0
__import__.product_5090297,0,0,0
__import__.product_5091144,0,0,0
__import__.product_5091145,0,0,0
__import__.product_5091146,0,0,0
__import__.product_5091165,0,0,0
__import__.product_5091166,0,0,0
__import__.product_5091167,0.60,8.70,14.00
__import__.product_5091586,0,0,0
__import__.product_5099020,0,0,0
__import__.product_5100008,0,0,0
__import__.product_5100009,0,0,0
__import__.product_5100032,0,0,0
__import__.product_5100034,0,0,0
__import__.product_5100036,0,0,0
__import__.product_5100038,0,0,0
__import__.product_5100081,0,0,0
__import__.product_5100120,0,0,0
__import__.product_5100414,0,0,0
__import__.product_5100530,0,0,0
__import__.product_5100531,0,0,0
__import__.product_5100555,0,0,0
__import__.product_5100710,0,0,0
__import__.product_5100798,11.20,5.00,5.20
__import__.product_5100799,11.30,7.70,7.80
__import__.product_5100809,8.30,8.50,20.50
__import__.product_5101025,0,0,0
__import__.product_5101041,0,0,0
__import__.product_5101042,0,0,0
__import__.product_5101043,0,0,0
__import__.product_5101044,0,0,0
__import__.product_5101045,0,0,0
__import__.product_5101046,0,0,0
__import__.product_5101061,0,0,0
__import__.product_5101062,0,0,0
__import__.product_5101100,0,0,0
__import__.product_5101255,0,0,0
__import__.product_5101320,0,0,0
__import__.product_5101525,23.00,5.20,17.50
__import__.product_5101760,0,0,0
__import__.product_5102760,0,0,0
__import__.product_5102828,38.70,19.00,18.40
__import__.product_5103012,0,0,0
__import__.product_5103065,0,0,0
__import__.product_5103476,0,0,0
__import__.product_5103477,0,0,0
__import__.product_5103995,10.00,2.00,25.00
__import__.product_5103996,0,0,0
__import__.product_5103999,9.00,1.50,17.00
__import__.product_5104070,0,0,0
__import__.product_5104072,0,0,0
__import__.product_5104073,0,0,0
__import__.product_5104074,0,0,0
__import__.product_5104075,0,0,0
__import__.product_5104076,0,0,0
__import__.product_5104609,0,0,0
__import__.product_5104801,0,0,0
__import__.product_5105059,0,0,0
__import__.product_5105066,0,0,0
__import__.product_5105067,0,0,0
__import__.product_5105073,0,0,0
__import__.product_5105080,0,0,0
__import__.product_5105085,0,0,0
__import__.product_5105155,0,0,0
__import__.product_5105415,0,0,0
__import__.product_5105511,0,0,0
__import__.product_5105800,0,0,0
__import__.product_5105904,0,0,0
__import__.product_5106054,0,0,0
__import__.product_5106205,0,0,0
__import__.product_5106325,0,0,0
__import__.product_5107010,0,0,0
__import__.product_5107110,0,0,0
__import__.product_5107111,0,0,0
__import__.product_5107150,0,0,0
__import__.product_5107152,0,0,0
__import__.product_5107154,0,0,0
__import__.product_5108940,0,0,0
__import__.product_5109095,0,0,0
__import__.product_5109150,0,0,0
__import__.product_5109180,0,0,0
__import__.product_5109254,0,0,0
__import__.product_5109260,0,0,0
__import__.product_5109264,0,0,0
__import__.product_5109801,0,0,0
__import__.product_5110000,4.40,9.00,4.40
__import__.product_5110002,0,0,0
__import__.product_5110003,0,0,0
__import__.product_5110005,0,0,0
__import__.product_5110007,14.70,7.30,22.80
__import__.product_5110010,3.10,12.10,18.10
__import__.product_5110013,0,0,0
__import__.product_5110015,0,0,0
__import__.product_5110016,0,0,0
__import__.product_5110017,3.50,11.00,17.70
__import__.product_5110020,8.50,10.50,17.00
__import__.product_5110024,0,0,0
__import__.product_5110025,0,0,0
__import__.product_5110026,0,0,0
__import__.product_5110027,0,0,0
__import__.product_5110035,0,0,0
__import__.product_5110037,20.70,14.50,20.80
__import__.product_5110038,0,0,0
__import__.product_5110039,0,0,0
__import__.product_5110115,10.00,22.40,10.00
__import__.product_5111111,0,0,0
__import__.product_5111112,0,0,0
__import__.product_5111113,0,0,0
__import__.product_5111200,0,0,0
__import__.product_5111300,0,0,0
__import__.product_5111434,0,0,0
__import__.product_5111550,0,0,0
__import__.product_5112005,0,0,0
__import__.product_5112015,6.00,6.40,14.00
__import__.product_5112075,0,0,0
__import__.product_5112333,0,0,0
__import__.product_5113005,5.70,6.20,13.80
__import__.product_5113016,0,0,0
__import__.product_5113584,17.30,10.50,7.10
__import__.product_5113700,0,0,0
__import__.product_5114523,0,0,0
__import__.product_5114700,0,0,0
__import__.product_5114710,0,0,0
__import__.product_5115090,0,0,0
__import__.product_5115115,0,0,0
__import__.product_5116004,0,0,0
__import__.product_5116011,0,0,0
__import__.product_5116021,0,0,0
__import__.product_5116100,0,0,0
__import__.product_5116111,0,0,0
__import__.product_5116112,0,0,0
__import__.product_5116113,0,0,0
__import__.product_5116200,0,0,0
__import__.product_5117801,0,0,0
__import__.product_5117802,0,0,0
__import__.product_5117803,0,0,0
__import__.product_5117810,0,0,0
__import__.product_5118000,0,0,0
__import__.product_5118200,0,0,0
__import__.product_5118216,0,0,0
__import__.product_5118971,15.00,11.10,29.60
__import__.product_5119092,8.70,19.40,5.90
__import__.product_5119203,0,0,0
__import__.product_5120000,0,0,0
__import__.product_5120001,0,0,0
__import__.product_5120002,0,0,0
__import__.product_5120003,0,0,0
__import__.product_5120004,0,0,0
__import__.product_5120005,0,0,0
__import__.product_5120006,0,0,0
__import__.product_5120007,0,0,0
__import__.product_5120008,0,0,0
__import__.product_5120009,0,0,0
__import__.product_5120010,0,0,0
__import__.product_5120011,0,0,0
__import__.product_5120012,0,0,0
__import__.product_5120013,0,0,0
__import__.product_5120014,3.70,3.70,11.80
__import__.product_5120015,0,0,0
__import__.product_5120016,0,0,0
__import__.product_5120018,0,0,0
__import__.product_5120019,0,0,0
__import__.product_5120026,0,0,0
__import__.product_5120060,0,0,0
__import__.product_5121210,0,0,0
__import__.product_5121212,0,0,0
__import__.product_5121411,20.70,5.20,11.60
__import__.product_5121517,0,0,0
__import__.product_5121820,4.30,2.00,13.50
__import__.product_5121821,24.70,12.80,15.00
__import__.product_5121822,14.00,14.50,24.50
__import__.product_5121823,0,0,0
__import__.product_5121824,0,0,0
__import__.product_5121913,0,0,0
__import__.product_5122122,0,0,0
__import__.product_5122210,0,0,0
__import__.product_5122240,0,0,0
__import__.product_5122310,0,0,0
__import__.product_5122501,0,0,0
__import__.product_5122505,0,0,0
__import__.product_5123000,0,0,0
__import__.product_5123315,0,0,0
__import__.product_5123316,0,0,0
__import__.product_5123405,0,0,0
__import__.product_5123407,0,0,0
__import__.product_5123410,0,0,0
__import__.product_5123411,0,0,0
__import__.product_5123412,0,0,0
__import__.product_5124009,0,0,0
__import__.product_5124012,0,0,0
__import__.product_5124211,6.20,6.70,6.20
__import__.product_5124231,6.30,6.20,11.60
__import__.product_5124830,0,0,0
__import__.product_5124835,0,0,0
__import__.product_5125212,9.00,4.50,18.00
__import__.product_5125213,9.00,4.80,20.50
__import__.product_5126612,0,0,0
__import__.product_5128135,0,0,0
__import__.product_5128137,0,0,0
__import__.product_5128570,0,0,0
__import__.product_5130138,0,0,0
__import__.product_5130320,0,0,0
__import__.product_5130321,0,0,0
__import__.product_5130475,0,0,0
__import__.product_5130509,0,0,0
__import__.product_5130510,0,0,0
__import__.product_5132074,0,0,0
__import__.product_5132122,0,0,0
__import__.product_5134013,0,0,0
__import__.product_5134044,0,0,0
__import__.product_5134046,0,0,0
__import__.product_5134051,0,0,0
__import__.product_5134053,0,0,0
__import__.product_5134113,0,0,0
__import__.product_5135022,0,0,0
__import__.product_5135586,0,0,0
__import__.product_5140001,0,0,0
__import__.product_5140002,0,0,0
__import__.product_5140014,0,0,0
__import__.product_5140140,0,0,0
__import__.product_5140219,0,0,0
__import__.product_5140257,0,0,0
__import__.product_5140286,0,0,0
__import__.product_5140287,0,0,0
__import__.product_5140304,0,0,0
__import__.product_5140305,0,0,0
__import__.product_5140398,0,0,0
__import__.product_5140420,0,0,0
__import__.product_5140422,0,0,0
__import__.product_5140423,0,0,0
__import__.product_5140442,0,0,0
__import__.product_5140443,0,0,0
__import__.product_5140468,0,0,0
__import__.product_5140472,0,0,0
__import__.product_5140489,0,0,0
__import__.product_5140492,0,0,0
__import__.product_5140520,0,0,0
__import__.product_5140587,0,0,0
__import__.product_5140618,0,0,0
__import__.product_5140680,0,0,0
__import__.product_5140870,0,0,0
__import__.product_5140919,0,0,0
__import__.product_5141025,0,0,0
__import__.product_5141088,0,0,0
__import__.product_5141223,0,0,0
__import__.product_5141305,0,0,0
__import__.product_5141423,0,0,0
__import__.product_5141512,0,0,0
__import__.product_5141835,14.50,19.40,25.00
__import__.product_5141872,23.50,22.50,14.50
__import__.product_5141906,0,0,0
__import__.product_5141910,0,0,0
__import__.product_5141911,0,0,0
__import__.product_5142311,0,0,0
__import__.product_5142501,0,0,0
__import__.product_5142502,0,0,0
__import__.product_5142510,0,0,0
__import__.product_5142528,0,0,0
__import__.product_5142806,0,0,0
__import__.product_5143210,0,0,0
__import__.product_5143312,0,0,0
__import__.product_5143810,0,0,0
__import__.product_5144070,0,0,0
__import__.product_5144110,0,0,0
__import__.product_5145040,0,0,0
__import__.product_5145116,0,0,0
__import__.product_5145300,0,0,0
__import__.product_5145310,0,0,0
__import__.product_5146919,0,0,0
__import__.product_5147665,0,0,0
__import__.product_5148002,0,0,0
__import__.product_5148003,0,0,0
__import__.product_5148005,0,0,0
__import__.product_5148100,0,0,0
__import__.product_5148180,0,0,0
__import__.product_5148391,0,0,0
__import__.product_5148426,0,0,0
__import__.product_5148440,0,0,0
__import__.product_5148475,0,0,0
__import__.product_5149325,0,0,0
__import__.product_5150190,0,0,0
__import__.product_5151003,0,0,0
__import__.product_5151012,0,0,0
__import__.product_5151500,0,0,0
__import__.product_5151528,0,0,0
__import__.product_5152149,0,0,0
__import__.product_5152150,0,0,0
__import__.product_5152445,0,0,0
__import__.product_5152903,0,0,0
__import__.product_5152911,0,0,0
__import__.product_5152920,0,0,0
__import__.product_5152922,0,0,0
__import__.product_5153160,0,0,0
__import__.product_5153515,0,0,0
__import__.product_5153530,0,0,0
__import__.product_5153535,0,0,0
__import__.product_5155260,0,0,0
__import__.product_5155290,0,0,0
__import__.product_5155310,0,0,0
__import__.product_5155320,0,0,0
__import__.product_5155401,0,0,0
__import__.product_5155402,0,0,0
__import__.product_5155560,0,0,0
__import__.product_5157100,0,0,0
__import__.product_5157102,0,0,0
__import__.product_5157104,0,0,0
__import__.product_5157106,0,0,0
__import__.product_5157110,0,0,0
__import__.product_5157167,0,0,0
__import__.product_5157207,0,0,0
__import__.product_5157268,0,0,0
__import__.product_5157282,0,0,0
__import__.product_5157320,0,0,0
__import__.product_5157494,0,0,0
__import__.product_5157701,0,0,0
__import__.product_5157703,0,0,0
__import__.product_5157704,0,0,0
__import__.product_5157711,0,0,0
__import__.product_5157713,0,0,0
__import__.product_5157745,0,0,0
__import__.product_5157746,0,0,0
__import__.product_5157760,0,0,0
__import__.product_5157761,0,0,0
__import__.product_5159300,8.00,5.70,14.00
__import__.product_5159301,9.20,5.80,13.50
__import__.product_5159402,0,0,0
__import__.product_5159594,0,0,0
__import__.product_5160100,0,0,0
__import__.product_5160509,0,0,0
__import__.product_5160510,0,0,0
__import__.product_5160512,0,0,0
__import__.product_5160555,16.00,6.00,8.00
__import__.product_5160610,7.50,5.50,16.50
__import__.product_5160611,7.50,6.00,16.50
__import__.product_5160636,5.40,7.50,5.40
__import__.product_5160647,5.60,10.50,5.60
__import__.product_5160651,0,0,0
__import__.product_5160656,16.00,6.00,8.00
__import__.product_5160657,8.00,6.00,16.00
__import__.product_5160658,16.00,6.00,8.00
__import__.product_5160659,16.00,6.00,8.00
__import__.product_5160700,0,0,0
__import__.product_5160701,31.00,10.00,10.00
__import__.product_5160702,45.00,10.00,10.00
__import__.product_5160710,22.50,6.00,11.50
__import__.product_5160850,0,0,0
__import__.product_5160855,0,0,0
__import__.product_5160856,0,0,0
__import__.product_5160857,0,0,0
__import__.product_5161520,0,0,0
__import__.product_5161831,0,0,0
__import__.product_5161836,0,0,0
__import__.product_5162000,0,0,0
__import__.product_5162004,0,0,0
__import__.product_5162006,0,0,0
__import__.product_5162008,0,0,0
__import__.product_5162100,0,0,0
__import__.product_5162424,0,0,0
__import__.product_5163000,0,0,0
__import__.product_5164002,0,0,0
__import__.product_5164006,0,0,0
__import__.product_5164010,0,0,0
__import__.product_5164016,0,0,0
__import__.product_5164061,0,0,0
__import__.product_5164120,0,0,0
__import__.product_5164210,0,0,0
__import__.product_5164230,0,0,0
__import__.product_5165100,0,0,0
__import__.product_5165361,0,0,0
__import__.product_5167000,0,0,0
__import__.product_5170001,0,0,0
__import__.product_5170015,0,0,0
__import__.product_5170090,0,0,0
__import__.product_5170101,0,0,0
__import__.product_5170209,0,0,0
__import__.product_5170750,0,0,0
__import__.product_5171200,0,0,0
__import__.product_5171201,0,0,0
__import__.product_5171230,0,0,0
__import__.product_5171233,0,0,0
__import__.product_5172270,0,0,0
__import__.product_5172271,0,0,0
__import__.product_5173360,3.80,0,17.00
__import__.product_5173547,0,0,0
__import__.product_5174000,0,0,0
__import__.product_5174026,0,0,0
__import__.product_5174028,0,0,0
__import__.product_5174111,0,0,0
__import__.product_5174120,0,0,0
__import__.product_5174370,0,0,0
__import__.product_5174380,0,0,0
__import__.product_5174505,0,0,0
__import__.product_5174510,0,0,0
__import__.product_5174520,0,0,0
__import__.product_5174600,0,0,0
__import__.product_5175009,0,0,0
__import__.product_5175512,0,0,0
__import__.product_5175760,0,0,0
__import__.product_5177101,0,0,0
__import__.product_5177900,0,0,0
__import__.product_5179207,0,0,0
__import__.product_5180000,0,0,0
__import__.product_5180001,0,0,0
__import__.product_5180002,0,0,0
__import__.product_5180003,0,0,0
__import__.product_5180004,0,0,0
__import__.product_5180005,0,0,0
__import__.product_5180006,0,0,0
__import__.product_5180007,0,0,0
__import__.product_5180008,0,0,0
__import__.product_5180009,0,0,0
__import__.product_5180010,0,0,0
__import__.product_5180020,0,0,0
__import__.product_5180023,0,0,0
__import__.product_5180025,0,0,0
__import__.product_5180090,0,0,0
__import__.product_5180808,0,0,0
__import__.product_5180809,0,0,0
__import__.product_5180810,19.80,12.00,40.50
__import__.product_5180850,0,0,0
__import__.product_5181021,0,0,0
__import__.product_5182567,0,0,0
__import__.product_5185801,0,0,0
__import__.product_5186551,0,0,0
__import__.product_5187030,0,0,0
__import__.product_5187870,0,0,0
__import__.product_5188011,0,0,0
__import__.product_5188012,0,0,0
__import__.product_5188013,0,0,0
__import__.product_5190006,0,0,0
__import__.product_5190135,0,0,0
__import__.product_5190274,0,0,0
__import__.product_5190275,0,0,0
__import__.product_5190276,0,0,0
__import__.product_5190809,0,0,0
__import__.product_5191207,0,0,0
__import__.product_5192000,14.00,26.80,14.00
__import__.product_5192001,0,0,0
__import__.product_5192002,14.50,27.20,14.50
__import__.product_5192008,16.90,15.90,16.90
__import__.product_5192009,14.50,27.20,14.50
__import__.product_5192021,12.20,15.20,9.30
__import__.product_5192029,0,0,0
__import__.product_5192039,0,0,0
__import__.product_5192184,0,0,0
__import__.product_5192214,0,0,0
__import__.product_5192552,0,0,0
__import__.product_5192640,0,0,0
__import__.product_5192705,0,0,0
__import__.product_5192712,0,0,0
__import__.product_5192725,0,0,0
__import__.product_5192732,0,0,0
__import__.product_5192745,0,0,0
__import__.product_5192747,0,0,0
__import__.product_5192754,0,0,0
__import__.product_5192774,0,0,0
__import__.product_5192776,0,0,0
__import__.product_5194403,23.60,14.40,28.80
__import__.product_5195730,0,0,0
__import__.product_5195760,0,0,0
__import__.product_5195900,0,0,0
__import__.product_5197410,0,0,0
__import__.product_51985001,0,0,0
__import__.product_5199802,0,0,0
__import__.product_5199820,34.50,27.00,25.00
__import__.product_5199821,34.50,27.00,25.00
__import__.product_5200010,0,0,0
__import__.product_5200012,0,0,0
__import__.product_5200051,0,0,0
__import__.product_5200158,0,0,0
__import__.product_5200709,0,0,0
__import__.product_5201165,0,0,0
__import__.product_5201400,0,0,0
__import__.product_5201808,0,0,0
__import__.product_5201810,0,0,0
__import__.product_5201814,0,0,0
__import__.product_5202006,0,0,0
__import__.product_5202008,0,0,0
__import__.product_5202010,0,0,0
__import__.product_5202012,0,0,0
__import__.product_5202014,0,0,0
__import__.product_5202016,0,0,0
__import__.product_5202018,0,0,0
__import__.product_5202020,0,0,0
__import__.product_5202022,0,0,0
__import__.product_5202024,0,0,0
__import__.product_5202026,0,0,0
__import__.product_5202028,0,0,0
__import__.product_5202030,0,0,0
__import__.product_5202032,0,0,0
__import__.product_5202034,0,0,0
__import__.product_5202035,0,0,0
__import__.product_5202036,0,0,0
__import__.product_5202038,0,0,0
__import__.product_5202040,0,0,0
__import__.product_5202297,0,0,0
__import__.product_5202343,0,0,0
__import__.product_5202845,3.50,11.00,11.00
__import__.product_5202897,3.20,27.10,9.30
__import__.product_5203000,0,0,0
__import__.product_5203046,0,0,0
__import__.product_5203048,0,0,0
__import__.product_5203051,0,0,0
__import__.product_5203470,0,0,0
__import__.product_5204010,0,0,0
__import__.product_5204012,0,0,0
__import__.product_5204014,0,0,0
__import__.product_5204016,0,0,0
__import__.product_5204018,0,0,0
__import__.product_5204020,0,0,0
__import__.product_5204022,0,0,0
__import__.product_5204024,0,0,0
__import__.product_5204026,0,0,0
__import__.product_5204028,0,0,0
__import__.product_5204030,0,0,0
__import__.product_5204032,0,0,0
__import__.product_5204034,0,0,0
__import__.product_5204036,0,0,0
__import__.product_5204038,0,0,0
__import__.product_5204040,0,0,0
__import__.product_5204045,0,0,0
__import__.product_5204050,0,0,0
__import__.product_5204055,0,0,0
__import__.product_5204060,0,0,0
__import__.product_5204065,0,0,0
__import__.product_5204070,0,0,0
__import__.product_5204075,0,0,0
__import__.product_5204080,0,0,0
__import__.product_5204085,0,0,0
__import__.product_5204090,0,0,0
__import__.product_5204095,0,0,0
__import__.product_5204429,0,0,0
__import__.product_5204437,0,0,0
__import__.product_5204814,0,0,0
__import__.product_5204816,0,0,0
__import__.product_5204818,0,0,0
__import__.product_5204820,0,0,0
__import__.product_5204822,0,0,0
__import__.product_5204824,0,0,0
__import__.product_5204826,0,0,0
__import__.product_5204828,0,0,0
__import__.product_5204830,0,0,0
__import__.product_5204832,0,0,0
__import__.product_5204834,0,0,0
__import__.product_5205604,6.50,11.90,6.50
__import__.product_5206010,0,0,0
__import__.product_5206012,0,0,0
__import__.product_5206014,0,0,0
__import__.product_5206016,0,0,0
__import__.product_5206018,0,0,0
__import__.product_5206020,0,0,0
__import__.product_5206022,0,0,0
__import__.product_5206024,0,0,0
__import__.product_5206026,0,0,0
__import__.product_5206028,0,0,0
__import__.product_5206030,0,0,0
__import__.product_5206032,0,0,0
__import__.product_5206035,0,0,0
__import__.product_5206040,0,0,0
