id,ratio_main_product,list_price,weight,orderpoint_max,medical_device,default_code,storage_temperature_id/id,create_date,categ_id/id,unit_in_shrink_wrap,unit_in_box,manufacturer/id,length,width,state_id/id,orderpoint_min,veterinary_only,barcode,taxes_id/id,indicated_price,unit_in_pallet,orderpoint_qty_multiple,supplier_taxes_id/id,tracking,active,cnk_code,sale_delay,web_published,name,uom_id/id,ratio_additional_product,depth,route_ids/id,price_category_id/id,uom_po_id/id
__import__.product_5121222,0,157.50,0,0,,5121222,specific_product.product_storage_temperature_ambient,2018-05-11,specific_data.product_categ_mat_instrumentation,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,"PINCE CROCODILE INOX  4,5mm x400mm",product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5121223,,183.75,,1.000,,5121223,,2018-05-11,specific_data.product_categ_mat_instrumentation,,,__import__.supplier_95150,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,"PINCE CROCODILE INOX  5,6x4,2FINE x400mm",product.product_uom_unit,,,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5121224,,210.00,,1.000,,5121224,,2018-05-11,specific_data.product_categ_mat_instrumentation,,,__import__.supplier_95150,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,"PINCE CROCODILE INOX 11,5x6,0mm x500mm",product.product_uom_unit,,,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5121225,,245.00,,1.000,,5121225,,2018-05-11,specific_data.product_categ_mat_instrumentation,,,__import__.supplier_95150,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,"PINCE CROCODILE INOX 13,0x9,0mm x640mm",product.product_uom_unit,,,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1036450,0,30.28,0,0,,1036450,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_ortho,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,FITPAWS BALANCE MATELAS EXERCICE BLEU,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1036470,0,22.96,0,0,,1036470,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_ortho,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,FITPAWS BALANCE DISQUE EQUILIBRE 35cm,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1036480,0,43.06,0,0,,1036480,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_ortho,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,FITPAWS BALANCE DISQUE EQUILIBRE 55cm,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1036500,0,33.44,0,0,,1036500,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_ortho,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,FITPAWS PLOTS EQUILIBRE 13cm x4,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1036530,0,41.52,0,0,,1036530,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_ortho,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,FITPAWS MATELAS EQUILIBRE OS 60x30x10cm,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1036540,0,50.84,0,0,,1036540,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_ortho,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,FITPAWS PLANCHE EQUILIBRE DIAM 50cm,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1036560,0,119.97,0,0,,1036560,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_ortho,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,FITPAWS PLANCHE EQUILIBRE DIAM 90cm,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1036590,0,159.06,0,0,,1036590,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_ortho,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,FITPAWS SET ENTRAINEMENT OBSTACLES,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1061850,,43.34,,0,,1061850,,2018-05-09,specific_data.product_categ_mat_ortho,,,__import__.supplier_95150,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,FITPAWS TRAX ARACHIDE 40cm JAUNE,product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1061870,,53.80,,0,,1061870,,2018-05-09,specific_data.product_categ_mat_ortho,,,__import__.supplier_95150,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,FITPAWS TRAX ARACHIDE 50cm ROUGE,product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1061880,,73.63,,0,,1061880,,2018-05-09,specific_data.product_categ_mat_ortho,,,__import__.supplier_95150,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,FITPAWS TRAX ARACHIDE 60cm BLEU,product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1061900,0,30.02,0,0,,1061900,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_ortho,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,FITPAWS TRAX BEIGNET  33x55cm,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_8211541,0,37.45,0,0,,8211541,specific_product.product_storage_temperature_ambient,2018-05-07,specific_data.product_categ_mat_petshop,36,0,__import__.supplier_68133,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,CROCHET A TIQUES O TOM VERT x20,__setup__.product_uom_boite,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_1002670,0,82.01,0,0,,1002670,specific_product.product_storage_temperature_ambient,2018-05-15,specific_data.product_categ_mat_petshop,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,ARBRE A CHAT CABANE SUBLIME NOIR 89cm,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5003215,0,117.41,0.50,0,True,5003215,specific_product.product_storage_temperature_ambient,2018-05-08,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_71400,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,"ETHILON II USP4/0 EP1,5 19C3/8 F3215 x36",__setup__.product_uom_boite,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5004160,0,188.56,0.50,0,True,5004160,specific_product.product_storage_temperature_ambient,2018-05-08,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_71400,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,MONOCRYL+ USP3/0 EP2 26R1/2 MCP4160H x36,__setup__.product_uom_boite,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5113030,0,880.00,0,0,True,5113030,specific_product.product_storage_temperature_ambient,2018-05-16,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_71450,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,False,AGRAFES AUTOSUTURE TA30V3L RECHARGE x6,__setup__.product_uom_boite,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5136030,0,620.00,0,0,,5136030,specific_product.product_storage_temperature_ambient,2018-05-16,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_71450,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,False,AGRAFES AUTOSUTURE TA6035S x6,__setup__.product_uom_boite,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5136045,0,699.00,0,0,,5136045,specific_product.product_storage_temperature_ambient,2018-05-16,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_71450,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,AGRAFES AUTOSUTURE TA6048S x3,__setup__.product_uom_boite,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5180480,0,620.00,0,0,True,5180480,specific_product.product_storage_temperature_ambient,2018-05-16,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_71450,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,False,AGRAFES AUTOSUTURE GIA8048S x3,__setup__.product_uom_boite,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5186038,0,639.00,0,0,True,5186038,specific_product.product_storage_temperature_ambient,2018-05-16,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_71450,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,AGRAFES AUTOSUTURE GIA6038S x3,__setup__.product_uom_boite,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5186039,0,880.00,0,0,True,5186039,specific_product.product_storage_temperature_ambient,2018-05-16,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_71450,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,False,AGRAFES AUTOSUTURE GIA6038L RECHARGE x6,__setup__.product_uom_boite,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_8284095,,4.05,,0,True,8284095,,2018-05-16,specific_data.product_categ_mat_sutures,,,__import__.supplier_71400,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,MERSUTURE USP3/0 EP2 19C3/8 F2502,product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5430006,0,990.00,0,0,True,5430006,specific_product.product_storage_temperature_ambient,2018-05-08,specific_data.product_categ_undefined,0,0,__import__.supplier_71020,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,IM3 WARMING RETROFIT MAX 35°C,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
