id,width,length,taxes_id/id,depth
__import__.product_2675270,4.8,2.1,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",11
__import__.product_2675288,4.9,5.6,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",0
__import__.product_2691368,5.3,3,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",8.6
__import__.product_2691384,4.5,3,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",6.6
__import__.product_2708774,7.7,7.6,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_013_in,l10n_be_antibiotic_tax.1_antibiotic_013_out",14.2
__import__.product_2725166,6,6,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_013_in,l10n_be_antibiotic_tax.1_antibiotic_013_out",12
__import__.product_2725216,5.7,5.5,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_005_in,l10n_be_antibiotic_tax.1_antibiotic_005_out",10.5
__import__.product_2727592,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_2727600,10.5,10,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_016_in,l10n_be_antibiotic_tax.1_antibiotic_016_out",11
__import__.product_2727618,1.6,10.5,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",7.8
__import__.product_2727626,9.5,17,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_039_in,l10n_be_antibiotic_tax.1_antibiotic_039_out",11
__import__.product_2730265,8.7,8.7,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_017_in,l10n_be_antibiotic_tax.1_antibiotic_017_out",25
__import__.product_2748721,5.4,5.4,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_003_in,l10n_be_antibiotic_tax.1_antibiotic_003_out",10.5
__import__.product_2756740,16.5,7.9,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",3.8
__import__.product_2756765,16.7,9.9,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_090_in,l10n_be_antibiotic_tax.1_antibiotic_090_out",9.6
__import__.product_2756773,17.5,8,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_004_in,l10n_be_antibiotic_tax.1_antibiotic_004_out",6.6
__import__.product_2790780,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",0
__import__.product_2797231,6,6,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",10.5
__import__.product_2798486,5.2,5.1,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",10.3
__import__.product_2798676,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_003_in,l10n_be_antibiotic_tax.1_antibiotic_003_out",0
__import__.product_2805372,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_263_in,l10n_be_antibiotic_tax.1_antibiotic_263_out",0
__import__.product_2811388,7.1,3.2,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",11.1
__import__.product_2811396,11.1,13,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_005_in,l10n_be_antibiotic_tax.1_antibiotic_005_out",14.1
__import__.product_2811404,5.1,2.1,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",7.8
__import__.product_2811412,7,8.5,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",9.5
__import__.product_2811420,7.1,3.7,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",11.1
__import__.product_2811438,11.1,16.2,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_011_in,l10n_be_antibiotic_tax.1_antibiotic_011_out",14.2
__import__.product_2828440,5.5,5.5,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_007_in,l10n_be_antibiotic_tax.1_antibiotic_007_out",10.5
__import__.product_2828457,5.2,5.2,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_004_in,l10n_be_antibiotic_tax.1_antibiotic_004_out",8.2
__import__.product_2833614,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_003_in,l10n_be_antibiotic_tax.1_antibiotic_003_out",0
__import__.product_2833929,7.3,11.7,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",8.2
__import__.product_2833937,1.8,11.7,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",5.5
__import__.product_2833945,1.7,11.7,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",8
__import__.product_2837532,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_2837557,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_003_in,l10n_be_antibiotic_tax.1_antibiotic_003_out",0
__import__.product_2837581,4.5,4.5,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",9
__import__.product_2859353,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_026_in,l10n_be_antibiotic_tax.1_antibiotic_026_out",0
__import__.product_2860179,5.2,5.2,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",9.8
__import__.product_2860187,6.6,6.6,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_003_in,l10n_be_antibiotic_tax.1_antibiotic_003_out",12.9
__import__.product_2882173,4.6,4.6,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",8.2
__import__.product_2908978,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_2908994,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_2909000,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_004_in,l10n_be_antibiotic_tax.1_antibiotic_004_out",0
__import__.product_2909018,11.8,9.2,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",2.9
__import__.product_2909026,18.2,10,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_007_in,l10n_be_antibiotic_tax.1_antibiotic_007_out",11.9
__import__.product_2930097,5.7,5.7,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_005_in,l10n_be_antibiotic_tax.1_antibiotic_005_out",10.7
__import__.product_2930105,7.5,7.5,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_013_in,l10n_be_antibiotic_tax.1_antibiotic_013_out",14
__import__.product_2943256,4.7,9.6,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_004_in,l10n_be_antibiotic_tax.1_antibiotic_004_out",11.4
__import__.product_2943264,4.8,8.4,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",11.4
__import__.product_2943272,4.7,6.3,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",11.5
__import__.product_2975613,17.3,9.7,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_006_in,l10n_be_antibiotic_tax.1_antibiotic_006_out",11.2
__import__.product_2979854,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_2979862,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_2979888,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_007_in,l10n_be_antibiotic_tax.1_antibiotic_007_out",0
__import__.product_3019833,5.5,5.5,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",10.6
__import__.product_3023892,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_105_in,l10n_be_antibiotic_tax.1_antibiotic_105_out",0
__import__.product_3025830,5.1,5,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",9.3
__import__.product_3025848,5.6,3,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",8.3
__import__.product_3025855,4.1,4.1,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",9.2
__import__.product_3025863,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3025871,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3025889,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3033115,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3033123,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3033768,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3035961,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3035979,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3035987,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3036001,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3044484,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3044658,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3044666,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3044674,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3044682,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",0
__import__.product_3044690,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_004_in,l10n_be_antibiotic_tax.1_antibiotic_004_out",0
__import__.product_3044708,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",0
__import__.product_3045317,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3045499,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3045507,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3045515,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3045523,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3045531,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3045549,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_003_in,l10n_be_antibiotic_tax.1_antibiotic_003_out",0
__import__.product_3045564,13.4,3.3,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",5.2
__import__.product_3045572,13.4,3.3,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",5.3
__import__.product_3057213,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_013_in,l10n_be_antibiotic_tax.1_antibiotic_013_out",0
__import__.product_3057221,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_053_in,l10n_be_antibiotic_tax.1_antibiotic_053_out",0
__import__.product_3060126,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_026_in,l10n_be_antibiotic_tax.1_antibiotic_026_out",0
__import__.product_3068954,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3080264,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_004_in,l10n_be_antibiotic_tax.1_antibiotic_004_out",0
__import__.product_3080272,18.5,31.5,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_016_in,l10n_be_antibiotic_tax.1_antibiotic_016_out",13
__import__.product_3090255,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_003_in,l10n_be_antibiotic_tax.1_antibiotic_003_out",0
__import__.product_3091576,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",0
__import__.product_3091584,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3111622,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_007_in,l10n_be_antibiotic_tax.1_antibiotic_007_out",0
__import__.product_3112000,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_007_in,l10n_be_antibiotic_tax.1_antibiotic_007_out",0
__import__.product_3156312,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_175_in,l10n_be_antibiotic_tax.1_antibiotic_175_out",0
__import__.product_3168150,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",0
__import__.product_3191616,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_035_in,l10n_be_antibiotic_tax.1_antibiotic_035_out",0
__import__.product_3268489,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3296308,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3350113,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3364395,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3367612,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_008_in,l10n_be_antibiotic_tax.1_antibiotic_008_out",0
__import__.product_3378924,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3407400,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3409943,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_006_in,l10n_be_antibiotic_tax.1_antibiotic_006_out",0
__import__.product_3409950,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",0
__import__.product_3409968,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3419728,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3419736,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3419751,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_004_in,l10n_be_antibiotic_tax.1_antibiotic_004_out",0
__import__.product_3419769,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_009_in,l10n_be_antibiotic_tax.1_antibiotic_009_out",0
__import__.product_3420452,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3420460,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_004_in,l10n_be_antibiotic_tax.1_antibiotic_004_out",0
__import__.product_3420478,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3420486,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_009_in,l10n_be_antibiotic_tax.1_antibiotic_009_out",0
__import__.product_3444395,0,0,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",0
__import__.product_3497609,5.5,5.5,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_003_in,l10n_be_antibiotic_tax.1_antibiotic_003_out",10.5
