id,width,depth,length,orderpoint_min,orderpoint_max
__import__.product_2745305,14.50,21.70,25.00,6.000,24.000
__import__.product_2746485,7.20,18.00,14.00,140.000,320.000
__import__.product_2746501,18.00,26.00,6.80,80.000,160.000
__import__.product_2749299,8.50,23.00,8.50,20.000,45.000
__import__.product_2761427,2.70,18.00,12.00,10.000,36.000
__import__.product_2761435,2.50,18.00,12.00,15.000,53.000
__import__.product_2764090,10.40,2.20,19.50,40.000,133.000
__import__.product_2764108,2.70,19.60,10.60,17.000,70.000
__import__.product_2766079,0,0,0,20.000,70.000
__import__.product_2768752,0,0,0,10.000,20.000
__import__.product_2769032,5.60,10.50,5.60,6.000,10.000
__import__.product_2769388,14.00,12.00,21.00,18.000,66.000
__import__.product_2783363,16.50,13.00,23.00,15.000,53.000
__import__.product_2786853,11.00,5.40,4.40,34.000,100.000
__import__.product_2788917,9.80,13.90,3.70,16.000,54.000
__import__.product_2788958,3.80,13.80,9.70,85.000,240.000
__import__.product_2788966,3.80,13.80,9.70,12.000,44.000
__import__.product_2788982,9.70,13.90,3.80,12.000,25.000
__import__.product_2789030,9.80,13.80,3.80,64.000,238.000
__import__.product_2789048,0,0,0,17.000,57.000
__import__.product_2794212,3.40,7.50,3.40,10.000,20.000
__import__.product_2797231,6.00,10.50,6.00,13.000,24.000
__import__.product_2797249,4.00,7.50,4.00,40.000,134.000
__import__.product_2811404,5.10,7.80,2.10,20.000,40.000
__import__.product_2811412,7.00,9.50,8.50,40.000,133.000
__import__.product_2811420,7.10,11.10,3.70,17.000,55.000
__import__.product_2811438,11.10,14.20,16.20,13.000,30.000
__import__.product_2814986,4.60,14.00,4.60,8.000,27.000
__import__.product_2815017,6.00,13.50,6.00,11.000,38.000
__import__.product_2816395,7.20,9.90,7.20,44.000,223.000
__import__.product_2816403,7.30,9.90,7.30,56.000,288.000
__import__.product_2816411,7.20,9.80,7.20,80.000,131.000
__import__.product_2816429,7.20,9.90,7.20,86.000,442.000
__import__.product_2816437,7.20,9.90,7.20,58.000,297.000
__import__.product_2816452,7.20,9.80,7.20,203.000,782.000
__import__.product_2828440,5.50,10.50,5.50,10.000,22.000
__import__.product_2829695,17.60,3.00,13.20,18.000,45.000
__import__.product_2829703,17.60,2.90,13.20,11.000,36.000
__import__.product_2829737,17.60,2.90,13.20,12.000,40.000
__import__.product_2833614,0,0,0,17.000,57.000
__import__.product_2836492,7.20,22.30,18.50,5.000,10.000
__import__.product_2837078,8.60,3.10,14.20,23.000,95.000
__import__.product_2837243,16.60,22.60,28.90,12.000,35.000
__import__.product_2837581,4.50,9.00,4.50,23.000,76.000
__import__.product_2838878,2.00,7.50,11.60,20.000,38.000
__import__.product_2838886,2.30,7.50,11.70,28.000,49.000
__import__.product_2848877,5.50,13.50,3.50,10.000,20.000
__import__.product_2849065,4.50,14.00,9.00,30.000,89.000
__import__.product_2849339,3.50,13.00,5.50,18.000,61.000
__import__.product_2849891,5.60,10.00,3.60,40.000,80.000
__import__.product_2853224,11.40,8.60,5.00,2.000,5.000
__import__.product_2853232,11.40,8.50,4.80,2.000,8.000
__import__.product_2853257,0,0,0,6.000,18.000
__import__.product_2853265,6.50,37.50,24.00,8.000,15.000
__import__.product_2853299,4.60,5.50,9.00,31.000,104.000
__import__.product_2859122,0,0,0,10.000,20.000
__import__.product_2864189,0,0,0,30.000,50.000
__import__.product_2864262,3.60,7.00,3.60,28.000,94.000
__import__.product_2871564,2.00,13.00,9.00,80.000,150.000
__import__.product_2871572,0,0,0,30.000,90.000
__import__.product_2874840,9.50,8.50,10.60,3.000,7.000
__import__.product_2874857,4.20,10.00,7.50,14.000,52.000
__import__.product_2874865,9.50,8.50,15.00,4.000,13.000
__import__.product_2875250,9.00,4.00,12.80,30.000,55.000
__import__.product_2876050,6.10,17.70,5.90,24.000,48.000
__import__.product_2876597,6.50,15.40,6.50,8.000,31.000
__import__.product_2876605,5.60,10.50,5.60,20.000,66.000
__import__.product_2879534,5.00,10.50,9.00,47.000,125.000
__import__.product_2879542,6.00,15.00,8.50,37.000,100.000
__import__.product_2879559,8.00,13.50,9.00,31.000,115.000
__import__.product_2881548,5.00,14.00,8.00,14.000,35.000
__import__.product_2882173,4.60,8.20,4.60,4.000,10.000
__import__.product_2885481,10.60,9.60,3.30,30.000,60.000
__import__.product_2885499,10.60,9.70,4.20,15.000,35.000
__import__.product_2886877,2.30,5.00,2.30,21.000,50.000
__import__.product_2886885,7.00,14.50,7.00,6.000,18.000
__import__.product_2886943,5.50,9.00,3.40,250.000,450.000
__import__.product_2888980,19.60,0,7.00,45.000,184.000
__import__.product_2890184,12.30,3.80,12.30,400.000,900.000
__import__.product_2890192,12.30,3.80,12.30,94.000,318.000
__import__.product_2890200,12.10,3.80,12.10,500.000,1000.000
__import__.product_2901197,19.50,2.90,5.30,31.000,76.000
__import__.product_2907327,0,0,0,13.000,49.000
__import__.product_2907335,3.00,10.00,3.50,140.000,400.000
__import__.product_2909000,0,0,0,10.000,36.000
__import__.product_2909091,5.70,10.50,5.70,26.000,41.000
__import__.product_2910321,0,0,0,2.000,4.000
__import__.product_2910339,0,0,0,1.000,3.000
__import__.product_2912517,8.80,15.00,10.00,5.000,17.000
__import__.product_2912541,8.60,15.00,10.20,7.000,21.000
__import__.product_2913689,5.00,6.20,5.20,14.000,24.000
__import__.product_2914216,3.90,7.30,3.80,20.000,40.000
__import__.product_2917011,0,0,0,10.000,18.000
__import__.product_2917029,9.60,13.70,3.60,15.000,30.000
__import__.product_2917037,0,0,0,10.000,20.000
__import__.product_2917045,9.60,13.60,3.60,5.000,14.000
__import__.product_2917052,9.70,13.70,3.60,8.000,16.000
__import__.product_2920114,4.00,7.50,13.20,1.000,3.000
__import__.product_2924850,20.80,15.70,11.80,28.000,93.000
__import__.product_2924868,20.80,15.70,11.70,10.000,15.000
__import__.product_2924892,20.70,15.70,11.80,1.000,2.000
__import__.product_2924900,20.70,15.60,11.80,6.000,10.000
__import__.product_2926251,0,0,0,2.000,4.000
__import__.product_2930089,3.50,12.70,7.00,10.000,38.000
__import__.product_2931129,1.70,1.70,15.00,10.000,20.000
__import__.product_2931137,6.50,7.00,15.00,5.000,15.000
__import__.product_2931145,2.00,6.50,15.00,20.000,40.000
__import__.product_2932549,0,0,0,30.000,70.000
__import__.product_2932754,2.70,6.90,2.70,43.000,218.000
__import__.product_2932762,3.30,11.60,3.30,43.000,199.000
__import__.product_2934800,0,0,0,2.000,4.000
__import__.product_2935161,9.00,2.30,11.50,6.000,15.000
__import__.product_2935252,5.20,10.20,5.20,6.000,12.000
__import__.product_2935773,0,0,0,2.000,4.000
__import__.product_2936706,7.00,15.00,7.00,10.000,25.000
__import__.product_2941086,6.80,9.30,6.80,20.000,45.000
__import__.product_2941094,4.60,8.70,4.60,24.000,65.000
__import__.product_2943264,4.80,11.40,8.40,2.000,4.000
__import__.product_2945590,21.70,2.50,5.20,150.000,320.000
__import__.product_2947760,10.30,5.00,4.70,6.000,20.000
__import__.product_2947778,11.90,3.10,5.20,20.000,67.000
__import__.product_2947786,0,0,0,10.000,38.000
__import__.product_2948396,0,0,0,8.000,18.000
__import__.product_2948412,18.00,7.60,8.20,7.000,21.000
__import__.product_2949980,0,0,0,19.000,65.000
__import__.product_2951481,3.30,11.20,3.40,75.000,308.000
__import__.product_2951499,3.30,11.10,3.20,100.000,240.000
__import__.product_2951515,5.60,8.10,3.00,25.000,100.000
__import__.product_2951523,4.20,12.20,4.20,30.000,60.000
__import__.product_2951531,5.10,12.60,5.20,5.000,15.000
__import__.product_2954386,5.10,12.30,4.00,11.000,37.000
__import__.product_2954444,0,0,0,27.000,100.000
__import__.product_2954568,0,0,0,2.000,4.000
__import__.product_2954584,0,0,0,2.000,5.000
__import__.product_2954600,21.20,11.80,7.50,6.000,20.000
__import__.product_2956175,10.60,2.00,10.50,26.000,97.000
__import__.product_2956183,0,0,0,10.000,20.000
__import__.product_2956191,0,0,0,28.000,67.000
__import__.product_2956209,0,0,0,10.000,20.000
__import__.product_2957041,0,0,0,1.000,4.000
__import__.product_2960359,11.30,7.30,6.20,6.000,12.000
__import__.product_2960367,11.30,7.50,6.20,12.000,25.000
__import__.product_2960375,11.20,7.30,6.20,10.000,20.000
__import__.product_2962645,0,0,0,35.000,178.000
__import__.product_2963767,12.00,5.00,6.50,10.000,25.000
__import__.product_2963783,6.70,12.80,5.20,20.000,40.000
__import__.product_2967107,5.90,10.40,4.90,42.000,142.000
__import__.product_2967115,5.20,9.00,3.20,80.000,204.000
__import__.product_2970812,12.50,4.20,11.30,8.000,20.000
__import__.product_2970846,0,0,0,3.000,8.000
__import__.product_2970853,0,0,0,2.000,4.000
__import__.product_2972289,4.20,6.70,4.20,75.000,200.000
__import__.product_2972297,4.20,8.30,4.20,57.000,211.000
__import__.product_2972305,4.20,9.60,4.20,30.000,65.000
__import__.product_2975613,17.30,11.20,9.70,2.000,8.000
__import__.product_2978187,12.80,4.20,8.70,12.000,43.000
__import__.product_2978989,0,0,0,4.000,8.000
__import__.product_2979854,0,0,0,1.000,2.000
__import__.product_2987691,18.30,2.90,3.80,16.000,40.000
__import__.product_2990679,0,0,0,3.000,8.000
__import__.product_2990687,0,0,0,10.000,20.000
__import__.product_2990695,0,0,0,2.000,5.000
__import__.product_2995033,0,0,0,2.000,4.000
__import__.product_2997674,17.00,22.70,29.30,10.000,20.000
__import__.product_3002813,6.80,15.50,7.00,12.000,50.000
__import__.product_3002821,5.60,10.50,5.70,11.000,37.000
__import__.product_3002847,14.80,2.60,2.60,98.000,364.000
__import__.product_3002912,5.40,16.30,5.50,6.000,12.000
__import__.product_3004413,0,0,0,30.000,60.000
__import__.product_3004421,0,0,0,8.000,16.000
__import__.product_3004447,0,0,0,12.000,36.000
__import__.product_3008455,21.60,4.30,42.10,10.000,20.000
__import__.product_3011293,0,0,0,3.000,9.000
__import__.product_3011301,0,0,0,1.000,2.000
__import__.product_3011327,0,0,0,1.000,2.000
__import__.product_3011335,0,0,0,1.000,2.000
__import__.product_3011350,0,0,0,2.000,3.000
__import__.product_3014313,0,0,0,38.000,60.000
__import__.product_3016003,0,0,0,6.000,12.000
__import__.product_3019163,7.30,20.70,7.30,15.000,33.000
__import__.product_3022182,0,0,0,31.000,105.000
__import__.product_3022621,0,0,0,3.000,11.000
__import__.product_3023140,20.00,16.00,29.00,10.000,20.000
__import__.product_3023157,10.00,13.00,20.00,10.000,28.000
__import__.product_3023553,0,0,0,10.000,20.000
__import__.product_3025848,5.60,8.30,3.00,97.000,360.000
__import__.product_3026069,10.80,14.70,12.50,1.000,2.000
__import__.product_3026770,0,0,0,10.000,20.000
__import__.product_3031895,0,0,0,5.000,10.000
__import__.product_3031978,0,0,0,4.000,12.000
__import__.product_3031986,0,0,0,24.000,48.000
__import__.product_3031994,0,0,0,7.000,21.000
__import__.product_3032877,5.40,9.20,5.40,42.000,90.000
__import__.product_3033768,0,0,0,32.000,118.000
__import__.product_3035232,0,0,0,1.000,2.000
__import__.product_3035938,0,0,0,56.000,230.000
__import__.product_3038825,0,0,0,15.000,40.000
__import__.product_3039740,5.40,11.20,3.90,10.000,21.000
__import__.product_3039989,25.80,9.70,16.40,6.000,12.000
__import__.product_3039997,0,0,0,5.000,8.000
__import__.product_3041282,19.60,9.90,14.90,20.000,63.000
__import__.product_3041829,0,0,0,20.000,65.000
__import__.product_3045119,0,0,0,23.000,84.000
__import__.product_3045523,0,0,0,2.000,4.000
__import__.product_3045580,0,0,0,2.000,4.000
__import__.product_3047271,0,0,0,4.000,10.000
__import__.product_3047289,0,0,0,20.000,40.000
__import__.product_3047305,0,0,0,12.000,30.000
__import__.product_3048741,0,0,0,144.000,420.000
__import__.product_3049848,0,0,0,2.000,3.000
__import__.product_3050499,0,0,0,3.000,6.000
__import__.product_3051257,0,0,0,3.000,9.000
__import__.product_3052115,0,0,0,10.000,20.000
__import__.product_3052388,0,0,0,10.000,32.000
__import__.product_3052685,0,0,0,6.000,12.000
__import__.product_3052693,0,0,0,2.000,6.000
__import__.product_3056852,23.00,2.80,28.50,3.000,6.000
__import__.product_3057213,0,0,0,10.000,18.000
__import__.product_3074234,0,0,0,10.000,35.000
__import__.product_3074440,0,0,0,20.000,65.000
__import__.product_3074465,0,0,0,4.000,12.000
__import__.product_3074473,0,0,0,2.000,6.000
__import__.product_3079662,0,0,0,2.000,5.000
__import__.product_3080058,0,0,0,10.000,20.000
__import__.product_3080066,0,0,0,10.000,20.000
__import__.product_3080272,18.50,13.00,31.50,2.000,4.000
__import__.product_3084092,0,0,0,51.000,110.000
__import__.product_3085628,0,0,0,25.000,55.000
__import__.product_3085867,0,0,0,3.000,6.000
__import__.product_3086121,0,0,0,50.000,90.000
__import__.product_3086147,0,0,0,120.000,300.000
__import__.product_3087301,0,0,0,20.000,50.000
__import__.product_3087319,0,0,0,3.000,4.000
__import__.product_3087335,0,0,0,100.000,180.000
__import__.product_3087343,0,0,0,35.000,75.000
__import__.product_3087350,0,0,0,7.000,12.000
__import__.product_3087368,0,0,0,30.000,60.000
__import__.product_3087376,0,0,0,5.000,10.000
__import__.product_3087384,0,0,0,100.000,210.000
__import__.product_3087392,0,0,0,10.000,20.000
__import__.product_3089067,0,0,0,41.000,168.000
__import__.product_3089075,0,0,0,20.000,40.000
__import__.product_3089083,0,0,0,34.000,140.000
__import__.product_3089091,0,0,0,26.000,105.000
__import__.product_3089109,0,0,0,12.000,24.000
__import__.product_3091576,0,0,0,20.000,40.000
__import__.product_3092178,0,0,0,10.000,20.000
__import__.product_3094307,0,0,0,11.000,37.000
__import__.product_3096355,27.00,4.00,24.00,1.000,2.000
__import__.product_3103801,0,0,0,20.000,82.000
__import__.product_3103819,0,0,0,200.000,500.000
__import__.product_3103827,0,0,0,39.000,131.000
__import__.product_3103835,0,0,0,200.000,400.000
__import__.product_3103843,0,0,0,150.000,300.000
__import__.product_3103868,0,0,0,50.000,100.000
__import__.product_3103876,0,0,0,100.000,200.000
__import__.product_3103884,0,0,0,200.000,460.000
__import__.product_3103892,0,0,0,150.000,400.000
__import__.product_3109634,0,0,0,10.000,20.000
__import__.product_3109907,0,0,0,10.000,20.000
__import__.product_3111622,0,0,0,48.000,96.000
__import__.product_3113198,0,0,0,3.000,7.000
__import__.product_3113412,0,0,0,400.000,1284.000
__import__.product_3113776,0,0,0,41.000,150.000
__import__.product_3116183,0,0,0,8.000,25.000
__import__.product_3116480,0,0,0,10.000,20.000
__import__.product_3120060,0,0,0,100.000,200.000
__import__.product_3120250,0,0,0,30.000,89.000
__import__.product_3126687,0,0,0,5.000,10.000
__import__.product_3127958,0,0,0,75.000,309.000
__import__.product_3129657,0,0,0,63.000,140.000
__import__.product_3129665,0,0,0,15.000,30.000
__import__.product_3129673,0,0,0,30.000,101.000
__import__.product_3129681,0,0,0,36.000,87.000
__import__.product_3129707,0,0,0,30.000,60.000
__import__.product_3129715,0,0,0,100.000,200.000
__import__.product_3130655,0,0,0,48.000,150.000
__import__.product_3130663,0,0,0,24.000,50.000
__import__.product_3133162,0,0,0,13.000,52.000
__import__.product_3133212,0,0,0,7.000,15.000
__import__.product_3134160,0,0,0,10.000,20.000
__import__.product_3138120,0,0,0,7.000,12.000
__import__.product_3142619,0,0,0,10.000,22.000
__import__.product_3142718,0,0,0,64.000,150.000
__import__.product_3142726,0,0,0,60.000,148.000
__import__.product_3145026,0,0,0,100.000,200.000
__import__.product_3145125,0,0,0,240.000,480.000
__import__.product_3150869,0,0,0,3.000,6.000
__import__.product_3152667,0,0,0,11.000,27.000
__import__.product_3154754,0,0,0,38.000,157.000
__import__.product_3157476,0,0,0,1.000,2.000
__import__.product_3164605,0,0,0,51.000,126.000
__import__.product_3179181,0,0,0,24.000,87.000
__import__.product_3179207,0,0,0,20.000,50.000
__import__.product_3187051,0,0,0,10.000,40.000
__import__.product_3187069,0,0,0,1.000,3.000
__import__.product_3203411,0,0,0,20.000,80.000
__import__.product_3204047,0,0,0,12.000,24.000
__import__.product_3204500,0,0,0,6.000,12.000
__import__.product_3204526,0,0,0,48.000,96.000
__import__.product_3204609,0,0,0,24.000,48.000
__import__.product_3204625,0,0,0,36.000,84.000
__import__.product_3204906,0,0,0,48.000,72.000
__import__.product_3213806,0,0,0,8.000,27.000
__import__.product_3228855,0,0,0,27.000,55.000
__import__.product_3233798,0,0,0,1.000,2.000
__import__.product_3237765,0,0,0,20.000,44.000
__import__.product_3254570,0,0,0,20.000,40.000
__import__.product_3267945,3.20,13.20,5.30,18.000,36.000
__import__.product_3268018,9.00,15.00,11.00,8.000,15.000
__import__.product_3269461,3.50,13.20,5.30,10.000,20.000
__import__.product_3272440,0,0,0,3.000,5.000
__import__.product_3272457,0,0,0,3.000,5.000
__import__.product_3276631,0,0,0,2.000,4.000
__import__.product_3277126,6.20,14.00,26.50,12.000,24.000
__import__.product_3277159,0,0,0,3.000,9.000
__import__.product_3281946,9.00,15.00,11.00,2.000,5.000
__import__.product_3294015,0,0,0,10.000,25.000
__import__.product_3296308,0,0,0,120.000,210.000
__import__.product_3296407,0,0,0,10.000,20.000
__import__.product_3296415,0,0,0,60.000,140.000
__import__.product_3296423,0,0,0,30.000,60.000
__import__.product_3308731,0,0,0,2.000,5.000
__import__.product_3309184,0,0,0,10.000,22.000
__import__.product_3317104,0,0,0,120.000,200.000
__import__.product_3319324,2.00,9.00,6.00,2.000,5.000
__import__.product_3319357,0,0,0,1.000,2.000
__import__.product_3319860,0,0,0,6.000,10.000
__import__.product_3319878,0,0,0,2.000,4.000
__import__.product_3327384,0,0,0,12.000,24.000
__import__.product_3338951,0,0,0,24.000,60.000
__import__.product_3350113,0,0,0,14.000,26.000
__import__.product_3355815,0,0,0,4.000,8.000
__import__.product_3364346,0,0,0,20.000,50.000
__import__.product_3364361,0,0,0,20.000,40.000
__import__.product_3367620,0,0,0,10.000,20.000
__import__.product_3380433,0,0,0,6.000,12.000
__import__.product_3380458,0,0,0,6.000,12.000
__import__.product_3380466,0,0,0,6.000,12.000
__import__.product_3381829,0,0,0,100.000,200.000
__import__.product_3384005,0,0,0,20.000,45.000
__import__.product_3401825,0,0,0,40.000,80.000
__import__.product_3407400,0,0,0,12.000,24.000
__import__.product_3410156,5.30,10.40,5.40,10.000,20.000
__import__.product_3412889,0,0,0,20.000,40.000
__import__.product_3414620,0,0,0,40.000,70.000
__import__.product_3415759,0,0,0,3.000,6.000
__import__.product_3420452,0,0,0,30.000,60.000
__import__.product_3420478,0,0,0,25.000,50.000
__import__.product_3426970,0,0,0,6.000,12.000
__import__.product_3430238,0,0,0,20.000,40.000
__import__.product_3439460,11.00,31.00,20.00,2.000,4.000
__import__.product_3443181,0,0,0,6.000,12.000
__import__.product_3443199,0,0,0,6.000,12.000
__import__.product_3443249,0,0,0,12.000,24.000
__import__.product_3455390,9.60,3.50,9.80,2.000,4.000
__import__.product_3455394,9.50,3.50,9.90,4.000,6.000
__import__.product_3455395,9.50,3.50,9.90,2.000,4.000
__import__.product_3455870,0,0,0,6.000,12.000
__import__.product_3491453,0,0,0,20.000,48.000
__import__.product_3491743,0,0,0,24.000,36.000
__import__.product_3495157,0,0,0,14.000,30.000
__import__.product_3501244,23.00,6.00,31.00,1.000,2.000
__import__.product_3508223,0,0,0,10.000,20.000
__import__.product_3510518,0,0,0,3.000,6.000
__import__.product_3535580,0,0,0,6.000,10.000
__import__.product_3535846,0,0,0,6.000,10.000
__import__.product_3541463,5.30,14.00,5.30,12.000,22.000
__import__.product_3541737,0,0,0,6.000,12.000
__import__.product_3550506,0,0,0,36.000,60.000
__import__.product_3577095,0,0,0,1.000,2.000
__import__.product_3587268,0,0,0,20.000,40.000
__import__.product_3597267,0,0,0,15.000,35.000
__import__.product_3606761,0,0,0,6.000,10.000
__import__.product_3607702,6.00,14.00,20.00,40.000,70.000
__import__.product_3607710,20.00,14.00,6.00,60.000,120.000
__import__.product_3611449,0,0,0,3.000,6.000
__import__.product_3612025,6.00,33.00,18.00,1.000,2.000
__import__.product_3612363,6.00,33.00,18.00,1.000,2.000
__import__.product_3612397,6.00,33.00,18.00,1.000,2.000
__import__.product_3614765,4.00,12.00,5.00,48.000,96.000
__import__.product_3632676,0,0,0,4.000,12.000
__import__.product_3640695,0,0,0,120.000,240.000
__import__.product_3641867,0,0,0,6.000,10.000
__import__.product_3641909,0,0,0,6.000,12.000
__import__.product_3642915,0,0,0,12.000,24.000
__import__.product_3642923,3.00,14.00,6.00,60.000,120.000
__import__.product_3659406,0,0,0,6.000,12.000
__import__.product_3664471,0,0,0,2.000,4.000
__import__.product_3676178,0,0,0,300.000,500.000
__import__.product_3679727,0,0,0,2.000,4.000
__import__.product_3695756,0,0,0,24.000,48.000
__import__.product_4004130,0,0,0,300.000,500.000
__import__.product_4007221,0,0,0,6.000,20.000
__import__.product_4097173,8.70,1.30,12.00,500.000,700.000
__import__.product_4116755,6.50,2.70,21.40,10.000,30.000
__import__.product_4140102,10.00,23.00,21.00,7.000,14.000
__import__.product_4140112,0,0,0,38.000,70.000
__import__.product_4200130,12.80,10.30,57.90,30.000,48.000
__import__.product_4215095,14.10,12.40,8.60,2.000,6.000
__import__.product_4218313,5.50,5.50,17.00,24.000,48.000
__import__.product_4218331,8.00,8.00,19.00,120.000,240.000
__import__.product_4219104,9.00,12.60,14.50,1.000,3.000
__import__.product_4241806,0,0,0,36.000,60.000
__import__.product_4263111,4.00,2.20,13.00,50.000,150.000
__import__.product_4290045,23.00,11.00,30.00,2.000,5.000
__import__.product_4321557,4.20,16.00,4.20,4.000,12.000
__import__.product_4327790,18.50,28.90,13.00,8.000,16.000
__import__.product_4344073,7.20,23.80,7.20,6.000,18.000
__import__.product_4344096,26.00,37.00,29.70,3.000,5.000
__import__.product_4367921,4.90,0,8.40,40.000,133.000
__import__.product_4373726,4.90,4.70,8.40,126.000,468.000
__import__.product_4379752,7.20,23.70,7.20,7.000,17.000
__import__.product_4388254,3.20,8.50,3.20,10.000,35.000
__import__.product_4391049,5.00,15.30,5.00,14.000,39.000
__import__.product_4427161,4.50,7.40,4.50,2.000,5.000
__import__.product_4447086,4.50,7.40,4.50,10.000,24.000
__import__.product_4447092,5.00,15.30,5.00,17.000,57.000
__import__.product_4449582,24.00,27.00,34.00,18.000,45.000
__import__.product_4456576,9.00,25.00,9.00,18.000,37.000
__import__.product_4461838,4.40,17.90,4.40,27.000,100.000
__import__.product_4461844,4.00,16.50,4.00,8.000,32.000
__import__.product_4483403,7.40,16.30,7.40,2.000,6.000
__import__.product_4484644,4.50,8.80,4.50,10.000,35.000
__import__.product_4484650,4.50,7.40,4.50,8.000,26.000
__import__.product_4494200,8.00,21.00,5.00,16.000,33.000
__import__.product_4527891,3.60,15.50,3.60,3.000,9.000
__import__.product_4527916,4.50,7.40,4.50,15.000,35.000
__import__.product_4550242,18.60,17.00,19.20,1.000,50.000
__import__.product_4582737,3.70,7.20,3.70,7.000,22.000
__import__.product_4635244,10.30,13.20,18.00,2.000,3.000
__import__.product_4665512,4.70,8.40,4.70,25.000,85.000
__import__.product_4665759,8.50,25.00,8.50,12.000,24.000
__import__.product_4665791,0,0,0,10.000,20.000
__import__.product_4696760,8.00,20.80,4.90,6.000,13.000
__import__.product_4705138,0,0,0,1.000,2.000
__import__.product_4705139,0,0,0,1.000,2.000
__import__.product_4705140,0,0,0,1.000,2.000
__import__.product_4705141,0,0,0,1.000,2.000
__import__.product_4705142,0,0,0,1.000,2.000
__import__.product_4789711,4.60,8.80,3.70,4.000,13.000
__import__.product_4896708,0,0,0,2.000,5.000
__import__.product_4901408,0,0,0,800.000,1400.000
__import__.product_4901409,0,0,0,556.000,1201.000
__import__.product_4901607,0,0,0,10.000,20.000
__import__.product_4922543,23.00,11.20,31.00,19.000,40.000
__import__.product_4950052,0,0,0,12.000,24.000
__import__.product_4970041,23.50,11.10,31.00,41.000,130.000
__import__.product_4980040,23.00,11.00,30.00,40.000,87.000
__import__.product_4990043,23.40,6.00,31.00,87.000,161.000
__import__.product_5000002,15.10,22.70,18.80,12.000,18.000
__import__.product_5000003,4.00,16.00,4.00,24.000,36.000
__import__.product_5000004,6.60,26.00,8.90,6.000,9.000
__import__.product_5000031,4.60,13.50,4.60,6.000,9.000
__import__.product_5000032,4.50,12.10,4.50,2.000,9.000
__import__.product_5000190,0,0,0,2.000,12.000
__import__.product_5000717,0,0,0,1.000,2.000
__import__.product_5000819,0,0,0,1.000,6.000
__import__.product_5000823,0,0,0,1.000,6.000
__import__.product_5001010,1.00,5.40,9.20,3.000,6.000
__import__.product_5001035,0,0,0,5.000,10.000
__import__.product_5001036,0,0,0,5.000,10.000
__import__.product_5001037,0,0,0,5.000,10.000
__import__.product_5001038,0,0,0,5.000,10.000
__import__.product_5001621,0,0,0,4.000,8.000
__import__.product_5001919,5.00,1.00,8.20,33.000,44.000
__import__.product_5002016,5.80,5.80,12.50,1.000,2.000
__import__.product_5002534,7.00,0.50,11.50,200.000,400.000
__import__.product_5003061,3.00,17.00,12.00,10.000,15.000
__import__.product_5003580,0,0,0,2.000,15.000
__import__.product_5003590,0,0,0,5.000,15.000
__import__.product_5008455,0,0,0,2.000,4.000
__import__.product_5010001,0,0,0,1.000,2.000
__import__.product_5010002,0,0,0,1.000,2.000
__import__.product_5010005,0,0,0,1.000,2.000
__import__.product_5010030,0,0,0,1.000,2.000
__import__.product_5010031,0,0,0,1.000,2.000
__import__.product_5010032,0,0,0,1.000,2.000
__import__.product_5010048,0,0,0,2.000,4.000
__import__.product_5010102,0,0,0,2.000,4.000
__import__.product_5010281,5.00,5.00,34.00,5.000,10.000
__import__.product_5010282,5.50,7.50,25.00,3.000,6.000
__import__.product_5010683,1.70,5.00,2.50,20.000,40.000
__import__.product_5011801,0,0,0,2.000,5.000
__import__.product_5011838,24.70,8.20,8.50,2.000,5.000
__import__.product_5015019,0,0,0,1.000,10.000
__import__.product_5017452,0,0,0,1.000,2.000
__import__.product_5017920,0,0,0,2.000,4.000
__import__.product_5017935,0,0,0,2.000,12.000
__import__.product_5017945,0,0,0,1.000,10.000
__import__.product_5017955,0,0,0,2.000,10.000
__import__.product_5020021,0,0,0,4.000,8.000
__import__.product_5020691,0,0,0,2.000,4.000
__import__.product_5020939,0,0,0,10.000,20.000
__import__.product_5020949,0,0,0,10.000,20.000
__import__.product_5021237,0,0,0,1.000,5.000
__import__.product_5023315,0,0,0,1.000,2.000
__import__.product_5023326,0,0,0,1.000,12.000
__import__.product_5023698,0,0,0,1.000,12.000
__import__.product_5025294,7.30,7.00,31.50,1.000,2.000
__import__.product_5026627,0,0,0,2.000,4.000
__import__.product_5027050,0,0,0,1.000,2.000
__import__.product_5027101,5.50,17.50,5.50,4.000,6.000
__import__.product_5030600,0,0,0,2.000,15.000
__import__.product_5031200,0,0,0,3.000,6.000
__import__.product_5031270,0,0,0,1.000,2.000
__import__.product_5031421,1.00,3.70,18.50,10.000,20.000
__import__.product_5035037,40.00,6.00,13.50,50.000,150.000
__import__.product_5036001,0,0,0,1.000,2.000
__import__.product_5036024,0,0,0,1.000,2.000
__import__.product_5036989,5.50,0.80,6.60,4.000,15.000
__import__.product_5039000,12.80,18.20,3.60,10.000,10.000
__import__.product_5039008,4.80,7.40,4.80,2.000,4.000
__import__.product_5039009,3.90,7.50,3.90,5.000,10.000
__import__.product_5039010,3.90,7.50,3.90,5.000,10.000
__import__.product_5039012,3.90,7.50,3.90,50.000,100.000
__import__.product_5039022,12.60,3.60,18.00,3.000,6.000
__import__.product_5039023,12.80,4.00,18.00,5.000,5.000
__import__.product_5039032,0,0,0,10.000,13.000
__import__.product_5039033,0,0,0,10.000,20.000
__import__.product_5039810,6.00,6.20,14.40,2.000,4.000
__import__.product_5040035,0,0,0,2.000,4.000
__import__.product_5040093,9.10,10.70,9.10,3.000,6.000
