id,width,depth,length,indicated_price
__import__.product_6267606,0,0,0,15.80
__import__.product_6267608,0,0,0,55.50
__import__.product_6267609,0,0,0,5.40
__import__.product_6267610,0,0,0,15.50
__import__.product_6267612,0,0,0,13.50
__import__.product_6267613,0,0,0,27.50
__import__.product_6267614,0,0,0,48.50
__import__.product_6267615,0,0,0,13.50
__import__.product_6267616,0,0,0,27.50
__import__.product_6267617,0,0,0,48.50
__import__.product_6267618,0,0,0,15.50
__import__.product_6267619,0,0,0,30.50
__import__.product_6267620,0,0,0,54.00
__import__.product_6267621,0,0,0,16.10
__import__.product_6267623,0,0,0,56.50
__import__.product_6267624,0,0,0,16.10
__import__.product_6267625,0,0,0,56.50
__import__.product_6267626,0,0,0,15.50
__import__.product_6267627,0,0,0,30.50
__import__.product_6267628,0,0,0,54.00
__import__.product_6267629,0,0,0,4.80
__import__.product_6267631,0,0,0,57.00
__import__.product_6267632,0,0,0,4.10
__import__.product_6267633,0,0,0,14.50
__import__.product_6267634,0,0,0,44.30
__import__.product_6267635,0,0,0,4.10
__import__.product_6267636,0,0,0,14.50
__import__.product_6267637,0,0,0,44.30
__import__.product_6267638,0,0,0,4.80
__import__.product_6267640,0,0,0,57.00
__import__.product_6267641,0,0,0,4.80
__import__.product_6267643,0,0,0,57.00
__import__.product_6267644,0,0,0,4.80
__import__.product_6267646,0,0,0,57.00
__import__.product_6267647,0,0,0,4.80
__import__.product_6267649,0,0,0,57.00
__import__.product_6277039,0,0,0,173.80
__import__.product_6313786,0,0,0,45.70
__import__.product_6319500,0,0,0,22.80
__import__.product_6334705,0,0,0,5.80
__import__.product_6350300,10.00,17.00,10.00,9.90
__import__.product_6350523,0,0,0,15.80
__import__.product_6350560,19.80,31.50,23.00,93.40
__import__.product_6350568,0,0,0,59.10
__import__.product_6355024,0,0,0,99999999999.90
__import__.product_6390009,0,0,0,5.30
__import__.product_6390015,0,0,0,1.00
__import__.product_6401054,0,0,0,0.70
__import__.product_6401079,0,0,0,6.00
__import__.product_6420005,0,0,0,27.50
__import__.product_6446004,0,0,0,72.70
__import__.product_6450023,0,0,0,1796.20
__import__.product_6600821,4.20,17.20,4.20,10.10
__import__.product_6600823,8.40,23.30,8.40,68.00
__import__.product_6602088,7.50,7.50,12.00,9.50
__import__.product_6655004,0,0,0,239.20
__import__.product_6655558,10.20,13.30,10.20,26.40
__import__.product_6687372,0,0,0,38.40
__import__.product_6691652,0,0,0,38.80
__import__.product_6694002,0,0,0,5.10
__import__.product_6701548,6.50,13.30,6.50,24.50
__import__.product_6701554,4.10,12.80,4.10,13.80
__import__.product_6713592,2.70,6.20,2.70,12.20
__import__.product_6725224,0,0,0,48.00
__import__.product_6731029,0,0,0,10.80
__import__.product_6735702,4.80,2.00,8.90,11.30
__import__.product_6758614,14.70,2.10,11.20,46.10
__import__.product_6759602,2.40,5.80,2.40,22.40
__import__.product_6764069,0,0,0,21.10
__import__.product_6771098,0,0,0,15.50
__import__.product_6771773,0,0,0,634.30
__import__.product_6804194,0,0,0,22.00
__import__.product_6817311,0,0,0,52.30
__import__.product_6824194,0,0,0,34.00
__import__.product_6824198,0,0,0,4.10
__import__.product_6824211,22.90,10.40,30.40,38.40
__import__.product_6824235,0,0,0,4.10
__import__.product_6824369,20.90,10.10,26.00,18.00
__import__.product_6824460,0,0,0,36.00
__import__.product_6824599,20.60,11.90,22.70,29.00
__import__.product_6824818,0,0,0,41.50
__import__.product_6824977,0,0,0,23.80
__import__.product_6824978,0,0,0,23.80
__import__.product_6824979,0,0,0,23.80
__import__.product_6824981,0,0,0,23.80
__import__.product_6825000,0,0,0,32.90
__import__.product_6825001,20.60,11.90,22.70,29.00
__import__.product_6825002,31.00,10.00,38.00,64.50
__import__.product_6825005,0,0,0,60.90
__import__.product_6825015,0,0,0,2.60
__import__.product_6825019,20.60,11.90,22.70,29.00
__import__.product_6825197,15.00,11.10,22.20,40.50
__import__.product_6825204,0,0,0,36.90
__import__.product_6825224,0,0,0,23.00
__import__.product_6825266,0,0,0,31.50
__import__.product_6825280,0,0,0,31.50
__import__.product_6825285,0,0,0,36.90
__import__.product_6825286,15.00,11.10,22.20,42.90
__import__.product_6825288,0,0,0,36.90
__import__.product_6827187,20.60,11.90,22.70,25.30
__import__.product_6827551,0,0,0,37.80
__import__.product_6827553,0,0,0,37.20
__import__.product_6827556,0,0,0,37.80
__import__.product_6827557,0,0,0,34.80
__import__.product_6827999,20.60,11.90,22.70,25.30
__import__.product_6828029,20.60,11.90,22.70,25.30
__import__.product_6828799,20.60,11.90,22.70,25.30
__import__.product_6828899,20.60,11.90,22.70,25.30
__import__.product_6828905,20.60,11.90,22.70,25.30
__import__.product_6829041,0,0,0,34.80
__import__.product_6829456,26.10,8.00,36.00,38.40
__import__.product_6829540,20.60,11.90,22.70,19.00
__import__.product_6829874,20.60,11.90,22.70,25.30
__import__.product_6835869,0,0,0,5.80
__import__.product_6836389,7.00,9.80,7.40,7.20
__import__.product_6837584,6.70,8.20,6.90,11.20
__import__.product_6840005,0,0,0,51.20
__import__.product_6840007,8.80,22.10,8.80,18.40
__import__.product_6847499,4.80,2.40,7.00,7.10
__import__.product_6847789,7.30,11.70,7.30,16.20
__import__.product_6885821,0,0,0,7.00
__import__.product_6890147,9.10,4.00,10.60,12.50
__import__.product_6892399,5.70,1.90,11.70,5.80
__import__.product_6911636,0,0,0,9.90
__import__.product_6938724,0,0,0,13.60
__import__.product_6971940,0,0,0,73.30
__import__.product_6971963,0,0,0,75.30
__import__.product_6993752,0,0,0,23.90
__import__.product_7050188,0,0,0,30.30
__import__.product_7051561,0,0,0,22.70
__import__.product_7064776,19.40,9.60,28.60,31.00
__import__.product_7064799,19.40,9.60,28.60,31.00
__import__.product_7079010,0,0,0,63.40
__import__.product_7080019,0,0,0,14.40
__import__.product_7105995,19.40,9.60,28.60,31.00
__import__.product_7106003,19.40,9.60,28.60,31.00
__import__.product_7110016,0,0,0,42.10
__import__.product_7110024,0,0,0,1186.80
__import__.product_7140123,0,0,0,5.00
__import__.product_7140309,0,0,0,131.60
__import__.product_7140534,0,0,0,1.00
__import__.product_7144154,0,0,0,5.00
__import__.product_7145000,0,0,0,124.30
__import__.product_7145003,0,0,0,98.40
__import__.product_7145741,0,0,0,17.50
__import__.product_7149571,0,0,0,309.70
__import__.product_7196779,29.60,11.50,32.80,31.50
__import__.product_7197052,20.60,11.90,22.70,29.00
__import__.product_7197098,20.60,11.90,22.70,29.00
__import__.product_7241362,20.60,11.90,22.70,25.30
__import__.product_7317361,0,0,0,9.20
__import__.product_7356711,0,0,0,36.80
__import__.product_7369547,20.60,11.90,22.70,29.00
__import__.product_7384003,0,0,0,74.60
__import__.product_7388929,0,0,0,12.30
__import__.product_7388930,0,0,0,27.30
__import__.product_7388931,0,0,0,31.20
__import__.product_7388932,0,0,0,31.20
__import__.product_7388933,0,0,0,5.00
__import__.product_7388935,0,0,0,14.20
__import__.product_7388941,0,0,0,14.20
__import__.product_7413014,0,0,0,1.00
__import__.product_7415314,0,0,0,104.50
__import__.product_7415318,0,0,0,16.70
__import__.product_7421908,0,0,0,17.70
__import__.product_7421940,0,0,0,16.50
__import__.product_7456012,0,0,0,40.00
__import__.product_7458481,14.40,26.70,14.40,72.20
__import__.product_7500411,14.40,5.40,14.40,19.60
__import__.product_7500421,15.30,6.90,15.30,26.20
__import__.product_7500441,16.90,14.00,18.20,49.60
__import__.product_7521906,0,0,0,8.70
__import__.product_7594184,3.70,7.30,3.70,11.10
__import__.product_7660975,3.60,14.50,3.60,14.50
__import__.product_7710004,0,0,0,274.00
__import__.product_7721014,6.70,12.30,6.70,21.60
__import__.product_7721023,0,0,0,10.70
__import__.product_7732004,0,0,0,20.80
__import__.product_7732099,0,0,0,11.90
__import__.product_7735003,0,0,0,8.90
__import__.product_7735008,6.10,14.50,6.10,1.00
__import__.product_7735037,0,0,0,5.00
__import__.product_7735089,0,0,0,5.00
__import__.product_7760213,0,0,0,8.20
__import__.product_7760318,0,0,0,69.20
__import__.product_7760319,0,0,0,69.20
__import__.product_7760320,0,0,0,50.00
__import__.product_7760321,0,0,0,50.00
__import__.product_7760343,0,0,0,75.50
__import__.product_7760500,0,0,0,15.40
__import__.product_7764029,0,0,0,16.00
__import__.product_7764034,0,0,0,24.00
__import__.product_7764038,0,0,0,16.00
__import__.product_7764047,6.20,3.00,11.00,36.00
__import__.product_7764048,0,0,0,136.00
__import__.product_7764051,12.60,16.00,8.00,22.00
__import__.product_7764053,0,0,0,75.00
__import__.product_7764056,12.50,15.80,7.50,19.00
__import__.product_7764069,0,0,0,33.30
__import__.product_7764071,0,0,0,60.00
__import__.product_7764074,0,0,0,48.00
__import__.product_7764080,0,0,0,9.30
__import__.product_7764414,0,0,0,17.30
__import__.product_7764704,17.50,15.60,19.00,26.00
__import__.product_776475,0,0,0,25.00
__import__.product_7764989,11.50,11.90,5.00,54.90
__import__.product_7865000,0,0,0,5.50
__import__.product_7865002,0,0,0,12.50
__import__.product_7865007,0,0,0,12.00
__import__.product_7865008,0,0,0,63.00
__import__.product_7865009,0,0,0,11.00
__import__.product_7865010,0,0,0,58.00
__import__.product_7865012,0,0,0,48.50
__import__.product_7865013,0,0,0,11.00
__import__.product_7865014,0,0,0,59.00
__import__.product_7865015,0,0,0,11.00
__import__.product_7865016,0,0,0,11.00
__import__.product_7865017,0,0,0,59.00
__import__.product_7865018,0,0,0,11.00
__import__.product_7865019,0,0,0,5.50
__import__.product_7865020,0,0,0,19.50
__import__.product_7865021,0,0,0,4.80
__import__.product_7865022,0,0,0,17.60
__import__.product_7865023,0,0,0,4.50
__import__.product_7865024,0,0,0,15.60
__import__.product_7865025,0,0,0,4.80
__import__.product_7865026,0,0,0,17.60
__import__.product_7865027,0,0,0,4.80
__import__.product_7865028,0,0,0,17.60
__import__.product_7865029,0,0,0,4.80
__import__.product_7865030,0,0,0,17.60
__import__.product_7865031,0,0,0,59.00
__import__.product_7865032,0,0,0,31.00
__import__.product_7865033,0,0,0,31.00
__import__.product_7865034,0,0,0,6.40
__import__.product_7865035,0,0,0,16.00
__import__.product_7865036,0,0,0,35.00
__import__.product_7865037,0,0,0,33.00
__import__.product_7865038,0,0,0,34.00
__import__.product_7865040,0,0,0,29.00
__import__.product_7865041,0,0,0,29.00
__import__.product_7865042,0,0,0,27.60
__import__.product_7865043,23.50,11.10,31.00,35.00
__import__.product_7865044,0,0,0,27.60
__import__.product_7865047,0,0,0,27.60
__import__.product_7865049,0,0,0,27.60
__import__.product_7865057,19.20,12.80,26.40,26.50
__import__.product_7910036,13.40,5.30,17.60,101.00
__import__.product_7910037,4.60,8.20,4.60,22.10
__import__.product_7915013,0,0,0,40.70
__import__.product_7920067,0,0,0,5.00
__import__.product_7950042,0,0,0,22.80
__import__.product_8002630,0,0,0,120.00
__import__.product_8013077,0,0,0,943.80
__import__.product_8014444,0,0,0,309.00
__import__.product_8020884,0,0,0,28.70
__import__.product_8022478,0,0,0,5.60
__import__.product_8022685,0,0,0,3.50
__import__.product_8025375,0,0,0,88.20
__import__.product_8025672,9.50,1.30,18.00,15.40
__import__.product_8029090,3.70,12.20,3.70,2.00
__import__.product_8029960,0,0,0,1.00
__import__.product_8030000,0,0,0,2.80
__import__.product_8030014,30.80,13.50,24.10,163.60
__import__.product_8037681,0,0,0,33.80
__import__.product_8041180,0,0,0,43.50
__import__.product_8042593,0,0,0,116.90
__import__.product_8045350,0,0,0,15.20
__import__.product_8045367,0,0,0,15.20
__import__.product_8045373,0,0,0,15.20
__import__.product_8045396,0,0,0,15.20
__import__.product_8049307,0,0,0,93.10
__import__.product_8051600,0,0,0,2.80
__import__.product_8056431,7.00,23.00,7.00,10.30
__import__.product_8063052,0,0,0,48.30
__import__.product_8064040,0,0,0,195.50
__import__.product_8084210,0,0,0,14.80
__import__.product_8092527,0,0,0,26.40
__import__.product_8158500,0,0,0,8.70
__import__.product_8158501,0,0,0,6.80
__import__.product_8158504,0,0,0,37.90
__import__.product_8158507,0,0,0,13.70
__import__.product_8158509,0,0,0,25.70
__import__.product_8158515,0,0,0,7.80
__import__.product_8165003,1.50,21.00,10.30,7.10
__import__.product_8165007,1.40,20.80,10.30,7.10
__import__.product_8165010,1.50,21.00,10.20,7.10
__import__.product_8165017,0,0,0,6.70
__import__.product_8165090,0,0,0,8.00
__import__.product_8180019,0,0,0,6.70
__import__.product_8182124,6.00,7.50,6.00,3.00
__import__.product_8183980,0,0,0,3447.60
__import__.product_8184212,0,0,0,55.90
__import__.product_8201825,0,0,0,18.40
__import__.product_8201830,0,0,0,16.70
__import__.product_8221539,0,0,0,6.30
__import__.product_8223047,10.00,22.50,11.00,12.90
__import__.product_8232454,0,0,0,88.80
__import__.product_8242570,0,0,0,40.40
__import__.product_8247131,0,0,0,32.60
__import__.product_8249503,0,0,0,26.30
__import__.product_8249615,0,0,0,40.60
__import__.product_8249621,0,0,0,40.60
__import__.product_8259502,0,0,0,12.50
__import__.product_8259814,16.00,4.40,18.50,20.30
__import__.product_8259835,0,0,0,62.20
__import__.product_8270080,0,0,0,5.00
__import__.product_8270086,0,0,0,13.60
__import__.product_8270103,16.90,11.70,18.20,19.20
__import__.product_8270106,6.90,2.70,12.90,8.70
__import__.product_8270145,0,0,0,50.40
__import__.product_8270227,0,0,0,3.50
__import__.product_8270230,0,0,0,15.70
__import__.product_8270244,0,0,0,45.60
__import__.product_8270288,10.50,3.80,11.20,5.20
__import__.product_8270289,10.90,3.80,11.20,5.20
__import__.product_8270505,12.90,15.50,13.30,59.60
__import__.product_8270540,0,0,0,39.30
__import__.product_8270545,9.70,7.40,9.70,31.50
__import__.product_8270548,0,0,0,92.00
__import__.product_8270550,0,0,0,25.70
__import__.product_8271216,0,0,0,1550.00
__import__.product_8290440,0,0,0,174.00
__import__.product_8290486,0,0,0,41.00
__import__.product_8293504,0,0,0,13.00
__import__.product_8310243,0,0,0,27.90
__import__.product_8330006,0,0,0,5.70
__import__.product_8330010,0,0,0,13.80
__import__.product_8330033,0,0,0,23.10
__import__.product_8330034,0,0,0,21.00
__import__.product_8330050,22.90,20.50,39.10,51.30
__import__.product_8335177,0,0,0,93.10
__import__.product_8341605,15.50,1.30,15.50,9999999999.99
__import__.product_8341611,15.50,2.00,15.50,9999999999.99
__import__.product_8363475,14.00,3.00,14.00,9999999999.99
__import__.product_8452871,0,0,0,2.70
__import__.product_8453089,0,0,0,26.00
__import__.product_8455005,0,0,0,83.20
__import__.product_8455006,0,0,0,4.60
__import__.product_8455010,0,0,0,4.60
__import__.product_8455562,0,0,0,2.70
__import__.product_8455964,0,0,0,16.70
__import__.product_8494214,0,0,0,2.70
__import__.product_8494237,0,0,0,2.60
__import__.product_8494243,0,0,0,2.60
__import__.product_8494266,0,0,0,2.60
__import__.product_8494361,0,0,0,2.70
__import__.product_8494384,0,0,0,2.70
__import__.product_8494651,0,0,0,2.80
__import__.product_8497632,0,0,0,80.10
__import__.product_8825500,0,0,0,42.00
__import__.product_8825600,0,0,0,42.00
__import__.product_8825700,0,0,0,42.00
__import__.product_8825800,0,0,0,42.00
__import__.product_8826100,0,0,0,42.00
__import__.product_8826400,0,0,0,42.00
__import__.product_8826500,0,0,0,42.00
__import__.product_8826600,0,0,0,42.00
__import__.product_8952500,0,0,0,32.90
__import__.product_9003045,0,0,0,11.00
__import__.product_9003058,0,0,0,12.40
__import__.product_9015800,0,0,0,59.90
__import__.product_9040023,0,0,0,7.50
__import__.product_9040094,0,0,0,8.00
__import__.product_9040146,0,0,0,9.00
__import__.product_9040156,0,0,0,31.00
__import__.product_9040167,0,0,0,8.00
__import__.product_9040241,0,0,0,20.50
__import__.product_9040501,0,0,0,5.50
__import__.product_9057151,0,0,0,72.00
__import__.product_9321799,0,0,0,111.00
__import__.product_9352000,19.70,11.10,25.70,14.20
__import__.product_9421000,0,0,0,21.50
__import__.product_9503001,0,0,0,129.40
__import__.product_9505001,0,0,0,14.10
__import__.product_9512003,4.50,16.40,4.40,17.00
__import__.product_9512031,12.80,4.30,9.70,9.60
__import__.product_9515003,0,0,0,1.00
__import__.product_9530260,0,0,0,53.60
