id,width,depth,list_price,length
__import__.product_5042212,0,0,54.70,0
__import__.product_5042300,0,0,200.00,0
__import__.product_5042800,0,0,399.00,0
__import__.product_5042805,0,0,20.00,0
__import__.product_5042810,0,0,350.00,0
__import__.product_5042811,0,0,50.00,0
__import__.product_5043268,0,0,58.00,0
__import__.product_5043270,0,0,58.00,0
__import__.product_5043445,0,0,1.00,0
__import__.product_5043666,0,0,53.30,0
__import__.product_5046001,0,0,212.00,0
__import__.product_5046543,0,0,312.00,0
__import__.product_5046602,0,0,85.00,0
__import__.product_5046612,0,0,85.00,0
__import__.product_5046622,0,0,85.00,0
__import__.product_5046632,0,0,85.00,0
__import__.product_5046987,0,0,45.50,0
__import__.product_5048021,0,0,104.00,0
__import__.product_5048204,0,0,146.00,0
__import__.product_5048248,0,0,154.60,0
__import__.product_5048999,0,0,46.50,0
__import__.product_5052210,0,0,105.60,0
__import__.product_5052211,0,0,105.60,0
__import__.product_5052212,0,0,105.60,0
__import__.product_5052221,0,0,105.60,0
__import__.product_5052226,0,0,105.60,0
__import__.product_5052232,0,0,105.60,0
__import__.product_5052265,0,0,105.60,0
__import__.product_5052272,0,0,105.60,0
__import__.product_5052277,0,0,105.60,0
__import__.product_5052296,0,0,105.60,0
__import__.product_5052302,0,0,42.50,0
__import__.product_5052303,0,0,42.50,0
__import__.product_5052304,0,0,42.50,0
__import__.product_5052305,0,0,42.50,0
__import__.product_5052306,0,0,42.50,0
__import__.product_5052312,0,0,62.50,0
__import__.product_5052313,0,0,62.50,0
__import__.product_5052314,0,0,62.50,0
__import__.product_5052315,0,0,62.50,0
__import__.product_5052351,0,0,39.20,0
__import__.product_5052353,0,0,39.20,0
__import__.product_5052355,0,0,39.20,0
__import__.product_5052356,0,0,39.20,0
__import__.product_5052361,0,0,39.20,0
__import__.product_5052362,0,0,39.20,0
__import__.product_5052363,0,0,39.20,0
__import__.product_5052364,0,0,39.20,0
__import__.product_5052365,0,0,39.20,0
__import__.product_5052366,0,0,39.20,0
__import__.product_5052371,0,0,39.20,0
__import__.product_5052372,0,0,39.20,0
__import__.product_5052373,0,0,39.20,0
__import__.product_5052374,0,0,39.20,0
__import__.product_5052375,0,0,39.20,0
__import__.product_5052376,0,0,39.20,0
__import__.product_5052431,0,0,25.30,0
__import__.product_5052450,0,0,36.50,0
__import__.product_5052451,0,0,36.50,0
__import__.product_5052452,0,0,36.50,0
__import__.product_5052453,0,0,36.50,0
__import__.product_5052454,0,0,36.50,0
__import__.product_5052455,0,0,36.50,0
__import__.product_5052460,0,0,36.50,0
__import__.product_5052461,0,0,36.50,0
__import__.product_5052462,0,0,36.50,0
__import__.product_5052463,0,0,36.50,0
__import__.product_5052464,0,0,36.50,0
__import__.product_5052465,0,0,36.50,0
__import__.product_5054004,0,0,13.80,0
__import__.product_5054204,0,0,12.30,0
__import__.product_5055544,0,0,82.00,0
__import__.product_5058181,0,0,4.90,0
__import__.product_5058182,0,0,4.90,0
__import__.product_5058811,0,0,29.40,0
__import__.product_5058812,0,0,29.40,0
__import__.product_5058813,0,0,29.40,0
__import__.product_5058814,0,0,29.40,0
__import__.product_5058905,0,0,3.70,0
__import__.product_5059436,0,0,229.70,0
__import__.product_5060000,0,0,5.50,0
__import__.product_5060399,0,0,2.40,0
__import__.product_5060515,0,0,100.00,0
__import__.product_5061004,0,0,29.00,0
__import__.product_5061011,0,0,47.00,0
__import__.product_5061906,0,0,553.80,0
__import__.product_5062305,0,0,45.00,0
__import__.product_5062718,0,0,5.50,0
__import__.product_5063201,0,0,3.70,0
__import__.product_5063344,14.30,15.00,24.00,16.60
__import__.product_5063907,0,0,13.20,0
__import__.product_5063910,0,0,23.50,0
__import__.product_5063960,9.00,21.50,8.40,14.00
__import__.product_5064035,0,0,21.50,0
__import__.product_5067070,0,0,7.30,0
__import__.product_5067076,0,0,5.70,0
__import__.product_5067405,0,0,986.70,0
__import__.product_5070006,0,0,330.00,0
__import__.product_5070295,0,0,87.50,0
__import__.product_5070683,0,0,70.90,0
__import__.product_5070809,0,0,137.50,0
__import__.product_5073461,0,0,25.00,0
__import__.product_5074031,0,0,30.30,0
__import__.product_5077501,0,0,56.70,0
__import__.product_5077513,0,0,7.90,0
__import__.product_5078023,0,0,3.40,0
__import__.product_5080009,0,0,49.00,0
__import__.product_5080049,7.30,12.70,12.90,7.30
__import__.product_5080104,0,0,58.50,0
__import__.product_5080300,0,0,85.00,0
__import__.product_5080301,0,0,60.00,0
__import__.product_5080401,6.00,25.00,55.00,13.50
__import__.product_5080402,16.00,23.50,232.00,24.50
__import__.product_5080415,8.50,17.40,24.00,8.50
__import__.product_5080426,6.70,14.80,51.50,6.70
__import__.product_5080451,9.30,21.60,29.00,9.20
__import__.product_5080453,0,0,190.00,0
__import__.product_5080460,0,0,10.00,0
__import__.product_5080462,0,0,32.00,0
__import__.product_5080465,0,0,97.00,0
__import__.product_5080801,0,0,6.80,0
__import__.product_5081150,0,0,152.70,0
__import__.product_5081202,0,0,3.40,0
__import__.product_5081205,0,0,3.40,0
__import__.product_5081600,0,0,1735.00,0
__import__.product_5082199,0,0,20.00,0
__import__.product_5082200,0,0,20.00,0
__import__.product_5082201,0,0,27.00,0
__import__.product_5082202,0,0,27.00,0
__import__.product_5082205,0,0,27.00,0
__import__.product_5082206,0,0,27.00,0
__import__.product_5082301,0,0,50.00,0
__import__.product_5082303,0,0,56.00,0
__import__.product_5082305,0,0,60.00,0
__import__.product_5082422,0,0,250.00,0
__import__.product_5082523,0,0,250.00,0
__import__.product_5082524,0,0,250.00,0
__import__.product_5082525,0,0,250.00,0
__import__.product_5084013,0,0,10.30,0
__import__.product_5085003,0,0,6.80,0
__import__.product_5085231,0,0,5.30,0
__import__.product_5085250,12.40,10.20,18.60,8.40
__import__.product_5086015,0,0,73.00,0
__import__.product_5086075,0,0,639.00,0
__import__.product_5086241,0,0,709.00,0
__import__.product_5087104,6.50,5.60,0.50,6.50
__import__.product_5087206,8.20,23.30,0.80,8.20
__import__.product_5087210,0,0,0.10,0
__import__.product_5087235,0,0,4.10,0
__import__.product_5087240,0,0,0.30,0
__import__.product_5087308,6.00,11.50,0.80,6.00
__import__.product_5087344,3.30,8.00,0.40,3.30
__import__.product_5090909,0,0,1500.00,0
__import__.product_5091153,0,0,83.40,0
__import__.product_5091920,0,0,6.00,0
__import__.product_5093509,0,0,2.00,0
__import__.product_5093631,0,0,60.00,0
__import__.product_5097003,0,0,2500.00,0
__import__.product_5097275,6.00,15.50,16.70,5.80
__import__.product_5098711,0,0,3500.00,0
__import__.product_5100000,0,0,143.00,0
__import__.product_5100001,0,0,225.00,0
__import__.product_5100002,0,0,40.00,0
__import__.product_5100003,0,0,20.00,0
__import__.product_5100005,0,0,296.00,0
__import__.product_5100006,0,0,34.00,0
__import__.product_5100012,0,0,550.00,0
__import__.product_5100100,0,0,3500.00,0
__import__.product_5100200,0,0,3500.00,0
__import__.product_5100201,0,0,17.00,0
__import__.product_5100409,0,0,80.50,0
__import__.product_5100410,0,0,133.60,0
__import__.product_5100534,0,0,100.30,0
__import__.product_5100709,0,0,40.10,0
__import__.product_5100720,0,0,1150.00,0
__import__.product_5100721,0,0,100.00,0
__import__.product_5100771,0,0,495.00,0
__import__.product_5100781,0,0,898.80,0
__import__.product_5100980,0,0,765.00,0
__import__.product_5101066,0,0,29.00,0
__import__.product_5101067,0,0,29.00,0
__import__.product_5101411,0,0,50.00,0
__import__.product_5101512,0,0,26.80,0
__import__.product_5102064,0,0,2625.00,0
__import__.product_5102206,0,0,75.00,0
__import__.product_5103080,0,0,675.00,0
__import__.product_5103125,0,0,2051.00,0
__import__.product_5103130,0,0,2005.00,0
__import__.product_5103170,0,0,157.40,0
__import__.product_5103300,0,0,20.00,0
__import__.product_5103425,0,0,60.00,0
__import__.product_5104022,0,0,17.00,0
__import__.product_5104503,0,0,22.00,0
__import__.product_5104504,0,0,22.00,0
__import__.product_5104520,0,0,68.50,0
__import__.product_5105061,0,0,30.40,0
__import__.product_5105512,0,0,37.50,0
__import__.product_5105607,0,0,25.00,0
__import__.product_5105623,0,0,105.00,0
__import__.product_5105831,0,0,105.00,0
__import__.product_5105832,0,0,105.00,0
__import__.product_5105840,0,0,105.00,0
__import__.product_5106046,0,0,5.00,0
__import__.product_5106061,0,0,1212.00,0
__import__.product_5106320,0,0,14.50,0
__import__.product_5106321,0,0,390.00,0
__import__.product_5106322,0,0,305.00,0
__import__.product_5106323,0,0,25.00,0
__import__.product_5106324,0,0,97.90,0
__import__.product_5106330,0,0,250.00,0
__import__.product_5107000,0,0,430.00,0
__import__.product_5107509,0,0,13.40,0
__import__.product_5108000,0,0,1126.00,0
__import__.product_5109161,0,0,35.00,0
__import__.product_5109900,0,0,8900.00,0
__import__.product_5109901,0,0,1800.00,0
__import__.product_5110033,0,0,15.90,0
__import__.product_5110180,0,0,19.40,0
__import__.product_5110505,0,0,75.00,0
__import__.product_5111010,0,0,60.00,0
__import__.product_5111104,0,0,275.00,0
__import__.product_5111120,0,0,50.00,0
__import__.product_5111331,0,0,400.00,0
__import__.product_5111525,0,0,98.20,0
__import__.product_5111730,0,0,2800.00,0
__import__.product_5112012,0,0,13.00,0
__import__.product_5112013,0,0,16.00,0
__import__.product_5112233,0,0,10.00,0
__import__.product_5112344,0,0,78.50,0
__import__.product_5112345,0,0,78.50,0
__import__.product_5112500,0,0,52.00,0
__import__.product_5112510,0,0,52.00,0
__import__.product_5112515,0,0,56.00,0
__import__.product_5113020,0,0,2.00,0
__import__.product_5113582,10.30,14.50,22.80,6.40
__import__.product_5115022,0,0,1150.00,0
__import__.product_5115250,0,0,401.00,0
__import__.product_5116103,0,0,30.60,0
__import__.product_5117330,0,0,68.00,0
__import__.product_5117809,0,0,16.50,0
__import__.product_5117811,0,0,19.50,0
__import__.product_5117812,0,0,19.50,0
__import__.product_5118100,0,0,564.90,0
__import__.product_5118102,0,0,816.00,0
__import__.product_5119486,0,0,6.50,0
__import__.product_5120109,0,0,288.00,0
__import__.product_5120313,0,0,2134.00,0
__import__.product_5120614,0,0,69.00,0
__import__.product_5120615,0,0,69.00,0
__import__.product_5121208,0,0,20000.00,0
__import__.product_5121209,0,0,250.00,0
__import__.product_5121213,0,0,64.00,0
__import__.product_5121214,0,0,77.00,0
__import__.product_5121266,0,0,3.00,0
__import__.product_5121268,8.60,8.80,3.00,10.70
__import__.product_5121300,0,0,4786.00,0
__import__.product_5121310,0,0,288.50,0
__import__.product_5121908,0,0,1300.00,0
__import__.product_5122810,0,0,499.00,0
__import__.product_5123310,0,0,695.00,0
__import__.product_5123314,0,0,135.00,0
__import__.product_5123654,0,0,2500.00,0
__import__.product_5123789,0,0,380.00,0
__import__.product_5123810,0,0,271.00,0
__import__.product_5123816,0,0,101.50,0
__import__.product_5124000,0,0,35.00,0
__import__.product_5124003,0,0,48.10,0
__import__.product_5124081,0,0,135.50,0
__import__.product_5124180,0,0,24.00,0
__import__.product_5124242,0,0,42.00,0
__import__.product_5125211,8.70,4.50,8.80,15.50
__import__.product_5125250,0,0,250.00,0
__import__.product_5125272,0,0,482.50,0
__import__.product_5125446,0,0,190.00,0
__import__.product_5127000,0,0,80.00,0
__import__.product_5127512,0,0,10.00,0
__import__.product_5127524,0,0,25.70,0
__import__.product_5130309,0,0,49.50,0
__import__.product_5130310,0,0,49.50,0
__import__.product_5130311,0,0,49.50,0
__import__.product_5130312,0,0,49.50,0
__import__.product_5130403,0,0,58.00,0
__import__.product_5130404,0,0,58.00,0
__import__.product_5130405,0,0,58.00,0
__import__.product_5130413,0,0,39.50,0
__import__.product_5131871,0,0,156.30,0
__import__.product_5132400,0,0,66.00,0
__import__.product_5134016,5.90,6.40,31.40,14.10
__import__.product_5136390,0,0,755.00,0
__import__.product_5136418,0,0,160.40,0
__import__.product_5138101,0,0,426.00,0
__import__.product_5140000,0,0,150.00,0
__import__.product_5140011,0,0,8800.00,0
__import__.product_5140100,0,0,650.00,0
__import__.product_5140101,0,0,600.00,0
__import__.product_5140154,0,0,31.50,0
__import__.product_5140415,0,0,179.70,0
__import__.product_5140460,0,0,141.40,0
__import__.product_5140554,0,0,23.10,0
__import__.product_5142808,0,0,151.40,0
__import__.product_5143160,0,0,4.90,0
__import__.product_5143209,0,0,111.70,0
__import__.product_5145000,0,0,8.40,0
__import__.product_5145020,0,0,120.00,0
__import__.product_5145183,0,0,165.00,0
__import__.product_5145690,0,0,71.70,0
__import__.product_5145870,0,0,139.00,0
__import__.product_5145944,0,0,165.00,0
__import__.product_5147012,0,0,2.30,0
__import__.product_5147100,0,0,5.30,0
__import__.product_5147290,0,0,93.00,0
__import__.product_5147720,0,0,12.00,0
__import__.product_5147910,0,0,57.20,0
__import__.product_5148000,0,0,1.50,0
__import__.product_5148001,0,0,1.60,0
__import__.product_5148004,0,0,3.70,0
__import__.product_5148503,0,0,85.50,0
__import__.product_5150000,0,0,6000.00,0
__import__.product_5150109,0,0,440.00,0
__import__.product_5150122,0,0,27.20,0
__import__.product_5150270,0,0,82.50,0
__import__.product_5150409,0,0,36.50,0
__import__.product_5150464,0,0,67.00,0
__import__.product_5150509,0,0,148.80,0
__import__.product_5150609,0,0,28000.00,0
__import__.product_5150610,0,0,43537.00,0
__import__.product_5151009,0,0,5.50,0
__import__.product_5151010,0,0,5.50,0
__import__.product_5151011,0,0,5.50,0
__import__.product_5151014,0,0,47.60,0
__import__.product_5151341,0,0,500.00,0
__import__.product_5151674,0,0,330.00,0
__import__.product_5152210,0,0,25.00,0
__import__.product_5152211,0,0,32.00,0
__import__.product_5152912,0,0,114.30,0
__import__.product_5152913,0,0,114.30,0
__import__.product_5153525,0,0,15.20,0
__import__.product_5154500,0,0,1307.00,0
__import__.product_5156506,0,0,10.80,0
__import__.product_5158142,0,0,140.00,0
__import__.product_5158241,0,0,4.50,0
__import__.product_5158251,0,0,4.50,0
__import__.product_5159401,0,0,11.20,0
__import__.product_5159593,0,0,393.00,0
__import__.product_5160012,0,0,2500.00,0
__import__.product_5160013,0,0,2700.00,0
__import__.product_5160625,5.50,5.00,1.60,5.50
__import__.product_5160652,13.00,6.00,2.40,8.00
__import__.product_5160951,5.20,19.00,13.20,19.00
__import__.product_5162032,0,0,32.40,0
__import__.product_5164018,0,0,31.50,0
__import__.product_5165000,3.60,16.70,12.50,3.60
__import__.product_5165021,0,0,6.40,0
__import__.product_5165022,0,0,9.10,0
__import__.product_5166101,0,0,4.10,0
__import__.product_5170115,0,0,57.70,0
__import__.product_5170164,0,0,71.00,0
__import__.product_5170221,0,0,17.90,0
__import__.product_5170222,0,0,17.90,0
__import__.product_5170365,0,0,270.00,0
__import__.product_5170714,0,0,650.00,0
__import__.product_5170715,0,0,380.00,0
__import__.product_5171208,0,0,22.80,0
__import__.product_5171234,0,0,35.50,0
__import__.product_5171235,0,0,125.00,0
__import__.product_5172828,0,0,2500.00,0
__import__.product_5172829,0,0,140.00,0
__import__.product_5174300,0,0,810.00,0
__import__.product_5174311,0,0,133.60,0
__import__.product_5174400,7.50,26.50,320.00,32.50
__import__.product_5175145,0,0,11.00,0
__import__.product_5175499,28.30,22.90,37.00,12.00
__import__.product_5177600,0,0,45.00,0
__import__.product_5178385,0,0,299.00,0
__import__.product_5180030,0,0,20.00,0
__import__.product_5180038,0,0,70.00,0
__import__.product_5180209,0,0,165.00,0
__import__.product_5180310,0,0,19.00,0
__import__.product_5180515,0,0,995.00,0
__import__.product_5180592,0,0,10.50,0
__import__.product_5180593,0,0,10.50,0
__import__.product_5180594,0,0,10.50,0
__import__.product_5180595,0,0,10.50,0
__import__.product_5184010,4.30,4.30,1.60,10.00
__import__.product_5189085,0,0,18.40,0
__import__.product_5189086,0,0,18.40,0
__import__.product_5190221,0,0,8843.00,0
__import__.product_5190222,0,0,11155.00,0
__import__.product_5190225,0,0,145.00,0
__import__.product_5190226,0,0,387.00,0
__import__.product_5190227,0,0,213.00,0
__import__.product_5190228,0,0,172.00,0
__import__.product_5190277,0,0,30.10,0
__import__.product_5190690,0,0,463.00,0
__import__.product_5190921,0,0,260.00,0
__import__.product_5191208,0,0,138.00,0
__import__.product_5191212,0,0,185.00,0
__import__.product_5191308,0,0,12162.00,0
__import__.product_5191363,0,0,23.00,0
__import__.product_5191481,0,0,23.50,0
__import__.product_5191488,0,0,25.00,0
__import__.product_5192018,0,0,11.90,0
__import__.product_5192019,0,0,8.90,0
__import__.product_5192028,0,0,139.00,0
__import__.product_5192030,15.80,5.80,350.00,33.50
__import__.product_5192750,0,0,103.10,0
__import__.product_5197470,0,0,240.00,0
__import__.product_5200022,0,0,11.50,0
__import__.product_5200123,0,0,2800.00,0
__import__.product_5200127,0,0,15.00,0
__import__.product_5200409,2.70,11.00,34.00,9.20
__import__.product_5200812,0,0,4500.00,0
__import__.product_5201010,0,0,775.00,0
__import__.product_5201017,0,0,2183.00,0
__import__.product_5201115,0,0,67.50,0
__import__.product_5201300,0,0,2121.00,0
__import__.product_5201500,0,0,4513.00,0
__import__.product_5202051,0,0,45.00,0
__import__.product_5202055,0,0,1111.00,0
__import__.product_5202100,0,0,1965.00,0
__import__.product_5202200,0,0,250.00,0
__import__.product_5202260,0,0,2822.00,0
__import__.product_5202570,0,0,28.00,0
__import__.product_5203011,0,0,5.50,0
__import__.product_5203042,0,0,5.00,0
__import__.product_5203127,0,0,2288.00,0
__import__.product_5203130,0,0,2288.00,0
__import__.product_5205205,0,0,94.10,0
__import__.product_5206001,0,0,350.00,0
__import__.product_5206045,0,0,10.20,0
__import__.product_5206050,0,0,10.20,0
__import__.product_5206250,0,0,246.00,0
__import__.product_5206510,0,0,7.00,0
__import__.product_5209706,0,0,10.00,0
__import__.product_5210164,0,0,170.00,0
__import__.product_5210352,0,0,20.00,0
__import__.product_5210391,0,0,36.10,0
__import__.product_5211300,0,0,450.00,0
__import__.product_5211502,0,0,30.00,0
__import__.product_5211525,0,0,98.20,0
__import__.product_5212040,0,0,16.10,0
__import__.product_5212042,0,0,16.10,0
__import__.product_5212044,0,0,16.10,0
__import__.product_5212289,0,0,264.70,0
__import__.product_5213047,0,0,235.00,0
__import__.product_5213282,0,0,2250.00,0
__import__.product_5215040,0,0,49.30,0
__import__.product_5215530,0,0,580.00,0
__import__.product_5216100,0,0,228.00,0
__import__.product_5217305,0,0,212.00,0
__import__.product_5218005,0,0,6.10,0
__import__.product_5219600,0,0,135.00,0
__import__.product_5220040,0,0,27.00,0
__import__.product_5220257,0,0,40.00,0
__import__.product_5220410,0,0,4.50,0
__import__.product_5220411,0,0,4.50,0
__import__.product_5221000,0,0,20.00,0
__import__.product_5221012,0,0,63.50,0
__import__.product_5221410,0,0,320.00,0
__import__.product_5222500,0,0,62.00,0
__import__.product_5222501,0,0,50.00,0
__import__.product_5222502,0,0,36.00,0
__import__.product_5222505,0,0,58.00,0
__import__.product_5222511,0,0,52.00,0
__import__.product_5222943,0,0,47.00,0
__import__.product_5224890,0,0,76.30,0
__import__.product_5225224,0,0,176.00,0
__import__.product_5226002,0,0,1500.00,0
__import__.product_5230614,0,0,50.00,0
__import__.product_5230645,0,0,9.00,0
__import__.product_5231208,0,0,7000.00,0
__import__.product_5231209,0,0,5000.00,0
__import__.product_5231210,0,0,650.00,0
__import__.product_5236487,0,0,3000.00,0
__import__.product_5239951,0,0,15.00,0
__import__.product_5240253,0,0,27.00,0
__import__.product_5240609,0,0,8.50,0
__import__.product_5241113,0,0,6.20,0
__import__.product_5241320,0,0,22.80,0
__import__.product_5241330,0,0,22.80,0
__import__.product_5241340,0,0,22.80,0
__import__.product_5241350,0,0,22.80,0
__import__.product_5241524,0,0,15.80,0
__import__.product_5242012,0,0,1699.00,0
__import__.product_5242013,0,0,1350.00,0
__import__.product_5242310,0,0,24.70,0
__import__.product_5242320,0,0,24.70,0
__import__.product_5242330,0,0,24.70,0
__import__.product_5242340,0,0,23.30,0
__import__.product_5242410,0,0,24.70,0
__import__.product_5242500,6.90,9.40,26.10,7.20
__import__.product_5242501,12.50,7.50,119.50,18.70
__import__.product_5243018,0,0,300.00,0
__import__.product_5243310,0,0,25.90,0
__import__.product_5243320,0,0,25.90,0
__import__.product_5243330,0,0,25.90,0
__import__.product_5243340,0,0,25.90,0
__import__.product_5243410,0,0,25.90,0
__import__.product_5243550,0,0,46.40,0
__import__.product_5244000,0,0,849.00,0
__import__.product_5244001,0,0,999.00,0
__import__.product_5244002,0,0,999.00,0
__import__.product_5244003,0,0,1999.00,0
__import__.product_5244004,0,0,1649.00,0
__import__.product_5244005,0,0,1749.00,0
__import__.product_5244006,0,0,2399.00,0
__import__.product_5244007,0,0,2399.00,0
__import__.product_5244008,0,0,2299.00,0
__import__.product_5244009,0,0,2785.00,0
__import__.product_5244010,0,0,2299.00,0
__import__.product_5244013,0,0,1999.00,0
__import__.product_5244014,0,0,2250.00,0
__import__.product_5244017,0,0,140.00,0
__import__.product_5244018,0,0,65.00,0
__import__.product_5244019,0,0,105.00,0
__import__.product_5244021,0,0,250.00,0
__import__.product_5244022,0,0,249.00,0
__import__.product_5244023,0,0,2145.00,0
__import__.product_5244024,0,0,999.00,0
__import__.product_5244025,0,0,999.00,0
__import__.product_5244026,0,0,189.00,0
__import__.product_5244027,0,0,199.00,0
__import__.product_5244028,0,0,65.00,0
__import__.product_5244029,0,0,3049.00,0
__import__.product_5244031,0,0,1499.00,0
__import__.product_5244032,0,0,999.00,0
__import__.product_5244033,0,0,50.00,0
__import__.product_5244035,0,0,35.00,0
__import__.product_5244036,0,0,1012.00,0
__import__.product_5244037,0,0,100.00,0
__import__.product_5244038,0,0,150.00,0
__import__.product_5244042,0,0,1853.00,0
__import__.product_5244044,0,0,1625.00,0
__import__.product_5244050,0,0,44.40,0
__import__.product_5244060,0,0,44.40,0
__import__.product_5244061,0,0,45.00,0
__import__.product_5244066,0,0,1399.00,0
__import__.product_5244104,0,0,1249.00,0
__import__.product_5244143,0,0,1805.00,0
__import__.product_5244150,0,0,190.00,0
__import__.product_5244151,0,0,170.00,0
__import__.product_5244152,0,0,50.00,0
__import__.product_5244204,0,0,2401.50,0
__import__.product_5244205,0,0,30.50,0
__import__.product_5244206,0,0,207.50,0
__import__.product_5244243,0,0,1625.00,0
__import__.product_5244290,0,0,249.00,0
__import__.product_5245001,0,0,2065.00,0
__import__.product_5245500,0,0,14.40,0
__import__.product_5246802,0,0,163.00,0
__import__.product_5246810,0,0,60.00,0
__import__.product_5248050,0,0,45.90,0
__import__.product_5248070,0,0,45.90,0
__import__.product_5248120,0,0,73.10,0
__import__.product_5248258,0,0,35.00,0
__import__.product_5250333,0,0,12.50,0
__import__.product_5251307,0,0,1.60,0
__import__.product_5252012,0,0,38500.00,0
__import__.product_5253803,0,0,48.00,0
__import__.product_5256792,0,0,130.00,0
__import__.product_5259602,0,0,305.80,0
__import__.product_5259828,0,0,82.10,0
__import__.product_5260000,0,0,11.30,0
__import__.product_5260050,6.00,42.00,106.20,32.00
__import__.product_5260051,2.00,39.00,106.20,32.50
__import__.product_5260430,0,0,5.00,0
__import__.product_5260509,2.50,10.00,1.60,2.50
__import__.product_5260567,0,0,172.30,0
__import__.product_5260578,0,0,64.50,0
__import__.product_5260620,17.20,18.60,103.40,35.00
__import__.product_5260809,0,0,141.00,0
__import__.product_5262201,0,0,50.00,0
__import__.product_5263017,0,0,9.50,0
__import__.product_5265000,0,0,550.00,0
__import__.product_5265001,0,0,550.00,0
__import__.product_5268210,0,0,71.00,0
__import__.product_5268734,0,0,275.80,0
__import__.product_5270003,12.30,15.30,15.20,12.30
__import__.product_5270004,12.30,15.30,15.20,12.30
__import__.product_5270104,0,0,846.00,0
__import__.product_5270175,0,0,650.00,0
__import__.product_5270201,0,0,27.00,0
__import__.product_5270204,0,0,2.00,0
__import__.product_5270409,0,0,23000.00,0
__import__.product_5270601,0,0,23.00,0
__import__.product_5270602,0,0,124.00,0
__import__.product_5270620,0,0,95.20,0
__import__.product_5271000,0,0,12.00,0
__import__.product_5271004,0,0,17.50,0
__import__.product_5271036,0,0,179.00,0
__import__.product_5271044,0,0,550.00,0
__import__.product_5271091,0,0,7.90,0
__import__.product_5271121,0,0,15.60,0
__import__.product_5271200,0,0,179.00,0
__import__.product_5271298,0,0,20.00,0
__import__.product_5271299,0,0,18.00,0
__import__.product_5271300,0,0,20.00,0
__import__.product_5271301,0,0,18.00,0
__import__.product_5271302,0,0,20.00,0
__import__.product_5271303,0,0,20.00,0
__import__.product_5271304,0,0,16.00,0
__import__.product_5271306,0,0,15.00,0
__import__.product_5271308,0,0,22.00,0
__import__.product_5271310,0,0,29.00,0
__import__.product_5271311,0,0,16.00,0
__import__.product_5271362,0,0,4795.00,0
__import__.product_5271405,0,0,19.80,0
__import__.product_5271406,0,0,21.00,0
__import__.product_5271407,0,0,21.00,0
__import__.product_5271409,0,0,27.00,0
__import__.product_5271416,0,0,24.90,0
__import__.product_5271417,0,0,24.90,0
__import__.product_5271419,0,0,39.00,0
__import__.product_5271422,0,0,22.00,0
__import__.product_5271429,0,0,25.00,0
__import__.product_5271500,0,0,250.00,0
__import__.product_5271563,0,0,16.00,0
__import__.product_5271600,0,0,19.20,0
__import__.product_5271630,0,0,19.20,0
__import__.product_5271870,0,0,32.00,0
__import__.product_5271920,0,0,30.00,0
__import__.product_5271930,0,0,28.00,0
__import__.product_5271940,0,0,28.00,0
__import__.product_5272003,0,0,16.00,0
__import__.product_52722006,0,0,8.80,0
__import__.product_5273693,0,0,46.50,0
__import__.product_5273694,0,0,46.50,0
__import__.product_5274000,0,0,188.00,0
__import__.product_5275011,0,0,94.00,0
__import__.product_5275014,0,0,30.90,0
__import__.product_5275410,0,0,3.00,0
__import__.product_5275498,0,0,17.80,0
__import__.product_5279405,0,0,27.90,0
__import__.product_5279700,0,0,6.00,0
__import__.product_5279816,0,0,13.30,0
__import__.product_5280790,0,0,495.00,0
__import__.product_5280791,0,0,31.30,0
__import__.product_5280793,0,0,162.00,0
__import__.product_5281087,0,0,360.00,0
__import__.product_5285020,0,0,8.40,0
__import__.product_5290157,0,0,53.90,0
__import__.product_5290510,0,0,32.50,0
__import__.product_5291001,0,0,28.00,0
__import__.product_5291006,6.00,6.20,31.20,14.40
__import__.product_5291015,0,0,16.20,0
__import__.product_5291017,6.00,6.20,36.00,14.40
__import__.product_5291208,0,0,2248.00,0
__import__.product_5292820,0,0,9.60,0
__import__.product_5296161,0,0,11744.00,0
__import__.product_5299387,0,0,197.60,0
__import__.product_5300500,0,0,10000.00,0
__import__.product_5300614,0,0,2600.00,0
__import__.product_5301042,0,0,8100.00,0
__import__.product_5301108,15.50,22.00,24.00,28.00
__import__.product_5301109,15.00,22.00,24.00,27.00
__import__.product_5301208,0,0,1000.00,0
__import__.product_5301300,0,0,2568.00,0
__import__.product_5301500,0,0,4937.00,0
__import__.product_5301920,0,0,141.90,0
__import__.product_5302000,0,0,160.50,0
__import__.product_5302100,0,0,2411.00,0
__import__.product_5302252,0,0,10.00,0
__import__.product_5302254,0,0,100.80,0
__import__.product_5303125,0,0,2578.00,0
__import__.product_5303127,0,0,2735.00,0
__import__.product_5303130,0,0,2735.00,0
__import__.product_5303977,0,0,650.00,0
__import__.product_5303991,0,0,98.20,0
__import__.product_5304048,0,0,748.50,0
__import__.product_5305481,0,0,129.90,0
__import__.product_5306551,0,0,3.60,0
__import__.product_5307515,0,0,99.20,0
__import__.product_5307683,0,0,20.00,0
__import__.product_5308001,0,0,6552.00,0
__import__.product_5310120,0,0,768.00,0
__import__.product_5310206,0,0,15.00,0
__import__.product_5310268,0,0,365.00,0
__import__.product_5310270,0,0,17.70,0
__import__.product_5310380,0,0,28.80,0
__import__.product_5310450,0,0,23.40,0
__import__.product_5310490,0,0,28.80,0
__import__.product_5310500,0,0,71.50,0
__import__.product_5311260,0,0,65.30,0
