id,width,length,depth
__import__.product_1400910,0,0,0
__import__.product_1401082,0,0,0
__import__.product_1401108,0,0,0
__import__.product_1401140,0,0,0
__import__.product_1401189,0,0,0
__import__.product_1401389,4.3,9.9,4.8
__import__.product_1401397,4.3,9.9,4.8
__import__.product_1401531,0,0,0
__import__.product_1401536,0,0,0
__import__.product_1401562,0,0,0
__import__.product_1401694,6.9,6.9,20.8
__import__.product_1401763,0,0,0
__import__.product_1401971,0,0,0
__import__.product_1402030,0,0,0
__import__.product_1402031,0,0,0
__import__.product_1402120,0,0,0
__import__.product_1402125,0,0,0
__import__.product_1402178,0,0,0
__import__.product_1402270,0,0,0
__import__.product_1402327,0,0,0
__import__.product_1402346,0,0,0
__import__.product_1402464,0,0,0
__import__.product_1402468,0,0,0
__import__.product_1402594,0,0,0
__import__.product_1402637,0,0,0
__import__.product_1402692,0,0,0
__import__.product_1402763,0,0,0
__import__.product_1402791,0,0,0
__import__.product_1402800,0,0,0
__import__.product_1402891,0,0,0
__import__.product_1403286,0,0,0
__import__.product_1404321,0,0,0
__import__.product_1405008,0,0,0
__import__.product_1405018,0,0,0
__import__.product_1405022,0,0,0
__import__.product_1405026,0,0,0
__import__.product_1405027,0,0,0
__import__.product_1405028,0,0,0
__import__.product_1405029,0,0,0
__import__.product_1405033,0,0,0
__import__.product_1405042,0,0,0
__import__.product_1405069,0,0,0
__import__.product_1405072,0,0,0
__import__.product_1405073,0,0,0
__import__.product_1405075,0,0,0
__import__.product_1405077,0,0,0
__import__.product_1405080,0,0,0
__import__.product_1405088,0,0,0
__import__.product_1405128,0,0,0
__import__.product_1405136,0,0,0
__import__.product_1405170,0,0,0
__import__.product_1405171,0,0,0
__import__.product_1405172,0,0,0
__import__.product_1405173,0,0,0
__import__.product_1405174,0,0,0
__import__.product_1405175,0,0,0
__import__.product_1405176,0,0,0
__import__.product_1405177,0,0,0
__import__.product_1405178,0,0,0
__import__.product_1405179,0,0,0
__import__.product_1405180,0,0,0
__import__.product_1405181,0,0,0
__import__.product_1405221,0,0,0
__import__.product_1405232,0,0,0
__import__.product_1405281,0,0,0
__import__.product_1405343,0,0,0
__import__.product_1405403,0,0,0
__import__.product_1405407,0,0,0
__import__.product_1405431,0,0,0
__import__.product_1405476,10.3,15.5,9.1
__import__.product_1405497,0,0,0
__import__.product_1405505,0,0,0
__import__.product_1405530,0,0,0
__import__.product_1405547,0,0,0
__import__.product_1405554,3.6,13.3,19
__import__.product_1405653,0,0,0
__import__.product_1406020,0,0,0
__import__.product_1406021,0,0,0
__import__.product_1406321,0,0,0
__import__.product_1406412,5.2,8,4.4
__import__.product_1406420,5.2,8,4.3
__import__.product_1406453,0,0,0
__import__.product_1406503,9.7,9.7,21.4
__import__.product_1406511,22.5,27.5,15.4
__import__.product_1408608,0,0,0
__import__.product_1409747,4.9,7.7,18.4
__import__.product_1409754,4.8,7.6,18.4
__import__.product_1409762,0,0,0
__import__.product_1409903,0,0,0
__import__.product_1410042,0,0,0
__import__.product_1410059,0,0,0
__import__.product_1410123,0,0,0
__import__.product_1411370,26,29,26.4
__import__.product_1411453,4.7,4.7,10.5
__import__.product_1411792,0,0,0
__import__.product_1411800,0,0,0
__import__.product_1411818,0,0,0
__import__.product_1411826,0,0,0
__import__.product_1413013,10.5,10.5,11
__import__.product_1413046,0,0,0
__import__.product_1413053,0,0,0
__import__.product_1414309,0,0,0
__import__.product_1414333,0,0,0
__import__.product_1414424,0,0,0
__import__.product_1414457,0,0,0
__import__.product_1414879,0,0,0
__import__.product_1414911,7.8,10.7,1.9
__import__.product_1414929,5.8,10.7,2.2
__import__.product_1415348,0,0,0
__import__.product_1416438,36,46.7,25.3
__import__.product_1416478,0,0,0
__import__.product_1416536,0,0,0
__import__.product_1416601,0,0,0
__import__.product_1416718,9,15,8.9
__import__.product_1416726,6.1,13,5.9
__import__.product_1417450,0,0,0
__import__.product_1417633,0,0,0
__import__.product_1417648,0,0,0
__import__.product_1417963,26.9,26.9,25.2
__import__.product_1418250,0,0,0
__import__.product_1418334,0,0,0
__import__.product_1418367,5.2,5.2,15.2
__import__.product_1418516,0,0,0
__import__.product_1418532,0,0,0
__import__.product_1422336,0,0,0
__import__.product_1423649,0,0,0
__import__.product_1423771,3.2,7.5,6.8
__import__.product_1423805,0,0,0
__import__.product_1423806,9.5,9.5,9.9
__import__.product_1423813,0,0,0
__import__.product_1423821,0,0,0
__import__.product_1423839,29,30.3,22.2
__import__.product_1423847,0,0,0
__import__.product_1424126,0,0,0
__import__.product_1425149,0,0,0
__import__.product_1425412,5,8.6,4.3
__import__.product_1426071,6.2,6.2,7.3
__import__.product_1426568,0,0,0
__import__.product_1427657,0,0,0
__import__.product_1428044,0,0,0
__import__.product_1429166,0,0,0
__import__.product_1429737,11.4,11.4,20.2
__import__.product_1429935,3.5,3.5,11.3
__import__.product_1430024,0,0,0
__import__.product_1430032,5.5,5.5,10.4
__import__.product_1430289,0,0,0
__import__.product_1430297,6.6,6.6,14.3
__import__.product_1430354,0,0,0
__import__.product_1430784,0,0,0
__import__.product_1431170,0,0,0
__import__.product_1433424,0,0,0
__import__.product_1434844,0,0,0
__import__.product_1434869,0,0,0
__import__.product_1435510,0,0,0
__import__.product_1435742,0,0,0
__import__.product_1435783,0,0,0
__import__.product_1439520,0,0,0
__import__.product_1440973,0,0,0
__import__.product_1440981,0,0,0
__import__.product_1441260,0,0,0
__import__.product_1441476,0,0,0
__import__.product_1444488,0,0,0
__import__.product_1444892,4.6,4.6,8.3
__import__.product_1445709,0,0,0
__import__.product_1445931,0,0,0
__import__.product_1445956,0,0,0
__import__.product_1445964,30.2,14.2,34.8
__import__.product_1446715,0,0,0
__import__.product_1446764,0,0,0
__import__.product_1446772,0,0,0
__import__.product_1446913,0,0,0
__import__.product_1447390,0,0,0
__import__.product_1447408,4.6,4.6,8.8
__import__.product_1447416,5.4,5.4,10.4
__import__.product_1447747,0,0,0
__import__.product_1448091,5.8,5.8,16.3
__import__.product_1448257,0,0,0
__import__.product_1448638,20.9,37,9
__import__.product_1448646,35,67,10
__import__.product_1449842,0,0,0
__import__.product_1450048,0,0,0
__import__.product_1450400,0,0,0
__import__.product_1450949,0,0,0
__import__.product_1450956,0,0,0
__import__.product_1450972,0,0,0
__import__.product_1451327,0,0,0
__import__.product_1451350,13.3,19,11.9
__import__.product_1451368,0,0,0
__import__.product_1451376,0,0,0
__import__.product_1451384,0,0,0
__import__.product_1451772,0,0,0
__import__.product_1451843,4.3,9.9,4.8
__import__.product_1453257,0,0,0
__import__.product_1455153,0,0,0
__import__.product_1457498,5,11,2.7
__import__.product_1457506,5,11.1,4.4
__import__.product_1457571,0,0,0
__import__.product_1457589,0,0,0
__import__.product_1457845,0,0,0
__import__.product_1458660,6,24.3,2.6
__import__.product_1458736,0,0,0
__import__.product_1459809,0,0,0
__import__.product_1460005,0,0,0
__import__.product_1460062,0,0,0
__import__.product_1460070,0,0,0
__import__.product_1460104,0,0,0
__import__.product_1460116,0,0,0
__import__.product_1460117,0,0,0
__import__.product_1460119,0,0,0
__import__.product_1460120,0,0,0
__import__.product_1460121,0,0,0
__import__.product_1460245,0,0,0
__import__.product_1460286,0,0,0
__import__.product_1460435,0,0,0
__import__.product_1461128,0,0,0
__import__.product_1461805,0,0,0
__import__.product_1462621,0,0,0
__import__.product_1463066,3.9,3.9,9.7
__import__.product_1463637,0,0,0
__import__.product_1463678,0,0,0
__import__.product_1463868,0,0,0
__import__.product_1463876,0,0,0
__import__.product_1463884,0,0,0
__import__.product_1463918,0,0,0
__import__.product_1463942,0,0,0
__import__.product_1464064,0,0,0
__import__.product_1465814,7.4,7.4,11.4
__import__.product_1465822,7.3,7.3,11.3
__import__.product_1465830,0,0,0
__import__.product_1466499,0,0,0
__import__.product_1466747,0,0,0
__import__.product_1466796,0,0,0
__import__.product_1466804,5,5,15.9
__import__.product_1466812,0,0,0
__import__.product_1466820,0,0,0
__import__.product_1466911,0,0,0
__import__.product_1468164,0,0,0
__import__.product_1470749,0,0,0
__import__.product_1477678,0,0,0
__import__.product_1477801,10,10,9
__import__.product_1477959,0,0,0
__import__.product_1480201,0,0,0
__import__.product_1480649,0,0,0
__import__.product_1480714,0,0,0
__import__.product_1482376,0,0,0
__import__.product_1482538,3.6,3.6,6.7
__import__.product_1483916,0,0,0
__import__.product_1483957,4.8,9.2,2.1
__import__.product_1483965,7.3,8.2,2.1
__import__.product_1483973,7.3,12.3,4.7
__import__.product_1484047,5.4,5.4,10.4
__import__.product_1484054,7,7,13.8
__import__.product_1484062,4.6,4.6,8.3
__import__.product_1484070,0,0,0
__import__.product_1484088,0,0,0
__import__.product_1485135,0,0,0
__import__.product_1485911,0,0,0
__import__.product_1487008,0,0,0
__import__.product_1487016,0,0,0
__import__.product_1487560,0,0,0
__import__.product_1487750,7.6,12.5,15.7
__import__.product_1488782,0,0,0
__import__.product_1488922,0,0,0
__import__.product_1488924,0,0,0
__import__.product_1488925,0,0,0
__import__.product_1489871,3.5,3.5,7.5
__import__.product_1490283,0,0,0
__import__.product_1491729,0,0,0
__import__.product_1491778,0,0,0
__import__.product_1491943,0,0,0
__import__.product_1492271,0,0,0
__import__.product_1494020,0,0,0
__import__.product_1497569,6.3,7.2,2.8
__import__.product_1497643,0,0,0
__import__.product_1498104,0,0,0
__import__.product_1498310,6.1,6.1,5
__import__.product_1498328,6.2,7,6.1
__import__.product_1499086,29,37,9
__import__.product_1499664,0,0,0
__import__.product_1499995,0,0,0
__import__.product_1500025,6.6,13.9,6
__import__.product_1500148,6.6,13.9,6
__import__.product_1500500,0,0,0
__import__.product_1500501,0,0,0
__import__.product_1500502,8.1,10.2,2.1
__import__.product_1500508,0,0,0
__import__.product_1500511,8,10.2,2.2
__import__.product_1500512,0,0,0
__import__.product_1500516,2,8,10
__import__.product_1500517,0,0,0
__import__.product_1500518,0,0,0
__import__.product_1500520,0,0,0
__import__.product_1500523,0,0,0
__import__.product_1500524,0,0,0
__import__.product_1501300,0,0,0
__import__.product_1502100,0,0,0
__import__.product_1502905,0,0,0
__import__.product_1503028,0,0,0
__import__.product_1503127,0,0,0
__import__.product_1503130,0,0,0
__import__.product_1504303,0,0,0
__import__.product_1504313,0,0,0
__import__.product_1505000,10,15.5,9.2
__import__.product_1505001,0,0,0
__import__.product_1505003,10.2,15.5,9.1
__import__.product_1505004,0,0,0
__import__.product_1505006,0,0,0
__import__.product_1505007,10.2,15.5,9.1
__import__.product_1505008,0,0,0
__import__.product_1505009,0,0,0
__import__.product_1505010,10.2,15.5,9.1
__import__.product_1505011,0,0,0
__import__.product_1505012,0,0,0
__import__.product_1505013,0,0,0
__import__.product_1505014,0,0,0
__import__.product_1505015,0,0,0
__import__.product_1505016,10,15.5,9.2
__import__.product_1505017,10.1,15.5,9.2
__import__.product_1505018,0,0,0
__import__.product_1505019,10.2,15.5,9.1
__import__.product_1505020,0,0,0
__import__.product_1507318,0,0,0
__import__.product_1507631,0,0,0
__import__.product_1507649,0,0,0
__import__.product_1507656,0,0,0
__import__.product_1507664,0,0,0
__import__.product_1507698,0,0,0
__import__.product_1508118,0,0,0
__import__.product_1509025,8,11.5,3.6
__import__.product_1509033,8.1,11.5,3.6
__import__.product_1509371,0,0,0
__import__.product_1510627,13.5,17.9,2.3
__import__.product_1510635,13.5,17.8,2.3
__import__.product_1510650,13.5,18,2.4
__import__.product_1511906,0,0,0
__import__.product_1511907,0,0,0
__import__.product_1515169,0,0,0
__import__.product_1515170,0,0,0
__import__.product_1515178,0,0,0
__import__.product_1515253,22.6,22.8,19.5
__import__.product_1515576,0,0,0
__import__.product_1517176,0,0,0
__import__.product_1517200,0,0,0
__import__.product_1519065,16.3,24.5,15.8
__import__.product_1519066,4,20,2.6
__import__.product_1519099,15.8,20.3,12.8
__import__.product_1523737,0,0,0
__import__.product_1525468,20.5,30,7.4
__import__.product_1525567,0,0,0
__import__.product_1525641,7,18.5,29
__import__.product_1526425,0,0,0
__import__.product_1526631,0,0,0
__import__.product_1526680,3.6,7.2,18
__import__.product_1526870,0,0,0
__import__.product_1527050,0,0,0
__import__.product_1527472,0,0,0
__import__.product_1527480,0,0,0
__import__.product_1527622,0,0,0
__import__.product_1527649,0,0,0
__import__.product_1527744,0,0,0
__import__.product_1528397,0,0,0
__import__.product_1529999,0,0,0
__import__.product_1531078,8.3,14.7,2.8
__import__.product_1531276,0,0,0
__import__.product_1531342,0,0,0
__import__.product_1531532,0,0,0
__import__.product_1531961,0,0,0
__import__.product_1532290,5,5,13.7
__import__.product_1532308,0,0,0
__import__.product_1534247,0,0,0
__import__.product_1534296,0,0,0
__import__.product_1534460,0,0,0
__import__.product_1534494,0,0,0
__import__.product_1534601,0,0,0
__import__.product_1535780,0,0,0
__import__.product_1539261,0,0,0
__import__.product_1539287,0,0,0
__import__.product_1539436,0,0,0
__import__.product_1540061,0,0,0
__import__.product_1540723,0,0,0
__import__.product_1540731,0,0,0
__import__.product_1540749,0,0,0
__import__.product_1540855,17.8,18,4.8
__import__.product_1541374,0,0,0
__import__.product_1541382,0,0,0
__import__.product_1541390,0,0,0
__import__.product_1541432,0,0,0
__import__.product_1541556,0,0,0
__import__.product_1541564,0,0,0
__import__.product_1543305,0,0,0
__import__.product_1543313,0,0,0
__import__.product_1543362,0,0,0
__import__.product_1543865,0,0,0
__import__.product_1544170,0,0,0
__import__.product_1544261,0,0,0
__import__.product_1544295,15.2,17.8,9.5
__import__.product_1544303,27.7,28.1,25.9
__import__.product_1544840,0,0,0
__import__.product_1544857,0,0,0
__import__.product_1545367,9.8,3.8,18.5
__import__.product_1545391,0,0,0
__import__.product_1546290,0,0,0
__import__.product_1547470,0,0,0
__import__.product_1549500,3.8,3.8,6.9
__import__.product_1549591,5,5,11.1
__import__.product_1551282,0,0,0
__import__.product_1552017,0,0,0
__import__.product_1553155,4.8,4.8,13.2
__import__.product_1553247,0,0,0
__import__.product_1553338,0,0,0
__import__.product_1553379,26,26,22.5
__import__.product_1553981,0,0,0
__import__.product_1554609,5.4,13.5,5.3
__import__.product_1554682,0,0,0
__import__.product_1554690,0,0,0
__import__.product_1555606,0,0,0
__import__.product_1555747,0,0,0
__import__.product_1555796,0,0,0
__import__.product_1556356,0,0,0
__import__.product_1560598,0,0,0
__import__.product_1561265,0,0,0
__import__.product_1561448,7,7.3,11.4
__import__.product_1563154,0,0,0
__import__.product_1563329,0,0,0
__import__.product_1563345,0,0,0
__import__.product_1572502,0,0,0
__import__.product_1573377,0,0,0
__import__.product_1573393,0,0,0
__import__.product_1573534,0,0,0
__import__.product_1574482,5.5,5.5,15.9
__import__.product_1574771,0,0,0
__import__.product_1575257,0,0,0
__import__.product_1575315,30,37,14.3
__import__.product_1575323,30,37.5,14.1
__import__.product_1575331,30,37.1,14.3
__import__.product_1575398,6.2,6.2,14.2
__import__.product_1576420,0,0,0
__import__.product_1576859,0,0,0
__import__.product_1576867,0,0,0
__import__.product_1578137,0,0,0
__import__.product_1578145,0,0,0
__import__.product_1579614,0,0,0
__import__.product_1580232,0,0,0
__import__.product_1580240,0,0,0
__import__.product_1581541,8.1,11.4,3.6
__import__.product_1582022,0,0,0
__import__.product_1583988,0,0,0
__import__.product_1584580,0,0,0
__import__.product_1585215,8.3,8.6,12.7
__import__.product_1585876,7.3,7.3,13.7
__import__.product_1586288,0,0,0
__import__.product_1586346,0,0,0
__import__.product_1586387,0,0,0
__import__.product_1586817,0,0,0
__import__.product_1588144,0,0,0
__import__.product_1589463,0,0,0
__import__.product_1589944,5.1,5.1,19.5
__import__.product_1589951,5.1,23.6,3.2
__import__.product_1589969,0,0,0
__import__.product_1589977,12.3,26.7,3
__import__.product_1589985,0,0,0
__import__.product_1589993,0,0,0
__import__.product_1590397,0,0,0
__import__.product_1590500,0,0,0
__import__.product_1590926,0,0,0
__import__.product_1591044,0,0,0
__import__.product_1591106,0,0,0
__import__.product_1591387,0,0,0
__import__.product_1593854,0,0,0
__import__.product_1596808,0,0,0
__import__.product_1596816,5.3,5.3,15.2
__import__.product_1596824,10.9,10.9,2.4
__import__.product_1596832,10.8,10.8,2.3
__import__.product_1596840,10.9,10.9,2.3
__import__.product_1596857,0,0,0
__import__.product_1596915,0,0,0
__import__.product_1597095,3.5,3.5,7
__import__.product_1597186,0,0,0
__import__.product_1597210,0,0,0
__import__.product_1598705,0,0,0
__import__.product_1600015,0,0,0
__import__.product_1607613,0,0,0
__import__.product_1609155,0,0,0
__import__.product_1610187,0,0,0
__import__.product_1610294,5.7,11,4.6
__import__.product_1610302,5.7,11,4.6
__import__.product_1610310,0,0,0
__import__.product_1610328,0,0,0
__import__.product_1614882,0,0,0
__import__.product_1615418,0,0,0
__import__.product_1615541,0,0,0
__import__.product_1616040,39.6,57,34.5
__import__.product_1616374,0,0,0
__import__.product_1619246,0,0,0
__import__.product_1619261,0,0,0
__import__.product_1621085,0,0,0
__import__.product_1621093,0,0,0
__import__.product_1621234,0,0,0
__import__.product_1622521,0,0,0
__import__.product_1622562,0,0,0
__import__.product_1623651,0,0,0
__import__.product_1623776,0,0,0
__import__.product_1623792,0,0,0
__import__.product_1624055,0,0,0
__import__.product_1624147,0,0,0
__import__.product_1624428,0,0,0
__import__.product_1625433,0,0,0
__import__.product_1625482,0,0,0
__import__.product_1625490,0,0,0
__import__.product_1625672,0,0,0
__import__.product_1626605,0,0,0
__import__.product_1626670,0,0,0
__import__.product_1626688,0,0,0
__import__.product_1626845,0,0,0
__import__.product_1626910,0,0,0
__import__.product_1628692,0,0,0
__import__.product_1629435,0,0,0
__import__.product_1632223,0,0,0
__import__.product_1632231,0,0,0
__import__.product_1632272,0,0,0
__import__.product_1632389,3.2,3.2,8.7
__import__.product_1634971,0,0,0
__import__.product_1635598,6.6,6.6,16.3
__import__.product_1635879,0,0,0
__import__.product_1635929,4,4,11.1
__import__.product_1635937,0,0,0
__import__.product_1635945,4,4.1,11.2
__import__.product_1635952,4,4,10.9
__import__.product_1638311,0,0,0
__import__.product_1639624,0,0,0
__import__.product_1639632,0,0,0
__import__.product_1640601,0,0,0
__import__.product_1640978,0,0,0
__import__.product_1642362,0,0,0
__import__.product_1642636,0,0,0
__import__.product_1645092,0,0,0
__import__.product_1645241,0,0,0
__import__.product_1647726,0,0,0
__import__.product_1649458,0,0,0
__import__.product_1652064,0,0,0
__import__.product_1654086,0,0,0
__import__.product_1654110,0,0,0
__import__.product_1654128,0,0,0
__import__.product_1654144,5.2,5.2,9.8
__import__.product_1654490,0,0,0
__import__.product_1654573,0,0,0
__import__.product_1655828,6.9,6.9,13.9
__import__.product_1656222,6.7,13,2.8
__import__.product_1656446,10.8,12.8,0.7
__import__.product_1656453,10.7,12.7,0.8
__import__.product_1656941,0,0,0
__import__.product_1657015,0,0,0
__import__.product_1657618,0,0,0
__import__.product_1657709,0,0,0
__import__.product_1658368,0,0,0
__import__.product_1658392,0,0,0
__import__.product_1658699,4.7,4.7,8.8
__import__.product_1658715,4.5,4.4,8.3
__import__.product_1660380,4.6,4.6,8.2
__import__.product_1660745,5.1,5.1,17.2
__import__.product_1660778,3.8,15.7,2.8
__import__.product_1660794,3.8,15.7,2.9
__import__.product_1660802,0,0,0
__import__.product_1660810,0,0,0
__import__.product_1660828,0,0,0
__import__.product_1660836,0,0,0
__import__.product_1660844,0,0,0
__import__.product_1660851,0,0,0
__import__.product_1660869,0,0,0
__import__.product_1661727,0,0,0
__import__.product_1662048,0,0,0
__import__.product_1662865,14,17.8,1.5
__import__.product_1662873,2.2,10.1,2.1
__import__.product_1662881,4,4,9.9
__import__.product_1662899,4.6,19.8,4.6
__import__.product_1662907,6.3,6.3,21.7
__import__.product_1662972,7.5,16.6,3.7
__import__.product_1670850,0,0,0
__import__.product_1670876,0,0,0
__import__.product_1672203,0,0,0
__import__.product_1672211,0,0,0
__import__.product_1676634,0,0,0
__import__.product_1676691,0,0,0
__import__.product_1676758,0,0,0
__import__.product_1676931,0,0,0
__import__.product_1677798,0,0,0
__import__.product_1677863,0,0,0
__import__.product_1679000,0,0,0
__import__.product_1679786,0,0,0
__import__.product_1682178,0,0,0
__import__.product_1682228,0,0,0
__import__.product_1682236,0,0,0
__import__.product_1682962,0,0,0
__import__.product_1682970,0,0,0
__import__.product_1683705,0,0,0
__import__.product_1683713,0,0,0
__import__.product_1683721,7,14,6.9
__import__.product_1683739,5.6,7.6,5.5
__import__.product_1683929,0,0,0
__import__.product_1684364,3.5,3.5,10
__import__.product_1684372,3.9,3.9,10.7
__import__.product_1685387,0,0,0
__import__.product_1686237,0,0,0
__import__.product_1687490,0,0,0
__import__.product_1687522,0,0,0
__import__.product_1688803,19.9,19.9,16
__import__.product_1688811,29,31,31.5
__import__.product_1688951,0,0,0
__import__.product_1690023,26,27.4,27.3
__import__.product_1690262,0,0,0
__import__.product_1690502,0,0,0
__import__.product_1690510,0,0,0
__import__.product_1690908,8.2,8.7,11
__import__.product_1690916,0,0,0
__import__.product_1690940,0,0,0
__import__.product_1691625,0,0,0
__import__.product_1695691,0,0,0
__import__.product_1695733,0,0,0
__import__.product_1699057,0,0,0
__import__.product_1699503,0,0,0
__import__.product_1701887,5.3,5.3,11.1
__import__.product_1702810,0,0,0
__import__.product_1702891,0,0,0
__import__.product_1703201,0,0,0
__import__.product_1703214,0,0,0
__import__.product_1703461,0,0,0
__import__.product_1703479,4,4,10.9
__import__.product_1703487,3.7,3.7,10.7
__import__.product_1703495,4,4,10.9
__import__.product_1704302,0,0,0
__import__.product_1705482,0,0,0
__import__.product_1705490,8.4,3.4,6.5
__import__.product_1705557,5.1,12.4,5.1
__import__.product_1705565,0,0,0
__import__.product_1705789,0,0,0
__import__.product_1708134,0,0,0
__import__.product_1708619,0,0,0
__import__.product_1708700,17,22.8,3.1
__import__.product_1708726,0,0,0
__import__.product_1709823,0,0,0
__import__.product_1709831,5.5,5.3,10
__import__.product_1709948,0,0,0
__import__.product_1709955,0,0,0
__import__.product_1710193,0,0,0
__import__.product_1710227,5.1,5.1,18.9
__import__.product_1711100,0,0,0
__import__.product_1712231,0,0,0
__import__.product_1712355,0,0,0
__import__.product_1713692,0,0,0
__import__.product_1715028,0,0,0
__import__.product_1715119,0,0,0
__import__.product_1717941,0,0,0
__import__.product_1718238,0,0,0
__import__.product_1718972,0,0,0
__import__.product_1720507,2.6,5.3,5.6
__import__.product_1721927,0,0,0
__import__.product_1721935,0,0,0
__import__.product_1722594,0,0,0
__import__.product_1722727,0,0,0
__import__.product_1723543,0,0,0
__import__.product_1727031,0,0,0
__import__.product_1727346,15.4,19.3,11.7
__import__.product_1727395,0,0,0
__import__.product_1730928,4.4,4.4,9
__import__.product_1731314,0,0,0
__import__.product_1731322,8,10.2,2.2
__import__.product_1731371,8.1,10.2,2.1
__import__.product_1731389,10.2,15.5,9.1
__import__.product_1731397,8,10.2,2.2
__import__.product_1731405,0,0,0
__import__.product_1731421,2,8,10
__import__.product_1731462,0,0,0
__import__.product_1731488,7.9,2.2,10.2
__import__.product_1731496,10.2,15.5,9.1
__import__.product_1731520,0,0,0
__import__.product_1731546,10.2,15.5,9.1
__import__.product_1731553,8,10.3,2.2
__import__.product_1731579,10.3,15.5,9.1
__import__.product_1731587,0,0,0
__import__.product_1731603,0,0,0
__import__.product_1731645,0,0,0
__import__.product_1731652,10.2,15.5,9.1
__import__.product_1732247,0,0,0
__import__.product_1732619,0,0,0
__import__.product_1732627,9.9,10.4,5.8
__import__.product_1734201,0,0,0
__import__.product_1735141,0,0,0
__import__.product_1736339,0,0,0
__import__.product_1736401,0,0,0
__import__.product_1738900,0,0,0
__import__.product_1740224,7.5,7.5,21.5
__import__.product_1741115,0,0,0
__import__.product_1741560,0,0,0
__import__.product_1741578,0,0,0
__import__.product_1741628,11,11,15.5
__import__.product_1741644,0,0,0
__import__.product_1741719,0,0,0
__import__.product_1741743,0,0,0
__import__.product_1741750,2.7,5.3,5.7
__import__.product_1741776,0,0,0
__import__.product_1741792,0,0,0
__import__.product_1741875,0,0,0
__import__.product_1741925,0,0,0
__import__.product_1743467,9.9,24.2,11.4
__import__.product_1743590,0,0,0
__import__.product_1743616,15.6,7.7,18.7
__import__.product_1743822,0,0,0
__import__.product_1744044,0,0,0
__import__.product_1744176,0,0,0
__import__.product_1745017,4.2,16.6,2.9
__import__.product_1745033,12.8,7.1,20.7
__import__.product_1745041,12.8,20.8,7.3
__import__.product_1745058,12.8,20.8,7.1
__import__.product_1745215,0,0,0
__import__.product_1745413,0,0,0
__import__.product_1746551,0,0,0
__import__.product_1747237,0,0,0
__import__.product_1748946,0,0,0
__import__.product_1749175,11.4,9.9,18.8
__import__.product_1749183,0,0,0
__import__.product_1749191,8,12,2
__import__.product_1750132,0,0,0
__import__.product_1751007,0,0,0
__import__.product_1751577,4.9,4.9,12.9
__import__.product_1752115,0,0,0
__import__.product_1754688,3.1,10.2,11.2
__import__.product_1755073,0,0,0
__import__.product_1761832,10.1,15.4,5.4
__import__.product_1762269,0,0,0
__import__.product_1762855,0,0,0
__import__.product_1763416,6.8,6.8,13.1
__import__.product_1763481,0,0,0
__import__.product_1763572,0,0,0
__import__.product_1763580,0,0,0
__import__.product_1764158,0,0,0
__import__.product_1766252,0,0,0
__import__.product_1766278,0,0,0
__import__.product_1766518,0,0,0
__import__.product_1766963,0,0,0
__import__.product_1766989,0,0,0
__import__.product_1767201,0,0,0
__import__.product_1767326,0,0,0
__import__.product_1767342,0,0,0
__import__.product_1769363,0,0,0
__import__.product_1769678,0,0,0
__import__.product_1770379,0,0,0
__import__.product_1770544,10.5,16.5,2.5
__import__.product_1770551,10.5,16.5,2.5
__import__.product_1770734,0,0,0
__import__.product_1773335,0,0,0
__import__.product_1773350,0,0,0
__import__.product_1774728,18.5,67,4.5
__import__.product_1775055,0,0,0
__import__.product_1776319,0,0,0
__import__.product_1776327,0,0,0
__import__.product_1776954,0,0,0
__import__.product_1777242,0,0,0
__import__.product_1778133,4.5,10.6,17.7
__import__.product_1778158,7,23.1,35.3
__import__.product_1778166,0,0,0
__import__.product_1779032,0,0,0
__import__.product_1779065,0,0,0
__import__.product_1781509,0,0,0
__import__.product_1783976,0,0,0
__import__.product_1783984,0,0,0
__import__.product_1784099,0,0,0
__import__.product_1784958,0,0,0
__import__.product_1784966,0,0,0
__import__.product_1785096,0,0,0
__import__.product_1785104,0,0,0
__import__.product_1786151,0,0,0
__import__.product_1786573,0,0,0
__import__.product_1786664,0,0,0
__import__.product_1786755,0,0,0
__import__.product_1786938,0,0,0
__import__.product_1786946,0,0,0
__import__.product_1787183,0,0,0
__import__.product_1787712,0,0,0
__import__.product_1787746,0,0,0
__import__.product_1787811,0,0,0
__import__.product_1787860,0,0,0
__import__.product_1787969,0,0,0
__import__.product_1788090,0,0,0
__import__.product_1788181,0,0,0
__import__.product_1788272,0,0,0
__import__.product_1788496,0,0,0
__import__.product_1788553,0,0,0
__import__.product_1788561,0,0,0
__import__.product_1788595,0,0,0
__import__.product_1788603,0,0,0
__import__.product_1788678,0,0,0
__import__.product_1788801,0,0,0
__import__.product_1789056,0,0,0
__import__.product_1789122,0,0,0
__import__.product_1789247,0,0,0
__import__.product_1789924,0,0,0
__import__.product_1790088,0,0,0
__import__.product_1790716,0,0,0
__import__.product_1790724,0,0,0
__import__.product_1790732,0,0,0
__import__.product_1791086,0,0,0
__import__.product_1791391,0,0,0
__import__.product_1791516,0,0,0
__import__.product_1791649,0,0,0
__import__.product_1791656,0,0,0
__import__.product_1791664,0,0,0
__import__.product_1791698,6.2,6.2,18.8
__import__.product_1792167,0,0,0
__import__.product_1792266,0,0,0
__import__.product_1792324,0,0,0
__import__.product_1792332,0,0,0
__import__.product_1792647,0,0,0
__import__.product_1792654,0,0,0
__import__.product_1792696,0,0,0
__import__.product_1792720,0,0,0
__import__.product_1792746,0,0,0
