id,width,depth,list_price,length,weight
__import__.product_8071212,0,0,3707.00,0,0
__import__.product_8071382,0,0,64.20,0,0
__import__.product_8072625,0,0,15.60,0,0
__import__.product_8075598,0,0,25.50,0,0
__import__.product_8075954,0,0,6.70,0,0
__import__.product_8075983,0,0,107.10,0,0
__import__.product_8076942,0,0,70.70,0,0
__import__.product_8076959,0,0,113.30,0,0
__import__.product_8077137,0,0,6.90,0,0
__import__.product_8077901,0,0,8.30,0,0
__import__.product_8077982,0,0,21.10,0,0
__import__.product_8079538,0,0,55.00,0,0.50
__import__.product_8079544,0,0,55.00,0,0.50
__import__.product_8079550,0,0,55.00,0,0.50
__import__.product_8079596,0,0,55.00,0,0.50
__import__.product_8079797,0,0,55.00,0,0.50
__import__.product_8079805,0,0,55.00,0,0.50
__import__.product_8079811,0,0,55.00,0,0.50
__import__.product_8079840,0,0,55.00,0,0.50
__import__.product_8079863,0,0,55.00,0,0.50
__import__.product_8079886,0,0,55.00,0,0.50
__import__.product_8079917,0,0,55.00,0,0.50
__import__.product_8079923,0,0,55.00,0,0.50
__import__.product_8079946,0,0,55.00,0,0.50
__import__.product_8079952,0,0,55.00,0,0.50
__import__.product_8080085,0,0,55.00,0,0.50
__import__.product_8083014,0,0,55.00,0,0.50
__import__.product_8084982,0,0,55.00,0,0.50
__import__.product_8087986,0,0,21.00,0,5.00
__import__.product_8088394,0,0,58.00,0,5.00
__import__.product_8089117,0,0,55.00,0,0.50
__import__.product_8090103,0,0,55.00,0,0.50
__import__.product_8090793,29.00,21.60,80.00,40.50,4.90
__import__.product_8092332,0,0,55.00,0,0.50
__import__.product_8095483,0,0,14.10,0,0.10
__import__.product_8095566,0,0,60.00,0,1.00
__import__.product_8100014,0,0,90.10,0,0
__import__.product_8100178,0,0,16.00,0,1.40
__import__.product_8100764,0,0,53.80,0,1.00
__import__.product_8102527,0,0,12.00,0,0.10
__import__.product_8102622,0,0,329.00,0,0.10
__import__.product_8103892,0,0,137.50,0,1.00
__import__.product_8103900,0,0,175.00,0,3.00
__import__.product_8103923,0,0,630.00,0,3.00
__import__.product_8104006,0,0,14.00,0,0.10
__import__.product_8104609,0,0,199.20,0,1.50
__import__.product_8108010,0,0,16.00,0,0.10
__import__.product_8108234,0,0,48.00,0,0.10
__import__.product_8109800,0,0,10000.00,0,0
__import__.product_8111319,0,0,66.00,0,0.10
__import__.product_8111414,0,0,117.70,0,0
__import__.product_8112081,0,0,76.60,0,8.00
__import__.product_8112773,0,0,10.00,0,0.10
__import__.product_8113040,0,0,10.00,0,1.40
__import__.product_8114944,0,0,56.00,0,1.10
__import__.product_8115257,0,0,55.00,0,0.50
__import__.product_8115659,0,0,33.00,0,0.10
__import__.product_8117061,0,0,23.60,0,0.50
__import__.product_8122056,0,0,14.00,0,0.20
__import__.product_8122642,0,0,310.40,0,7.00
__import__.product_8124552,0,0,12.10,0,0.10
__import__.product_8124569,0,0,17.40,0,0.10
__import__.product_8126060,0,0,9.70,0,0.10
__import__.product_8128610,0,0,17.00,0,0.50
__import__.product_8128627,0,0,65.00,0,0.50
__import__.product_8131799,0,0,14.20,0,0.20
__import__.product_8134415,0,0,52.20,0,0.10
__import__.product_8134591,0,0,675.00,0,2.00
__import__.product_8135165,0,0,188.00,0,0.20
__import__.product_8168704,0,0,114.10,0,0
__import__.product_8180421,0,0,61.80,0,0
__import__.product_8181260,0,0,111.20,0,0
__import__.product_8182905,0,0,67.10,0,0
__import__.product_8184407,0,0,87.50,0,0
__import__.product_8184413,0,0,87.50,0,0
__import__.product_8185134,0,0,19.90,0,0
__import__.product_8185140,0,0,19.90,0,0
__import__.product_8185157,0,0,19.90,0,0
__import__.product_8185163,0,0,19.90,0,0
__import__.product_8185192,0,0,19.90,0,0
__import__.product_8185200,0,0,19.90,0,0
__import__.product_8185217,0,0,19.90,0,0
__import__.product_8185223,0,0,19.90,0,0
__import__.product_8185246,0,0,19.90,0,0
__import__.product_8185252,0,0,19.90,0,0
__import__.product_8185269,0,0,19.90,0,0
__import__.product_8185275,0,0,19.90,0,0
__import__.product_8185281,0,0,19.90,0,0
__import__.product_8185298,0,0,19.90,0,0
__import__.product_8185482,0,0,4.90,0,0
__import__.product_8186903,0,0,45.00,0,0
__import__.product_8188322,0,0,110.70,0,0
__import__.product_8188813,0,0,159.60,0,0
__import__.product_8192795,0,0,6500.00,0,0
__import__.product_8193702,0,0,2000.00,0,0
__import__.product_8193719,0,0,2000.00,0,0
__import__.product_8193725,0,0,2000.00,0,0
__import__.product_8193731,0,0,2000.00,0,0
__import__.product_8193843,0,0,18000.00,0,0
__import__.product_8193866,0,0,2250.00,0,0
__import__.product_8193872,0,0,2250.00,0,0
__import__.product_8193889,0,0,2250.00,0,0
__import__.product_8193955,0,0,8.20,0,0
__import__.product_8196451,0,0,10.60,0,0
__import__.product_8198705,0,0,202.50,0,0
__import__.product_8199403,0,0,188.00,0,0
__import__.product_8199691,0,0,685.00,0,0
__import__.product_8199751,0,0,17.10,0,0
__import__.product_8199863,0,0,17.00,0,0
__import__.product_8200164,0,0,140.00,0,0
__import__.product_8200170,0,0,40.00,0,0
__import__.product_8200187,0,0,80.00,0,0
__import__.product_8200193,0,0,20.00,0,0
__import__.product_8200201,0,0,70.00,0,0
__import__.product_8200218,0,0,60.00,0,0
__import__.product_8200224,0,0,20.00,0,0
__import__.product_8200230,0,0,20.00,0,0
__import__.product_8200247,0,0,80.00,0,0
__import__.product_8200253,0,0,42.00,0,0
__import__.product_8200276,0,0,56.00,0,0
__import__.product_8200299,0,0,67.90,0,0
__import__.product_8200307,0,0,72.10,0,0
__import__.product_8200313,0,0,76.90,0,0
__import__.product_8200336,0,0,81.70,0,0
__import__.product_8200342,0,0,86.50,0,0
__import__.product_8200359,0,0,56.00,0,0
__import__.product_8200371,0,0,67.90,0,0
__import__.product_8200388,0,0,72.10,0,0
__import__.product_8200394,0,0,76.90,0,0
__import__.product_8200402,0,0,81.70,0,0
__import__.product_8200419,0,0,86.50,0,0
__import__.product_8200431,0,0,112.50,0,0
__import__.product_8200448,0,0,56.00,0,0
__import__.product_8200454,0,0,70.00,0,0
__import__.product_8200460,0,0,84.00,0,0
__import__.product_8200477,0,0,89.40,0,0
__import__.product_8200483,0,0,95.30,0,0
__import__.product_8200508,0,0,101.30,0,0
__import__.product_8200514,0,0,56.00,0,0
__import__.product_8200520,0,0,70.00,0,0
__import__.product_8200537,0,0,84.00,0,0
__import__.product_8200543,0,0,89.40,0,0
__import__.product_8200572,0,0,101.30,0,0
__import__.product_8200626,0,0,19.90,0,0
__import__.product_8200632,0,0,19.90,0,0
__import__.product_8200649,0,0,19.90,0,0
__import__.product_8200655,0,0,19.90,0,0
__import__.product_8200661,0,0,19.90,0,0
__import__.product_8200678,0,0,19.90,0,0
__import__.product_8200684,0,0,19.90,0,0
__import__.product_8200715,0,0,19.90,0,0
__import__.product_8200721,0,0,19.90,0,0
__import__.product_8200738,0,0,19.90,0,0
__import__.product_8200744,0,0,19.90,0,0
__import__.product_8200750,0,0,19.90,0,0
__import__.product_8200767,0,0,19.90,0,0
__import__.product_8200796,0,0,140.00,0,0
__import__.product_8200810,0,0,60.00,0,0
__import__.product_8200827,0,0,60.00,0,0
__import__.product_8200856,0,0,20.00,0,0
__import__.product_8200862,0,0,70.00,0,0
__import__.product_8200885,0,0,80.00,0,0
__import__.product_8200891,0,0,61.60,0,0
__import__.product_8200922,0,0,74.70,0,0
__import__.product_8200939,0,0,79.30,0,0
__import__.product_8200945,0,0,84.60,0,0
__import__.product_8201005,0,0,64.40,0,0
__import__.product_8201011,0,0,74.60,0,0
__import__.product_8201028,0,0,78.00,0,0
__import__.product_8201034,0,0,82.90,0,0
__import__.product_8201063,0,0,99.50,0,0
__import__.product_8201086,0,0,113.50,0,0
__import__.product_8201318,0,0,19.90,0,0
__import__.product_8201324,0,0,19.90,0,0
__import__.product_8201330,0,0,19.90,0,0
__import__.product_8201347,0,0,19.90,0,0
__import__.product_8201353,0,0,19.90,0,0
__import__.product_8201376,0,0,19.90,0,0
__import__.product_8201382,0,0,19.90,0,0
__import__.product_8201399,0,0,19.90,0,0
__import__.product_8201407,0,0,19.90,0,0
__import__.product_8201413,0,0,19.90,0,0
__import__.product_8201436,0,0,19.90,0,0
__import__.product_8201442,0,0,19.90,0,0
__import__.product_8201459,0,0,19.90,0,0
__import__.product_8201465,0,0,19.90,0,0
__import__.product_8201471,0,0,19.90,0,0
__import__.product_8201488,0,0,19.90,0,0
__import__.product_8201494,0,0,19.90,0,0
__import__.product_8201502,0,0,19.90,0,0
__import__.product_8201519,0,0,19.90,0,0
__import__.product_8201525,0,0,19.90,0,0
__import__.product_8201531,0,0,19.90,0,0
__import__.product_8201548,0,0,19.90,0,0
__import__.product_8201554,0,0,19.90,0,0
__import__.product_8201560,0,0,19.90,0,0
__import__.product_8201577,0,0,19.90,0,0
__import__.product_8201583,0,0,19.90,0,0
__import__.product_8201608,0,0,19.90,0,0
__import__.product_8201614,0,0,19.90,0,0
__import__.product_8201778,0,0,60.10,0,0
__import__.product_8202223,0,0,5.50,0,0
__import__.product_8203375,0,0,1.00,0,0
__import__.product_8204280,0,0,43.30,0,0
__import__.product_8205084,0,0,16.30,0,0
__import__.product_8205380,0,0,98.20,0,0
__import__.product_8206020,0,0,5.20,0,0
__import__.product_8207019,0,0,3842.00,0,0
__import__.product_8207309,35.00,24.00,66.00,55.00,11.00
__import__.product_8209099,0,0,2.30,0,0
__import__.product_8209136,0,0,3.50,0,0
__import__.product_8209455,0,0,52.00,0,0
__import__.product_8209461,0,0,75.00,0,0
__import__.product_8209981,0,0,35.00,0,0
__import__.product_8210381,0,0,71.20,0,0
__import__.product_8210607,0,0,97.10,0,0
__import__.product_8211133,0,0,475.00,0,0
__import__.product_8211251,0,0,5624.00,0,0
__import__.product_8212670,0,0,1350.00,0,0
__import__.product_8212954,0,0,28.00,0,0
__import__.product_8212960,0,0,28.00,0,0
__import__.product_8212977,0,0,28.00,0,0
__import__.product_8212983,0,0,38.00,0,0
__import__.product_8213014,0,0,778.00,0,0
__import__.product_8213020,0,0,895.00,0,0
__import__.product_8213027,0,0,4000.00,0,0
__import__.product_8213818,0,0,38.00,0,0
__import__.product_8213876,0,0,1199.00,0,0
__import__.product_8213988,0,0,35.80,0,0
__import__.product_8214249,0,0,43.00,0,0
__import__.product_8214255,0,0,22.00,0,0
__import__.product_8214278,0,0,94.00,0,0
__import__.product_8214516,0,0,20.50,0,0
__import__.product_8214522,0,0,167.40,0,0
__import__.product_8216550,0,0,603.20,0,0
__import__.product_8216691,0,0,17.70,0,0
__import__.product_8217437,0,0,650.00,0,0
__import__.product_8219181,0,0,2.60,0,0
__import__.product_8219821,0,0,312.00,0,0
__import__.product_8219867,0,0,8.40,0,0
__import__.product_8219904,0,0,3.30,0,0
__import__.product_8220008,0,0,137.10,0,0
__import__.product_8220020,0,0,176.00,0,0
__import__.product_8220149,0,0,265.00,0,0
__import__.product_8220623,0,0,4.80,0,0
__import__.product_8220675,0,0,11.70,0,0
__import__.product_8222183,0,0,16.40,0,0
__import__.product_8222221,0,0,50.00,0,0
__import__.product_8222237,0,0,1600.00,0,0
__import__.product_8222361,0,0,32.00,0,0
__import__.product_8222409,0,0,3.50,0,0
__import__.product_8222421,0,0,3.60,0,0
__import__.product_8222987,0,0,8.30,0,0
__import__.product_8223780,0,0,5.40,0,0
__import__.product_8224615,0,0,46.50,0,0
__import__.product_8224621,0,0,46.50,0,0
__import__.product_8224638,0,0,46.50,0,0
__import__.product_8224644,0,0,46.50,0,0
__import__.product_8224905,0,0,109.20,0,0
__import__.product_8225247,0,0,525.00,0,0
__import__.product_8225253,0,0,535.50,0,0
__import__.product_8225359,0,0,2345.00,0,0
__import__.product_8225603,0,0,1900.00,0,0
__import__.product_8225626,0,0,129.00,0,0
__import__.product_8225632,0,0,32.10,0,0
__import__.product_8226086,0,0,815.70,0,0
__import__.product_8226784,0,0,299.00,0,0
__import__.product_8227654,0,0,15.50,0,0
__import__.product_8227677,0,0,15.50,0,0
__import__.product_8227708,0,0,15.50,0,0
__import__.product_8228642,0,0,450.00,0,0
__import__.product_8228665,0,0,975.00,0,0
__import__.product_8228719,0,0,40.00,0,0
__import__.product_8229742,0,0,16800.00,0,0
__import__.product_8230136,0,0,15.50,0,0
__import__.product_8230538,0,0,81.20,0,0
__import__.product_8231817,0,0,128.00,0,0
__import__.product_8231822,0,0,79.00,0,0
__import__.product_8231839,0,0,79.00,0,0
__import__.product_8231880,0,0,95.30,0,0
__import__.product_8231897,0,0,99.90,0,0
__import__.product_8231905,0,0,103.30,0,0
__import__.product_8231911,0,0,105.90,0,0
__import__.product_8231963,0,0,126.30,0,0
__import__.product_8231992,0,0,95.30,0,0
__import__.product_8232000,0,0,96.80,0,0
__import__.product_8232017,0,0,98.70,0,0
__import__.product_8232023,0,0,100.60,0,0
__import__.product_8232052,0,0,110.50,0,0
__import__.product_8232069,0,0,114.40,0,0
__import__.product_8232075,0,0,116.40,0,0
__import__.product_8232081,0,0,125.50,0,0
__import__.product_8232098,0,0,130.50,0,0
__import__.product_8232106,0,0,134.70,0,0
__import__.product_8232342,0,0,70.00,0,0
__import__.product_8232810,0,0,299.00,0,0
__import__.product_8236179,0,0,850.00,0,0
__import__.product_8236185,0,0,970.00,0,0
__import__.product_8236920,0,0,18.40,0,0
__import__.product_8237055,0,0,185.00,0,0
__import__.product_8237150,0,0,5.90,0,0
__import__.product_8237428,0,0,150.00,0,0
__import__.product_8237434,0,0,150.00,0,0
__import__.product_8237440,0,0,150.00,0,0
__import__.product_8237457,0,0,150.00,0,0
__import__.product_8237859,0,0,201.00,0,0
__import__.product_8238391,0,0,3.60,0,0
__import__.product_8240376,0,0,1778.90,0,0
__import__.product_8241588,0,0,4.50,0,0
__import__.product_8243067,0,0,62.20,0,0
__import__.product_8244693,0,0,1350.00,0,0
__import__.product_8246410,0,0,26.30,0,0
__import__.product_8247444,0,0,15.40,0,0
__import__.product_8247823,0,0,5.50,0,0
__import__.product_8247846,0,0,5.50,0,0
__import__.product_8247875,0,0,5.50,0,0
__import__.product_8248544,0,0,18.30,0,0
__import__.product_8249182,0,0,5.10,0,0
__import__.product_8250133,0,0,25.40,0,0
__import__.product_8250601,0,0,20.70,0,0
__import__.product_8251032,0,0,29.40,0,0
__import__.product_8251061,0,0,29.40,0,0
__import__.product_8251871,0,0,78.90,0,0
__import__.product_8252043,0,0,37.80,0,0
__import__.product_8252184,0,0,26.80,0,0
__import__.product_8252876,0,0,64.30,0,0
__import__.product_8254786,0,0,55.80,0,0
__import__.product_8255099,0,0,30.30,0,0
__import__.product_8256348,0,0,78.80,0,0
__import__.product_8256360,0,0,480.00,0,0
__import__.product_8256868,0,0,121.80,0,0
__import__.product_8257371,0,0,752.50,0,0
__import__.product_8257394,0,0,140.00,0,0
__import__.product_8257402,0,0,140.00,0,0
__import__.product_8257425,0,0,140.00,0,0
__import__.product_8257431,0,0,140.00,0,0
__import__.product_8257448,0,0,140.00,0,0
__import__.product_8257454,0,0,145.00,0,0
__import__.product_8257477,0,0,145.00,0,0
__import__.product_8257514,0,0,145.00,0,0
__import__.product_8257520,0,0,6.50,0,0
__import__.product_8259217,0,0,997.40,0,0
__import__.product_8259482,0,0,699.00,0,0
__import__.product_8260545,0,0,5.40,0,0
__import__.product_8260918,0,0,30.20,0,0
__import__.product_8263638,0,0,238.00,0,0
__import__.product_8267903,0,0,260.00,0,0
__import__.product_8269196,0,0,12.80,0,0
__import__.product_8271023,0,0,65.80,0,0
__import__.product_8273602,0,0,249.60,0,0
__import__.product_8275015,0,0,105.00,0,0
__import__.product_8275067,0,0,72.50,0,0
__import__.product_8275469,0,0,1953.00,0,0
__import__.product_8275475,0,0,1855.00,0,0
__import__.product_8275481,0,0,1772.00,0,0
__import__.product_8275512,0,0,984.50,0,0
__import__.product_8276210,0,0,514.00,0,0
__import__.product_8276316,0,0,2969.60,0,0
__import__.product_8277273,0,0,19.00,0,0
__import__.product_8279289,0,0,13.00,0,0
__import__.product_8279622,0,0,3886.00,0,0
__import__.product_8281607,0,0,21.00,0,0
__import__.product_8281837,0,0,28.00,0,0
__import__.product_8281843,0,0,21.00,0,0
__import__.product_8281872,0,0,35.00,0,0
__import__.product_8283003,0,0,2.40,0,0
__import__.product_8284132,0,0,4.80,0,0
__import__.product_8285976,0,0,5.10,0,0
__import__.product_8287030,0,0,95.40,0,0
__import__.product_8287478,0,0,25.00,0,0
__import__.product_8287722,0,0,7.00,0,0
__import__.product_8287739,0,0,7.00,0,0
__import__.product_8288526,0,0,14500.00,0,0
__import__.product_8289069,0,0,15.90,0,0
__import__.product_8289388,0,0,1595.00,0,0
__import__.product_8290115,0,0,243.90,0,0
__import__.product_8290500,0,0,58.30,0,0
__import__.product_8290523,0,0,240.00,0,0
__import__.product_8290629,0,0,101.70,0,0
__import__.product_8290693,2.00,2.00,6.70,21.00,0.10
__import__.product_8291149,0,0,1.80,0,0
__import__.product_8291178,0,0,13.60,0,0
__import__.product_8291758,0,0,183.20,0,0
__import__.product_8292143,0,0,118.50,0,0
__import__.product_8292203,0,0,270.00,0,0
__import__.product_8292226,0,0,270.00,0,0
__import__.product_8292232,0,0,270.00,0,0
__import__.product_8292249,0,0,270.00,0,0
__import__.product_8292255,0,0,225.00,0,0
__import__.product_8292261,0,0,261.90,0,0
__import__.product_8292278,0,0,75.00,0,0
__import__.product_8292284,0,0,96.30,0,0
__import__.product_8292290,0,0,75.00,0,0
__import__.product_8292309,0,0,75.00,0,0
__import__.product_8292315,0,0,75.00,0,0
__import__.product_8292321,0,0,75.00,0,0
__import__.product_8292338,0,0,75.00,0,0
__import__.product_8292344,0,0,75.00,0,0
__import__.product_8292350,0,0,75.00,0,0
__import__.product_8292367,0,0,75.00,0,0
__import__.product_8292373,0,0,75.00,0,0
__import__.product_8292404,0,0,75.00,0,0
__import__.product_8292427,0,0,75.00,0,0
__import__.product_8292456,0,0,75.00,0,0
__import__.product_8292462,0,0,75.00,0,0
__import__.product_8292485,0,0,75.00,0,0
__import__.product_8292491,0,0,75.00,0,0
__import__.product_8292516,0,0,123.00,0,0
__import__.product_8292924,0,0,31.70,0,0
__import__.product_8293065,0,0,722.30,0,0
__import__.product_8293154,0,0,15.90,0,0
__import__.product_8293160,0,0,11.40,0,0
__import__.product_8293214,0,0,462.00,0,0
__import__.product_8293220,0,0,539.00,0,0
__import__.product_8293510,0,0,68.50,0,0
__import__.product_8293817,0,0,22.50,0,0
__import__.product_8297821,0,0,2657.50,0,0
__import__.product_8298312,0,0,2.40,0,0
__import__.product_8298393,0,0,299.00,0,0
__import__.product_8299777,0,0,294.20,0,0
__import__.product_8300351,0,0,64.90,0,0
__import__.product_8331693,0,0,227.00,0,0
__import__.product_8333089,50.00,3.00,12.90,64.00,2.10
__import__.product_8333095,3.50,56.50,22.40,76.50,2.90
__import__.product_8333149,0,0,3.20,0,0
__import__.product_8333155,0,0,3.20,0,0
__import__.product_8333184,0,0,4.70,0,0
__import__.product_8333497,0,0,99.00,0,0
__import__.product_8333735,0,0,32.80,0,0
__import__.product_8333876,0,0,246.80,0,0
__import__.product_8333913,0,0,414.20,0,0
__import__.product_8333936,0,0,68.90,0,0
__import__.product_8335332,0,0,15.90,0,0
__import__.product_8335817,0,0,27.70,0,0
__import__.product_8336449,0,0,15.60,0,0
__import__.product_8337526,0,0,301.40,0,0
__import__.product_8337615,0,0,250.10,0,0
__import__.product_8337756,0,0,21.40,0,0
__import__.product_8338655,0,0,19.90,0,0
__import__.product_8339353,0,0,21.10,0,0
__import__.product_8339560,0,0,5.20,0,0
__import__.product_8340468,0,0,325.40,0,0
__import__.product_8341516,0,0,2.40,0,0
__import__.product_8341692,0,0,45000.00,0,0
__import__.product_8342272,0,0,13500.00,0,0
__import__.product_8342289,0,0,19.00,0,0
__import__.product_8342295,0,0,19.00,0,0
__import__.product_8342409,0,0,28.70,0,0
__import__.product_8342711,0,0,58.20,0,0
__import__.product_8343248,0,0,4.90,0,0
__import__.product_8345520,0,0,77.10,0,0
__import__.product_8345922,0,0,13500.00,0,0
__import__.product_8347559,0,0,48.00,0,0
__import__.product_8348286,0,0,64.40,0,0
__import__.product_8349630,0,0,42.00,0,0
__import__.product_8351897,0,0,2956.00,0,0
__import__.product_8352833,0,0,2.30,0,0
__import__.product_8352862,0,0,4.00,0,0
__import__.product_8354068,0,0,670.00,0,0
__import__.product_8354074,0,0,620.00,0,0
__import__.product_8354111,0,0,38.00,0,0
__import__.product_8354128,0,0,38.00,0,0
__import__.product_8354134,0,0,38.00,0,0
__import__.product_8354157,0,0,38.00,0,0
__import__.product_8354163,0,0,38.00,0,0
__import__.product_8354186,0,0,38.00,0,0
__import__.product_8354192,0,0,38.00,0,0
__import__.product_8354269,0,0,47.30,0,0
__import__.product_8355688,0,0,5.20,0,0
__import__.product_8355961,0,0,3135.00,0,0
__import__.product_8357859,0,0,64.90,0,0
__import__.product_8358770,0,0,109.20,0,0
__import__.product_8358818,0,0,138.50,0,0
__import__.product_8359321,0,0,62.40,0,0
__import__.product_8359396,0,0,150.00,0,0
__import__.product_8359479,0,0,7.00,0,0
__import__.product_8361915,0,0,7.00,0,0
__import__.product_8363630,0,0,62.30,0,0
__import__.product_8363788,0,0,18.50,0,0
__import__.product_8364813,0,0,133.00,0,0
__import__.product_8365037,0,0,129.00,0,0
__import__.product_8365528,0,0,286.00,0,0
__import__.product_8367444,0,0,4.30,0,0
__import__.product_8367852,0,0,24.00,0,0
__import__.product_8367869,0,0,24.00,0,0
__import__.product_8367881,0,0,24.00,0,0
__import__.product_8367898,0,0,46.80,0,0
__import__.product_8368159,0,0,91.00,0,0
__import__.product_8368248,0,0,84.50,0,0
__import__.product_8368509,0,0,116.50,0,0
__import__.product_8368610,0,0,37.00,0,0
__import__.product_8368662,0,0,19.50,0,0
__import__.product_8368679,0,0,19.50,0,0
__import__.product_8368691,0,0,19.50,0,0
__import__.product_8368716,0,0,19.50,0,0
__import__.product_8368722,0,0,19.50,0,0
__import__.product_8368739,0,0,19.50,0,0
__import__.product_8368751,0,0,19.50,0,0
__import__.product_8368768,0,0,19.50,0,0
__import__.product_8368774,0,0,19.50,0,0
__import__.product_8368780,0,0,19.50,0,0
__import__.product_8368797,0,0,19.50,0,0
__import__.product_8368811,0,0,19.50,0,0
__import__.product_8368828,0,0,19.50,0,0
__import__.product_8368863,0,0,19.50,0,0
__import__.product_8368886,0,0,19.50,0,0
__import__.product_8368900,0,0,19.50,0,0
__import__.product_8368917,0,0,19.50,0,0
__import__.product_8368946,0,0,19.50,0,0
__import__.product_8368969,0,0,19.50,0,0
__import__.product_8368975,0,0,19.50,0,0
__import__.product_8368981,0,0,19.50,0,0
__import__.product_8369006,0,0,19.50,0,0
__import__.product_8369012,0,0,19.50,0,0
__import__.product_8369035,0,0,19.50,0,0
__import__.product_8369058,0,0,19.50,0,0
__import__.product_8369064,0,0,19.50,0,0
__import__.product_8369124,0,0,1407.50,0,0
__import__.product_8369130,0,0,232.00,0,0
__import__.product_8369176,0,0,31.50,0,0
__import__.product_8369182,0,0,31.50,0,0
__import__.product_8369667,0,0,25.00,0,0
__import__.product_8370044,0,0,86.00,0,0
__import__.product_8370127,0,0,37.50,0,0
__import__.product_8370191,0,0,16.50,0,0
__import__.product_8370222,0,0,16.50,0,0
__import__.product_8370357,0,0,13.50,0,0
__import__.product_8370363,0,0,13.50,0,0
__import__.product_8370386,0,0,13.50,0,0
__import__.product_8370392,0,0,13.50,0,0
__import__.product_8370400,0,0,13.50,0,0
__import__.product_8370417,0,0,34.50,0,0
__import__.product_8370423,0,0,34.50,0,0
__import__.product_8370593,0,0,90.50,0,0
__import__.product_8370624,0,0,34.50,0,0
__import__.product_8370647,0,0,69.00,0,0
__import__.product_8370915,0,0,27.40,0,0
__import__.product_8371150,0,0,34.50,0,0
__import__.product_8371167,0,0,34.50,0,0
__import__.product_8372617,0,0,6.10,0,0
__import__.product_8372646,0,0,6.10,0,0
__import__.product_8372669,0,0,6.10,0,0
__import__.product_8372681,0,0,6.10,0,0
__import__.product_8372706,0,0,6.10,0,0
__import__.product_8372729,0,0,6.10,0,0
__import__.product_8372741,0,0,6.10,0,0
__import__.product_8372764,0,0,6.10,0,0
__import__.product_8372787,0,0,6.10,0,0
__import__.product_8372801,0,0,6.10,0,0
__import__.product_8372824,0,0,6.10,0,0
__import__.product_8372847,0,0,6.10,0,0
__import__.product_8372876,0,0,6.10,0,0
__import__.product_8373189,0,0,87.50,0,0
__import__.product_8373663,0,0,26.50,0,0
__import__.product_8373700,0,0,99.00,0,0
__import__.product_8373723,0,0,344.30,0,0
__import__.product_8373870,0,0,115.50,0,0
__import__.product_8373901,0,0,16.80,0,0
__import__.product_8374160,0,0,16.00,0,0
__import__.product_8374237,0,0,20.50,0,0
__import__.product_8375343,0,0,68.50,0,0
__import__.product_8375366,0,0,68.50,0,0
__import__.product_8375389,0,0,81.50,0,0
__import__.product_8375455,0,0,87.50,0,0
__import__.product_8375484,0,0,87.50,0,0
__import__.product_8375604,0,0,24.40,0,0
__import__.product_8375975,0,0,122.50,0,0
__import__.product_8377075,0,0,57.10,0,0
__import__.product_8377253,0,0,232.00,0,0
__import__.product_8377336,0,0,49.30,0,0
__import__.product_8377454,0,0,35.90,0,0
__import__.product_8378583,0,0,1.50,0,0
__import__.product_8378867,0,0,37.80,0,0
__import__.product_8378985,0,0,144.10,0,0
__import__.product_8379269,0,0,685.00,0,0
__import__.product_8379275,0,0,815.00,0,0
__import__.product_8379453,0,0,289.00,0,0
__import__.product_8380025,0,0,24.10,0,0
__import__.product_8380166,0,0,10.50,0,0
__import__.product_8380261,0,0,6.80,0,0
__import__.product_8380315,0,0,6.80,0,0
__import__.product_8380321,0,0,7.90,0,0
__import__.product_8380539,0,0,11.00,0,0
__import__.product_8380551,0,0,11.00,0,0
__import__.product_8380611,0,0,11.00,0,0
__import__.product_8380634,0,0,10.60,0,0
__import__.product_8381303,0,0,5.00,0,0
__import__.product_8381875,0,0,7.40,0,0
__import__.product_8381881,0,0,7.40,0,0
__import__.product_8382024,0,0,6.80,0,0
__import__.product_8382343,0,0,113.10,0,0
__import__.product_8382455,0,0,255.00,0,0
__import__.product_8382490,0,0,1121.50,0,0
__import__.product_8382774,0,0,36.70,0,0
__import__.product_8382797,0,0,38.80,0,0
__import__.product_8383124,0,0,5.00,0,0
__import__.product_8383182,0,0,105.00,0,0
__import__.product_8383561,0,0,42.00,0,0
__import__.product_8383940,0,0,5.90,0,0
__import__.product_8384158,0,0,12.10,0,0
__import__.product_8384342,0,0,5.00,0,0
__import__.product_8384419,0,0,16.00,0,0
__import__.product_8384425,0,0,16.00,0,0
__import__.product_8384721,0,0,494.50,0,0
__import__.product_8385330,0,0,43.50,0,0
__import__.product_8385927,0,0,26.30,0,0
__import__.product_8385933,0,0,25.00,0,0
__import__.product_8386393,0,0,1.40,0,0
__import__.product_8387837,0,0,80.50,0,0
__import__.product_8388038,0,0,1000.00,0,0
__import__.product_8388067,0,0,3.60,0,0
__import__.product_8388558,0,0,119.50,0,0
__import__.product_8388794,0,0,46.70,0,0
__import__.product_8388860,0,0,175.00,0,0
__import__.product_8389316,0,0,297.30,0,0
__import__.product_8389486,0,0,57.10,0,0
__import__.product_8389635,0,0,9.50,0,0
__import__.product_8402382,0,0,5.90,0,0
__import__.product_8402850,0,0,279.00,0,0
__import__.product_8403306,0,0,35.70,0,0
__import__.product_8408924,0,0,98.50,0,0
__import__.product_8412529,0,0,7.60,0,0
__import__.product_8415054,0,0,2.70,0,0
__import__.product_8424484,0,0,41.00,0,0
__import__.product_8425302,0,0,2.50,0,0
__import__.product_8427465,0,0,4.00,0,0
__import__.product_8428915,0,0,5.20,0,0
