id,orderpoint_min,orderpoint_max,orderpoint_qty_multiple
__import__.product_3265535,8,12,1
__import__.product_3265543,75,130,1
__import__.product_3265550,24,44,1
__import__.product_3265568,38,75,1
__import__.product_3265592,10,18,1
__import__.product_3265600,80,160,1
__import__.product_3265626,13,23,1
__import__.product_3265634,6,12,1
__import__.product_3265642,23,44,1
__import__.product_3265659,3,6,1
__import__.product_3265667,4,8,1
__import__.product_3265675,80,140,1
__import__.product_3265683,25,70,1
__import__.product_3265691,12,20,1
__import__.product_3265709,71,139,1
__import__.product_3265725,170,250,1
__import__.product_3265733,8,12,1
__import__.product_3265741,5,9,1
__import__.product_3265758,43,60,1
__import__.product_3265766,28,55,1
__import__.product_3265774,20,50,1
__import__.product_3265782,240,390,1
__import__.product_3265808,10,16,1
__import__.product_3265816,7,12,1
__import__.product_3265824,70,110,1
__import__.product_3267945,18,36,1
__import__.product_3267952,3,6,1
__import__.product_3268018,8,15,1
__import__.product_3268174,24,48,1
__import__.product_3268489,14,26,12
__import__.product_3269461,10,20,1
__import__.product_3271863,8,16,1
__import__.product_3272432,6,11,1
__import__.product_3272440,3,5,1
__import__.product_3272457,3,5,1
__import__.product_3272762,10,20,1
__import__.product_3272994,60,120,1
__import__.product_3273000,40,100,1
__import__.product_3274461,8,15,1
__import__.product_3274511,20,40,10
__import__.product_3274644,20,40,10
__import__.product_3276631,2,4,1
__import__.product_3276649,1,2,1
__import__.product_3276664,0,1,1
__import__.product_3276672,0,1,1
__import__.product_3277126,10,20,1
__import__.product_3277142,12,24,6
__import__.product_3277159,3,9,6
__import__.product_3277167,1,6,4
__import__.product_3277175,3,9,6
__import__.product_3277183,2,4,6
__import__.product_3277191,2,4,6
__import__.product_3280906,15,30,1
__import__.product_3280914,20,40,1
__import__.product_3280922,30,50,1
__import__.product_3280930,20,60,1
__import__.product_3280948,8,16,8
__import__.product_3281946,2,5,1
__import__.product_3282134,12,32,1
__import__.product_3282506,6,12,1
__import__.product_3287083,55,150,1
__import__.product_3287158,160,260,1
__import__.product_3287900,4,13,1
__import__.product_3288000,4,10,1
__import__.product_3289444,30,60,1
__import__.product_3289451,20,37,10
__import__.product_3289469,10,20,10
__import__.product_3289477,20,50,1
__import__.product_3289485,30,70,10
__import__.product_3294015,10,25,1
__import__.product_3294238,3,6,1
__import__.product_3294535,70,120,1
__import__.product_3296308,120,210,1
__import__.product_3296407,10,20,1
__import__.product_3296415,60,140,1
__import__.product_3296423,30,60,1
__import__.product_3296431,6,12,1
__import__.product_3297728,3,6,1
__import__.product_3297736,6,10,1
__import__.product_3297744,10,22,1
__import__.product_3305703,0,1,1
__import__.product_3308368,10,20,1
__import__.product_3308376,3,7,1
__import__.product_3308723,0,1,1
__import__.product_3308731,2,5,1
__import__.product_3308764,0,1,1
__import__.product_3309184,10,22,1
__import__.product_3309192,12,24,1
__import__.product_3309200,24,36,1
__import__.product_3315314,4,8,1
__import__.product_3315702,60,110,1
__import__.product_3315751,60,100,1
__import__.product_3315769,20,40,1
__import__.product_3315777,60,150,1
__import__.product_3315785,50,100,10
__import__.product_3315793,30,60,1
__import__.product_3317021,100,200,1
__import__.product_3317039,800,1200,1
__import__.product_3317047,100,200,1
__import__.product_3319324,2,5,1
__import__.product_3319332,6,12,1
__import__.product_3319357,1,2,1
__import__.product_3319860,6,10,1
__import__.product_3319878,2,4,1
__import__.product_3323797,8,16,1
__import__.product_3324647,0,2,1
__import__.product_3327384,12,24,1
__import__.product_3334778,60,100,1
__import__.product_3338951,24,60,1
__import__.product_3338969,72,120,1
__import__.product_3341849,20,36,1
__import__.product_3341864,14,24,1
__import__.product_3341872,140,240,1
__import__.product_3344363,10,20,1
__import__.product_3349503,6,10,1
__import__.product_3350113,14,26,1
__import__.product_3352457,15,30,1
__import__.product_3352960,2,4,1
__import__.product_3355815,4,8,6
__import__.product_3362068,48,57,1
__import__.product_3363017,10,20,1
__import__.product_3363025,10,20,1
__import__.product_3364338,10,15,1
__import__.product_3364346,20,50,1
__import__.product_3364353,10,20,1
__import__.product_3364361,15,40,1
__import__.product_3364395,40,80,10
__import__.product_3367612,1,2,1
__import__.product_3367620,10,20,1
__import__.product_3378924,24,36,12
__import__.product_3380425,6,12,1
__import__.product_3380433,6,12,1
__import__.product_3380441,3,6,1
__import__.product_3380458,6,12,1
__import__.product_3380466,6,12,1
__import__.product_3380474,6,12,1
__import__.product_3380482,6,12,1
__import__.product_3380490,6,12,1
__import__.product_3380508,6,12,1
__import__.product_3380516,3,6,1
__import__.product_3380524,6,12,1
__import__.product_3380532,6,12,1
__import__.product_3381266,2,20,1
__import__.product_3381274,10,18,1
__import__.product_3381282,0,1,1
__import__.product_3381290,10,20,1
__import__.product_3381308,1,2,1
__import__.product_3381332,3,5,1
__import__.product_3381340,5,10,1
__import__.product_3381829,100,200,1
__import__.product_3383767,30,60,1
__import__.product_3384005,20,45,25
__import__.product_3392149,8,14,3
__import__.product_3392156,6,14,1
__import__.product_3392743,3,6,1
__import__.product_3392750,50,80,1
__import__.product_3392768,24,48,8
__import__.product_3392776,2,4,1
__import__.product_3394269,5,8,1
__import__.product_3396751,5,12,36
__import__.product_3401825,30,70,1
__import__.product_3404076,40,70,4
__import__.product_3407400,20,32,1
__import__.product_3408382,15,30,1
__import__.product_3409943,3,5,1
__import__.product_3409950,3,6,1
__import__.product_3409968,18,36,1
__import__.product_3409976,2,4,1
__import__.product_3409984,2,4,1
__import__.product_3409992,1,4,1
__import__.product_3410008,1,2,1
__import__.product_3410156,10,20,40
__import__.product_3410180,70,150,10
__import__.product_3410198,30,60,10
__import__.product_3410206,50,120,10
__import__.product_3410214,100,210,10
__import__.product_3410222,60,120,10
__import__.product_3411212,24,48,4
__import__.product_3411238,10,20,1
__import__.product_3411824,6,12,1
__import__.product_3412871,12,24,1
__import__.product_3412889,20,40,1
__import__.product_3414620,40,70,10
__import__.product_3415759,3,6,1
__import__.product_3418688,60,120,1
__import__.product_3419520,4,8,1
__import__.product_3419546,6,12,24
__import__.product_3419561,12,24,1
__import__.product_3419728,5,10,1
__import__.product_3419736,10,20,1
__import__.product_3419744,2,5,1
__import__.product_3419751,10,20,1
__import__.product_3419769,6,12,1
__import__.product_3420452,20,50,1
__import__.product_3420460,10,22,1
__import__.product_3420478,12,24,1
__import__.product_3420486,6,12,1
__import__.product_3424371,50,100,1
__import__.product_3426970,6,12,1
__import__.product_3426988,10,22,12
__import__.product_3426996,12,24,12
__import__.product_3427002,3,6,6
__import__.product_3427309,24,48,1
__import__.product_3427317,25,50,5
__import__.product_3429065,1,2,1
__import__.product_3430238,20,40,1
__import__.product_3433869,70,150,1
__import__.product_3433893,50,100,1
__import__.product_3433901,60,120,1
__import__.product_3433927,60,120,1
__import__.product_3433935,40,80,1
__import__.product_3433943,10,20,1
__import__.product_3433968,100,200,1
__import__.product_3434453,4,10,72
__import__.product_3437639,6,12,1
__import__.product_3437647,6,12,1
__import__.product_3439460,3,5,12
__import__.product_3439619,6,12,1
__import__.product_3439635,10,20,1
__import__.product_3443181,6,12,1
__import__.product_3443199,6,12,1
__import__.product_3443207,20,40,1
__import__.product_3443215,30,60,1
__import__.product_3443223,20,40,1
__import__.product_3443231,15,35,1
__import__.product_3443249,12,24,1
__import__.product_3444288,60,120,1
__import__.product_3444296,20,40,1
__import__.product_3444304,20,30,1
__import__.product_3444312,10,20,1
__import__.product_3444395,240,440,1
__import__.product_3444759,10,20,1
__import__.product_3445186,12,24,1
__import__.product_3445848,6,12,24
__import__.product_3449121,30,70,30
__import__.product_3455390,2,4,1
__import__.product_3455394,4,6,1
__import__.product_3455395,2,4,1
__import__.product_3455862,6,12,1
__import__.product_3455870,6,12,1
__import__.product_3457199,4,10,8
__import__.product_3457934,27,99,6
__import__.product_3457942,18,24,1
__import__.product_3458536,2,5,1
__import__.product_3458551,3,6,1
__import__.product_3467123,1,2,1
__import__.product_3467131,3,5,1
__import__.product_3479110,10,20,1
__import__.product_3489598,100,200,1
__import__.product_3489606,10,20,1
__import__.product_3491453,20,48,1
__import__.product_3491743,24,36,1
__import__.product_3493657,24,60,1
__import__.product_3495033,10,20,1
__import__.product_3495041,5,15,1
__import__.product_3495157,14,30,1
__import__.product_3495249,2,6,1
__import__.product_3495520,20,40,6
__import__.product_3497609,12,28,12
__import__.product_3498987,3,6,1
__import__.product_3498995,2,3,1
__import__.product_3499001,4,8,1
__import__.product_3499019,10,20,1
__import__.product_3501228,1,3,1
__import__.product_3501244,1,2,1
__import__.product_3502606,3,6,1
__import__.product_3507415,4,6,2
__import__.product_3507456,0,1,1
__import__.product_3508181,60,84,1
__import__.product_3508223,10,20,1
__import__.product_3508363,40,80,6
__import__.product_3508371,20,40,1
__import__.product_3508389,4,8,1
__import__.product_3508397,10,20,1
__import__.product_3508405,4,8,1
__import__.product_3508413,5,10,1
__import__.product_3508421,3,5,1
__import__.product_3508439,5,10,1
__import__.product_3508447,2,4,1
__import__.product_3510518,3,6,1
__import__.product_3518651,6,12,1
__import__.product_3520400,20,40,1
__import__.product_3525000,7,15,1
__import__.product_3526700,6,10,1
__import__.product_3531900,9,26,1
__import__.product_3532200,3,7,1
__import__.product_3532400,2,5,1
__import__.product_3532500,2,6,1
__import__.product_3532600,1,5,1
__import__.product_3533585,10,20,1
__import__.product_3533593,12,24,1
__import__.product_3533601,12,24,1
__import__.product_3534567,24,36,10
__import__.product_3535580,5,9,1
__import__.product_3535598,2,4,1
__import__.product_3535846,10,20,1
__import__.product_3535853,10,15,1
__import__.product_3535861,6,10,1
__import__.product_3535879,6,8,1
__import__.product_3541380,0,1,1
__import__.product_3541695,12,36,1
__import__.product_3542883,40,50,1
__import__.product_3550100,10,24,1
__import__.product_3550431,10,20,1
__import__.product_3550449,12,36,1
__import__.product_3550456,20,40,1
__import__.product_3550464,6,12,1
__import__.product_3550472,60,120,1
__import__.product_3550480,3,6,1
__import__.product_3550498,12,24,1
__import__.product_3550506,36,60,1
__import__.product_3555000,30,85,1
__import__.product_3556400,8,18,1
__import__.product_3557500,3,8,1
__import__.product_3562154,6,12,1
__import__.product_3562162,6,12,1
__import__.product_3562402,4,8,1
__import__.product_3562410,2,8,4
__import__.product_3562824,20,30,3
__import__.product_3562832,6,10,4
__import__.product_3562840,30,60,1
__import__.product_3562857,15,25,3
__import__.product_3562865,4,8,4
__import__.product_3562873,12,18,1
__import__.product_3562881,15,27,3
__import__.product_3562899,27,60,1
__import__.product_3562907,6,10,4
__import__.product_3562915,27,60,3
__import__.product_3562923,8,16,4
__import__.product_3562931,25,55,1
__import__.product_3562949,20,30,3
__import__.product_3562956,8,16,4
__import__.product_3562964,35,65,1
__import__.product_3562972,20,55,3
__import__.product_3562980,7,10,1
__import__.product_3562998,20,45,3
__import__.product_3563004,4,10,1
__import__.product_3563012,15,30,4
__import__.product_3563020,24,50,3
__import__.product_3563038,20,45,4
__import__.product_3563046,50,80,3
__import__.product_3563053,12,24,4
__import__.product_3563061,12,30,4
__import__.product_3563079,27,50,3
__import__.product_3563087,6,12,4
__import__.product_3563095,27,54,3
__import__.product_3563103,2,4,4
__import__.product_3563111,10,30,4
__import__.product_3563129,15,40,3
__import__.product_3563137,2,5,4
__import__.product_3563145,25,45,4
__import__.product_3563152,27,54,3
__import__.product_3563160,20,40,4
__import__.product_3563178,50,80,3
__import__.product_3563186,12,18,3
__import__.product_3571478,20,40,1
__import__.product_3571635,50,100,1
__import__.product_3577061,4,6,1
__import__.product_3577095,1,2,1
__import__.product_3581949,50,100,1
__import__.product_3581956,100,200,1
__import__.product_3582277,24,40,1
__import__.product_3582582,12,24,12
__import__.product_3585825,10,20,1
__import__.product_3585833,10,20,1
__import__.product_3585841,16,35,1
__import__.product_3589769,12,24,12
__import__.product_3590072,1,2,1
__import__.product_3590080,1,3,1
__import__.product_3597267,15,35,1
__import__.product_3597309,150,300,10
__import__.product_3597770,50,100,10
__import__.product_3597788,300,500,10
__import__.product_3597804,30,70,10
__import__.product_3604204,40,60,1
__import__.product_3604212,5,25,1
__import__.product_3604220,15,30,1
__import__.product_3604238,10,20,1
__import__.product_3604246,10,20,1
__import__.product_3604247,20,30,1
__import__.product_3606720,2,4,1
__import__.product_3606852,6,10,1
__import__.product_3606860,6,10,1
__import__.product_3606878,2,4,1
__import__.product_3607686,10,20,1
__import__.product_3607694,50,80,16
__import__.product_3607702,30,50,1
__import__.product_3607710,60,120,1
__import__.product_3607728,60,100,16
__import__.product_3611449,10,20,1
__import__.product_3612512,20,30,1
__import__.product_3614765,48,96,12
__import__.product_3621075,3,6,10
__import__.product_3621166,12,22,1
__import__.product_3621174,10,20,1
__import__.product_3621182,6,10,1
__import__.product_3621190,6,10,1
__import__.product_3623659,1,2,1
__import__.product_3632668,50,100,1
__import__.product_3632676,3,12,1
__import__.product_3640695,120,240,6
__import__.product_3640943,96,144,6
__import__.product_3641677,12,24,1
__import__.product_3641867,6,10,1
__import__.product_3641875,6,10,1
__import__.product_3641883,6,10,1
__import__.product_3641909,6,12,1
__import__.product_3641982,12,24,1
__import__.product_3642907,24,48,1
__import__.product_3642915,12,24,1
__import__.product_3642923,60,100,10
__import__.product_3645181,36,60,8
__import__.product_3659406,6,12,6
__import__.product_3659414,6,12,6
__import__.product_3664232,10,20,1
__import__.product_3664471,2,4,1
__import__.product_3672342,2,4,1
__import__.product_3676178,100,200,48
__import__.product_3680485,5,10,8
__import__.product_3695756,10,18,6
__import__.product_4004100,60,120,1
__import__.product_4004110,40,60,1
__import__.product_4004120,60,120,1
__import__.product_4005026,34,75,1
__import__.product_4005901,35,90,1
__import__.product_4005902,67,149,1
__import__.product_4005921,14,35,1
__import__.product_4005922,47,104,1
__import__.product_4006021,12,24,1
__import__.product_4006022,55,136,1
__import__.product_4006024,250,547,1
__import__.product_4006025,128,316,1
__import__.product_4006104,80,150,1
__import__.product_4006111,7,18,1
__import__.product_4006112,16,36,1
__import__.product_4007021,20,32,1
__import__.product_4007022,63,154,1
__import__.product_4007024,225,507,1
__import__.product_4007025,67,166,1
__import__.product_4007104,70,155,1
__import__.product_4007121,0,12,1
__import__.product_4007122,14,26,1
__import__.product_4007221,13,20,1
__import__.product_4007222,24,53,1
__import__.product_4007223,79,205,1
__import__.product_4007224,23,59,1
__import__.product_4007225,28,62,1
__import__.product_4008021,32,79,1
__import__.product_4008024,104,258,1
__import__.product_4008025,43,105,1
__import__.product_4008026,8,20,1
__import__.product_4008031,14,30,1
__import__.product_4008034,44,109,1
__import__.product_4008036,21,50,1
__import__.product_4009011,20,48,1
__import__.product_4009014,39,95,1
__import__.product_4009015,22,49,1
__import__.product_4009016,5,12,1
__import__.product_4009031,15,37,1
__import__.product_4009034,30,90,1
__import__.product_4009036,6,13,1
__import__.product_4009052,12,30,1
__import__.product_4009053,29,70,1
__import__.product_4009091,14,32,1
__import__.product_4009094,38,83,1
__import__.product_4062182,600,1200,10
__import__.product_4064007,50,100,10
__import__.product_4064009,50,100,100
__import__.product_4097173,400,600,100
__import__.product_4110003,72,149,1
__import__.product_4110005,75,156,1
__import__.product_4116755,10,30,1
__import__.product_4120101,72,144,1
__import__.product_4120102,153,317,1
__import__.product_4120103,171,355,1
__import__.product_4120131,14,26,1
__import__.product_4120132,10,20,1
__import__.product_4120151,6,18,1
__import__.product_4120152,23,48,1
__import__.product_4120154,54,112,1
__import__.product_4120181,17,22,1
__import__.product_4120182,60,124,1
__import__.product_4120183,87,161,1
__import__.product_4130002,58,119,1
__import__.product_4130003,93,192,1
__import__.product_4140002,30,60,1
__import__.product_4140004,85,175,1
__import__.product_4140006,32,50,1
__import__.product_4140102,7,14,1
__import__.product_4140111,27,50,1
__import__.product_4140112,38,70,1
__import__.product_4140113,28,50,1
__import__.product_4150002,117,243,1
__import__.product_4150004,83,172,1
__import__.product_4150050,30,61,1
__import__.product_4150101,24,48,1
__import__.product_4150102,58,121,1
__import__.product_4150104,53,109,1
__import__.product_4150201,18,30,1
__import__.product_4150202,30,90,1
__import__.product_4150203,15,30,1
__import__.product_4160102,29,53,1
__import__.product_4160103,261,542,1
__import__.product_4160104,327,680,1
__import__.product_4160107,100,200,1
__import__.product_4160121,0,12,1
__import__.product_4160122,43,89,1
__import__.product_4160123,85,177,1
__import__.product_4160125,10,20,1
__import__.product_4160126,40,72,1
__import__.product_4170007,27,55,1
__import__.product_4170008,33,68,1
__import__.product_4175100,0,2,1
__import__.product_4180002,9,19,1
__import__.product_4180202,28,58,1
__import__.product_4180302,85,177,1
__import__.product_4180400,12,24,6
__import__.product_4180405,5,9,4
__import__.product_4200130,30,48,12
__import__.product_4200190,10,20,10
__import__.product_4210002,52,96,1
__import__.product_4210014,10,19,1
__import__.product_4210101,89,184,1
__import__.product_4210102,61,127,1
__import__.product_4210103,195,361,1
__import__.product_4210130,158,329,4
__import__.product_4210132,36,74,1
__import__.product_4210133,23,48,1
__import__.product_4212005,33,69,1
__import__.product_4212008,20,50,1
__import__.product_4212009,75,147,1
__import__.product_4213002,4,10,1
__import__.product_4213005,11,23,1
__import__.product_4213014,27,61,1
__import__.product_4214006,5,12,1
__import__.product_4214014,12,28,1
__import__.product_4215002,8,15,1
__import__.product_4215003,30,75,1
__import__.product_4215095,2,6,1
__import__.product_4217004,27,56,1
__import__.product_4217007,8,20,1
__import__.product_4218313,24,48,24
__import__.product_4218331,120,240,12
__import__.product_4218359,48,96,12
__import__.product_4219104,1,3,1
__import__.product_4220002,167,347,1
__import__.product_4220007,128,265,1
__import__.product_4220014,400,710,1
__import__.product_4220102,83,172,1
__import__.product_4220107,85,176,1
__import__.product_4220114,111,205,1
__import__.product_4220141,33,61,1
__import__.product_4220143,169,314,1
__import__.product_4220151,13,27,1
__import__.product_4220152,31,64,1
__import__.product_4220171,14,33,1
__import__.product_4220173,29,54,1
__import__.product_4220190,35,64,1
__import__.product_4220193,160,300,1
__import__.product_4230101,233,483,1
__import__.product_4230102,80,166,1
__import__.product_4230103,213,396,1
__import__.product_4230111,36,74,1
__import__.product_4230112,20,37,1
__import__.product_4230121,31,58,1
__import__.product_4230122,16,30,1
__import__.product_4230123,32,60,1
__import__.product_4230131,26,53,1
__import__.product_4230132,14,25,1
__import__.product_4230133,29,53,1
__import__.product_4241781,2,4,1
__import__.product_4241806,36,60,1
__import__.product_4250002,120,216,1
__import__.product_4250006,80,206,1
__import__.product_4250014,86,210,1
__import__.product_4250102,69,142,1
__import__.product_4250106,105,194,1
__import__.product_4250112,405,840,1
__import__.product_4250201,35,73,1
__import__.product_4250208,32,64,1
__import__.product_4260002,79,163,1
__import__.product_4260007,41,85,1
__import__.product_4260014,84,180,1
__import__.product_4260101,10,22,1
__import__.product_4260102,5,10,1
__import__.product_4260201,10,20,1
__import__.product_4260202,5,10,1
__import__.product_4263111,50,150,1
__import__.product_4270002,97,201,1
__import__.product_4270007,56,116,1
__import__.product_4270014,110,263,1
__import__.product_4270102,6,12,1
__import__.product_4270107,5,10,1
__import__.product_4270114,27,59,1
__import__.product_4270131,31,64,1
__import__.product_4270132,34,71,1
__import__.product_4270133,49,100,1
__import__.product_4270141,25,52,1
__import__.product_4270142,25,51,1
__import__.product_4270143,12,40,1
__import__.product_4280101,67,138,1
__import__.product_4280102,46,96,1
__import__.product_4280103,90,167,1
__import__.product_4290045,2,5,1
__import__.product_4290211,18,36,1
__import__.product_4290212,32,64,1
__import__.product_4290213,250,420,1
__import__.product_4290302,33,67,1
__import__.product_4301300,0,1,1
__import__.product_4321557,4,12,1
__import__.product_4327784,30,80,12
__import__.product_4327790,8,16,4
__import__.product_4341092,2,4,1
__import__.product_4344073,6,18,1
__import__.product_4344096,3,5,1
__import__.product_4367921,40,133,1
__import__.product_4373726,126,468,12
__import__.product_4379752,7,17,15
__import__.product_4388254,10,35,10
__import__.product_4391049,14,39,1
__import__.product_4391055,2,7,1
__import__.product_4427161,2,5,1
__import__.product_4447063,7,22,1
__import__.product_4447086,7,24,1
__import__.product_4447092,17,57,1
__import__.product_4449582,18,45,1
__import__.product_4449599,4,8,1
__import__.product_4456576,18,37,1
__import__.product_4459534,0,1,1
__import__.product_4461838,27,100,1
__import__.product_4461844,8,32,1
__import__.product_4469981,5,15,1
__import__.product_4483395,6,14,1
__import__.product_4483403,2,6,1
__import__.product_4484644,10,35,1
__import__.product_4484650,8,26,1
__import__.product_4484667,3,10,1
__import__.product_4494200,16,33,1
__import__.product_4500201,7,14,1
__import__.product_4500204,26,64,1
__import__.product_4500205,37,92,1
__import__.product_4500224,31,77,1
__import__.product_4500225,106,263,1
__import__.product_4500241,2,11,1
__import__.product_4500244,14,31,1
__import__.product_4500245,74,183,1
__import__.product_4500264,8,29,1
__import__.product_4500265,108,268,1
__import__.product_4500281,7,15,1
__import__.product_4500282,77,190,1
__import__.product_4500284,323,800,1
__import__.product_4500285,311,771,1
__import__.product_4500304,4,11,1
__import__.product_4500305,8,18,1
__import__.product_4500324,49,121,1
__import__.product_4500325,258,640,1
__import__.product_4500344,3,5,1
__import__.product_4500345,27,66,1
__import__.product_4500364,18,40,1
__import__.product_4500365,475,1176,1
__import__.product_4500381,25,62,1
__import__.product_4500382,41,101,1
__import__.product_4500383,38,85,1
__import__.product_4500402,17,42,1
__import__.product_4500404,48,118,1
__import__.product_4500405,26,64,1
__import__.product_4500424,13,29,1
__import__.product_4500425,28,62,1
__import__.product_4500445,60,133,1
__import__.product_4500461,7,18,1
__import__.product_4500462,29,71,1
__import__.product_4500464,34,83,1
__import__.product_4507747,19,39,1
__import__.product_4507799,1,3,1
__import__.product_4527891,3,9,1
__import__.product_4527916,15,35,1
__import__.product_4550242,1,50,50
__import__.product_4580922,4,7,1
__import__.product_4582737,7,22,1
__import__.product_4610244,3,5,1
__import__.product_4610250,3,5,1
__import__.product_4627460,0,1,1
__import__.product_4629901,24,60,1
__import__.product_4629976,6,10,1
__import__.product_4634434,1,2,1
__import__.product_4635244,2,3,1
__import__.product_4657500,0,2,10
__import__.product_4665120,0,2,1
__import__.product_4665512,25,85,1
__import__.product_4665759,12,24,1
__import__.product_4665791,10,20,10
__import__.product_4686098,12,36,1
__import__.product_4696760,6,13,1
__import__.product_4705138,1,2,1
__import__.product_4705139,1,2,1
__import__.product_4705140,1,2,1
__import__.product_4705141,1,2,1
__import__.product_4705142,1,2,1
__import__.product_4741294,2,4,1
__import__.product_4741437,6,12,1
__import__.product_4789711,4,13,1
__import__.product_4789823,12,28,1
__import__.product_4841239,24,48,1
__import__.product_4896708,2,5,1
__import__.product_4896714,0,1,1
__import__.product_4896861,3,6,1
__import__.product_4900001,70,130,4
__import__.product_4900003,53,117,4
__import__.product_4900004,72,178,4
__import__.product_4900402,200,387,4
__import__.product_4900403,38,82,4
__import__.product_4900450,63,117,1
__import__.product_4900501,66,136,4
__import__.product_4901407,30,60,1
__import__.product_4901408,700,1400,1
__import__.product_4901409,556,1201,1
__import__.product_4901603,229,475,4
__import__.product_4901604,61,113,1
__import__.product_4901607,8,15,1
__import__.product_4901703,300,478,4
__import__.product_4902404,373,804,1
__import__.product_4902602,163,337,4
__import__.product_4905435,9,20,1
__import__.product_4910036,8,16,1
__import__.product_4910041,59,122,1
__import__.product_4910045,64,140,1
__import__.product_4910046,30,70,1
__import__.product_4910047,20,40,1
__import__.product_4910100,50,130,1
__import__.product_4910101,16,32,1
__import__.product_4922543,19,40,1
__import__.product_4930040,19,35,1
__import__.product_4930043,92,190,1
__import__.product_4950043,7,12,1
__import__.product_4950051,16,28,1
__import__.product_4950052,8,14,1
__import__.product_4952070,50,110,1
__import__.product_4960043,19,38,1
__import__.product_4970037,30,60,1
__import__.product_4970038,11,23,1
__import__.product_4970041,41,85,1
__import__.product_4970044,44,82,1
__import__.product_4970045,12,24,1
__import__.product_4980040,32,67,1
__import__.product_4980044,20,35,1
__import__.product_4990043,87,161,1
__import__.product_4990900,20,30,7
__import__.product_4990950,20,40,7
__import__.product_4990951,8,15,7
__import__.product_4990952,6,14,7
__import__.product_4990953,3,17,7
__import__.product_5000002,12,18,4
__import__.product_5000003,24,36,12
__import__.product_5000004,6,9,6
__import__.product_5000031,6,9,1
__import__.product_5000032,2,9,1
__import__.product_5000035,0,1,12
__import__.product_5000115,0,1,1
__import__.product_5000142,0,1,1
__import__.product_5000190,2,12,1
__import__.product_5000191,1,11,1
__import__.product_5000717,1,2,1
__import__.product_5000825,0,1,1
__import__.product_5000830,0,1,1
__import__.product_5000831,0,1,1
__import__.product_5000834,0,1,1
__import__.product_5000838,0,1,1
__import__.product_5000839,0,1,1
__import__.product_5001001,0,1,1
__import__.product_5001003,0,1,1
__import__.product_5001010,3,6,1
__import__.product_5001035,5,10,1
__import__.product_5001036,5,10,1
__import__.product_5001037,5,10,1
__import__.product_5001038,5,10,1
__import__.product_5001067,30,60,1
__import__.product_5001075,0,1,1
__import__.product_5001076,0,1,1
__import__.product_5001123,60,120,1
__import__.product_5001304,4,24,1
__import__.product_5001621,4,8,1
__import__.product_5001919,33,44,50
__import__.product_5002015,0,2,1
__import__.product_5002016,1,2,1
__import__.product_5002122,2,4,15
__import__.product_5002123,25,50,1
__import__.product_5002525,2,3,4
__import__.product_5002526,0,1,1
__import__.product_5002534,200,400,1
__import__.product_5003061,10,15,1
__import__.product_5003580,2,15,1
__import__.product_5003590,5,15,1
__import__.product_5005100,2,4,1
__import__.product_5006043,2,4,10
__import__.product_5006110,2,4,1
__import__.product_5006220,0,1,1
__import__.product_5007377,72,144,24
__import__.product_5008115,0,1,1
__import__.product_5008430,3,6,1
__import__.product_5008455,2,4,1
__import__.product_5009330,0,1,1
__import__.product_5010001,1,2,1
__import__.product_5010002,1,2,1
__import__.product_5010003,0,1,1
__import__.product_5010004,0,1,1
__import__.product_5010005,1,2,1
__import__.product_5010006,0,1,1
__import__.product_5010021,0,1,1
__import__.product_5010022,0,1,1
__import__.product_5010030,1,2,1
__import__.product_5010031,1,2,1
__import__.product_5010032,1,2,1
__import__.product_5010040,0,1,1
__import__.product_5010041,0,1,1
__import__.product_5010045,0,1,1
__import__.product_5010048,2,4,1
__import__.product_5010049,0,1,1
__import__.product_5010102,2,4,1
__import__.product_5010103,1,2,1
__import__.product_5010165,10,20,1
__import__.product_5010169,10,20,1
__import__.product_5010200,55,110,18
__import__.product_5010211,15,30,80
__import__.product_5010218,8,41,1
__import__.product_5010219,0,12,12
__import__.product_5010281,5,10,10
__import__.product_5010282,3,6,1
__import__.product_5010603,2,12,1
__import__.product_5010683,20,40,1
__import__.product_5010685,4,8,10
__import__.product_5011302,10,20,1
__import__.product_5011732,10,20,10
__import__.product_5011734,20,40,10
__import__.product_5011736,5,10,1
__import__.product_5011801,2,5,1
__import__.product_5011803,0,1,1
__import__.product_5011838,2,5,1
__import__.product_5011840,0,2,1
__import__.product_5012450,0,1,1
__import__.product_5012510,0,2,1
__import__.product_5012515,0,2,1
__import__.product_5013017,0,1,1
__import__.product_5014424,12,24,1
__import__.product_5014443,6,36,1
__import__.product_5014444,5,36,1
__import__.product_5014729,0,1,1
__import__.product_5015004,0,1,1
__import__.product_5015019,1,10,1
__import__.product_5016130,0,2,1
__import__.product_5016336,0,2,1
__import__.product_5017452,1,2,2
__import__.product_5017682,2,4,1
__import__.product_5017696,0,1,1
__import__.product_5017920,2,4,10
__import__.product_5017935,2,12,10
__import__.product_5017945,1,10,10
__import__.product_5017950,10,20,1
__import__.product_5017955,2,10,10
__import__.product_5017960,1,10,10
__import__.product_5017965,5,15,1
__import__.product_5017970,1,10,10
__import__.product_5017975,1,10,10
__import__.product_5017980,1,10,10
__import__.product_5017985,10,20,10
__import__.product_5017990,10,20,10
__import__.product_5018869,2,10,1
__import__.product_5018870,2,10,1
__import__.product_5020000,150,250,25
__import__.product_5020015,0,1,1
__import__.product_5020021,4,8,1
__import__.product_5020478,0,1,1
__import__.product_5020691,2,4,1
