id,code,name,company_id/id,user_type_id/id,tag_ids/id
__setup__.account_746000,746000,Frais de port refacturés,base.main_company,account.data_account_type_revenue,
__setup__.account_746001,746001,Frais administratifs,base.main_company,account.data_account_type_revenue,
__setup__.account_746100,746100,Récupération de frais non soumis à TVA,base.main_company,account.data_account_type_revenue,
__setup__.account_746990,746990,Autres produits et prestations de service,base.main_company,account.data_account_type_revenue,
__setup__.account_746992,746992,Contributions antibiotiques,base.main_company,account.data_account_type_revenue,
__setup__.account_748000,748000,Réalisation d'actifs immobilisés,base.main_company,account.data_account_type_revenue,
__setup__.account_748100,748100,Transfert de réalisation d'actifs immobilisés,base.main_company,account.data_account_type_revenue,
__setup__.account_750000,750000,Revenus des actions,base.main_company,account.data_account_type_revenue,
__setup__.account_751000,751000,Produits des actifs circulants,base.main_company,account.data_account_type_revenue,
__setup__.account_751200,751200,Intérêts  comptes courants banques,base.main_company,account.data_account_type_revenue,
__setup__.account_751500,751500,Intérêts et indemnités sur créances douteuses,base.main_company,account.data_account_type_revenue,
__setup__.account_751600,751600,Intérêts sur autres créances,base.main_company,account.data_account_type_revenue,
__setup__.account_751650,751650,Indemnités Tax shelter,base.main_company,account.data_account_type_revenue,
__setup__.account_752000,752000,Plus-values sur réalisations d'actifs circulants,base.main_company,account.data_account_type_revenue,
__setup__.account_753000,753000,Primes à l'investissement,base.main_company,account.data_account_type_revenue,
__setup__.account_754000,754000,Différences de change,base.main_company,account.data_account_type_revenue,
__setup__.account_755000,755000,Ecarts de conversion des devises,base.main_company,account.data_account_type_revenue,
__setup__.account_756000,756000,Produits des autres créances,base.main_company,account.data_account_type_revenue,
__setup__.account_757000,757000,Escomptes obtenus,base.main_company,account.data_account_type_revenue,
__setup__.account_757001,757001,Régularisation comptes de tiers,base.main_company,account.data_account_type_revenue,
__setup__.account_760000,760000,Produits exceptionnels,base.main_company,account.data_account_type_revenue,
__setup__.account_771000,771000,Régularisations d'impôts dus ou versés,base.main_company,account.data_account_type_revenue,
__setup__.account_780000,780000,Prélèvements sur les impôts différés,base.main_company,account.data_account_type_revenue,
__setup__.account_789000,789000,Prélèvements sur les réserves immunisées,base.main_company,account.data_account_type_revenue,
__setup__.account_790000,790000,Bénéfice reporté de l'exercice précédent,base.main_company,account.data_account_type_revenue,
__setup__.account_791000,791000,Prélèvement sur le capital et les primes d'émission,base.main_company,account.data_account_type_revenue,
__setup__.account_802000,802000,Gage fond commerce hypothèque,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_802001,802001,Mandat hyp.ing et cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_802010,802010,Fonds comm.hypotheque,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_802011,802011,Mandat hyp.ing et cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_012000,012000,Octroi de garantie,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_013000,013000,Octroi de garantie,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020000,020000,Garanties dexia,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020001,020001,Garanties ing,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020002,020002,Garanties cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020010,020010,Inscript. Hypoth ing&cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020030,020030,Gage fds commerce ing&cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020040,020040,Mandat hypoth ing & cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020050,020050,Mandat gage fd com cbcing,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021000,021000,Garanties dexia,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021001,021001,Garanties ing,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021002,021002,Garanties cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021010,021010,Inscript. Hypoth ing&cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021030,021030,Gage fds commerce ing&cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021040,021040,Mandat hypoth ing & cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021050,021050,Mandat gage fd com cbcing,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_032000,032000,Garanties recues loyer vi,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_033000,033000,Const.gar. Cbc loyer,base.main_company,__setup__.account_type_annexes_hors_bilan,
