id,list_price,categ_id/id
__import__.product_5512016,22.70,specific_data.product_categ__divers_para
__import__.product_5516501,29.18,specific_data.product_categ__mat_equipement
__import__.product_5522200,18.30,specific_data.product_categ__ali_physio
__import__.product_5551027,5.86,specific_data.product_categ__mat_ortho
__import__.product_5551028,5.86,specific_data.product_categ__mat_ortho
__import__.product_5551029,5.86,specific_data.product_categ__mat_ortho
__import__.product_5551030,5.86,specific_data.product_categ__mat_ortho
__import__.product_5551031,5.86,specific_data.product_categ__mat_ortho
__import__.product_5551032,5.86,specific_data.product_categ__mat_ortho
__import__.product_5551039,5.86,specific_data.product_categ__mat_ortho
__import__.product_5551042,5.86,specific_data.product_categ__mat_ortho
__import__.product_5560453,26.33,specific_data.product_categ__mat_conso
__import__.product_5564061,36.34,specific_data.product_categ__mat_equipement
__import__.product_5590004,19.28,specific_data.product_categ__mat_ortho
__import__.product_5590006,27.36,specific_data.product_categ__mat_ortho
__import__.product_5590008,27.36,specific_data.product_categ__mat_ortho
__import__.product_5590010,27.36,specific_data.product_categ__mat_ortho
__import__.product_5610300,1900.00,specific_data.product_categ__mat_dentisterie
__import__.product_5610500,217.81,specific_data.product_categ__ali_comp
__import__.product_5610501,60.65,specific_data.product_categ__ali_comp
__import__.product_5610502,11.60,specific_data.product_categ__ali_comp
__import__.product_5610503,305.62,specific_data.product_categ__ali_comp
__import__.product_5610504,8.54,specific_data.product_categ__ali_comp
__import__.product_5610505,307.06,specific_data.product_categ__ali_comp
__import__.product_5610506,13.51,specific_data.product_categ__ali_comp
__import__.product_5610507,332.96,specific_data.product_categ__ali_comp
__import__.product_5610509,51.71,specific_data.product_categ__ali_comp
__import__.product_5610510,138.88,specific_data.product_categ__ali_comp
__import__.product_5610518,128.59,specific_data.product_categ__ali_comp
__import__.product_5610519,25.02,specific_data.product_categ__ali_comp
__import__.product_5610525,128.21,specific_data.product_categ__ali_comp
__import__.product_5610526,27.11,specific_data.product_categ__ali_comp
__import__.product_5610527,305.17,specific_data.product_categ__ali_comp
__import__.product_5610528,96.11,specific_data.product_categ__ali_comp
__import__.product_5610535,46.99,specific_data.product_categ__ali_comp
__import__.product_5610540,60.56,specific_data.product_categ__ali_comp
__import__.product_5610543,193.36,specific_data.product_categ__ali_comp
__import__.product_5610546,25.87,specific_data.product_categ__ali_comp
__import__.product_5610548,36.88,specific_data.product_categ__ali_comp
__import__.product_5610551,138.97,specific_data.product_categ__ali_comp
__import__.product_5610553,33.04,specific_data.product_categ__ali_comp
__import__.product_5610554,83.07,specific_data.product_categ__ali_comp
__import__.product_5610556,95.56,specific_data.product_categ__ali_comp
__import__.product_5610557,30.82,specific_data.product_categ__ali_comp
__import__.product_5610558,33.92,specific_data.product_categ__ali_comp
__import__.product_5610559,29.62,specific_data.product_categ__ali_comp
__import__.product_5610561,215.43,specific_data.product_categ__ali_comp
__import__.product_5610563,65.01,specific_data.product_categ__ali_comp
__import__.product_5610564,77.96,specific_data.product_categ__ali_comp
__import__.product_5610565,125.98,specific_data.product_categ__ali_comp
__import__.product_5610566,24.15,specific_data.product_categ__ali_comp
__import__.product_5610568,55.17,specific_data.product_categ__ali_comp
__import__.product_5610569,67.81,specific_data.product_categ__ali_comp
__import__.product_5610570,84.49,specific_data.product_categ__ali_comp
__import__.product_5610571,50.35,specific_data.product_categ__ali_comp
__import__.product_5610572,179.56,specific_data.product_categ__ali_comp
__import__.product_5610573,71.38,specific_data.product_categ__ali_comp
__import__.product_5610575,39.16,specific_data.product_categ__ali_comp
__import__.product_5610576,144.86,specific_data.product_categ__ali_comp
__import__.product_5610578,10.22,specific_data.product_categ__ali_comp
__import__.product_5610580,7.65,specific_data.product_categ__ali_comp
__import__.product_5610582,53.09,specific_data.product_categ__ali_comp
__import__.product_5610583,8.67,specific_data.product_categ__ali_comp
__import__.product_5610584,91.65,specific_data.product_categ__ali_comp
__import__.product_5610585,29.85,specific_data.product_categ__ali_comp
__import__.product_5610589,12.76,specific_data.product_categ__ali_comp
__import__.product_5610590,56.72,specific_data.product_categ__ali_comp
__import__.product_5613201,170.00,specific_data.product_categ__mat_dentisterie
__import__.product_5630110,1500.00,specific_data.product_categ__mat_dentisterie
__import__.product_5630115,1500.00,specific_data.product_categ__mat_dentisterie
__import__.product_5640100,570.00,specific_data.product_categ__mat_dentisterie
__import__.product_5664400,86.46,specific_data.product_categ__mat_conso
__import__.product_5671002,19.00,specific_data.product_categ__mat_conso
__import__.product_5710345,83.71,specific_data.product_categ__mat_petshop
__import__.product_5710346,45.26,specific_data.product_categ__mat_petshop
__import__.product_5710347,26.27,specific_data.product_categ__mat_petshop
__import__.product_5710348,9.87,specific_data.product_categ__mat_petshop
__import__.product_5710545,134.11,specific_data.product_categ__ali_comp
__import__.product_5710546,40.62,specific_data.product_categ__ali_comp
__import__.product_5715062,22.12,specific_data.product_categ__mat_equipement
__import__.product_5715063,22.12,specific_data.product_categ__mat_equipement
__import__.product_5716451,12.71,specific_data.product_categ__mat_conso
__import__.product_5720263,35.00,specific_data.product_categ__mat_equipement
__import__.product_5721200,785.00,specific_data.product_categ__mat_img_radio
__import__.product_5724000,104.26,specific_data.product_categ__mat_conso
__import__.product_5740007,46.61,specific_data.product_categ__mat_equipement
__import__.product_5740019,54.77,specific_data.product_categ__mat_cardio
__import__.product_5740260,22.12,specific_data.product_categ__mat_equipement
__import__.product_5740261,22.12,specific_data.product_categ__mat_equipement
__import__.product_5740263,22.12,specific_data.product_categ__mat_equipement
__import__.product_5740264,22.12,specific_data.product_categ__mat_equipement
__import__.product_5740267,46.61,specific_data.product_categ__mat_equipement
__import__.product_5742906,26.40,specific_data.product_categ__mat_equipement
__import__.product_5742907,30.36,specific_data.product_categ__mat_equipement
__import__.product_5744020,27.65,specific_data.product_categ__mat_equipement
__import__.product_5744021,27.65,specific_data.product_categ__mat_equipement
__import__.product_5744022,27.65,specific_data.product_categ__mat_equipement
__import__.product_5753400,14.96,specific_data.product_categ__ali_comp
__import__.product_5753401,49.58,specific_data.product_categ__ali_comp
__import__.product_5760302,21.28,specific_data.product_categ__mat_sut_bobine
__import__.product_5760306,51.10,specific_data.product_categ__mat_sutures
__import__.product_5760307,52.96,specific_data.product_categ__mat_sutures
__import__.product_5760308,52.44,specific_data.product_categ__mat_sutures
__import__.product_5760309,53.50,specific_data.product_categ__mat_sutures
__import__.product_5760310,56.95,specific_data.product_categ__mat_sutures
__import__.product_5760311,46.33,specific_data.product_categ__mat_sutures
__import__.product_5760312,46.33,specific_data.product_categ__mat_sutures
__import__.product_5760313,40.89,specific_data.product_categ__mat_sutures
__import__.product_5760314,40.89,specific_data.product_categ__mat_sutures
__import__.product_5760315,46.61,specific_data.product_categ__mat_sutures
__import__.product_5760316,49.52,specific_data.product_categ__mat_sutures
__import__.product_5760317,50.05,specific_data.product_categ__mat_sutures
__import__.product_5760318,52.96,specific_data.product_categ__mat_sutures
__import__.product_5760319,13.90,specific_data.product_categ__mat_sutures
__import__.product_5760320,13.90,specific_data.product_categ__mat_sutures
__import__.product_5760321,15.33,specific_data.product_categ__mat_sutures
__import__.product_5760322,15.33,specific_data.product_categ__mat_sutures
__import__.product_5760323,12.87,specific_data.product_categ__mat_sutures
__import__.product_5760324,42.87,specific_data.product_categ__mat_sutures
__import__.product_5760325,12.78,specific_data.product_categ__mat_sutures
__import__.product_5760326,42.60,specific_data.product_categ__mat_sutures
__import__.product_5760327,17.40,specific_data.product_categ__mat_sutures
__import__.product_5760328,58.01,specific_data.product_categ__mat_sutures
__import__.product_5760329,17.40,specific_data.product_categ__mat_sutures
__import__.product_5760330,58.01,specific_data.product_categ__mat_sutures
__import__.product_5760331,54.82,specific_data.product_categ__mat_sutures
__import__.product_5760332,54.28,specific_data.product_categ__mat_sutures
__import__.product_5760333,53.75,specific_data.product_categ__mat_sutures
__import__.product_5760336,32.53,specific_data.product_categ__mat_sutures
__import__.product_5760337,34.51,specific_data.product_categ__mat_sutures
__import__.product_5760338,32.53,specific_data.product_categ__mat_sutures
__import__.product_5760339,34.51,specific_data.product_categ__mat_sutures
__import__.product_5760340,104.50,specific_data.product_categ__mat_sutures
__import__.product_5760341,131.02,specific_data.product_categ__mat_sutures
__import__.product_5760342,9.69,specific_data.product_categ__antimicrobiens
__import__.product_5760343,14.64,specific_data.product_categ__antimicrobiens
__import__.product_5760344,62.23,specific_data.product_categ__antimicrobiens
__import__.product_5760345,10.25,specific_data.product_categ__antimicrobiens
__import__.product_5760346,39.86,specific_data.product_categ__mat_sutures
__import__.product_5760347,40.89,specific_data.product_categ__mat_sutures
__import__.product_5760348,46.57,specific_data.product_categ__mat_sutures
__import__.product_5760349,52.96,specific_data.product_categ__mat_sutures
__import__.product_5760354,36.35,specific_data.product_categ__mat_sutures
__import__.product_5760360,57.57,specific_data.product_categ__mat_sutures
__import__.product_5760362,57.86,specific_data.product_categ__mat_sutures
__import__.product_5760363,55.67,specific_data.product_categ__mat_sutures
__import__.product_5760364,57.86,specific_data.product_categ__mat_sutures
__import__.product_5760365,55.67,specific_data.product_categ__mat_sutures
__import__.product_5760366,57.57,specific_data.product_categ__mat_sutures
__import__.product_5760370,66.65,specific_data.product_categ__mat_sutures
__import__.product_5760371,70.58,specific_data.product_categ__mat_sutures
__import__.product_5760391,57.57,specific_data.product_categ__mat_sutures
__import__.product_5760393,55.67,specific_data.product_categ__mat_sutures
__import__.product_5760397,61.86,specific_data.product_categ__mat_sutures
__import__.product_5760399,65.74,specific_data.product_categ__mat_sutures
__import__.product_5760401,57.86,specific_data.product_categ__mat_sutures
__import__.product_5760416,48.52,specific_data.product_categ__mat_sutures
__import__.product_5760417,47.23,specific_data.product_categ__mat_sutures
__import__.product_5760543,103.49,specific_data.product_categ__mat_conso
__import__.product_5764020,27.96,specific_data.product_categ__homeo
__import__.product_5776181,70.59,specific_data.product_categ__mat_conso
__import__.product_5776183,57.74,specific_data.product_categ__mat_conso
__import__.product_5776185,80.07,specific_data.product_categ__mat_conso
__import__.product_5776186,73.30,specific_data.product_categ__mat_conso
__import__.product_5776187,58.90,specific_data.product_categ__mat_conso
__import__.product_5776189,56.08,specific_data.product_categ__mat_conso
__import__.product_5776190,56.08,specific_data.product_categ__mat_conso
__import__.product_5776191,132.16,specific_data.product_categ__mat_conso
__import__.product_5776192,27.71,specific_data.product_categ__mat_conso
__import__.product_5776195,77.99,specific_data.product_categ__mat_conso
__import__.product_5776196,72.11,specific_data.product_categ__mat_conso
__import__.product_5776197,72.55,specific_data.product_categ__mat_conso
__import__.product_5791330,83.00,specific_data.product_categ__mat_ortho
__import__.product_5791730,152.65,specific_data.product_categ__mat_conso
__import__.product_5791731,152.65,specific_data.product_categ__mat_conso
__import__.product_5800001,32.60,specific_data.product_categ__mat_conso
__import__.product_5800002,37.85,specific_data.product_categ__mat_conso
__import__.product_5800003,32.60,specific_data.product_categ__mat_conso
__import__.product_5800004,37.85,specific_data.product_categ__mat_conso
__import__.product_5800102,75.70,specific_data.product_categ__mat_conso
__import__.product_5803910,77.80,specific_data.product_categ__mat_rurale
__import__.product_5803920,68.75,specific_data.product_categ__mat_rurale
__import__.product_5810031,48.98,specific_data.product_categ__mat_equipement
__import__.product_5810032,48.98,specific_data.product_categ__mat_equipement
__import__.product_5816520,37.50,specific_data.product_categ__mat_ortho
__import__.product_5817221,48.98,specific_data.product_categ__mat_equipement
__import__.product_5817222,48.98,specific_data.product_categ__mat_equipement
__import__.product_5817223,48.98,specific_data.product_categ__mat_equipement
__import__.product_5817224,48.98,specific_data.product_categ__mat_equipement
__import__.product_5817454,48.98,specific_data.product_categ__mat_equipement
__import__.product_5817455,48.98,specific_data.product_categ__mat_equipement
__import__.product_5817456,48.98,specific_data.product_categ__mat_equipement
__import__.product_5817457,48.98,specific_data.product_categ__mat_equipement
__import__.product_5840247,37.80,specific_data.product_categ__mat_ortho
__import__.product_5840248,37.80,specific_data.product_categ__mat_ortho
__import__.product_5840254,26.04,specific_data.product_categ__mat_ortho
__import__.product_5840255,26.04,specific_data.product_categ__mat_ortho
__import__.product_5840256,26.04,specific_data.product_categ__mat_ortho
__import__.product_5840267,26.80,specific_data.product_categ__mat_ortho
__import__.product_5840301,78.53,specific_data.product_categ__ali_comp
__import__.product_5840303,43.77,specific_data.product_categ__ali_comp
__import__.product_5840304,20.04,specific_data.product_categ__divers_para
__import__.product_5840311,30.51,specific_data.product_categ__ali_comp
__import__.product_5840312,23.10,specific_data.product_categ__ali_comp
__import__.product_5840313,15.74,specific_data.product_categ__divers_para
__import__.product_5840315,19.43,specific_data.product_categ__ali_comp
__import__.product_5840316,49.19,specific_data.product_categ__ali_comp
__import__.product_5840317,50.16,specific_data.product_categ__ali_comp
__import__.product_5840318,148.86,specific_data.product_categ__divers_para
__import__.product_5840319,19.95,specific_data.product_categ__divers_para
__import__.product_5840320,19.84,specific_data.product_categ__ali_comp
__import__.product_5840321,19.95,specific_data.product_categ__divers_para
__import__.product_5840322,47.82,specific_data.product_categ__ali_comp
__import__.product_5840323,41.96,specific_data.product_categ__ali_comp
__import__.product_5840324,35.75,specific_data.product_categ__ali_comp
__import__.product_5850510,727.50,specific_data.product_categ__mat_ortho
__import__.product_5918121,2011.00,specific_data.product_categ__mat_cardio
__import__.product_5999981,105.98,specific_data.product_categ__mat_cardio
__import__.product_6043001,81.30,specific_data.product_categ__mat_equipement
__import__.product_6197006,14.00,specific_data.product_categ__divers_para
__import__.product_6197008,41.51,specific_data.product_categ__divers_para
__import__.product_6197009,22.19,specific_data.product_categ__divers_para
__import__.product_6197010,11.13,specific_data.product_categ__divers_para
__import__.product_6197011,18.61,specific_data.product_categ__divers_para
__import__.product_6197015,21.54,specific_data.product_categ__divers_para
__import__.product_6197016,73.39,specific_data.product_categ__divers_para
__import__.product_6197017,19.32,specific_data.product_categ__ali_comp
__import__.product_6197019,92.45,specific_data.product_categ__ali_comp
__import__.product_6197020,11.97,specific_data.product_categ__divers_para
__import__.product_6197023,27.59,specific_data.product_categ__divers_veto
__import__.product_6197028,22.32,specific_data.product_categ__ali_comp
__import__.product_6197029,20.82,specific_data.product_categ__divers_para
__import__.product_6259676,217.00,specific_data.product_categ__mat_conso
__import__.product_6260016,122.54,specific_data.product_categ__phytosanitaires
__import__.product_6294592,7.39,specific_data.product_categ__importation
__import__.product_6350338,8.63,specific_data.product_categ__divers_veto
__import__.product_6350501,55.24,specific_data.product_categ__divers_para
__import__.product_6350504,15.32,specific_data.product_categ__ali_comp
__import__.product_6350508,6.62,specific_data.product_categ__ali_comp
__import__.product_6350511,38.57,specific_data.product_categ__divers_veto
__import__.product_6350512,22.61,specific_data.product_categ__divers_veto
__import__.product_6350524,40.71,specific_data.product_categ__divers_veto
__import__.product_6350532,18.25,specific_data.product_categ__mat_conso
__import__.product_6350536,78.69,specific_data.product_categ__mat_conso
__import__.product_6350538,3.34,specific_data.product_categ__mat_conso
__import__.product_6350545,21.74,specific_data.product_categ__divers_veto
__import__.product_6350546,167.54,specific_data.product_categ__divers_veto
__import__.product_6350549,50.77,specific_data.product_categ__divers_veto
__import__.product_6350562,6.97,specific_data.product_categ__divers_para
__import__.product_6350563,28.52,specific_data.product_categ__ali_comp
__import__.product_6350568,38.45,specific_data.product_categ__divers_veto
__import__.product_6350569,38.09,specific_data.product_categ__ali_comp
__import__.product_6350573,15.11,specific_data.product_categ__divers_veto
__import__.product_6446000,53.00,specific_data.product_categ__mat_sut_bobine
__import__.product_6446002,57.00,specific_data.product_categ__mat_sut_bobine
__import__.product_6446003,54.00,specific_data.product_categ__mat_sut_bobine
__import__.product_6446007,57.00,specific_data.product_categ__mat_sut_bobine
__import__.product_6446020,27.00,specific_data.product_categ__mat_sut_bobine
__import__.product_6446022,54.00,specific_data.product_categ__mat_sut_bobine
__import__.product_6464798,11.59,specific_data.product_categ__ali_comp
__import__.product_6604207,2.31,specific_data.product_categ__mat_conso
__import__.product_6615607,7.32,specific_data.product_categ__ali_comp
__import__.product_6615613,10.27,specific_data.product_categ__ali_comp
__import__.product_6641964,24.79,specific_data.product_categ__ali_comp
__import__.product_6704096,47.51,specific_data.product_categ__importation
__import__.product_6705434,8.28,specific_data.product_categ__importation
__import__.product_6705440,9.38,specific_data.product_categ__importation
__import__.product_6706008,47.29,specific_data.product_categ__importation
__import__.product_6707858,10.90,specific_data.product_categ__importation
__import__.product_6708935,5.56,specific_data.product_categ__importation
__import__.product_6710352,11.12,specific_data.product_categ__importation
__import__.product_6710926,22.89,specific_data.product_categ__importation
__import__.product_6711216,43.68,specific_data.product_categ__importation
__import__.product_6711601,8.57,specific_data.product_categ__importation
__import__.product_6725767,62.53,specific_data.product_categ__importation
__import__.product_6726755,11.44,specific_data.product_categ__importation
__import__.product_6728470,28.57,specific_data.product_categ__importation
__import__.product_6730047,10.24,specific_data.product_categ__importation
__import__.product_6735145,10.74,specific_data.product_categ__importation
__import__.product_6738155,5.14,specific_data.product_categ__importation
__import__.product_6738327,5.33,specific_data.product_categ__importation
__import__.product_6740620,26.52,specific_data.product_categ__importation
__import__.product_6741163,5.83,specific_data.product_categ__importation
__import__.product_6741223,27.49,specific_data.product_categ__importation
__import__.product_6742300,4.59,specific_data.product_categ__importation
__import__.product_6742961,17.85,specific_data.product_categ__importation
__import__.product_6743280,26.00,specific_data.product_categ__importation
__import__.product_6743469,29.65,specific_data.product_categ__importation
__import__.product_6743877,346.73,specific_data.product_categ__importation
__import__.product_6757342,11.54,specific_data.product_categ__importation
__import__.product_6765548,11.47,specific_data.product_categ__importation
__import__.product_6766996,16.97,specific_data.product_categ__importation
__import__.product_6771098,9.59,specific_data.product_categ__importation
__import__.product_6771431,12.48,specific_data.product_categ__importation
__import__.product_6774197,104.86,specific_data.product_categ__importation
__import__.product_6775630,136.42,specific_data.product_categ__importation
__import__.product_6775647,295.28,specific_data.product_categ__importation
__import__.product_6780401,18.15,specific_data.product_categ__importation
__import__.product_6783279,48.28,specific_data.product_categ__importation
__import__.product_6784592,135.59,specific_data.product_categ__importation
__import__.product_6789968,67.45,specific_data.product_categ__importation
__import__.product_6795408,17.23,specific_data.product_categ__importation
__import__.product_6799613,29.74,specific_data.product_categ__importation
__import__.product_6799866,71.94,specific_data.product_categ__importation
__import__.product_6823501,6.05,specific_data.product_categ__importation
__import__.product_6833416,349.95,specific_data.product_categ__importation
__import__.product_6840001,130.00,specific_data.product_categ__divers_para
__import__.product_6840005,33.31,specific_data.product_categ__divers_para
__import__.product_6840007,11.97,specific_data.product_categ__divers_para
__import__.product_6840008,46.06,specific_data.product_categ__divers_para
__import__.product_6847855,6.50,specific_data.product_categ__importation
__import__.product_6848441,15.65,specific_data.product_categ__importation
__import__.product_6848553,17.01,specific_data.product_categ__importation
__import__.product_6848576,122.21,specific_data.product_categ__importation
__import__.product_6861163,13.52,specific_data.product_categ__importation
__import__.product_6861683,20.94,specific_data.product_categ__importation
__import__.product_6867303,9.57,specific_data.product_categ__importation
__import__.product_6869029,5.04,specific_data.product_categ__importation
__import__.product_6871351,44.77,specific_data.product_categ__importation
__import__.product_6874071,13.38,specific_data.product_categ__importation
__import__.product_6889055,140.30,specific_data.product_categ__importation
__import__.product_6889115,15.63,specific_data.product_categ__importation
__import__.product_6899071,6.19,specific_data.product_categ__importation
__import__.product_6899243,141.98,specific_data.product_categ__importation
__import__.product_6900756,13.00,specific_data.product_categ__importation
__import__.product_6902034,5.27,specific_data.product_categ__importation
__import__.product_6902577,13.18,specific_data.product_categ__importation
__import__.product_6907534,7.83,specific_data.product_categ__importation
__import__.product_6931805,9.32,specific_data.product_categ__importation
__import__.product_6935246,14.10,specific_data.product_categ__importation
__import__.product_6941347,5.83,specific_data.product_categ__importation
__import__.product_6943464,7.60,specific_data.product_categ__importation
__import__.product_6943524,10.90,specific_data.product_categ__importation
__import__.product_6943576,7.34,specific_data.product_categ__importation
__import__.product_6943725,5.84,specific_data.product_categ__importation
__import__.product_6943754,6.92,specific_data.product_categ__importation
__import__.product_6943760,5.64,specific_data.product_categ__importation
__import__.product_6944245,6.83,specific_data.product_categ__importation
__import__.product_6947829,27.43,specific_data.product_categ__importation
__import__.product_6957147,8.05,specific_data.product_categ__importation
__import__.product_6957615,14.84,specific_data.product_categ__importation
__import__.product_6960770,13.22,specific_data.product_categ__importation
__import__.product_6963113,18.20,specific_data.product_categ__importation
__import__.product_6965170,30.89,specific_data.product_categ__importation
__import__.product_6969624,11.22,specific_data.product_categ__importation
__import__.product_6969771,15.60,specific_data.product_categ__importation
__import__.product_6971963,48.52,specific_data.product_categ__importation
__import__.product_6973873,37.89,specific_data.product_categ__importation
__import__.product_6978089,91.94,specific_data.product_categ__importation
__import__.product_6980689,10.58,specific_data.product_categ__importation
__import__.product_6987869,9.33,specific_data.product_categ__importation
__import__.product_6992801,249.28,specific_data.product_categ__importation
__import__.product_6992959,71.92,specific_data.product_categ__importation
__import__.product_6993002,220.36,specific_data.product_categ__importation
__import__.product_6993806,24.84,specific_data.product_categ__importation
__import__.product_6997916,24.40,specific_data.product_categ__importation
__import__.product_7003800,9.40,specific_data.product_categ__ali_comp
__import__.product_7040132,8.22,specific_data.product_categ__divers_para
__import__.product_7105275,14.61,specific_data.product_categ__mat_conso
__import__.product_7139362,7.49,specific_data.product_categ__ali_comp
__import__.product_7384001,21.40,specific_data.product_categ__ali_comp
__import__.product_7384002,56.00,specific_data.product_categ__ali_comp
__import__.product_7384344,11.65,specific_data.product_categ__ali_comp
__import__.product_7402606,22.12,specific_data.product_categ__mat_equipement
__import__.product_7402626,50.00,specific_data.product_categ__mat_equipement
__import__.product_7416442,71.70,specific_data.product_categ__mat_equipement
__import__.product_7445490,242.15,specific_data.product_categ__mat_conso
__import__.product_7536956,6.04,specific_data.product_categ__ali_comp
__import__.product_7568287,6.83,specific_data.product_categ__divers_para
__import__.product_7684094,178.50,specific_data.product_categ__mat_conso
__import__.product_7687649,7.20,specific_data.product_categ__ali_comp
__import__.product_7693360,6.98,specific_data.product_categ__divers_para
__import__.product_7730400,47.80,specific_data.product_categ__divers_veto
__import__.product_7735010,0.76,specific_data.product_categ__mat_conso
__import__.product_7751849,28.45,specific_data.product_categ__mat_equipement
__import__.product_7760300,22.03,specific_data.product_categ__sys_nerveux
__import__.product_7760301,20.48,specific_data.product_categ__ali_comp
__import__.product_7760306,72.34,specific_data.product_categ__mat_sut_bobine
__import__.product_7760307,84.63,specific_data.product_categ__mat_sut_bobine
__import__.product_7760308,40.52,specific_data.product_categ__mat_sut_bobine
__import__.product_7760329,18.85,specific_data.product_categ__mat_instrumentation
__import__.product_7760331,27.45,specific_data.product_categ__ali_comp
__import__.product_7760333,21.42,specific_data.product_categ__ali_comp
__import__.product_7760334,39.29,specific_data.product_categ__ali_comp
__import__.product_7760335,153.06,specific_data.product_categ__ali_comp
__import__.product_7760336,70.82,specific_data.product_categ__mat_sut_bobine
__import__.product_7760338,68.61,specific_data.product_categ__mat_sut_bobine
__import__.product_7760339,68.61,specific_data.product_categ__mat_sut_bobine
__import__.product_7760340,31.73,specific_data.product_categ__mat_sut_bobine
__import__.product_7760341,70.82,specific_data.product_categ__mat_sut_bobine
__import__.product_7760344,81.42,specific_data.product_categ__mat_sut_bobine
__import__.product_7760345,87.61,specific_data.product_categ__mat_sut_bobine
__import__.product_7805132,9.80,specific_data.product_categ__homeo
__import__.product_7805149,20.25,specific_data.product_categ__ali_comp
__import__.product_7836380,18.40,specific_data.product_categ__ali_comp
__import__.product_7863968,17.20,specific_data.product_categ__ali_comp
__import__.product_7864376,11.59,specific_data.product_categ__ali_comp
__import__.product_7884350,69.75,specific_data.product_categ__ali_comp
__import__.product_7915960,43.10,specific_data.product_categ__mat_conso
__import__.product_7917100,32.80,specific_data.product_categ__mat_conso
__import__.product_7917101,26.30,specific_data.product_categ__mat_conso
__import__.product_7918123,74.60,specific_data.product_categ__mat_equipement
__import__.product_7918127,25.70,specific_data.product_categ__mat_conso
__import__.product_7918172,6.60,specific_data.product_categ__mat_conso
__import__.product_7930129,2.12,specific_data.product_categ__mat_conso
__import__.product_7965930,9.17,specific_data.product_categ__divers_para
__import__.product_7974449,134.39,specific_data.product_categ__mat_conso
__import__.product_7974455,15.63,specific_data.product_categ__mat_conso
__import__.product_7983201,131.68,specific_data.product_categ__ali_comp
__import__.product_8001909,5.95,specific_data.product_categ__mat_conso
__import__.product_8002582,8.86,specific_data.product_categ__mat_conso
__import__.product_8002599,13.29,specific_data.product_categ__mat_conso
__import__.product_8002642,8.86,specific_data.product_categ__mat_conso
__import__.product_8002665,13.44,specific_data.product_categ__mat_conso
__import__.product_8002671,17.71,specific_data.product_categ__mat_conso
__import__.product_8002702,13.29,specific_data.product_categ__mat_conso
__import__.product_8002719,17.71,specific_data.product_categ__mat_conso
__import__.product_8002731,21.11,specific_data.product_categ__mat_conso
__import__.product_8003593,49.63,specific_data.product_categ__mat_rurale
__import__.product_8003908,39.20,specific_data.product_categ__mat_rurale
__import__.product_8003914,39.20,specific_data.product_categ__mat_rurale
__import__.product_8003920,39.20,specific_data.product_categ__mat_rurale
__import__.product_8005758,5.76,specific_data.product_categ__mat_conso
__import__.product_8010423,3.12,specific_data.product_categ__mat_sutures
__import__.product_8011374,7.31,specific_data.product_categ__mat_sutures
__import__.product_8012020,6.25,specific_data.product_categ__mat_sutures
__import__.product_8012190,5.66,specific_data.product_categ__mat_sutures
__import__.product_8012221,6.59,specific_data.product_categ__mat_sutures
__import__.product_8012379,5.82,specific_data.product_categ__mat_sutures
__import__.product_8012451,6.85,specific_data.product_categ__mat_sutures
__import__.product_8012563,8.85,specific_data.product_categ__mat_sutures
__import__.product_8015165,2.20,specific_data.product_categ__mat_rurale
__import__.product_8015171,2.63,specific_data.product_categ__mat_rurale
__import__.product_8015188,1.66,specific_data.product_categ__mat_rurale
__import__.product_8015194,1.76,specific_data.product_categ__mat_rurale
__import__.product_8015202,1.51,specific_data.product_categ__mat_rurale
__import__.product_8019766,59.18,specific_data.product_categ__mat_ortho
__import__.product_8019772,59.18,specific_data.product_categ__mat_ortho
__import__.product_8020261,81.48,specific_data.product_categ__mat_ortho
__import__.product_8020278,112.20,specific_data.product_categ__mat_ortho
__import__.product_8021639,65.60,specific_data.product_categ__mat_instrumentation
__import__.product_8021728,13.27,specific_data.product_categ__mat_instrumentation
__import__.product_8021800,2.83,specific_data.product_categ__mat_instrumentation
__import__.product_8021964,35.19,specific_data.product_categ__mat_instrumentation
__import__.product_8022604,164.21,specific_data.product_categ__mat_ortho
__import__.product_8022923,123.17,specific_data.product_categ__mat_ortho
__import__.product_8023779,24.08,specific_data.product_categ__mat_equipement
__import__.product_8024000,5.44,specific_data.product_categ__mat_conso
__import__.product_8024626,12.00,specific_data.product_categ__mat_instrumentation
__import__.product_8024684,10.05,specific_data.product_categ__mat_instrumentation
__import__.product_8024715,44.30,specific_data.product_categ__mat_instrumentation
__import__.product_8024750,10.15,specific_data.product_categ__mat_instrumentation
__import__.product_8025318,47.50,specific_data.product_categ__mat_equipement
__import__.product_8025749,17.82,specific_data.product_categ__mat_rurale
__import__.product_8025962,14.98,specific_data.product_categ__mat_instrumentation
__import__.product_8026186,4.40,specific_data.product_categ__mat_conso
__import__.product_8026223,4.47,specific_data.product_categ__mat_instrumentation
__import__.product_8026631,4.32,specific_data.product_categ__mat_instrumentation
__import__.product_8026921,0.90,specific_data.product_categ__mat_conso
__import__.product_8027168,8.02,specific_data.product_categ__mat_instrumentation
__import__.product_8027174,25.49,specific_data.product_categ__mat_instrumentation
__import__.product_8027180,8.31,specific_data.product_categ__mat_instrumentation
__import__.product_8027300,2.56,specific_data.product_categ__mat_rurale
__import__.product_8027369,3.00,specific_data.product_categ__mat_instrumentation
__import__.product_8027926,10.44,specific_data.product_categ__mat_conso
__import__.product_8027932,14.84,specific_data.product_categ__mat_conso
